source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TWCW_pred,LogisticRegression_TWCW_proba
ZL,LLS,2023-08,2023,8,57,736.0,0.97,234,1786.0,2.35,211,761,0.3075,0.2773,9,1957,1,1957.0,0,13,6533.0,12525.0,19058.0,85.30952380952381,47.166666666666664,38.142857142857146,9,58.5,30.5,28.0,7464.0,8234.0,15698.0,0,0.0,117,0.0,0.0,17.439583328462415,0.12325268857661754,0.0,0.0,13.29916195218922,25.364515448770216,17.790456974378195,17.394187852900515,0.09731182854582546,0.0,0.0,14.174722296175776,26.13048313029351,17.77967175745195,0,0.0,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.33350160200886236
UTLR,UT,2023-08,2023,8,3,234.0,0.21,100,2123.0,1.89,160,1122,0.0891,0.1426,0,1148,1,1148.0,0,4,3622.0,3024.0,6646.0,5.0,2.5,2.5,27,45.66666666666667,22.666666666666668,23.0,24009.0,31359.0,55368.0,0,0.0,108,0.0,0.0,17.534879038410804,0.13037634522764271,0.0,0.0,13.08255083394307,25.965483146008626,17.91720426979885,17.500333520673937,0.16626344175548644,0.0,0.0,13.036879285288755,25.420644468517715,17.949459879629075,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6558828676004391
BET,EHS,2023-08,2023,8,9,1641.0,0.83,635,3991.0,2.03,698,1966,0.323,0.355,19,2240,1,2240.0,0,4,4435.0,4435.0,8870.0,19.0,9.5,9.5,4,10.0,5.0,5.0,4436.0,3972.0,8408.0,0,0.0,16,0.0,0.0,17.99285776128051,0.13024193676368845,0.0,0.0,11.892185007852893,24.08951550337576,18.45246801709616,18.05196751445852,0.13266129119782358,0.0,0.0,11.30222068887244,23.71112838355444,18.49585191665157,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6660180621879568
SHL,ASDZ,2023-08,2023,8,11,5142.0,0.9,1766,18823.0,3.31,1422,5684,0.3107,0.2502,2096,7090,1,7090.0,0,15,21292.5,18450.5,39743.0,44.44642857142857,21.875,22.571428571428573,12,26.333333333333332,13.166666666666666,13.166666666666666,14913.0,12430.0,27343.0,1,0.07692307692307693,180,0.5138983423697507,0.14285714285714285,17.295677866987003,0.11465053799091487,0.0,0.0,13.641912878360799,26.696612224783948,17.824105257629068,17.282677378705753,0.11465053799091487,0.0,0.0,13.641912878360799,26.696612224783948,17.811104769347818,0,0.0,8.0,23.0,0.2629,0,0.69669247,0.0,0.0,0.00017593244,0.697,0.0,0.0,0.0,0.303,3,-0.8660254037844384,-0.5000000000000004,1.0,0.7909400668253972
OT,BTL,2023-08,2023,8,9,762.0,0.97,308,1896.0,2.42,336,785,0.3924,0.428,0,1061,1,1061.0,0,4,2213.0,2152.0,4365.0,17.0,8.5,8.5,6,18.0,9.0,9.0,4437.0,5058.0,9495.0,0,0.0,24,0.0,0.0,17.95942718367423,0.11438172144354672,0.0,0.0,12.530630072759044,24.287418680806315,18.57488416343607,17.991532270626355,0.13051075381176766,0.0,0.0,12.10587494091321,24.389515464664786,18.439986562216152,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.692827790783506
ZD,CAS,2023-08,2023,8,17,1630.0,0.93,708,10441.0,5.96,943,1751,0.4043,0.5385,62,1854,1,1854.0,0,9,9673.0,10021.0,19694.0,19.2,7.0,12.2,9,22.6,10.0,12.6,6617.0,6162.0,12779.0,0,0.0,81,0.0,0.0,17.209513336099604,0.13252688279395464,0.0,0.0,13.562772115552297,25.590967015553545,17.81952666467236,17.329099450060117,0.17674731265913735,0.0,0.0,16.19270351324831,29.35741856982631,17.848857497656216,0,0.0,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.49404501695412467
RTZ,RTD,2023-08,2023,8,4,182.0,0.84,83,332.0,1.54,86,216,0.3843,0.3981,1,187,1,187.0,0,8,4925.0,4907.0,9832.0,5.5,2.75,2.75,17,42.75714285714285,22.857142857142858,19.9,13126.0,17279.0,30405.0,1,0.07692307692307693,136,0.7213475204444817,0.25,17.670935209079456,0.14180107633032465,0.0,0.0,13.701832312890279,26.658386377878088,18.299497031396434,17.69693588441418,0.14180107633032465,0.0,0.0,13.701832312890279,26.658386377878088,18.325497799022223,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.7700581276203053
HDE,WZ,2023-08,2023,8,9,675.0,0.77,201,1134.0,1.3,211,873,0.2302,0.2417,0,1164,1,1164.0,0,4,2312.0,2312.0,4624.0,18.0,9.0,9.0,3,18.0,9.0,9.0,2312.0,1148.0,3460.0,0,0.0,12,0.0,0.0,17.443674166997273,0.12647849473581518,0.0,0.0,13.432333775265242,25.221289649445524,17.83070369048785,17.381083038545423,0.12325268857661754,0.0,0.0,13.29916195218922,25.364515448770216,17.731956684461203,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.34772835438555943
UTLR,UTT,2023-08,2023,8,2,755.0,0.43,283,3474.0,1.96,346,1770,0.1599,0.1955,0,1876,1,1876.0,0,4,3622.0,3024.0,6646.0,5.0,2.5,2.5,4,4.0,2.0,2.0,3654.0,3622.0,7276.0,0,0.0,16,0.0,0.0,17.534879038410804,0.13037634522764271,0.0,0.0,13.08255083394307,25.965483146008626,17.91720426979885,17.528503276968515,0.12096774277667846,0.0,0.0,13.754699246457188,25.486450932679638,17.982871601658484,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.40076230085574255
BET,BTL,2023-08,2023,8,10,1065.0,0.61,358,3262.0,1.87,412,1741,0.2056,0.2366,38,2195,1,2195.0,0,4,4435.0,4435.0,8870.0,19.0,9.5,9.5,6,18.0,9.0,9.0,4437.0,5058.0,9495.0,0,0.0,24,0.0,0.0,17.99285776128051,0.13024193676368845,0.0,0.0,11.892185007852893,24.08951550337576,18.45246801709616,17.991532270626355,0.13051075381176766,0.0,0.0,12.10587494091321,24.389515464664786,18.439986562216152,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.679886657980102
OT,TB,2023-08,2023,8,8,678.0,0.89,282,1792.0,2.35,306,761,0.3706,0.4021,2,1091,1,1091.0,0,4,2213.0,2152.0,4365.0,17.0,8.5,8.5,9,30.8,17.8,13.0,9542.0,7116.0,16658.0,0,0.0,36,0.0,0.0,17.95942718367423,0.11438172144354672,0.0,0.0,12.530630072759044,24.287418680806315,18.57488416343607,17.89545735877047,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.46924772442028,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6772831505712246
ASDL,SHL,2023-08,2023,8,12,3347.0,1.13,1370,10121.0,3.42,1523,2956,0.4635,0.5152,3,4193,1,4193.0,0,4,8293.0,8293.0,16586.0,15.0,7.5,7.5,15,44.44642857142857,21.875,22.571428571428573,21292.5,18450.5,39743.0,1,0.1111111111111111,60,0.45511961331341866,0.1111111111111111,17.289177622846378,0.11465053799091487,0.0,0.0,13.641912878360799,26.696612224783948,17.817605013488443,17.295677866987003,0.11465053799091487,0.0,0.0,13.641912878360799,26.696612224783948,17.824105257629068,0,0.0,8.0,23.0,0.2629,1,0.15832205,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.842,3,-0.8660254037844384,-0.5000000000000004,1.0,0.761894294674919
SSH,NVP,2023-08,2023,8,11,1057.0,0.59,390,5461.0,3.04,495,1797,0.217,0.2755,0,2461,1,2461.0,0,4,4969.0,3996.0,8965.0,19.0,9.5,9.5,4,16.0,8.0,8.0,4969.0,4969.0,9938.0,0,0.0,16,0.0,0.0,17.50642184160089,0.12553763560830586,0.0,0.0,15.226496211223063,28.80145081717481,18.200575017159984,17.42262928588416,0.11290322651746132,0.0,0.0,14.169354236414355,27.175160542611152,17.92477983813132,0,0.0,8.0,23.0,0.2629,1,0.00055648305,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6238742899575352
OW,O,2023-08,2023,8,1,1391.0,1.39,680,5016.0,5.01,761,1001,0.6793,0.7602,0,1146,1,1146.0,0,4,2395.0,2338.0,4733.0,12.0,6.0,6.0,10,28.0,14.0,14.0,4868.25,4944.11,9812.36,0,0.0,40,0.0,0.0,17.935935734420696,0.12956989401330551,0.0,0.0,12.731737302516096,24.853063863131307,18.396150776135023,17.922935246139446,0.12956989401330551,0.0,0.0,12.731737302516096,24.853063863131307,18.383150287853773,0,0.0,8.0,23.0,0.2629,1,0.000999001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6665128543271168
ZVB,ZLW,2023-08,2023,8,8,502.0,0.69,265,1091.0,1.5,278,727,0.3645,0.3824,0,957,1,957.0,0,4,2036.0,1989.0,4025.0,16.0,8.0,8.0,10,28.0,14.0,14.0,4462.0,4500.75,8962.75,0,0.0,40,0.0,0.0,17.766789915741132,0.20336021600110876,0.0,0.0,13.260846554632149,25.844999358218203,18.187555979656917,17.73654798794818,0.15470430187840936,0.0,0.0,13.454429832998143,25.500483147559628,18.2315748083976,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.548813831731411
WM,ZZS,2023-08,2023,8,3,835.0,0.53,334,4151.0,2.63,467,1580,0.2114,0.2956,23,1815,1,1815.0,0,4,3604.0,3604.0,7208.0,5.0,2.5,2.5,4,4.0,2.0,2.0,3604.0,3604.0,7208.0,0,0.0,16,0.0,0.0,17.14329815551799,0.1400537643862027,0.0,0.0,13.851309047350961,25.863870276558785,17.730596532103835,17.149798399658614,0.1400537643862027,0.0,0.0,13.851309047350961,25.863870276558785,17.73709677624446,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.37217169219257223
AMRI,AML,2023-08,2023,8,2,128.0,0.62,49,462.0,2.23,57,207,0.2367,0.2754,0,307,1,307.0,0,4,594.0,594.0,1188.0,9.0,4.5,4.5,8,30.0,15.0,15.0,3086.0,3672.0,6758.0,0,0.0,32,0.0,0.0,17.55626855614365,0.1397849464468578,0.0,0.0,11.983307763573624,23.61338644707075,17.883217491129393,17.562768800284275,0.1397849464468578,0.0,0.0,11.983307763573624,23.61338644707075,17.88971773527002,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.4388431861576969
BKF,BKG,2023-08,2023,8,1,264.0,0.2,168,6481.0,5.02,362,1292,0.13,0.2802,0,1445,1,1445.0,0,3,2815.0,1445.0,4260.0,3.0,2.0,1.0,4,5.0,2.5,2.5,2815.0,2816.0,5631.0,0,0.0,12,0.0,0.0,17.522599176693987,0.1071236568693352,0.0,0.0,15.994553670607587,30.130644333618942,18.148002461720537,17.516099237626598,0.1071236568693352,0.0,0.0,15.994553670607587,30.130644333618942,18.14150245087121,0,0.0,8.0,23.0,0.2629,1,0.9272446,0.0,0.0,0.0,0.927,0.0,0.0,0.0,0.073,3,-0.8660254037844384,-0.5000000000000004,1.0,0.6042179680899397
HMBV,EHV,2023-08,2023,8,10,694.0,0.76,262,1805.0,1.98,290,911,0.2876,0.3183,0,958,1,958.0,0,4,1913.0,1910.0,3823.0,12.0,6.0,6.0,13,33.14285714285714,15.0,18.142857142857142,9883.0,12426.0,22309.0,0,0.0,52,0.0,0.0,18.023387096261466,0.11948924784057884,0.0,0.0,11.47256248067784,23.60999934904037,18.49395158342136,18.11696804723432,0.13266129119782358,0.0,0.0,11.30222068887244,23.71112838355444,18.56085244942737,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.8058913836697824
ASDM,ASSP,2023-08,2023,8,1,4903.0,2.09,2017,9263.0,3.94,2086,2349,0.8587,0.888,13,3123,1,3123.0,0,6,9927.0,9360.0,19287.0,4.666666666666667,2.3333333333333335,2.3333333333333335,4,3.0,1.5,1.5,6339.0,6339.0,12678.0,0,0.0,24,0.0,0.0,17.389293454026664,0.10981182909260194,0.0,0.0,13.913590354143933,25.8541928568194,17.966578409235964,17.389293454026664,0.10981182909260194,0.0,0.0,13.913590354143933,25.8541928568194,17.966578409235964,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.5024161793429017
TB,OT,2023-08,2023,8,8,686.0,0.87,280,1864.0,2.37,334,785,0.3567,0.4255,21,1122,1,1122.0,0,9,9542.0,7116.0,16658.0,30.8,17.8,13.0,4,17.0,8.5,8.5,2213.0,2152.0,4365.0,0,0.0,36,0.0,0.0,17.89545735877047,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.46924772442028,17.95942718367423,0.11438172144354672,0.0,0.0,12.530630072759044,24.287418680806315,18.57488416343607,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.8178609244383759
AMRI,BN,2023-08,2023,8,7,31.0,0.17,14,181.0,0.98,18,185,0.0757,0.0973,0,287,1,287.0,0,4,594.0,594.0,1188.0,9.0,4.5,4.5,4,12.0,6.0,6.0,594.0,594.0,1188.0,0,0.0,16,0.0,0.0,17.55626855614365,0.1397849464468578,0.0,0.0,11.983307763573624,23.61338644707075,17.883217491129393,17.645854405177538,0.1272849475524278,0.0,0.0,11.704855340943542,23.547580028413446,17.99007482810687,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.37668288325000737
HIL,VH,2023-08,2023,8,10,991.0,0.79,516,2093.0,1.68,539,1247,0.4138,0.4322,0,1350,1,1350.0,0,4,2687.0,2687.0,5374.0,17.0,8.5,8.5,4,18.0,9.0,9.0,2687.0,2272.0,4959.0,0,0.0,16,0.0,0.0,17.74924216860084,0.15712365653285737,0.0,0.0,20.00487650177812,28.102257236998568,19.281164253911665,17.512921766568255,0.12553763560830586,0.0,0.0,15.226496211223063,28.80145081717481,18.207075012627467,0,0.0,8.0,23.0,0.2629,1,0.12750602,0.0,0.0,0.0008019246,0.128,0.0,0.0,0.001,0.871,3,-0.8660254037844384,-0.5000000000000004,1.0,0.672520503052277
RSW,DT,2023-08,2023,8,5,590.0,0.32,232,5091.0,2.73,343,1865,0.1244,0.1839,12,1946,1,1946.0,0,4,3925.0,3923.0,7848.0,7.0,3.5,3.5,11,20.1,7.6,12.5,12115.0,12017.5,24132.5,0,0.0,44,0.0,0.0,17.62909944339465,0.15483871078298939,0.0,0.0,15.218158480941609,29.16096687893714,18.32594084611503,17.590609993985904,0.16223118373102718,0.0,0.0,13.866252325234875,26.316289651778437,18.193902996278577,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.699806685147688
TBR,TBU,2023-08,2023,8,4,695.0,0.85,235,4188.0,5.15,328,813,0.2891,0.4034,0,1214,1,1214.0,0,4,2416.0,2416.0,4832.0,10.0,5.0,5.0,4,5.0,2.5,2.5,2416.0,3504.0,5920.0,0,0.0,16,0.0,0.0,17.953956361739866,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.527746612025844,17.914956814499313,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.48874705965801,0,0.0,8.0,23.0,0.2629,1,0.004920049,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,3,-0.8660254037844384,-0.5000000000000004,1.0,0.5914533733825651
TB,BD,2023-08,2023,8,21,1399.0,0.71,364,13955.0,7.13,832,1957,0.186,0.4251,123,2421,1,2421.0,0,9,9542.0,7116.0,16658.0,30.8,17.8,13.0,12,42.333333333333336,21.166666666666668,21.166666666666668,7421.0,8292.0,15713.0,0,0.0,108,0.0,0.0,17.89545735877047,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.46924772442028,17.848714443945116,0.13494623787901414,0.0,0.0,12.905136522746854,25.157418695829247,18.44589179433802,0,0.0,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.885081548450629
UTG,HK,2023-08,2023,8,3,603.0,0.5,233,2869.0,2.4,464,1197,0.1947,0.3876,15,1238,1,1238.0,0,7,2928.0,4430.0,7358.0,11.75,7.75,4.0,4,6.0,3.0,3.0,2494.0,2494.0,4988.0,0,0.0,28,0.0,0.0,17.329099450060117,0.17674731265913735,0.0,0.0,16.19270351324831,29.35741856982631,17.848857497656216,17.37921529303315,0.15537634449860743,0.0,0.0,15.92903462685244,29.131450817790082,17.909121209575282,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.21800495782681137
GS,ARN,2023-08,2023,8,15,1364.0,1.18,490,6129.0,5.29,607,1158,0.4231,0.5242,10,1390,1,1390.0,0,8,3688.0,3688.0,7376.0,38.0,19.0,19.0,4,19.0,9.5,9.5,2784.0,2784.0,5568.0,1,0.2,32,0.7213475204444817,0.25,17.88502215185473,0.12916666662861262,0.0,0.0,15.687662659793771,29.40096696858765,18.44241467342582,17.746505378395,0.14206989321817634,0.0,0.0,14.438416265031343,27.411773524617637,18.38655912876129,0,0.0,8.0,23.0,0.2629,1,0.6986183,0.0,0.0,0.0,0.699,0.0,0.0,0.0,0.301,3,-0.8660254037844384,-0.5000000000000004,1.0,0.5762970994471684
TB,TBU,2023-08,2023,8,1,796.0,0.97,207,4764.0,5.82,215,818,0.2531,0.2628,19,1202,1,1202.0,0,9,9542.0,7116.0,16658.0,30.8,17.8,13.0,4,5.0,2.5,2.5,2416.0,3504.0,5920.0,0,0.0,36,0.0,0.0,17.89545735877047,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.46924772442028,17.914956814499313,0.13548387215542856,0.0,0.0,12.47372714414071,25.188870344751624,18.48874705965801,0,0.0,8.0,23.0,0.2629,0,0.03545232,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.965,3,-0.8660254037844384,-0.5000000000000004,1.0,0.7100430828120422
APD,APDO,2023-08,2023,8,3,553.0,0.73,197,1080.0,1.42,30,761,0.2589,0.0394,1,909,1,909.0,0,5,2990.0,3546.0,6536.0,49.33333333333333,29.0,20.333333333333332,3,12.0,5.0,7.0,1808.0,909.0,2717.0,0,0.0,15,0.0,0.0,17.509943745469535,0.14865591502197648,0.0,0.0,13.174772054197327,24.85306384742901,18.023989523610762,17.561943796373182,0.14865591502197648,0.0,0.0,13.174772054197327,24.85306384742901,18.075989571950767,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.5822863729896277
OVN,HLM,2023-08,2023,8,2,1211.0,1.15,912,2414.0,2.3,932,1050,0.8686,0.8876,1,1154,1,1154.0,0,3,3253.0,1154.0,4407.0,6.0,4.0,2.0,15,15.428571428571429,8.0,7.428571428571429,9622.45,10767.73,20390.18,1,0.1,45,0.9102392266268373,0.3333333333333333,17.383483825191373,0.1489247315493162,0.0,0.0,15.772021339144757,30.04499916684243,17.87830908452311,17.389984069331998,0.1489247315493162,0.0,0.0,15.772021339144757,30.04499916684243,17.884809328663735,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.586540222400158
BKG,BKF,2023-08,2023,8,1,408.0,0.33,94,6463.0,5.28,303,1225,0.0767,0.2473,40,1370,1,1370.0,0,4,2815.0,2816.0,5631.0,5.0,2.5,2.5,3,3.0,2.0,1.0,2815.0,1445.0,4260.0,0,0.0,12,0.0,0.0,17.516099237626598,0.1071236568693352,0.0,0.0,15.994553670607587,30.130644333618942,18.14150245087121,17.522599176693987,0.1071236568693352,0.0,0.0,15.994553670607587,30.130644333618942,18.148002461720537,0,0.0,8.0,23.0,0.2629,0,0.9191837,0.0,0.0,0.0,0.919,0.0,0.0,0.0,0.081,3,-0.8660254037844384,-0.5000000000000004,0.0,0.4758679080347702
UTO,HOR,2023-08,2023,8,9,598.0,0.48,283,1940.0,1.55,314,1254,0.2257,0.2504,5,1289,1,1289.0,0,8,8065.0,4042.0,12107.0,17.866666666666667,8.2,9.666666666666666,4,14.0,7.0,7.0,2559.0,2559.0,5118.0,1,0.16666666666666666,32,0.9102392266268373,0.3333333333333333,17.560878449870692,0.13037634522764271,0.0,0.0,13.08255083394307,25.965483146008626,17.943203608194988,17.504894762910823,0.11061828017675428,0.0,0.0,12.969508946062096,25.757902553645515,17.913564033405756,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.552082290114846
HWD,AMRN,2023-08,2023,8,6,1816.0,0.82,890,7489.0,3.37,1024,2222,0.4005,0.4608,38,2342,1,2342.0,0,6,4741.0,4730.0,9471.0,17.333333333333332,8.666666666666666,8.666666666666666,4,7.0,3.5,3.5,4721.0,4672.0,9393.0,0,0.0,24,0.0,0.0,17.003800979224586,0.16814516187315026,0.0,0.0,13.834918818166178,25.939837995395866,17.734580438624146,17.311999851657497,0.1939516139306849,0.0,0.0,16.47941376725512,29.89354758236998,17.912806193033855,0,0.0,8.0,23.0,0.2629,1,0.5247525,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.475,3,-0.8660254037844384,-0.5000000000000004,0.0,0.491249107011247
ASS,HN,2023-08,2023,8,39,924.0,0.88,300,6649.0,6.36,444,1045,0.2871,0.4249,9,1244,1,1244.0,0,17,26990.5,21361.32,48351.82,27.291666666666664,13.625,13.666666666666666,11,37.766666666666666,20.166666666666668,17.6,5117.75,4982.0,10099.75,2,0.15384615384615385,187,1.3426824550040934,0.45,17.151013056437176,0.13252688279395464,0.0,0.0,13.562772115552297,25.590967015553545,17.76102638244629,17.03831502314537,0.16653225941443314,0.0,0.0,14.330087574899837,26.64145089349439,17.697118914255533,0,0.0,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.8838958985053162
DVD,HVS,2023-08,2023,8,24,1107.0,1.19,449,2930.0,3.15,499,930,0.4828,0.5366,0,1125,1,1125.0,0,15,10974.0,10922.0,21896.0,20.482142857142858,11.625,8.857142857142858,16,28.0,14.0,14.0,10609.0,9507.0,20116.0,1,0.06666666666666667,240,0.5581106265512472,0.16666666666666666,17.350293538903678,0.10981182909260194,0.0,0.0,13.913590354143933,25.8541928568194,17.927578573585837,17.511395007051448,0.11061828017675428,0.0,0.0,12.969508946062096,25.757902553645515,17.92006427754638,0,0.0,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.5689336893993915
DVD,RAI,2023-08,2023,8,3,836.0,0.46,384,4191.0,2.29,471,1833,0.2095,0.257,0,1926,1,1926.0,0,15,10974.0,10922.0,21896.0,20.482142857142858,11.625,8.857142857142858,4,4.0,2.0,2.0,4038.0,3959.0,7997.0,1,0.1111111111111111,60,0.5581106265512472,0.16666666666666666,17.350293538903678,0.10981182909260194,0.0,0.0,13.913590354143933,25.8541928568194,17.927578573585837,17.276177134565128,0.11465053799091487,0.0,0.0,13.641912878360799,26.696612224783948,17.804604525207193,0,0.0,8.0,23.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.19765731330950415
ASS,HWZB,2023-08,2023,8,7,1447.0,0.54,727,5475.0,2.03,820,2701,0.2692,0.3036,0,2388,1,2388.0,0,17,26990.5,21361.32,48351.82,27.291666666666664,13.625,13.666666666666666,7,15.583333333333332,8.25,7.333333333333333,4783.639999999999,4786.45,9570.09,3,0.3,119,1.6107616156611522,0.46111111111111114,17.151013056437176,0.13252688279395464,0.0,0.0,13.562772115552297,25.590967015553545,17.76102638244629,17.441984115108365,0.1489247315493162,0.0,0.0,15.772021339144757,30.04499916684243,17.936809374440102,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.8569473412981323
NDB,WP,2023-08,2023,8,9,1631.0,0.83,663,4390.0,2.24,729,1957,0.3388,0.3725,0,2134,1,2134.0,0,8,6015.0,6040.0,12055.0,19.0,9.5,9.5,8,18.0,9.0,9.0,10278.0,10256.0,20534.0,1,0.14285714285714285,64,0.7213475204444817,0.25,17.50001116850043,0.11827957104410856,0.0,0.0,13.089216801748481,26.112579943031392,17.8815300015993,17.40879262775503,0.10981182909260194,0.0,0.0,13.913590354143933,25.8541928568194,17.986077507336933,0,0.0,8.0,23.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.43383426836355676
