source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
BRN,AMF,2021-05-01,2021,5,9,1385.0,1.65,777,2046.0,2.44,159,838,0.9272,0.1897,3,1037,1,1037.0,0,6,2404.0,3507.0,5911.0,13.333333333333334,6.666666666666667,6.666666666666667,17,53.09722222222222,26.875,26.22222222222222,12308.0,12581.0,24889.0,1,0.08333333333333333,102,0.45511961331341866,0.1111111111111111,10.728671895239943,0.1612903236922237,0.0,0.0,14.014923253767593,29.533547575114877,11.048362722319942,10.91632253764778,0.14932795839324112,0.0,0.0,14.383341105875148,31.042257189109762,11.307585954986592,3,0.0968,10.0,19.0,0.2629,0,0.0071599046,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.993,2,0.49999999999999994,-0.8660254037844387,1.0,0.0
BRN,AMF,2024-01-01,2024,1,9,2050.0,2.53,769,4078.0,5.04,798,809,0.9506,0.9864,5,1085,1,1085.0,0,5,2690.0,3442.0,6132.0,14.666666666666668,8.0,6.666666666666667,15,46.10714285714286,23.857142857142858,22.25,12306.0,11847.0,24153.0,1,0.1,75,0.48089834696298783,0.125,3.3911720417109468,0.08454301132149594,0.007715053756230621,0.0017741935087307807,17.744572500307715,32.93225718057284,3.1482285269816477,3.519145186514824,0.08306451683603627,0.006962365580983059,0.0018279569483892891,18.494562417909663,34.376128144802585,3.4926666896139342,1,0.0323,8.0,22.0,0.2629,1,0.0037082818,0.0,0.0,0.0012360939,0.004,0.0,0.0,0.001,0.995,1,0.49999999999999994,0.8660254037844387,0.0,1.0
KRG,KBD,2023-04-01,2023,4,7,914.0,0.66,463,20230.0,14.5,976,1395,0.3319,0.6996,7,1268,1,1268.0,0,4,2552.0,2540.0,5092.0,13.0,6.5,6.5,4,10.0,5.0,5.0,2540.0,2552.0,5092.0,0,0.0,16,0.0,0.0,8.697944366567148,0.10805555620334215,0.0,0.0,17.009072256998884,31.198499120606318,9.299472097555796,8.780194731781052,0.10138888955116272,0.0,0.0,16.014444650709628,30.238499108288025,9.163319773806466,4,0.1333,10.0,17.0,0.2629,1,0.80573475,0.0,0.0,0.0,0.806,0.0,0.0,0.0,0.194,2,0.8660254037844387,-0.4999999999999998,1.0,1.0
BDPB,BD,2021-05-01,2021,5,5,752.0,0.68,329,3728.0,3.4,407,1098,0.2996,0.3707,0,1196,1,1196.0,0,4,2480.0,2444.0,4924.0,15.0,7.5,7.5,11,40.56666666666666,21.166666666666668,19.4,8068.0,8866.0,16934.0,0,0.0,44,0.0,0.0,11.12374176549655,0.1360215066221132,0.0,0.0,15.037337741864626,31.619031397886175,11.398136931721883,11.174252629440318,0.1354838723957699,0.0,0.0,15.208198886044244,32.37048300684139,11.572908545053133,3,0.0968,10.0,19.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,1.0
BDPB,BD,2024-01-01,2024,1,5,1097.0,1.02,348,6025.0,5.62,475,1073,0.3243,0.4427,0,1056,1,1056.0,0,4,2212.0,2181.0,4393.0,15.0,7.5,7.5,12,42.333333333333336,21.166666666666668,21.166666666666668,7644.0,8723.0,16367.0,0,0.0,48,0.0,0.0,3.687384420404992,0.07997311864008186,0.003857526938200638,0.0013306451315480855,18.691475093204488,34.807740924178916,3.78388983890244,3.6167930283944214,0.07419354860140111,0.006115591353786889,0.0013440859914627126,18.53666709667893,33.73306362282845,3.700462381230287,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,1.0
AHP,AHPR,2019-06-01,2019,6,2,460.0,0.48,298,1005.0,1.05,62,953,0.3127,0.0651,0,1007,1,1007.0,0,4,2010.0,1979.0,3989.0,3.0,1.5,1.5,4,5.0,2.5,2.5,2010.0,2010.0,4020.0,0,0.0,16,0.0,0.0,18.880457900630102,0.1004166672937572,0.0,0.0,12.862500371452835,27.56749932633506,19.232610652181837,18.93245793448554,0.1004166672937572,0.0,0.0,12.862500371452835,27.56749932633506,19.284610703256394,2,0.0667,10.0,19.0,0.2629,0,0.025183631,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.975,3,1.2246467991473532e-16,-1.0,0.0,1.0
AHP,AHPR,2020-01-01,2020,1,2,578.0,0.58,319,1715.0,1.72,93,1000,0.319,0.093,0,1036,1,1036.0,0,4,2067.0,2025.0,4092.0,3.0,1.5,1.5,4,5.0,2.5,2.5,2070.0,2067.0,4137.0,0,0.0,16,0.0,0.0,5.693368193663416,0.06370967849888788,0.00018817204381189038,0.0,16.820470576645224,32.35596688332096,5.371459643086118,5.745368226200983,0.06370967849888788,0.00018817204381189038,0.0,16.820470576645224,32.35596688332096,5.423459682012758,1,0.0323,8.0,22.0,0.2629,0,0.027,0.0,0.0,0.002,0.027,0.0,0.0,0.002,0.971,1,0.49999999999999994,0.8660254037844387,0.0,1.0
AHP,AHPR,2022-12-01,2022,12,2,657.0,0.66,359,3765.0,3.77,179,998,0.3597,0.1794,0,1023,1,1023.0,0,4,2037.0,2005.0,4042.0,3.0,1.5,1.5,4,5.0,2.5,2.5,2037.0,2037.0,4074.0,0,0.0,16,0.0,0.0,3.7443090531504364,0.13965053820321638,9.408602190594519e-05,0.0,14.657219394721011,27.35128957642022,3.6648736402632727,3.7963090793289727,0.13965053820321638,9.408602190594519e-05,0.0,14.657219394721011,27.35128957642022,3.7168736634675854,2,0.0645,9.0,21.0,0.2629,0,0.028056113,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.972,1,-2.4492935982947064e-16,1.0,1.0,1.0
AHP,AHPR,2023-05-01,2023,5,2,493.0,0.5,312,1242.0,1.25,326,995,0.3136,0.3276,1,1015,1,1015.0,0,4,2029.0,1997.0,4026.0,3.0,1.5,1.5,4,5.0,2.5,2.5,2029.0,2029.0,4058.0,0,0.0,16,0.0,0.0,13.425760358572006,0.09395161385257397,0.0,0.0,12.631818563947755,25.298709032997007,14.131203866774037,13.477760407552925,0.09395161385257397,0.0,0.0,12.631818563947755,25.298709032997007,14.183203916395865,3,0.0968,8.0,21.0,0.2629,1,0.026130654,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,2,0.49999999999999994,-0.8660254037844387,1.0,1.0
AHP,AHPR,2024-12-01,2024,12,2,704.0,0.73,363,2447.0,2.54,403,964,0.3766,0.418,0,1047,1,1047.0,0,4,2075.0,2043.0,4118.0,3.0,1.5,1.5,4,5.0,2.5,2.5,2076.0,2075.0,4151.0,0,0.0,16,0.0,0.0,5.4211908146158185,0.08682795760211764,0.002634408563295359,0.0,15.539779125842998,32.64048299385655,5.411983871852518,5.473190851915147,0.08682795760211764,0.002634408563295359,0.0,15.539779125842998,32.64048299385655,5.463983910859272,2,0.0645,9.0,20.0,0.2629,1,0.026970955,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.973,1,-2.4492935982947064e-16,1.0,0.0,0.0
