source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
GD,GDG,2020-04-01,2020,4,3,594.0,0.27,195,3942.0,1.76,327,2240,0.0871,0.146,25,2326,1,2326.0,0,14,14918.0,10736.0,25654.0,35.66666666666667,19.0,16.666666666666668,4,16.0,8.0,8.0,4687.0,5714.0,10401.0,0,0.0,56,0.0,0.0,10.75970853705787,0.03152777819583814,0.0,0.0,13.778511383136113,26.882999307248326,11.334916934536563,10.790013689092463,0.029027777993016774,0.0,0.0,13.589457944697804,25.615999295976426,11.266958052830564,4,0.1333,8.0,19.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
GD,GDG,2020-12-01,2020,12,3,655.0,0.3,246,7057.0,3.21,494,2201,0.1118,0.2244,18,2326,1,2326.0,0,14,15117.0,10770.0,25887.0,35.66666666666667,19.0,16.666666666666668,4,16.0,8.0,8.0,4687.0,5742.0,10429.0,0,0.0,56,0.0,0.0,5.593317305408819,0.1286290332434639,0.0,0.0,16.695536192226154,30.940160446589992,5.390696321684186,5.5068842995891805,0.12567204394207526,0.0,0.0,16.367483282441732,29.40580569544146,5.262731125838654,2,0.0645,8.0,22.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.0
GD,GDG,2021-12-01,2021,12,3,657.0,0.29,220,8581.0,3.76,482,2280,0.0965,0.2114,53,2315,1,2315.0,0,14,14890.0,10682.0,25572.0,35.66666666666667,19.0,16.666666666666668,5,23.0,8.0,15.0,4650.0,5648.46,10298.46,1,0.1,70,0.35295612386476116,0.058823529411764705,5.414621074453637,0.06236559233718341,0.0027284945852013047,0.0007526881552191191,15.941908438599878,28.559999288410268,4.874096848110678,5.249693438996591,0.05618279648604252,0.0026344085833238016,0.0007526881552191191,15.743211391151592,27.40741862020185,4.7519784261152065,2,0.0645,8.0,23.0,0.2629,0,0.009649123,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,1,-2.4492935982947064e-16,1.0,0.0,0.0
HLMS,HLM,2019-04-01,2019,4,1,2150.0,0.99,998,3252.0,1.5,1065,2167,0.4605,0.4915,0,2243,1,2243.0,0,4,4613.0,4561.0,9174.0,8.0,4.0,4.0,13,16.714285714285715,8.0,8.714285714285714,8920.0,10393.0,19313.0,0,0.0,52,0.0,0.0,10.283513998323016,0.039583333943867025,9.722222263614337e-05,0.0,15.341238597366544,29.4429992251926,10.797402930259704,10.231514063311948,0.039583333943867025,9.722222263614337e-05,0.0,15.341238597366544,29.4429992251926,10.745402982831001,4,0.1333,8.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
HLMS,HLM,2021-04-01,2021,4,1,662.0,0.3,283,2929.0,1.34,370,2179,0.1299,0.1698,0,2264,1,2264.0,0,4,4672.0,4614.0,9286.0,8.0,4.0,4.0,10,10.0,5.0,5.0,9245.0,11305.0,20550.0,0,0.0,40,0.0,0.0,6.4969166220890155,0.05250000056500236,0.004861111152503226,0.0,16.413632611019743,31.677999058034686,7.397402747803264,6.444916815145148,0.05250000056500236,0.004861111152503226,0.0,16.413632611019743,31.677999058034686,7.345402947399351,4,0.1333,8.0,19.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
NDB,WP,2024-04-01,2024,4,9,1876.0,1.18,705,4114.0,2.59,751,1586,0.4445,0.4735,0,1969,1,1969.0,0,8,6105.0,6128.0,12233.0,19.0,9.5,9.5,13,20.88095238095238,10.714285714285714,10.166666666666666,8792.07,8831.560000000001,17623.63,1,0.1,104,0.7213475204444817,0.25,10.41165264894565,0.1327777787629101,0.0014583333602382078,0.0,17.720841311415036,34.81399901575512,10.68727761871285,10.249875131001074,0.13583333384659554,0.0008750000244213476,0.0,18.769380096263355,34.282999121480515,10.654319595959452,2,0.0667,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ASB,SHL,2020-06-01,2020,6,17,0.0,0.0,0,480.0,53.33,8,9,0.0,0.8889,0,16,1,16.0,0,15,8308.0,8605.0,16913.0,19.333333333333332,8.666666666666666,10.666666666666666,15,52.48214285714286,25.625,26.857142857142858,21401.0,17476.0,38877.0,2,0.13333333333333333,225,0.9751430179754935,0.25757575757575757,17.00969483918614,0.0958333347303172,0.0,0.0,14.369885161643227,28.364499188131756,17.96268096367518,16.871417080693774,0.1006944454068111,0.0,0.0,13.819435655242867,28.27049922214614,17.681000430054134,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
ASB,SHL,2024-03-01,2024,3,17,4.0,0.13,4,79.0,2.55,6,31,0.129,0.1935,3,35,1,35.0,0,18,9357.57,8817.34,18174.91,17.333333333333332,8.666666666666666,8.666666666666666,17,43.986111111111114,22.11111111111111,21.875,18787.0,16155.0,34942.0,2,0.125,306,0.9605402309330919,0.25,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,8.488792967266862,0.07362045850078318,0.0007537012145143819,0.0,15.47013106496947,29.499649301351802,8.652857617125376,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.0
ASB,SHL,2024-05-01,2024,5,17,8.0,0.67,1,0.0,0.0,0,12,0.0833,0.0,0,35,1,35.0,0,15,8878.5,8654.0,17532.5,19.107142857142858,9.25,9.857142857142858,20,42.282828282828284,21.727272727272727,20.555555555555557,18658.46,15988.5,34646.96,2,0.11764705882352941,300,0.9751430179754935,0.25757575757575757,15.123516505764377,0.17755376367319015,0.0,0.0,12.743481363019635,24.525967022424105,15.951204687036494,15.04897085248783,0.2012096777438156,0.0,0.0,12.25506011364601,24.92274125865711,15.750986986262824,3,0.0968,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
WM,ZZS,2019-05-01,2019,5,3,590.0,0.33,242,6063.0,3.39,330,1786,0.1355,0.1848,31,1784,1,1784.0,0,4,3563.0,3563.0,7126.0,5.0,2.5,2.5,4,4.0,2.0,2.0,3563.0,3563.0,7126.0,0,0.0,16,0.0,0.0,11.22528747813676,0.03978494640880374,0.0,0.0,13.939131496734516,26.91967669161417,12.601295500032363,11.231787627102227,0.03978494640880374,0.0,0.0,13.939131496734516,26.91967669161417,12.607795692900176,1,0.0323,8.0,22.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
WM,ZZS,2019-12-01,2019,12,3,884.0,0.5,349,5000.0,2.85,449,1752,0.1992,0.2563,31,1882,1,1882.0,0,4,3757.0,3757.0,7514.0,5.0,2.5,2.5,4,4.0,2.0,2.0,3757.0,3757.0,7514.0,0,0.0,16,0.0,0.0,5.953916738130232,0.10564516218359112,0.0,0.0,18.018225515081035,32.28532167083473,5.109024310376876,5.9604166726762005,0.10564516218359112,0.0,0.0,18.018225515081035,32.28532167083473,5.11552418972696,2,0.0645,9.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.0
ES,ESK,2021-05-01,2021,5,4,26.0,0.16,7,150.0,0.92,5,163,0.0429,0.0307,1,210,1,210.0,0,2,0.0,1357.0,1357.0,6.0,0.0,6.0,3,8.0,4.0,4.0,395.0,210.0,605.0,1,0.3333333333333333,6,0.6213349345596119,0.2,11.00003215318085,0.14247312018227193,0.0,0.0,13.721467542031439,30.211450811355345,11.33827142273226,11.047166767299816,0.144623657077631,0.0,0.0,14.050710979168134,30.31306368240746,11.411750110246802,3,0.0968,10.0,19.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
HDR,HDRZ,2021-01-01,2021,1,1,81.0,0.07,42,2700.0,2.22,89,1216,0.0345,0.0732,10,1301,1,1301.0,0,1,0.0,1301.0,1301.0,1.0,0.0,1.0,3,17.0,6.0,11.0,2639.0,1301.0,3940.0,0,0.0,3,0.0,0.0,4.703868288762107,0.1084677429008548,0.004233870885625321,0.0002822580582071697,23.82175414536589,32.953547497590385,5.355817176962412,4.175728599948969,0.10134408649017093,0.004516128961357379,0.00033602149786567814,21.386254340089778,38.86354737897073,3.5774758836750182,1,0.0323,10.0,20.0,0.2629,0,0.97450656,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,1,0.49999999999999994,0.8660254037844387,0.0,0.0
KPNZ,ZL,2022-06-01,2022,6,15,34.0,0.72,20,42.0,0.89,4,47,0.4255,0.0851,1,57,1,57.0,0,4,2298.0,1224.0,3522.0,32.0,16.0,16.0,14,86.54166666666666,47.166666666666664,39.375,5143.0,9988.0,15131.0,0,0.0,56,0.0,0.0,16.41125024623341,0.17777777686715127,0.0,0.0,12.302067182420029,24.218499428696102,17.02131975889206,16.615000008874468,0.13999999936463103,0.0,0.0,12.775545815957917,25.3904993245999,17.20374999576145,2,0.0667,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
LEDN,VH,2024-04-01,2024,4,8,401.0,0.35,140,937.0,0.81,51,1154,0.1213,0.0442,93,1337,1,1337.0,0,18,14860.0,15274.0,30134.0,35.33333333333333,18.444444444444443,16.88888888888889,4,18.0,9.0,9.0,2687.0,2272.0,4959.0,0,0.0,72,0.0,0.0,10.211388817439891,0.14388888940835992,0.004180555583702193,0.0,20.551707318756314,38.05349901649687,10.499444343646367,10.23738876339048,0.14388888940835992,0.004180555583702193,0.0,20.551707318756314,38.05349901649687,10.52544431620174,2,0.0667,8.0,21.0,0.2629,0,0.0008665511,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ODB,ZVB,2020-04-01,2020,4,8,1089.0,1.22,762,141.0,0.16,51,889,0.8571,0.0574,0,905,1,905.0,0,3,1885.0,905.0,2790.0,15.5,7.5,8.0,5,22.666666666666664,14.666666666666666,8.0,1876.0,1879.0,3755.0,0,0.0,15,0.0,0.0,11.534597220742661,0.02861111152710186,0.0,0.0,13.023651266098023,27.05799927910169,12.31681944636835,11.413763913188854,0.027222222648561,0.0,0.0,12.843509022477601,25.747499282823668,11.895916694071557,4,0.1333,8.0,19.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ODB,ZVB,2020-12-01,2020,12,8,1385.0,1.58,832,599.0,0.68,74,879,0.9465,0.0842,0,924,1,924.0,0,3,1908.0,924.0,2832.0,15.5,7.5,8.0,4,16.0,8.0,8.0,1907.0,1907.0,3814.0,0,0.0,12,0.0,0.0,5.491723248905312,0.12352150687647442,0.0,0.0,15.961004987158763,30.97983790533517,5.390984002748625,5.562354982995819,0.12419354884574811,0.0,0.0,15.74356730098045,29.65451540549596,5.492395310832928,2,0.0645,8.0,22.0,0.2629,0,0.0011376564,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,-2.4492935982947064e-16,1.0,0.0,0.0
ODB,ZVB,2021-12-01,2021,12,8,1409.0,1.54,783,1750.0,1.91,128,914,0.8567,0.14,0,907,1,907.0,0,3,1879.0,907.0,2786.0,15.5,7.5,8.0,4,16.0,8.0,8.0,1879.0,1879.0,3758.0,0,0.0,12,0.0,0.0,5.3376237964407816,0.0841397853287798,0.004422042999536761,0.0008602150345361361,14.912856280643453,27.826934720880242,5.058053890037881,5.362623783101338,0.07231182855383683,0.0031989247848590216,0.0009139784741946446,14.670506781067258,26.781773438376764,5.051266246557897,2,0.0645,8.0,23.0,0.2629,0,0.0010940919,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,-2.4492935982947064e-16,1.0,0.0,0.0
SGN,HWD,2020-06-01,2020,6,14,650.0,0.49,393,5293.0,4.03,471,1315,0.2989,0.3582,5,1495,1,1495.0,0,4,2639.0,2833.0,5472.0,23.0,11.5,11.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4987.0,4883.0,9870.0,0,0.0,24,0.0,0.0,16.574458036820094,0.08208333428742157,0.0,0.0,14.453305008841886,28.0969992303186,17.44230518605974,16.655124950408936,0.08513888969189591,0.0,0.0,14.599435344752338,28.550499136249226,17.48797207540936,1,0.0333,8.0,21.0,0.2629,1,0.97870725,0.0,0.0,0.0,0.979,0.0,0.0,0.0,0.021,3,1.2246467991473532e-16,-1.0,0.0,0.0
SGN,HWD,2024-03-01,2024,3,14,940.0,0.76,471,5170.0,4.19,571,1234,0.3817,0.4627,0,1282,1,1282.0,0,4,2587.0,2589.0,5176.0,23.0,11.5,11.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4713.0,4707.0,9420.0,0,0.0,24,0.0,0.0,8.28171150135641,0.0811574706659824,0.0016958277326573595,0.0,15.755535174587372,28.664332964539046,8.328279498448122,8.360418833280796,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.490701497643986,2,0.0645,10.0,20.0,0.2629,1,0.9732577,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.027,2,1.0,6.123233995736766e-17,0.0,0.0
SGN,HWD,2024-05-01,2024,5,14,880.0,0.73,477,3777.0,3.12,558,1212,0.3936,0.4604,0,1249,1,1249.0,0,4,2541.0,2537.0,5078.0,23.0,11.5,11.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4632.0,4651.0,9283.0,0,0.0,24,0.0,0.0,14.862892376479282,0.1802419365173386,0.0,0.0,12.819575965724965,24.656612270621842,15.500997120334256,14.912941000794852,0.1709677427105846,0.0,0.0,12.934437135775243,24.88403154829497,15.561798453330994,3,0.0968,8.0,21.0,0.2629,1,0.97442245,0.0,0.0,0.0,0.974,0.0,0.0,0.0,0.026,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
SHL,ASDZ,2019-01-01,2019,1,11,5156.0,0.78,1735,19367.0,2.93,1332,6621,0.262,0.2012,1857,0,12,0.0,1,15,0.0,0.0,0.0,52.48214285714286,25.625,26.857142857142858,10,20.4,10.2,10.2,0.0,0.0,0.0,1,0.08333333333333333,150,0.45511961331341866,0.1111111111111111,3.7740376397957323,0.05779569931528581,0.005456989280559043,0.002661290263096171,16.962967434317193,31.9543539740706,3.6839838469380974,3.761037596992107,0.05779569931528581,0.005456989280559043,0.0026747311230107982,16.962967434317193,31.9543539740706,3.670983834011901,1,0.0323,8.0,22.0,0.2629,0,0.7192267,0.0,0.0,0.0,0.719,0.0,0.0,0.0,0.281,1,0.49999999999999994,0.8660254037844387,0.0,0.0
AKM,HR,2021-01-01,2021,1,11,375.0,0.41,239,598.0,0.65,48,923,0.2589,0.052,0,1100,1,1100.0,0,4,2196.0,2196.0,4392.0,16.0,8.0,8.0,7,34.083333333333336,18.75,15.333333333333334,4291.0,3239.0,7530.0,0,0.0,28,0.0,0.0,2.884704326945407,0.0971774204724258,0.005268817126590718,0.001290322551804204,16.332843525435337,29.450321808938057,2.719112934880159,2.776430155280777,0.1029569894996702,0.006021505482094262,0.0015860214699260008,16.141874451791086,28.808225021567395,2.470583380164919,1,0.0323,10.0,20.0,0.2629,0,0.10509209,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.895,1,0.49999999999999994,0.8660254037844387,0.0,0.0
GN,ASN,2019-01-01,2019,1,28,270.0,0.27,88,2610.0,2.65,86,985,0.0893,0.0873,12,0,12,0.0,1,2,0.0,0.0,0.0,15.0,0.0,15.0,7,74.66666666666666,36.0,38.666666666666664,0.0,0.0,0.0,0,0.0,14,0.0,0.0,3.1406560335007887,0.07647849572321741,0.010631720465357585,0.0025672042436937813,18.433450327364987,33.46741852132223,3.0971076096988894,2.9475806440547188,0.08037634475296863,0.008938172030993688,0.002647849403181544,17.23472405217027,32.8030636284941,2.9533602187500123,1,0.0323,8.0,22.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,0.0,0.0
GN,ASN,2020-05-01,2020,5,28,8.0,0.07,6,2040.0,16.86,34,121,0.0496,0.281,1,1033,1,1033.0,0,2,0.0,2464.0,2464.0,15.0,0.0,15.0,10,78.0,38.8,39.2,4565.0,3626.63,8191.63,0,0.0,20,0.0,0.0,11.8199571845352,0.03158602187590253,0.0,0.0,14.083337212922753,27.893225055868907,13.090320100707393,12.2672042929998,0.02943548435966174,0.0,0.0,13.778155329326788,28.67999926081268,13.701075254588998,3,0.0968,10.0,19.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
GN,ASN,2022-01-01,2022,1,28,154.0,0.15,68,3390.0,3.28,107,1034,0.0658,0.1035,15,1057,1,1057.0,0,2,0.0,2408.0,2408.0,15.0,0.0,15.0,7,74.66666666666666,36.0,38.666666666666664,4474.0,3539.0,8013.0,0,0.0,14,0.0,0.0,5.098720540823315,0.07782258105374151,0.003857526808015762,8.064515948776276e-05,18.32102457137518,32.2712894655684,4.7877662425800676,4.945362900999645,0.07486559207280798,0.0022580645057142423,5.376343965850851e-05,17.08422596360086,31.608870127508716,4.669959679090728,1,0.0323,10.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,0.0,0.0
GN,ASN,2022-05-01,2022,5,28,105.0,0.22,59,1080.0,2.3,33,469,0.1258,0.0704,3,1057,1,1057.0,0,2,0.0,2408.0,2408.0,15.0,0.0,15.0,9,72.0,33.333333333333336,38.666666666666664,4504.75,3541.0,8045.75,1,0.14285714285714285,18,0.9102392266268373,0.3333333333333333,12.976610410918472,0.08575268869879105,0.0,0.0,13.938526175435513,26.60177346903791,13.693747485196718,13.455913962375734,0.07432795719554026,0.0,0.0,13.590993520633507,27.412741215639215,14.578629042833082,1,0.0323,9.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
HN,ASS,2020-04-01,2020,4,39,112.0,0.06,59,35373.0,18.25,1067,1938,0.0304,0.5506,13,1670,1,1670.0,0,8,5651.0,5574.0,11225.0,40.0,22.75,17.25,12,24.666666666666668,12.333333333333334,12.333333333333334,27268.0,19902.0,47170.0,1,0.1,96,0.6213349345596119,0.2,10.086013970389548,0.025000000093132257,0.0,0.0,15.01013483338886,28.44149919880761,10.704486162132687,10.190513920028591,0.0325000002876752,0.0,0.0,13.677674179234439,26.59299933380551,10.893361191617117,4,0.1333,8.0,19.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
HN,ASS,2020-12-01,2020,12,39,113.0,0.11,54,1189.0,1.13,154,1054,0.0512,0.1461,19,1938,1,1938.0,0,8,5968.0,6109.0,12077.0,34.5,17.25,17.25,12,24.666666666666668,12.333333333333334,12.333333333333334,27728.0,20164.0,47892.0,0,0.0,96,0.0,0.0,5.491674715868368,0.1458333338440586,0.0,0.0,16.520749212272705,29.73483787044402,5.303973094109566,5.262102259242887,0.14905914101469261,0.0,0.0,15.197379439908971,28.10806369845585,5.043150628766706,2,0.0645,8.0,22.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,0.0,0.0
HN,ASS,2021-12-01,2021,12,39,243.0,0.21,133,7818.0,6.63,343,1179,0.1128,0.2909,20,1283,1,1283.0,0,8,5431.0,4832.0,10263.0,40.0,22.75,17.25,14,25.428571428571427,12.714285714285714,12.714285714285714,27264.0,19714.0,46978.0,1,0.09090909090909091,112,0.6213349345596119,0.2,5.2678171899520185,0.0877688175808358,0.0025403226515458475,0.0003629032176949324,16.51916442899614,29.09225728755356,5.021715033869509,5.081658710009589,0.07688172092481006,0.0033870968587135755,0.0002688171982925425,15.082426358054402,27.161612165230576,4.606860302874358,2,0.0645,8.0,23.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,0.0,0.0
LLS,ALMO,2019-04-01,2019,4,16,448.0,0.38,112,1521.0,1.28,197,1191,0.094,0.1654,36,1233,1,1233.0,0,12,4396.0,5270.0,9666.0,71.66666666666666,39.166666666666664,32.5,4,18.0,9.0,9.0,2431.0,3457.0,5888.0,1,0.1111111111111111,48,0.7213475204444817,0.25,10.288583167538874,0.04930555557625161,0.0002916666679084301,0.0,15.050923056734932,29.94449918402566,10.882402592566278,10.439402673476271,0.033194444752815695,0.0,0.0,16.04497546950976,31.705499141746095,11.220374846458435,4,0.1333,8.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
LLS,ALMO,2021-04-01,2021,4,16,318.0,0.26,95,2617.0,2.16,143,1209,0.0786,0.1183,54,1347,1,1347.0,0,10,4797.7,5775.0,10572.7,60.8,32.8,28.0,4,18.0,9.0,9.0,2654.0,3514.0,6168.0,1,0.14285714285714285,40,0.7213475204444817,0.25,6.534277772323953,0.08777777851662702,0.00534722228638,0.0005416666545594732,15.96200281754136,32.24299903048409,7.436430551442835,6.707736165066146,0.083888888783339,0.004180555604398251,0.00034722221446120076,17.31874893820948,34.73649901549022,7.643708344962862,4,0.1333,8.0,19.0,0.2629,0,0.0016542597,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
SHL,ASDZ,2020-05-01,2020,5,11,1719.0,0.27,592,143936.0,22.88,3123,6290,0.0941,0.4965,1146,7175,1,7175.0,0,17,21403.0,17482.0,38885.0,54.388888888888886,27.88888888888889,26.5,12,26.333333333333332,13.166666666666666,13.166666666666666,14910.45,11941.0,26851.45,1,0.06666666666666667,204,0.48089834696298783,0.125,12.607640134230737,0.02741935513713347,0.0,0.0,14.018974389039702,28.40080568418708,13.796753097605961,12.594639724781436,0.02741935513713347,0.0,0.0,14.018974389039702,28.40080568418708,13.783752648420231,3,0.0968,10.0,19.0,0.2629,1,0.7100159,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.29,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
SHL,ASDZ,2022-01-01,2022,1,11,2523.0,0.35,874,27184.0,3.77,1359,7213,0.1212,0.1884,2184,7093,1,7093.0,0,14,20615.0,17049.0,37664.0,45.70833333333333,21.875,23.833333333333332,10,20.4,10.2,10.2,14831.0,11954.0,26785.0,1,0.08333333333333333,140,0.5138983423697507,0.14285714285714285,5.494534972754698,0.07338709671611107,0.004233871075895524,0.0,16.21600540855559,29.80016042179959,5.157975825330904,5.481534895371966,0.07338709671611107,0.004233871075895524,0.0,16.21600540855559,29.80016042179959,5.144975762053202,1,0.0323,10.0,21.0,0.2629,0,0.73450714,0.0,0.0,0.0,0.735,0.0,0.0,0.0,0.265,1,0.49999999999999994,0.8660254037844387,0.0,0.0
SHL,ASDZ,2022-05-01,2022,5,11,4395.0,0.58,1407,34193.0,4.5,1791,7593,0.1853,0.2359,2262,7213,1,7213.0,0,13,20500.0,16741.0,37241.0,46.69047619047619,22.857142857142858,23.833333333333332,11,20.7,10.5,10.2,14926.67,12078.0,27004.67,2,0.18181818181818182,143,0.9690179556831694,0.25396825396825395,13.334051467237934,0.07271505376544371,0.0,0.0,13.14843971574659,26.129999270682696,14.427801495598208,13.321051020615844,0.07271505376544371,0.0,0.0,13.14843971574659,26.129999270682696,14.414801022698802,1,0.0323,9.0,21.0,0.2629,0,0.72619516,0.0,0.0,0.0,0.726,0.0,0.0,0.0,0.274,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
ASD,ASS,2020-04-01,2020,4,4,2634.0,0.22,1044,172134.0,14.26,4188,12073,0.0865,0.3469,1368,12369,1,12369.0,0,17,10501.0,24597.0,35098.0,49.471428571428575,18.571428571428573,30.9,12,24.666666666666668,12.333333333333334,12.333333333333334,27268.0,19902.0,47170.0,0,0.0,204,0.0,0.0,10.184013927748634,0.0325000002876752,0.0,0.0,13.677674179234439,26.59299933380551,10.886861144999664,10.190513920028591,0.0325000002876752,0.0,0.0,13.677674179234439,26.59299933380551,10.893361191617117,4,0.1333,8.0,19.0,0.2629,1,0.4708026,0.0,0.0,0.0089455815,0.471,0.0,0.0,0.009,0.52,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ASD,ASS,2020-12-01,2020,12,4,4488.0,0.4,1910,27038.0,2.4,1276,11259,0.1696,0.1133,737,12369,1,12369.0,0,16,10682.0,24691.0,35373.0,45.7936507936508,18.571428571428573,27.22222222222222,12,24.666666666666668,12.333333333333334,12.333333333333334,27728.0,20164.0,47892.0,0,0.0,192,0.0,0.0,5.255602101504963,0.14905914101469261,0.0,0.0,15.197379439908971,28.10806369845585,5.036650475955779,5.262102259242887,0.14905914101469261,0.0,0.0,15.197379439908971,28.10806369845585,5.043150628766706,2,0.0645,8.0,22.0,0.2629,0,0.46789235,0.0,0.0,0.0,0.468,0.0,0.0,0.0,0.532,1,-2.4492935982947064e-16,1.0,0.0,0.0
KLP,DB,2024-03-01,2024,3,22,233.0,0.94,66,949.0,3.81,89,249,0.2651,0.3574,2,644,1,644.0,0,6,2970.0,2868.0,5838.0,42.0,21.0,21.0,10,30.0,15.0,15.0,5243.0,5448.0,10691.0,2,0.3333333333333333,60,0.9609582064547204,0.25263157894736843,8.677504752598413,0.07550471128637666,0.0,0.0,14.259386632756943,27.49421194135581,8.586320367828513,8.66625413707737,0.08371467105191938,0.0005652759108857865,0.0,14.702589989470601,28.56209885672958,8.655554259609566,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.0
