source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_OPS_pred,RandomForestClassifier_OPS_proba
AHP,AHPR,2019-03,2019,3,2,540.0,0.55,318,1514.0,1.55,83,976,0.3258,0.085,0,992,1,992.0,0,4,1979.0,1948.0,3927.0,3.0,1.5,1.5,4,5.0,2.5,2.5,1979.0,1979.0,3958.0,0.0,0.0,16.0,0.0,0.0,7.532741421043953,104.40000097453594,0.9099999815225601,0.0,18.3508979648472,108.36,7.565513973120565,7.584741462849351,104.40000097453594,0.9099999815225601,0.0,18.3508979648472,108.36,7.617514012158318,0,0.0,10.0,21.0,0.263,0,0.025614753,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,2,1.0,6.123233995736766e-17,0.0,0.42
ALM,ALMM,2019-03,2019,3,1,624.0,0.19,274,3006.0,0.9,263,3340,0.082,0.0787,44,3274,1,3274.0,0,13,8197.0,9054.0,17251.0,31.214285714285715,16.714285714285715,14.5,4,3.0,1.5,1.5,6466.0,5562.0,12028.0,0.0,0.0,52.0,0.0,0.0,7.567389667956697,111.7000011280179,0.2800000011920929,0.0,21.018150355260754,93.96,7.797806880836692,7.578679514143862,117.40000081807375,0.07000000029802322,0.0,20.630463336149425,99.36,7.619392820514869,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.25
HT,O,2019-03,2019,3,19,612.0,0.6,129,2364.0,2.31,248,1024,0.126,0.2422,31,1093,1,1093.0,0,13,10139.0,12292.0,22431.0,40.85714285714286,21.0,19.857142857142858,8,26.0,13.0,13.0,4266.0,4438.0,8704.0,0.0,0.0,104.0,0.0,0.0,7.817148229731485,95.70000054687262,0.49000000953674316,0.0,18.608037790090528,104.03999,7.8817512225334605,7.7437018856386155,93.20000074803829,0.07000000029802322,0.0,18.680360203155118,105.84,7.763823025640536,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.5
ZLW,DDZD,2019-03,2019,3,14,1534.0,0.75,420,5652.0,2.76,872,2048,0.2051,0.4258,25,2064,1,2064.0,0,8,4211.5,4175.0,8386.5,28.5,11.75,16.75,3,21.5,7.5,14.0,4176.0,2112.0,6288.0,1.0,0.16666666666666666,24.0,0.4170323914242463,0.09090909090909091,7.872828584049063,97.60000064224005,0.21000000834465027,0.0,19.28499018119129,105.84,7.889450425414988,7.843298112239042,103.80000016838312,0.42000001668930054,0.0,19.801569633015394,101.88,7.903796112874315,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.09
DLD,BHV,2019-03,2019,3,3,1911.0,0.83,1083,2429.0,1.06,387,2297,0.4715,0.1685,2,2301,1,2301.0,0,6,4509.0,4509.0,9018.0,12.0,6.0,6.0,4,9.0,4.5,4.5,4509.0,4508.0,9017.0,0.0,0.0,24.0,0.0,0.0,7.546084960087793,120.40000074356794,0.21000000089406967,0.0,18.56304181841469,101.159996,7.533702734341371,7.625425479052686,123.90000043064356,0.21000000834465027,0.0,18.679309573821712,99.72,7.787740436569358,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.16
RTA,CPS,2019-03,2019,3,1,640.0,0.43,260,3110.0,2.11,514,1473,0.1765,0.3489,1,1490,1,1490.0,0,7,7035.0,5026.0,12061.0,14.166666666666668,7.5,6.666666666666667,4,5.0,2.5,2.5,3002.0,3001.0,6003.0,0.0,0.0,28.0,0.0,0.0,7.821965684367201,105.0000003054738,0.14000000059604645,0.0,20.200385927672663,99.0,8.098210632239505,7.808965887350418,105.0000003054738,0.14000000059604645,0.0,20.200385927672663,99.0,8.085210855684242,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.12
DN,HMBH,2019-03,2019,3,8,588.0,0.61,281,1920.0,1.98,58,968,0.2903,0.0599,0,967,1,967.0,0,5,2181.0,3148.0,5329.0,25.166666666666664,13.5,11.666666666666666,3,5.5,4.5,1.0,1914.0,967.0,2881.0,1.0,0.25,15.0,0.7213475204444817,0.25,7.905609693974858,85.40000123530626,0.6300000101327896,0.0,17.337668804589704,116.27999,7.9777496818899305,7.831545581968443,88.20000053942204,0.2800000011920929,0.0,17.51719975182699,116.27999,7.828046218703926,0,0.0,10.0,21.0,0.263,0,0.0030991735,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.997,2,1.0,6.123233995736766e-17,0.0,0.15
ALM,DVD,2019-03,2019,3,25,220.0,0.46,59,1124.0,2.33,94,482,0.1224,0.195,8,636,1,636.0,0,13,8197.0,9054.0,17251.0,31.214285714285715,16.714285714285715,14.5,15,20.482142857142858,11.625,8.857142857142858,11036.0,11158.0,22194.0,1.0,0.07142857142857142,195.0,0.6213349345596119,0.2,7.567389667956697,111.7000011280179,0.2800000011920929,0.0,21.018150355260754,93.96,7.797806880836692,7.5314885010469,115.80000082403421,0.7000000104308128,0.0,20.309089963561274,93.6,7.746024161938222,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.63
ZLW,BDPB,2019-03,2019,3,10,864.0,0.74,413,3421.0,2.93,359,1168,0.3536,0.3074,15,1168,1,1168.0,0,8,4211.5,4175.0,8386.5,28.5,11.75,16.75,4,15.0,7.5,7.5,2349.0,2309.0,4658.0,0.0,0.0,32.0,0.0,0.0,7.872828584049063,97.60000064224005,0.21000000834465027,0.0,19.28499018119129,105.84,7.889450425414988,7.890404437471828,97.40000011026859,0.42000001668930054,0.0,18.72193323137943,116.64,7.926609022299663,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.27
ALM,ASDZ,2019-03,2019,3,29,625.0,0.55,175,1702.0,1.5,237,1132,0.1546,0.2094,9,1062,1,1062.0,0,13,8197.0,9054.0,17251.0,31.214285714285715,16.714285714285715,14.5,10,20.4,10.2,10.2,13823.0,10648.0,24471.0,1.0,0.09090909090909091,130.0,0.48089834696298783,0.125,7.567389667956697,111.7000011280179,0.2800000011920929,0.0,21.018150355260754,93.96,7.797806880836692,7.580974372427203,112.10000067204237,0.3500000089406967,0.0,19.79771119837485,97.2,7.849816924951279,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.1
ALM,ALMB,2019-03,2019,3,6,417.0,0.57,103,1478.0,2.02,163,730,0.1411,0.2233,27,696,1,696.0,0,13,8197.0,9054.0,17251.0,31.214285714285715,16.714285714285715,14.5,7,11.5,7.5,4.0,6033.0,4238.0,10271.0,2.0,0.2222222222222222,91.0,2.0640299754485754,0.7,7.567389667956697,111.7000011280179,0.2800000011920929,0.0,21.018150355260754,93.96,7.797806880836692,7.609167762271167,114.70000052452087,0.6300000101327896,0.0,21.549038384275192,104.76,7.704659025569623,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.2756000936027866
WT,RM,2019-03,2019,3,24,1909.0,1.05,623,7349.0,4.04,510,1821,0.3421,0.2801,27,1945,1,1945.0,0,5,3894.0,4655.0,8549.0,45.66666666666667,26.0,19.666666666666668,4,49.0,24.5,24.5,3895.0,3895.0,7790.0,0.0,0.0,20.0,0.0,0.0,7.866398989031164,85.20000045001507,0.42000000178813934,0.0,17.242063226802514,106.92,7.836452842240058,7.952569100268756,85.00000084936619,0.42000000923871994,0.0,17.24783182449007,103.67999,7.985879988561248,0,0.0,10.0,21.0,0.263,1,0.99945086,0.0,0.0,0.0005491488,0.999,0.0,0.0,0.001,0.0,2,1.0,6.123233995736766e-17,0.0,0.14
VH,LEDN,2019-03,2019,3,8,1181.0,1.6,377,3702.0,5.02,417,737,0.5115,0.5658,0,763,1,763.0,0,4,2396.0,1945.0,4341.0,18.0,9.0,9.0,18,35.33333333333333,18.444444444444443,16.88888888888889,11960.0,12919.0,24879.0,0.0,0.0,72.0,0.0,0.0,7.626743633164692,105.500000692904,0.21000000834465027,0.0,22.191930697872372,102.96,7.835088185795544,7.600743611760608,105.500000692904,0.21000000834465027,0.0,22.191930697872372,102.96,7.8090881629073605,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.28217801753202965
HDR,HDRZ,2019-03,2019,3,1,171.0,0.14,56,2430.0,2.05,80,1185,0.0473,0.0675,18,1191,1,1191.0,0,1,0.0,1191.0,1191.0,1.0,0.0,1.0,3,17.0,6.0,11.0,2413.0,1190.0,3603.0,0.0,0.0,3.0,0.0,0.0,7.419301597459159,94.20000100880861,0.48999999463558197,0.0,27.807643951028385,81.72,6.952881606398488,7.4458434281727826,99.40000072866678,0.0,0.0,25.72863912871195,104.76,7.649073573333258,0,0.0,10.0,21.0,0.263,0,0.97383964,0.0,0.0,0.0,0.974,0.0,0.0,0.0,0.026,2,1.0,6.123233995736766e-17,0.0,0.1238034188034188
AKM,GW,2019-03,2019,3,5,311.0,0.34,192,1310.0,1.44,66,912,0.2105,0.0724,2,924,1,924.0,0,4,1870.0,1872.0,3742.0,16.0,8.0,8.0,3,14.0,9.0,5.0,1872.0,948.0,2820.0,0.0,0.0,12.0,0.0,0.0,7.296033008583141,110.20000090450048,0.3500000014901161,0.0,21.23096133016481,90.36,7.410635964867244,7.262425268642995,107.6000008136034,0.07000000029802322,0.0,21.087936686635178,87.84,7.286584108065147,0,0.0,10.0,21.0,0.263,0,0.1370614,0.0,0.0,0.0021929825,0.137,0.0,0.0,0.002,0.861,2,1.0,6.123233995736766e-17,0.0,0.02
LLZM,GD,2019-03,2019,3,13,834.0,0.47,393,2766.0,1.57,453,1766,0.2225,0.2565,0,1796,1,1796.0,0,4,3615.0,3615.0,7230.0,15.0,7.5,7.5,13,34.95238095238095,18.285714285714285,16.666666666666668,14672.0,9882.0,24554.0,0.0,0.0,52.0,0.0,0.0,7.746552291881509,103.80000029504299,0.14000000059604645,0.0,20.279136775961476,100.439995,7.975960078823454,7.815465887569763,105.0000003054738,0.14000000059604645,0.0,20.200385927672663,99.0,8.091710861085401,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.03
WT,EHV,2019-03,2019,3,28,1177.0,0.67,517,7578.0,4.34,421,1748,0.2958,0.2408,15,1753,1,1753.0,0,5,3894.0,4655.0,8549.0,45.66666666666667,26.0,19.666666666666668,14,55.54166666666667,29.666666666666668,25.875,7332.0,11070.0,18402.0,0.0,0.0,70.0,0.0,0.0,7.866398989031164,85.20000045001507,0.42000000178813934,0.0,17.242063226802514,106.92,7.836452842240058,8.00574099231376,84.10000093281269,0.6300000101327896,0.0,17.158719851543893,120.240005,8.064758463951973,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.43
WV,HR,2019-03,2019,3,11,360.0,0.39,222,1346.0,1.48,81,912,0.2434,0.0888,1,923,1,923.0,0,4,1874.0,1874.0,3748.0,24.0,12.0,12.0,7,34.083333333333336,18.75,15.333333333333334,3868.0,2862.0,6730.0,1.0,0.2,28.0,0.7213475204444817,0.25,7.291683077932527,116.9000004902482,0.3500000014901161,0.0,20.55595579025402,89.27999,7.244845958930487,7.3173896878917635,110.20000046491623,0.5600000098347664,0.0,21.036538427642988,85.32,7.47277325672545,0,0.0,10.0,21.0,0.263,0,0.1370614,0.0,0.0,0.0021929825,0.137,0.0,0.0,0.002,0.861,2,1.0,6.123233995736766e-17,0.0,0.01
AMR,HLO,2019-03,2019,3,5,466.0,0.19,181,5005.0,2.03,255,2469,0.0733,0.1033,72,2481,1,2481.0,0,6,4596.0,5548.0,10144.0,12.0,6.0,6.0,4,12.0,6.0,6.0,4973.0,4555.0,9528.0,1.0,0.25,24.0,0.6213349345596119,0.2,7.454900548724435,108.60000015050173,0.07000000029802322,0.0,24.026527565709674,100.799995,7.738076915972005,7.441900367210563,108.60000015050173,0.07000000029802322,0.0,24.026527565709674,100.799995,7.725076709428995,0,0.0,10.0,21.0,0.263,0,0.4888619,0.0,0.0,0.0,0.489,0.0,0.0,0.0,0.511,2,1.0,6.123233995736766e-17,0.0,0.17
VH,HIL,2019-03,2019,3,10,1092.0,1.0,242,3853.0,3.54,278,1088,0.2224,0.2555,21,1182,1,1182.0,0,4,2396.0,1945.0,4341.0,18.0,9.0,9.0,4,17.0,8.5,8.5,2396.0,2397.0,4793.0,0.0,0.0,16.0,0.0,0.0,7.626743633164692,105.500000692904,0.21000000834465027,0.0,22.191930697872372,102.96,7.835088185795544,7.622516116335446,92.10000070184469,0.0,0.0,25.146642752402883,98.27999,7.848559189452457,0,0.0,10.0,21.0,0.263,0,0.00091911765,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.0,0.4
ZTMO,ZTM,2019-03,2019,3,1,903.0,0.51,380,3260.0,1.82,311,1788,0.2125,0.1739,0,1819,1,1819.0,0,4,3615.0,3615.0,7230.0,3.0,1.5,1.5,5,9.0,6.0,3.0,3615.0,3615.0,7230.0,0.0,0.0,20.0,0.0,0.0,7.727052494923648,103.80000029504299,0.14000000059604645,0.0,20.279136775961476,100.439995,7.956460296546146,7.720552502037057,103.80000029504299,0.14000000059604645,0.0,20.279136775961476,100.439995,7.949960308793736,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.48
WT,MZ,2019-03,2019,3,7,518.0,0.54,132,1320.0,1.38,23,954,0.1384,0.0241,46,957,1,957.0,0,5,3894.0,4655.0,8549.0,45.66666666666667,26.0,19.666666666666668,3,18.5,8.5,10.0,1905.0,957.0,2862.0,0.0,0.0,15.0,0.0,0.0,7.866398989031164,85.20000045001507,0.42000000178813934,0.0,17.242063226802514,106.92,7.836452842240058,7.93139908684375,85.20000045001507,0.42000000178813934,0.0,17.242063226802514,106.92,7.901452891518579,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.37
LW,GW,2019-03,2019,3,13,218.0,0.23,107,1020.0,1.1,26,931,0.1149,0.0279,12,948,1,948.0,0,2,0.0,1940.0,1940.0,21.0,0.0,21.0,3,14.0,9.0,5.0,1872.0,948.0,2820.0,0.0,0.0,6.0,0.0,0.0,7.255264668413319,109.700000859797,0.3500000014901161,0.0,20.93672153702655,86.399994,7.2492081637658465,7.262425268642995,107.6000008136034,0.07000000029802322,0.0,21.087936686635178,87.84,7.286584108065147,0,0.0,10.0,21.0,0.263,0,0.12889366,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.871,2,1.0,6.123233995736766e-17,0.0,0.01
PMO,HN,2019-03,2019,3,18,1627.0,1.46,647,3781.0,3.39,510,1115,0.5803,0.4574,4,1114,1,1114.0,0,4,2341.0,2287.0,4628.0,19.0,9.5,9.5,7,36.58333333333333,19.333333333333332,17.25,4646.0,4560.0,9206.0,0.0,0.0,28.0,0.0,0.0,7.56321740667881,108.60000079125166,0.3500000089406967,0.0,22.399916970874227,97.56,7.8299064753354,7.455695819325274,112.50000071525574,0.2800000086426735,0.0,21.55086540558136,93.6,7.667203208639676,0,0.0,10.0,21.0,0.263,1,0.02780269,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.972,2,1.0,6.123233995736766e-17,0.0,0.05
VST,DVNK,2019-03,2019,3,2,1837.0,0.96,559,5356.0,2.81,501,1909,0.2928,0.2624,11,1944,1,1944.0,0,4,3937.0,3937.0,7874.0,8.0,4.0,4.0,4,5.0,2.5,2.5,3937.0,3787.0,7724.0,0.0,0.0,16.0,0.0,0.0,7.66122630513292,106.90000060945749,0.07000000029802322,0.0,21.29113683156659,101.159996,7.943796979145599,7.66122630513292,106.90000060945749,0.07000000029802322,0.0,21.29113683156659,101.159996,7.943796979145599,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.2
ALMB,ALM,2019-03,2019,3,6,274.0,0.4,92,1222.0,1.77,122,692,0.1329,0.1763,0,656,1,656.0,0,7,6033.0,4238.0,10271.0,11.5,7.5,4.0,13,31.214285714285715,16.714285714285715,14.5,8197.0,9054.0,17251.0,2.0,0.2222222222222222,91.0,2.0640299754485754,0.7,7.609167762271167,114.70000052452087,0.6300000101327896,0.0,21.549038384275192,104.76,7.704659025569623,7.567389667956697,111.7000011280179,0.2800000011920929,0.0,21.018150355260754,93.96,7.797806880836692,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.2656000936027866
HFD,NVP,2019-03,2019,3,5,2067.0,1.19,758,4516.0,2.59,470,1742,0.4351,0.2698,4,1859,1,1859.0,0,4,3605.0,6707.0,10312.0,10.0,5.0,5.0,4,16.0,8.0,8.0,3608.0,3609.0,7217.0,0.0,0.0,16.0,0.0,0.0,7.626446842545616,107.200000859797,0.21000000834465027,0.0,20.279546127104343,102.96,7.793943472858393,7.632946822596751,107.200000859797,0.21000000834465027,0.0,20.279546127104343,102.96,7.800443450021551,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.58
UT,ASB,2019-03,2019,3,29,1129.0,0.51,385,6303.0,2.85,504,2215,0.1738,0.2275,68,2215,1,2215.0,0,29,20723.0,29109.0,49832.0,53.84134615384615,30.153846153846153,23.6875,13,18.523809523809526,8.666666666666666,9.857142857142858,7793.0,7595.0,15388.0,3.0,0.14285714285714285,377.0,1.5573528948360185,0.4361111111111111,7.572467863394266,115.40000063180923,0.14000000059604645,0.0,18.878749732053457,101.88,7.61264285778133,7.518488669961009,115.80000082403421,0.7000000104308128,0.0,20.309089963561274,93.6,7.733024355861413,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.48
HLMS,HWZB,2019-03,2019,3,7,1514.0,0.65,648,4214.0,1.82,388,2316,0.2798,0.1675,1,2318,1,2318.0,0,4,4613.0,4561.0,9174.0,8.0,4.0,4.0,4,14.0,7.0,7.0,4613.0,4613.0,9226.0,0.0,0.0,16.0,0.0,0.0,7.569353260423281,101.00000051409006,0.0,0.0,22.48371313478231,96.84,7.809662834632124,7.569353260423281,101.00000051409006,0.0,0.0,22.48371313478231,96.84,7.809662834632124,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,1.0
VST,GVM,2019-03,2019,3,6,2909.0,1.52,1128,6150.0,3.21,807,1917,0.5884,0.421,22,1993,1,1993.0,0,4,3937.0,3937.0,7874.0,8.0,4.0,4.0,4,9.0,4.5,4.5,3937.0,3937.0,7874.0,0.0,0.0,16.0,0.0,0.0,7.66122630513292,106.90000060945749,0.07000000029802322,0.0,21.29113683156659,101.159996,7.943796979145599,7.736069987712285,103.90000116825104,0.5600000098347664,0.0,22.04834119403988,101.88,8.061507404732993,0,0.0,10.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.62
ALMB,ALMP,2019-03,2019,3,4,599.0,0.25,297,2284.0,0.96,176,2388,0.1244,0.0737,0,2393,1,2393.0,0,7,6033.0,4238.0,10271.0,11.5,7.5,4.0,4,6.0,3.0,3.0,4681.0,4681.0,9362.0,1.0,0.2,28.0,0.5138983423697507,0.14285714285714285,7.609167762271167,114.70000052452087,0.6300000101327896,0.0,21.549038384275192,104.76,7.704659025569623,7.62866755930925,114.70000052452087,0.6300000101327896,0.0,21.549038384275192,104.76,7.724158807205159,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.67
RTB,RTD,2019-03,2019,3,1,2142.0,0.55,945,8019.0,2.06,790,3898,0.2424,0.2027,31,3961,1,3961.0,0,8,8125.0,6992.0,15117.0,13.5,6.75,6.75,16,49.01587301587301,27.571428571428573,21.444444444444443,13204.0,17017.0,30221.0,1.0,0.07692307692307693,128.0,0.4170323914242463,0.09090909090909091,7.719455056604434,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.913667737234329,7.751954894447712,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.94616755967506,0,0.0,10.0,21.0,0.263,0,0.53591585,0.0,0.0,0.0,0.536,0.0,0.0,0.0,0.464,2,1.0,6.123233995736766e-17,0.0,0.12
UT,HT,2019-03,2019,3,48,1296.0,0.45,402,11516.0,4.02,772,2866,0.1403,0.2694,151,2866,1,2866.0,0,29,20723.0,29109.0,49832.0,53.84134615384615,30.153846153846153,23.6875,13,40.85714285714286,21.0,19.857142857142858,10139.0,12292.0,22431.0,1.0,0.043478260869565216,377.0,0.45511961331341866,0.1111111111111111,7.572467863394266,115.40000063180923,0.14000000059604645,0.0,18.878749732053457,101.88,7.61264285778133,7.817148229731485,95.70000054687262,0.49000000953674316,0.0,18.608037790090528,104.03999,7.8817512225334605,0,0.0,10.0,21.0,0.263,1,0.9989532,0.0,0.0006978367,0.00034891834,0.999,0.0,0.001,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.92
NM,O,2019-03,2019,3,24,516.0,0.51,153,2406.0,2.36,213,1020,0.15,0.2088,60,1087,1,1087.0,0,9,5215.0,7880.0,13095.0,22.75,11.75,11.0,8,26.0,13.0,13.0,4266.0,4438.0,8704.0,0.0,0.0,72.0,0.0,0.0,7.680175650348413,104.10000091046095,0.42000000923871994,0.0,17.856868205449143,108.72,7.72425372892562,7.7437018856386155,93.20000074803829,0.07000000029802322,0.0,18.680360203155118,105.84,7.763823025640536,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.65
RTB,DDR,2019-03,2019,3,19,743.0,0.62,250,2811.0,2.35,233,1197,0.2089,0.1947,23,1095,1,1095.0,0,8,8125.0,6992.0,15117.0,13.5,6.75,6.75,15,61.55555555555556,38.0,23.555555555555557,2333.5,7221.5,9555.0,1.0,0.07142857142857142,120.0,0.43429448190325176,0.1,7.719455056604434,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.913667737234329,7.836798321831756,103.80000016838312,0.42000001668930054,0.0,19.801569633015394,101.88,7.89729630995246,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.51
UT,ASD,2019-03,2019,3,39,55.0,0.77,23,0.0,0.0,0,71,0.3239,0.0,4,74,1,74.0,0,29,20723.0,29109.0,49832.0,53.84134615384615,30.153846153846153,23.6875,16,39.57142857142857,18.571428571428573,21.0,9421.0,22835.0,32256.0,2.0,0.08333333333333333,464.0,1.1352332769293625,0.34285714285714286,7.572467863394266,115.40000063180923,0.14000000059604645,0.0,18.878749732053457,101.88,7.61264285778133,7.487746909962689,110.10000071674585,0.3500000014901161,0.0,19.83441604330915,91.439995,7.770990512412778,0,0.0,10.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.58
NM,NML,2019-03,2019,3,1,1390.0,0.71,522,4365.0,2.24,522,1946,0.2682,0.2682,66,1950,1,1950.0,0,9,5215.0,7880.0,13095.0,22.75,11.75,11.0,4,8.0,4.0,4.0,3889.0,3474.0,7363.0,1.0,0.16666666666666666,36.0,0.7213475204444817,0.25,7.680175650348413,104.10000091046095,0.42000000923871994,0.0,17.856868205449143,108.72,7.72425372892562,7.719175644128672,104.10000091046095,0.42000000923871994,0.0,17.856868205449143,108.72,7.763253701326825,0,0.0,10.0,21.0,0.263,1,0.01336074,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.987,2,1.0,6.123233995736766e-17,0.0,0.36690170940170946
RTB,RTZ,2019-03,2019,3,3,841.0,0.45,285,3184.0,1.69,296,1881,0.1515,0.1574,22,1931,1,1931.0,0,8,8125.0,6992.0,15117.0,13.5,6.75,6.75,6,4.666666666666667,2.3333333333333335,2.3333333333333335,3827.0,3828.0,7655.0,1.0,0.16666666666666666,48.0,0.9102392266268373,0.3333333333333333,7.719455056604434,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.913667737234329,7.725954871228614,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.920167540637513,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.0
UT,UTZL,2019-03,2019,3,2,486.0,0.33,151,4635.0,3.11,304,1488,0.1015,0.2043,13,1532,1,1532.0,0,29,20723.0,29109.0,49832.0,53.84134615384615,30.153846153846153,23.6875,4,7.0,3.5,3.5,3095.0,2908.0,6003.0,0.0,0.0,116.0,0.0,0.0,7.572467863394266,115.40000063180923,0.14000000059604645,0.0,18.878749732053457,101.88,7.61264285778133,7.657925113293556,123.90000043064356,0.21000000834465027,0.0,18.679309573821712,99.72,7.820240019789294,0,0.0,10.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.24272939805874652
