source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_OPS_pred,RandomForestClassifier_OPS_proba
GD,GDG,2019-05,2019,5,3,658.0,0.29,238,7078.0,3.11,353,2273,0.1047,0.1553,28,2268,1,2268.0,0,12,14672.0,9882.0,24554.0,33.16666666666667,16.5,16.666666666666668,4,16.0,8.0,8.0,4571.0,5597.0,10168.0,0.0,0.0,48.0,0.0,0.0,11.511798664126346,42.60000055283308,0.0,0.0,13.834475989543623,61.920002,12.713344320174187,11.540486315886179,37.00000061839819,0.0,0.0,13.682846439301327,57.6,12.648281976740847,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.0
HN,ASS,2019-05,2019,5,39,174.0,0.14,84,4461.0,3.64,153,1227,0.0685,0.1247,31,1224,1,1224.0,0,8,4698.0,4631.75,9329.75,39.733333333333334,19.333333333333332,20.4,12,24.666666666666668,12.333333333333334,12.333333333333334,25537.0,18573.0,44110.0,1.0,0.1,96.0,0.6213349345596119,0.2,11.141473197488375,26.900000162422657,0.0,0.0,14.687818118721568,60.120003,12.387911417791921,11.219091455141703,28.900000423192978,0.0,0.0,13.535810962800056,59.039997,12.609481185354213,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.35
EHS,EHV,2019-05,2019,5,1,798.0,0.87,282,3470.0,3.79,327,916,0.3079,0.357,8,934,1,934.0,0,4,4460.0,3146.0,7606.0,10.0,5.0,5.0,13,38.30952380952381,20.166666666666668,18.142857142857142,7332.0,11070.0,18402.0,0.0,0.0,52.0,0.0,0.0,11.913929951767768,51.20000043511391,0.07000000029802322,0.0,11.636853447043768,53.639996,12.945784755932387,11.97893030829327,51.20000043511391,0.07000000029802322,0.0,11.636853447043768,53.639996,13.010785200903493,1,0.0323,8.0,22.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.17426927865096611
HTN,HTNC,2019-05,2019,5,1,1289.0,0.56,541,7594.0,3.3,552,2300,0.2352,0.24,10,2301,1,2301.0,0,4,4992.0,4795.0,9787.0,5.0,2.5,2.5,4,10.0,5.0,5.0,4597.0,4798.0,9395.0,0.0,0.0,16.0,0.0,0.0,11.570064749768985,45.500000327825546,0.0,0.0,13.001143042438773,56.16,12.592712626021395,11.590819863862889,44.60000028461218,0.0,0.0,13.172279894832641,54.36,12.563534887888098,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.3
HZE,MZ,2019-05,2019,5,10,592.0,0.65,276,2675.0,2.93,243,913,0.3023,0.2662,0,948,1,948.0,0,4,1905.0,1905.0,3810.0,15.0,7.5,7.5,3,18.5,8.5,10.0,1905.0,957.0,2862.0,0.0,0.0,12.0,0.0,0.0,11.861086234931022,52.40000054240227,0.07000000029802322,0.0,11.530517607927322,54.719997,12.784742146409968,11.866782393827233,54.20000035315752,0.0,0.0,11.455631642892797,52.92,12.826997503157585,1,0.0323,8.0,22.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.14
VTN,UTT,2019-05,2019,5,2,331.0,0.19,170,5795.0,3.28,258,1768,0.0962,0.1459,0,1766,1,1766.0,0,4,3561.0,2945.0,6506.0,11.0,5.5,5.5,4,4.0,2.0,2.0,3561.0,3561.0,7122.0,0.0,0.0,16.0,0.0,0.0,11.486355033933476,38.700000546872616,0.0,0.0,13.57867119757719,58.679996,12.586422226121348,11.505854944388071,38.700000546872616,0.0,0.0,13.57867119757719,58.679996,12.60592217791465,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.19106518983274223
ZTM,YPB,2019-05,2019,5,5,765.0,0.42,383,6159.0,3.38,391,1821,0.2103,0.2147,0,1819,1,1819.0,0,4,3615.0,3615.0,7230.0,6.0,3.0,3.0,4,9.0,4.5,4.5,3615.0,3616.0,7231.0,0.0,0.0,16.0,0.0,0.0,11.38046222412458,41.200000405311584,0.0,0.0,14.029498396140914,61.920002,12.710905732647065,11.367462483144575,41.200000405311584,0.0,0.0,14.029498396140914,61.920002,12.697905996153432,1,0.0323,8.0,22.0,0.263,0,0.0005491488,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.49999999999999994,-0.8660254037844387,0.0,0.08
O,NM,2019-05,2019,5,24,830.0,0.77,335,3693.0,3.42,309,1079,0.3105,0.2864,2,1092,1,1092.0,0,10,4266.0,4438.0,8704.0,28.4,14.2,14.2,11,20.4,10.4,10.0,5293.0,7937.0,13230.0,1.0,0.1,110.0,0.7213475204444817,0.25,11.844575115429457,48.400000385940075,0.0,0.0,12.784075094487077,56.88,12.87696753137855,11.836913821197324,49.50000040233135,0.0,0.0,12.069971839266438,54.719997,12.637518609082827,1,0.0323,8.0,22.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.03
NMD,NMGO,2019-05,2019,5,2,766.0,0.42,401,5630.0,3.12,290,1806,0.222,0.1606,0,1813,1,1813.0,0,8,3660.0,2861.0,6521.0,15.0,7.5,7.5,4,5.0,2.5,2.5,3660.0,3395.0,7055.0,1.0,0.2,32.0,0.5581106265512472,0.16666666666666666,11.831556653784167,54.80000051110983,0.21000000834465027,0.0,12.339971449426425,60.839996,12.612269099040699,11.79905665369444,54.80000051110983,0.21000000834465027,0.0,12.339971449426425,60.839996,12.579769030053129,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.7
ST,STZ,2019-05,2019,5,1,68.0,0.06,29,2814.0,2.44,72,1152,0.0252,0.0625,2,1150,1,1150.0,0,4,2269.0,2269.0,4538.0,2.0,1.0,1.0,4,7.0,3.5,3.5,2269.0,2269.0,4538.0,0.0,0.0,16.0,0.0,0.0,11.545935298486423,51.90000033378601,0.0,0.0,12.919575880131413,56.16,12.624228274309507,11.591435695848157,51.90000033378601,0.0,0.0,12.919575880131413,56.16,12.669728712369038,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.5417348430780923
HN,ZD,2019-05,2019,5,33,0.0,0.0,0,0.0,0.0,0,6,0.0,0.0,0,51,4,12.75,0,8,4698.0,4631.75,9329.75,39.733333333333334,19.333333333333332,20.4,9,19.2,12.2,7.0,9641.75,9489.0,19130.75,1.0,0.1111111111111111,72.0,0.5581106265512472,0.16666666666666666,11.141473197488375,26.900000162422657,0.0,0.0,14.687818118721568,60.120003,12.387911417791921,11.27759164251307,28.900000423192978,0.0,0.0,13.535810962800056,59.039997,12.667981421434751,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.3
HN,PMO,2019-05,2019,5,18,598.0,0.51,196,4500.0,3.83,242,1174,0.167,0.2061,24,1173,1,1173.0,0,8,4698.0,4631.75,9329.75,39.733333333333334,19.333333333333332,20.4,4,19.0,9.5,9.5,2342.0,2288.0,4630.0,0.0,0.0,32.0,0.0,0.0,11.141473197488375,26.900000162422657,0.0,0.0,14.687818118721568,60.120003,12.387911417791921,11.505932610842489,33.0000002682209,0.0,0.0,16.043677221062364,62.639996,12.922397632752695,1,0.0323,8.0,22.0,0.263,0,0.026405452,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,2,0.49999999999999994,-0.8660254037844387,0.0,0.37
ASD,AMPO,2019-05,2019,5,27,12.0,0.18,2,210.0,3.09,7,68,0.0294,0.1029,2,0,12,0.0,1,21,9451.0,23665.75,33116.75,48.56730769230769,19.875,28.692307692307693,9,23.4,13.4,10.0,6604.0,6532.0,13136.0,1.0,0.058823529411764705,189.0,0.45511961331341866,0.1111111111111111,11.212591426346892,28.900000423192978,0.0,0.0,13.535810962800056,59.039997,12.602981282177792,11.698647727568945,44.000000298023224,0.0,0.0,14.986080095011701,60.120003,13.588096532129473,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.20370265201983018
ASD,HVS,2019-05,2019,5,29,500.0,0.43,111,3236.0,2.8,107,1155,0.0961,0.0926,40,1121,1,1121.0,0,21,9451.0,23665.75,33116.75,48.56730769230769,19.875,28.692307692307693,14,24.0,12.0,12.0,10498.0,8903.0,19401.0,0.0,0.0,294.0,0.0,0.0,11.212591426346892,28.900000423192978,0.0,0.0,13.535810962800056,59.039997,12.602981282177792,11.544795921412847,47.60000066459179,0.0,0.0,13.137608499776933,56.88,12.610790560963334,1,0.0323,8.0,22.0,0.263,0,0.9722944,0.0,0.026839826,0.0008658009,0.972,0.0,0.027,0.001,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.11
ASD,ASDM,2019-05,2019,5,4,1714.0,0.41,513,13447.0,3.23,542,4164,0.1232,0.1302,234,4149,1,4149.0,0,21,9451.0,23665.75,33116.75,48.56730769230769,19.875,28.692307692307693,6,4.666666666666667,2.3333333333333335,2.3333333333333335,8291.0,5827.0,14118.0,1.0,0.06666666666666667,126.0,0.6213349345596119,0.2,11.212591426346892,28.900000423192978,0.0,0.0,13.535810962800056,59.039997,12.602981282177792,11.437478827212447,38.60000041872263,0.0,0.0,14.303904799363947,59.039997,12.841511167505736,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.63
HMBH,HM,2019-05,2019,5,1,650.0,0.64,325,3185.0,3.12,241,1022,0.318,0.2358,2,968,1,968.0,0,3,1915.0,968.0,2883.0,5.5,4.5,1.0,8,12.0,6.0,6.0,4096.0,3919.0,8015.0,1.0,0.2,24.0,0.9102392266268373,0.3333333333333333,11.84476875874304,49.100000597536564,0.07000000029802322,0.0,11.880667599498905,51.12,12.807403205543435,11.857768817614483,49.100000597536564,0.07000000029802322,0.0,11.880667599498905,51.12,12.820403248392125,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0009784736,0.0,0.0,0.0,0.001,0.999,2,0.49999999999999994,-0.8660254037844387,0.0,0.05912234042553192
OTB,WF,2019-05,2019,5,4,400.0,0.44,202,2967.0,3.24,113,915,0.2208,0.1235,0,914,1,914.0,0,3,1776.0,914.0,2690.0,8.0,4.0,4.0,3,10.5,6.5,4.0,1776.0,862.0,2638.0,0.0,0.0,9.0,0.0,0.0,11.60002145587757,50.3000006377697,0.0,0.0,12.703330906809017,60.120003,12.48516934725546,11.639021441821129,50.3000006377697,0.0,0.0,12.703330906809017,60.120003,12.524169262378447,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.03
KPNZ,DRON,2019-05,2019,5,17,1204.0,1.05,610,4371.0,3.79,272,1152,0.5295,0.2361,2,1150,1,1150.0,0,4,2269.0,1199.0,3468.0,32.0,16.0,16.0,4,42.0,21.0,21.0,2270.0,2238.0,4508.0,0.0,0.0,16.0,0.0,0.0,11.526975773995922,31.50000025331974,0.0,0.0,13.371900182377587,53.28,12.434637023556617,11.56333329312263,33.500000193715096,0.0,0.0,13.709497850268118,57.239998,12.55547038906364,1,0.0323,8.0,22.0,0.263,0,0.0078125,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.992,2,0.49999999999999994,-0.8660254037844387,0.0,0.28
AMRN,AMR,2019-05,2019,5,1,1137.0,0.48,629,8850.0,3.76,503,2351,0.2675,0.214,1,2347,1,2347.0,0,4,4694.0,4668.0,9362.0,7.0,3.5,3.5,6,12.0,6.0,6.0,4615.0,5548.0,10163.0,0.0,0.0,24.0,0.0,0.0,10.949298735908283,26.800000198185444,0.0,0.0,16.225922450903923,62.639996,12.293855123622443,10.949298735908283,26.800000198185444,0.0,0.0,16.225922450903923,62.639996,12.293855123622443,1,0.0323,8.0,22.0,0.263,0,0.56529135,0.0,0.0,0.0,0.565,0.0,0.0,0.0,0.435,2,0.49999999999999994,-0.8660254037844387,0.0,0.32
KRG,KBD,2019-05,2019,5,7,860.0,0.76,464,3783.0,3.35,419,1130,0.4106,0.3708,6,1132,1,1132.0,0,4,2248.0,2252.0,4500.0,13.0,6.5,6.5,4,10.0,5.0,5.0,2256.0,2252.0,4508.0,0.0,0.0,16.0,0.0,0.0,11.855193376541138,47.700000554323196,0.0,0.0,15.09162566366215,69.479996,13.130394941376101,12.067443817533473,51.10000053793192,0.0,0.0,14.293727967607719,68.4,13.215158835534126,1,0.0323,8.0,22.0,0.263,1,0.99911505,0.0,0.0,0.00088495575,0.999,0.0,0.0,0.001,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.07
HVSP,UTO,2019-05,2019,5,14,314.0,0.38,118,2779.0,3.37,131,825,0.143,0.1588,1,812,1,812.0,0,6,4040.0,3922.0,7962.0,14.333333333333334,7.666666666666667,6.666666666666667,6,15.5,8.0,7.5,7733.0,3424.0,11157.0,2.0,0.3333333333333333,36.0,1.8033688011112043,0.5625,11.551295550600175,47.60000066459179,0.0,0.0,13.137608499776933,56.88,12.617290107793705,11.57613429811693,47.10000044107437,0.0,0.0,12.87893427027169,56.519997,12.625932615931315,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0012121212,0.0,0.0,0.0,0.001,0.999,2,0.49999999999999994,-0.8660254037844387,0.0,0.41
KPNZ,ZL,2019-05,2019,5,15,9.0,0.15,6,124.0,2.0,4,62,0.0968,0.0645,0,49,1,49.0,0,4,2269.0,1199.0,3468.0,32.0,16.0,16.0,15,81.05357142857143,42.42857142857143,38.625,4378.0,8873.0,13251.0,0.0,0.0,60.0,0.0,0.0,11.526975773995922,31.50000025331974,0.0,0.0,13.371900182377587,53.28,12.434637023556617,11.637231179462965,36.90000033378601,0.0,0.0,13.841780841991465,57.6,12.502217747190947,1,0.0323,8.0,22.0,0.263,0,0.7741935,0.0,0.0,0.0,0.774,0.0,0.0,0.0,0.226,2,0.49999999999999994,-0.8660254037844387,0.0,0.31
ASN,HRN,2019-05,2019,5,22,780.0,0.56,186,4626.0,3.33,219,1388,0.134,0.1578,11,1369,1,1369.0,0,8,4232.0,3455.0,7687.0,77.5,36.0,41.5,4,26.0,13.0,13.0,2731.0,2472.0,5203.0,0.0,0.0,32.0,0.0,0.0,11.355981170490224,38.800000213086605,0.0,0.0,13.947770595230082,64.439995,12.36081987875764,11.124623627111475,41.60000026971102,0.0,0.0,14.568623819017922,61.920002,12.004327879798028,1,0.0323,8.0,22.0,0.263,0,0.08357349,0.0,0.0,0.0007204611,0.084,0.0,0.0,0.001,0.915,2,0.49999999999999994,-0.8660254037844387,0.0,0.03
ASA,DVD,2019-05,2019,5,2,1189.0,0.65,477,6809.0,3.75,662,1818,0.2624,0.3641,0,1804,1,1804.0,0,10,9459.0,9399.0,18858.0,18.8,9.4,9.4,15,20.482142857142858,11.625,8.857142857142858,11294.0,11456.0,22750.0,2.0,0.18181818181818182,150.0,0.7949682421254927,0.1625,11.437478827212447,38.60000041872263,0.0,0.0,14.303904799363947,59.039997,12.841511167505736,11.398478536516107,38.60000041872263,0.0,0.0,14.303904799363947,59.039997,12.802510894754882,1,0.0323,8.0,22.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.86
AMRN,HWD,2019-05,2019,5,6,2246.0,0.96,697,9001.0,3.86,603,2330,0.2991,0.2588,1,2321,1,2321.0,0,4,4694.0,4668.0,9362.0,7.0,3.5,3.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4685.0,4576.0,9261.0,0.0,0.0,24.0,0.0,0.0,10.949298735908283,26.800000198185444,0.0,0.0,16.225922450903923,62.639996,12.293855123622443,11.057094368883359,27.100000247359276,0.0,0.0,14.221511026223501,58.679996,12.285521753372684,1,0.0323,8.0,22.0,0.263,0,0.56866956,0.0,0.0,0.0,0.569,0.0,0.0,0.0,0.431,2,0.49999999999999994,-0.8660254037844387,0.0,0.19852253533339115
EST,NML,2019-05,2019,5,7,490.0,0.25,260,5437.0,2.79,228,1950,0.1333,0.1169,0,1939,1,1939.0,0,7,4008.0,3909.0,7917.0,14.25,7.25,7.0,4,8.0,4.0,4.0,3889.0,3515.0,7404.0,1.0,0.2,28.0,0.5581106265512472,0.16666666666666666,11.846104664507733,51.60000038892031,0.0,0.0,12.329519079257084,58.32,12.539182595027391,11.875913978584352,49.50000040233135,0.0,0.0,12.069971839266438,54.719997,12.676518885038233,1,0.0323,8.0,22.0,0.263,0,0.0025641026,0.0,0.0,0.0005128205,0.003,0.0,0.0,0.001,0.996,2,0.49999999999999994,-0.8660254037844387,0.0,0.19
ASN,ZL,2019-05,2019,5,78,332.0,0.34,213,3910.0,3.98,119,983,0.2167,0.1211,4,984,1,984.0,0,8,4232.0,3455.0,7687.0,77.5,36.0,41.5,15,81.05357142857143,42.42857142857143,38.625,4378.0,8873.0,13251.0,1.0,0.07692307692307693,120.0,0.7213475204444817,0.25,11.355981170490224,38.800000213086605,0.0,0.0,13.947770595230082,64.439995,12.36081987875764,11.637231179462965,36.90000033378601,0.0,0.0,13.841780841991465,57.6,12.502217747190947,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.9
EST,AH,2019-05,2019,5,11,49.0,2.72,14,41.0,2.28,11,18,0.7778,0.6111,1,20,1,20.0,0,7,4008.0,3909.0,7917.0,14.25,7.25,7.0,15,35.32142857142857,18.571428571428573,16.75,8380.0,8412.0,16792.0,2.0,0.2,105.0,2.0008056674402104,0.6666666666666666,11.846104664507733,51.60000038892031,0.0,0.0,12.329519079257084,58.32,12.539182595027391,11.68996538558314,54.00000034272671,0.0,0.0,12.75613961681243,57.6,12.556027282309788,1,0.0323,8.0,22.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.21
ASN,MP,2019-05,2019,5,50,3.0,0.75,2,1.0,0.25,1,4,0.5,0.25,0,0,12,0.0,1,8,4232.0,3455.0,7687.0,77.5,36.0,41.5,7,48.66666666666667,28.0,20.666666666666668,4385.0,4172.0,8557.0,1.0,0.125,56.0,0.45511961331341866,0.1111111111111111,11.355981170490224,38.800000213086605,0.0,0.0,13.947770595230082,64.439995,12.36081987875764,11.530376363185145,38.400000147521496,0.14000000059604645,0.0,13.479171831120727,55.8,12.319018811948839,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.20608410172718616
RSW,GVMW,2019-05,2019,5,2,1865.0,0.99,897,6365.0,3.37,389,1888,0.4751,0.206,1,1905,1,1905.0,0,4,3780.0,3780.0,7560.0,7.0,3.5,3.5,4,3.0,1.5,1.5,3779.0,3779.0,7558.0,0.0,0.0,16.0,0.0,0.0,11.318951604507303,39.000000193715096,0.0,0.0,15.450247505018789,67.32,12.807594085893323,11.318951604507303,39.000000193715096,0.0,0.0,15.450247505018789,67.32,12.807594085893323,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.000529661,0.0,0.0,0.0,0.001,0.999,2,0.49999999999999994,-0.8660254037844387,1.0,0.63
HIL,VH,2019-05,2019,5,10,1641.0,1.44,833,4453.0,3.92,409,1136,0.7333,0.36,0,1214,1,1214.0,0,4,2396.0,2397.0,4793.0,17.0,8.5,8.5,4,18.0,9.0,9.0,2396.0,1945.0,4341.0,0.0,0.0,16.0,0.0,0.0,11.347898032075616,29.00000037252903,0.0,0.0,17.911133775307285,69.84,13.744941060261059,11.307612751440335,32.600000366568565,0.0,0.0,15.26828361422785,67.32,12.839400337588403,1,0.0323,8.0,22.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.04
GS,BZL,2019-05,2019,5,5,462.0,0.41,261,3500.0,3.09,198,1131,0.2308,0.1751,3,1128,1,1128.0,0,8,2337.0,2337.0,4674.0,38.0,19.0,19.0,4,11.0,5.5,5.5,2248.0,2248.0,4496.0,0.0,0.0,32.0,0.0,0.0,11.835693665730055,47.700000554323196,0.0,0.0,15.09162566366215,69.479996,13.110895328624274,11.8421936586339,47.700000554323196,0.0,0.0,15.09162566366215,69.479996,13.117395185655162,1,0.0323,8.0,22.0,0.263,0,0.9991158,0.0,0.0,0.0008841733,0.999,0.0,0.0,0.001,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.027726098191214472
HMBV,EHV,2019-05,2019,5,10,927.0,0.98,463,3809.0,4.01,591,950,0.4874,0.6221,1,967,1,967.0,0,4,1914.0,1914.0,3828.0,12.0,6.0,6.0,13,38.30952380952381,20.166666666666668,18.142857142857142,7332.0,11070.0,18402.0,0.0,0.0,52.0,0.0,0.0,11.862768795221083,47.60000071674585,0.0,0.0,11.77576622266763,53.639996,12.75288979084261,11.97893030829327,51.20000043511391,0.07000000029802322,0.0,11.636853447043768,53.639996,13.010785200903493,1,0.0323,8.0,22.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.08
UTG,KMA,2019-05,2019,5,5,575.0,0.32,221,5638.0,3.16,130,1786,0.1237,0.0728,47,1784,1,1784.0,0,6,2488.0,4240.0,6728.0,8.0,4.0,4.0,4,7.0,3.5,3.5,3563.0,1874.0,5437.0,0.0,0.0,24.0,0.0,0.0,11.01256719455924,23.900000266730785,0.0,0.0,16.07866628243718,63.72,12.403763442911128,11.091158255774488,24.300000205636024,0.0,0.0,15.732403545610365,64.079994,12.442166375216617,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.04
HIL,HAD,2019-05,2019,5,7,615.0,0.55,181,4352.0,3.92,242,1109,0.1632,0.2182,0,1183,1,1183.0,0,4,2396.0,2397.0,4793.0,17.0,8.5,8.5,6,24.0,12.0,12.0,6731.0,5549.0,12280.0,0.0,0.0,24.0,0.0,0.0,11.347898032075616,29.00000037252903,0.0,0.0,17.911133775307285,69.84,13.744941060261059,11.288613186087659,27.300000086426735,0.0,0.0,14.770434625486853,63.72,12.467242226805737,1,0.0323,8.0,22.0,0.263,0,0.00090171327,0.0,0.0,0.00090171327,0.001,0.0,0.0,0.001,0.998,2,0.49999999999999994,-0.8660254037844387,0.0,0.06
GS,BGN,2019-05,2019,5,37,23.0,0.52,12,133.0,3.02,7,44,0.2727,0.1591,0,44,1,44.0,0,8,2337.0,2337.0,4674.0,38.0,19.0,19.0,6,44.0,22.0,22.0,2341.0,2288.0,4629.0,0.0,0.0,48.0,0.0,0.0,11.835693665730055,47.700000554323196,0.0,0.0,15.09162566366215,69.479996,13.110895328624274,11.92541391234244,57.20000059902668,0.0,0.0,13.136520144880139,63.0,13.081798374011953,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.75
GS,ARN,2019-05,2019,5,15,867.0,0.77,315,3761.0,3.36,250,1121,0.281,0.223,0,1120,1,1120.0,0,8,2337.0,2337.0,4674.0,38.0,19.0,19.0,4,19.0,9.5,9.5,2248.0,2248.0,4496.0,1.0,0.2,32.0,0.7213475204444817,0.25,11.835693665730055,47.700000554323196,0.0,0.0,15.09162566366215,69.479996,13.110895328624274,11.672446222074571,40.80000037699938,0.0,0.0,13.910822400723093,65.159996,12.89489245542916,1,0.0323,8.0,22.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.03
HKS,HNK,2019-05,2019,5,9,130.0,0.11,55,4315.0,3.53,119,1222,0.045,0.0974,17,1290,1,1290.0,0,4,2514.0,2514.0,5028.0,13.0,6.5,6.5,4,10.0,5.0,5.0,2514.0,3620.0,6134.0,0.0,0.0,16.0,0.0,0.0,11.53724983430678,39.40000060200691,0.0,0.0,17.4443811309594,65.159996,12.91614765826092,11.141473197488375,26.900000162422657,0.0,0.0,14.687818118721568,60.120003,12.387911417791921,1,0.0323,8.0,22.0,0.263,0,0.9762684,0.0,0.0,0.0,0.976,0.0,0.0,0.0,0.024,2,0.49999999999999994,-0.8660254037844387,0.0,0.15
ALMO,LLS,2019-05,2019,5,16,346.0,0.33,123,4005.0,3.77,197,1062,0.1158,0.1855,12,1062,1,1062.0,0,4,2431.0,3457.0,5888.0,18.0,9.0,9.0,9,58.5,30.5,28.0,4396.0,5354.0,9750.0,1.0,0.16666666666666666,36.0,0.7213475204444817,0.25,11.662787459550366,44.30000061541796,0.0,0.0,15.772479587344714,64.079994,12.956335808000256,11.55433583035264,38.90000035613775,0.0,0.0,14.8325043094735,62.639996,12.61838149639868,1,0.0323,8.0,22.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.45
SGN,ANA,2019-05,2019,5,9,1697.0,1.47,655,5030.0,4.37,378,1151,0.5691,0.3284,20,1220,1,1220.0,0,4,2410.0,2586.0,4996.0,23.0,11.5,11.5,4,20.0,10.0,10.0,2410.0,2412.0,4822.0,0.0,0.0,16.0,0.0,0.0,10.975459802855728,29.100000388920307,0.0,0.0,14.322210585558286,57.6,12.200661347117475,11.039467569961342,29.600000321865082,0.0,0.0,17.866874949586006,66.24,12.82750520462631,1,0.0323,8.0,22.0,0.263,1,0.9930495,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.007,2,0.49999999999999994,-0.8660254037844387,1.0,0.77
