source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_WTH_pred,XGBClassifier_WTH_proba
RTST,RLB,2020-03,2020,3,2,28.0,1.4,11,123.0,6.15,4,20,0.55,0.2,0,78,1,78.0,0,5,134.0,228.0,362.0,3.8333333333333335,1.5,2.3333333333333335,7,7.0,4.0,3.0,4060.0,4039.0,8099.0,1,0.16666666666666666,35,0.9102392266268373,0.3333333333333333,6.611051998480974,56.60000032186508,0.0,0.0,18.918052583812543,82.439995,7.026529796672221,6.6371863864833545,62.300000354647636,0.0,0.0,19.228161815037478,86.399994,6.999164833836408,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.7,2,1.0,6.123233995736766e-17,1.0,0.985571026802063
HN,HNK,2020-03,2020,3,1,672.0,0.4,149,28184.0,16.95,933,1663,0.0896,0.561,9,1295,1,1295.0,0,7,4889.0,4816.0,9705.0,36.58333333333333,19.333333333333332,17.25,4,10.0,5.0,5.0,2659.0,3792.0,6451.0,0,0.0,28,0.0,0.0,6.428306838304486,41.3000003695488,0.0,0.0,20.585236512956836,84.24,6.793986522333137,6.428306838304486,41.3000003695488,0.0,0.0,20.585236512956836,84.24,6.793986522333137,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,0.981359,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.019,2,1.0,6.123233995736766e-17,1.0,0.9402869939804077
ASD,UT,2020-03,2020,3,39,29.0,0.14,11,1620.0,7.9,28,205,0.0537,0.1366,13,213,1,213.0,0,16,9997.0,23985.0,33982.0,45.7936507936508,18.571428571428573,27.22222222222222,28,51.5,26.0,25.5,22690.0,30274.0,52964.0,3,0.13636363636363635,448,1.531574161186449,0.4222222222222222,6.318298730217071,45.60000044107437,0.0,0.0,18.902889004626473,84.6,6.730344490119298,6.491916026403653,62.500000804662704,0.0,0.0,18.199053448189957,82.799995,6.849991413016339,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.6774869561195374
GD,NWK,2020-03,2020,3,9,630.0,0.41,222,10323.0,6.78,372,1523,0.1458,0.2443,13,1553,1,1553.0,0,16,14976.0,10793.0,25769.0,44.38095238095238,22.666666666666668,21.714285714285715,4,13.0,6.5,6.5,3081.0,3081.0,6162.0,0,0.0,64,0.0,0.0,6.64063407050027,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.124416034763947,6.6536339201374055,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.137415874854713,0,0.0,9.0,22.0,0.2629,0,1,0.2365,1,0.0,0.0,0.0,0.0052527906,0.0,0.0,0.0,0.005,0.995,2,1.0,6.123233995736766e-17,0.0,0.3975798189640045
GD,RTA,2020-03,2020,3,14,450.0,0.22,160,51686.0,25.42,1003,2033,0.0787,0.4934,8,2040,1,2040.0,0,16,14976.0,10793.0,25769.0,44.38095238095238,22.666666666666668,21.714285714285715,8,15.0,7.5,7.5,7179.0,5139.0,12318.0,1,0.08333333333333333,128,0.3789231816899512,0.07142857142857142,6.64063407050027,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.124416034763947,6.647133947168332,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.130915916623851,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,0.9965568,0.0,0.0,0.0034431873,0.997,0.0,0.0,0.003,0.0,2,1.0,6.123233995736766e-17,0.0,0.3975798189640045
ASD,LEDN,2020-03,2020,3,48,11.0,0.46,3,433.0,18.04,15,24,0.125,0.625,1,33,1,33.0,0,16,9997.0,23985.0,33982.0,45.7936507936508,18.571428571428573,27.22222222222222,20,36.6,19.0,17.6,13280.25,14029.0,27309.25,1,0.05263157894736842,320,0.45511961331341866,0.1111111111111111,6.318298730217071,45.60000044107437,0.0,0.0,18.902889004626473,84.6,6.730344490119298,6.540312941751441,46.600000359117985,0.0,0.0,20.836490641772986,87.12,6.851416582855851,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.893149733543396
GD,LLZM,2020-03,2020,3,13,345.0,0.19,131,20382.0,11.07,474,1842,0.0711,0.2573,43,1835,1,1835.0,0,16,14976.0,10793.0,25769.0,44.38095238095238,22.666666666666668,21.714285714285715,4,15.0,7.5,7.5,3650.0,3650.0,7300.0,0,0.0,64,0.0,0.0,6.64063407050027,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.124416034763947,6.586996460015087,52.80000028014183,0.0,0.0,19.30628419467931,81.36,6.985112191209241,0,0.0,9.0,22.0,0.2629,0,1,0.2365,1,0.0,0.0,0.0,0.0043431055,0.0,0.0,0.0,0.004,0.996,2,1.0,6.123233995736766e-17,1.0,0.5087969303131104
ASD,ASA,2020-03,2020,3,6,492.0,0.14,203,47755.0,13.96,1736,3422,0.0593,0.5073,886,3094,1,3094.0,0,16,9997.0,23985.0,33982.0,45.7936507936508,18.571428571428573,27.22222222222222,10,18.8,9.4,9.4,9898.0,9844.0,19742.0,3,0.2727272727272727,160,1.7260326001624968,0.5069444444444444,6.318298730217071,45.60000044107437,0.0,0.0,18.902889004626473,84.6,6.730344490119298,6.4118749322833475,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.756827848435732,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.21848911046981812
NML,EST,2020-03,2020,3,7,690.0,0.35,296,2083.0,1.06,189,1972,0.1501,0.0958,0,2011,1,2011.0,0,4,3987.0,3620.0,7607.0,8.0,4.0,4.0,7,14.25,7.25,7.0,4122.0,4008.0,8130.0,1,0.2,28,0.6213349345596119,0.2,6.597237548864826,70.00000052899122,0.2800000086426735,0.0,16.726654273664646,84.6,6.935730108662858,6.565217221805057,70.30000060796738,0.07000000029802322,0.0,17.078192468928137,83.88,6.904988386428854,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.013691683,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.986,2,1.0,6.123233995736766e-17,1.0,0.9547063112258911
HR,WV,2020-03,2020,3,11,410.0,0.42,245,3083.0,3.13,127,984,0.249,0.1291,0,998,1,998.0,0,7,4077.0,2968.0,7045.0,34.083333333333336,18.75,15.333333333333334,4,24.0,12.0,12.0,1979.0,1979.0,3958.0,1,0.2,28,0.7213475204444817,0.25,6.095922643659714,43.80000003427267,0.2800000011920929,0.0,19.969965670984816,92.159996,6.495653507285933,6.077214695129689,42.60000032186508,0.0,0.0,19.484013703758272,90.36,6.337308943271637,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0995935,0.0010162601,0.0,0.0,0.1,0.001,0.0,0.0,0.899,2,1.0,6.123233995736766e-17,1.0,0.8735017776489258
SPTZ,SPTN,2020-03,2020,3,2,460.0,0.39,217,3514.0,2.95,189,1190,0.1824,0.1588,0,1159,1,1159.0,0,4,2383.0,2383.0,4766.0,4.0,2.0,2.0,4,3.0,1.5,1.5,2383.0,2383.0,4766.0,0,0.0,16,0.0,0.0,6.473596203169744,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.805695798162817,6.467096256340376,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.799195864961093,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.0329853780567646
TBU,TB,2020-03,2020,3,1,750.0,0.34,275,1804.0,0.81,174,2223,0.1237,0.0783,0,2253,1,2253.0,0,4,2447.0,3473.0,5920.0,5.0,2.5,2.5,10,31.6,17.8,13.8,10176.0,7024.0,17200.0,0,0.0,40,0.0,0.0,6.624617912772727,82.7000005170703,0.0,0.0,17.36875755116243,85.32,6.896219522843932,6.605117760307857,82.7000005170703,0.0,0.0,17.36875755116243,85.32,6.876719404999693,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0022492127,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,2,1.0,6.123233995736766e-17,0.0,0.03155602514743805
HRN,GERP,2020-03,2020,3,4,320.0,0.24,128,10720.0,8.01,278,1338,0.0957,0.2078,3,1404,1,1404.0,0,4,2807.0,2542.0,5349.0,26.0,13.0,13.0,4,18.0,3.0,15.0,2797.0,1393.0,4190.0,1,0.25,16,0.5581106265512472,0.16666666666666666,5.866423320446369,47.800000593066216,0.07000000029802322,0.0,18.963636549132026,92.88,6.0839199841744485,5.885923397352525,47.800000593066216,0.07000000029802322,0.0,18.963636549132026,92.88,6.103420002864796,0,0.0,9.0,22.0,0.2629,0,1,0.2365,0,0.07997011,0.0,0.0,0.00074738415,0.08,0.0,0.0,0.001,0.919,2,1.0,6.123233995736766e-17,0.0,0.10769142210483551
HLM,BLL,2020-03,2020,3,3,331.0,0.28,125,3461.0,2.91,160,1190,0.105,0.1345,62,1159,1,1159.0,0,11,9140.0,11222.0,20362.0,11.333333333333332,5.0,6.333333333333333,4,5.0,2.5,2.5,2383.0,2369.0,4752.0,0,0.0,44,0.0,0.0,6.454096383428951,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.786195997915871,6.486596352389411,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.818695954005779,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.5775370001792908
HM,HMH,2020-03,2020,3,1,418.0,0.43,195,460.0,0.48,164,966,0.2019,0.1698,0,1024,1,1024.0,0,8,4294.0,4109.0,8403.0,12.0,6.0,6.0,4,3.0,1.5,1.5,2021.0,2021.0,4042.0,0,0.0,32,0.0,0.0,6.685797442207025,82.00000075995922,0.14000000059604645,0.0,16.56458957358934,84.96,6.895420570432899,6.685797442207025,82.00000075995922,0.14000000059604645,0.0,16.56458957358934,84.96,6.895420570432899,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.007824891246855259
WP,AMPO,2020-03,2020,3,13,644.0,0.28,196,1791.0,0.78,281,2293,0.0855,0.1225,27,2313,1,2313.0,0,8,8921.0,8940.0,17861.0,18.0,9.0,9.0,6,24.666666666666668,12.333333333333334,12.333333333333334,6908.0,6920.0,13828.0,1,0.16666666666666666,48,0.7213475204444817,0.25,6.431374986286238,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.776327921436099,6.482729486379055,47.20000043511391,0.0,0.0,20.27745092733391,84.6,6.710858710280658,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0004361099,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.058094367384910583
HOR,UTO,2020-03,2020,3,9,546.0,0.36,197,19494.0,12.75,431,1529,0.1288,0.2819,0,2027,1,2027.0,0,4,4095.0,4095.0,8190.0,14.0,7.0,7.0,7,17.666666666666664,8.0,9.666666666666666,9479.0,5124.0,14603.0,1,0.2,28,0.9102392266268373,0.3333333333333333,6.456139468839881,51.60000043362379,0.0,0.0,18.244509302911975,82.799995,6.9058030142598,6.53172007580645,55.200000785291195,0.0,0.0,18.002813954613252,81.72,6.950495310458649,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.5675806999206543
NML,NM,2020-03,2020,3,1,189.0,0.12,93,1255.0,0.81,115,1550,0.06,0.0742,0,1609,1,1609.0,0,4,3987.0,3620.0,7607.0,8.0,4.0,4.0,9,22.75,11.75,11.0,5505.0,8341.0,13846.0,1,0.16666666666666666,36,0.7213475204444817,0.25,6.597237548864826,70.00000052899122,0.2800000086426735,0.0,16.726654273664646,84.6,6.935730108662858,6.558237588158426,70.00000052899122,0.2800000086426735,0.0,16.726654273664646,84.6,6.896730210065521,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.8821694254875183
TBU,TBR,2020-03,2020,3,4,410.0,0.35,115,1908.0,1.64,143,1160,0.0991,0.1233,2,1220,1,1220.0,0,4,2447.0,3473.0,5920.0,5.0,2.5,2.5,4,10.0,5.0,5.0,2445.0,2443.0,4888.0,0,0.0,16,0.0,0.0,6.624617912772727,82.7000005170703,0.0,0.0,17.36875755116243,85.32,6.896219522843932,6.663617785428406,82.7000005170703,0.0,0.0,17.36875755116243,85.32,6.935219403150746,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.028448276,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.972,2,1.0,6.123233995736766e-17,0.0,0.0016809561057016253
DVNK,VST,2020-03,2020,3,2,719.0,0.38,326,2833.0,1.49,254,1901,0.1715,0.1336,29,2034,1,2034.0,0,4,4041.0,4041.0,8082.0,5.0,2.5,2.5,4,8.0,4.0,4.0,4041.0,4041.0,8082.0,0,0.0,16,0.0,0.0,6.539557338182089,50.800000697374344,0.0,0.0,20.03884388460285,83.159996,6.940768651012457,6.539557338182089,50.800000697374344,0.0,0.0,20.03884388460285,83.159996,6.940768651012457,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.00052603893,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,0.0,0.006069813389331102
WP,DMNZ,2020-03,2020,3,7,264.0,0.12,98,21274.0,10.03,494,2122,0.0462,0.2328,0,2140,1,2140.0,0,8,8921.0,8940.0,17861.0,18.0,9.0,9.0,4,9.0,4.5,4.5,4217.0,4175.0,8392.0,0,0.0,32,0.0,0.0,6.431374986286238,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.776327921436099,6.437874953577127,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.782827871323915,0,0.0,9.0,22.0,0.2629,0,1,0.2365,0,0.00047125353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.07511144876480103
HLM,OVN,2020-03,2020,3,2,337.0,0.28,120,560.0,0.46,107,1206,0.0995,0.0887,58,1799,1,1799.0,0,11,9140.0,11222.0,20362.0,11.333333333333332,5.0,6.333333333333333,3,6.0,4.0,2.0,3598.0,1133.0,4731.0,0,0.0,33,0.0,0.0,6.454096383428951,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.786195997915871,6.447596181434746,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.779695775274633,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.6409382820129395
HLM,HLMS,2020-03,2020,3,1,529.0,0.23,252,3815.0,1.67,249,2290,0.11,0.1087,118,2322,1,2322.0,0,11,9140.0,11222.0,20362.0,11.333333333333332,5.0,6.333333333333333,4,8.0,4.0,4.0,4622.0,4570.0,9192.0,0,0.0,44,0.0,0.0,6.454096383428951,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.786195997915871,6.506096176261616,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.838195757782476,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.3132317364215851
OBD,HWD,2020-03,2020,3,6,185.0,0.18,85,3135.0,3.0,202,1046,0.0813,0.1931,0,1015,1,1015.0,0,3,2019.0,1015.0,3034.0,14.5,8.5,6.0,6,17.333333333333332,8.666666666666666,8.666666666666666,4956.0,4848.0,9804.0,0,0.0,18,0.0,0.0,6.386287522107403,44.20000031590462,0.0,0.0,19.96941745906948,83.520004,6.762397910512152,6.392787479866963,44.20000031590462,0.0,0.0,19.96941745906948,83.520004,6.768897846280967,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.00095602294,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,0.0,0.07736720889806747
ZDK,ZD,2020-03,2020,3,3,634.0,0.54,243,1537.0,1.31,158,1177,0.2065,0.1342,0,1194,1,1194.0,0,4,2387.0,2387.0,4774.0,13.0,6.5,6.5,8,14.0,7.0,7.0,10174.0,10137.0,20311.0,0,0.0,32,0.0,0.0,6.346690568912519,44.90000035613775,0.07000000029802322,0.0,19.367380577333844,84.24,6.737807673528731,6.383298927900528,45.60000044107437,0.0,0.0,18.902889004626473,84.6,6.7953446994399,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.022939676,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.977,2,1.0,6.123233995736766e-17,0.0,0.4342218041419983
PMW,PMR,2020-03,2020,3,1,717.0,0.61,320,2605.0,2.2,240,1185,0.27,0.2025,0,1193,1,1193.0,0,4,2387.0,2387.0,4774.0,11.0,5.5,5.5,4,2.0,1.0,1.0,2387.0,2387.0,4774.0,0,0.0,16,0.0,0.0,6.5072954843374795,41.70000024884939,0.0,0.0,22.246406538168802,88.2,6.848277991103613,6.481295461730071,41.70000024884939,0.0,0.0,22.246406538168802,88.2,6.822277968215429,0,0.0,9.0,22.0,0.2629,0,1,0.2365,0,0.046413504,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.954,2,1.0,6.123233995736766e-17,0.0,0.25960803031921387
DTCP,DT,2020-03,2020,3,1,1064.0,0.56,488,12209.0,6.42,557,1902,0.2566,0.2928,0,1905,1,1905.0,0,4,3779.0,3779.0,7558.0,10.0,5.0,5.0,10,15.2,7.6,7.6,10884.0,10808.0,21692.0,1,0.16666666666666666,40,0.7213475204444817,0.25,6.577511584844997,56.100000485777855,0.0,0.0,19.016548025575975,84.6,6.936730956646186,6.584011478552627,56.100000485777855,0.0,0.0,19.016548025575975,84.6,6.943230867385864,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,0.0042060986,0.0,0.0,0.0005257623,0.004,0.0,0.0,0.001,0.995,2,1.0,6.123233995736766e-17,1.0,0.9955600500106812
CAS,HLO,2020-03,2020,3,7,1532.0,0.6,639,16698.0,6.52,652,2561,0.2495,0.2546,0,2606,1,2606.0,0,10,6942.0,6319.0,13261.0,20.0,10.0,10.0,4,12.0,6.0,6.0,5207.0,4787.0,9994.0,1,0.16666666666666666,40,0.9102392266268373,0.3333333333333333,6.516218037466102,39.20000044256449,0.0,0.0,22.391116541134718,88.92,6.9056527643473276,6.499235509221679,41.30000028759241,0.0,0.0,22.673781553155482,91.439995,6.8526675441223395,0,0.0,9.0,22.0,0.2629,0,1,0.2365,1,0.5064428,0.0,0.0,0.00039047247,0.506,0.0,0.0,0.0,0.494,2,1.0,6.123233995736766e-17,1.0,0.9428206086158752
BTL,BET,2020-03,2020,3,10,734.0,0.33,307,1447.0,0.64,345,2247,0.1366,0.1535,1,2266,1,2266.0,0,7,5494.0,5406.0,10900.0,20.0,11.0,9.0,4,19.0,9.5,9.5,5406.0,5406.0,10812.0,0,0.0,28,0.0,0.0,6.673687751168036,79.50000058859587,0.07000000029802322,0.0,16.963525684492744,84.24,6.8561911286126875,6.7054905561933325,84.20000011473894,0.14000000059604645,0.0,16.939073033159545,87.479996,6.96518097952269,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.004373445175588131
KLP,ED,2020-03,2020,3,7,1535.0,1.33,535,14420.0,12.46,565,1157,0.4624,0.4883,0,1275,1,1275.0,0,6,2534.0,2477.0,5011.0,42.0,21.0,21.0,7,33.16666666666667,17.666666666666668,15.5,4482.0,5322.0,9804.0,1,0.16666666666666666,42,0.6213349345596119,0.2,6.440492643176266,71.40000036358833,0.0,0.0,17.65594441829748,82.439995,6.716804890099958,6.355992611206838,71.40000036358833,0.0,0.0,17.65594441829748,82.439995,6.6323048822972845,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.3792203664779663
ASB,ASA,2020-03,2020,3,4,146.0,0.72,52,3475.0,17.2,135,202,0.2574,0.6683,1,165,1,165.0,0,17,8751.0,8562.0,17313.0,27.625,13.625,14.0,10,18.8,9.4,9.4,9898.0,9844.0,19742.0,3,0.2727272727272727,170,1.2966917204986474,0.2986111111111111,6.359874883177784,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.7048278010549325,6.4118749322833475,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.756827848435732,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.04858282208442688
CAS,AMR,2020-03,2020,3,12,117.0,0.65,36,2522.0,14.01,93,180,0.2,0.5167,0,193,1,193.0,0,10,6942.0,6319.0,13261.0,20.0,10.0,10.0,6,12.0,6.0,6.0,4867.0,5870.0,10737.0,1,0.14285714285714285,60,1.4426950408889634,0.5,6.516218037466102,39.20000044256449,0.0,0.0,22.391116541134718,88.92,6.9056527643473276,6.512235649621984,41.30000028759241,0.0,0.0,22.673781553155482,91.439995,6.8656676980399824,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.9208799004554749
ASB,UT,2020-03,2020,3,29,437.0,0.22,186,29296.0,14.5,719,2021,0.092,0.3558,1,2097,1,2097.0,0,17,8751.0,8562.0,17313.0,27.625,13.625,14.0,28,51.5,26.0,25.5,22690.0,30274.0,52964.0,5,0.25,476,2.4675921214628556,0.6583333333333334,6.359874883177784,49.00000046938658,0.0,0.0,20.005354039922537,84.96,6.7048278010549325,6.491916026403653,62.500000804662704,0.0,0.0,18.199053448189957,82.799995,6.849991413016339,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5350431799888611
NWK,CPS,2020-03,2020,3,4,517.0,0.34,159,10288.0,6.76,326,1523,0.1044,0.2141,0,1553,1,1553.0,0,4,3081.0,3081.0,6162.0,13.0,6.5,6.5,4,5.0,2.5,2.5,3081.0,3081.0,6162.0,0,0.0,16,0.0,0.0,6.6536339201374055,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.137415874854713,6.634134097776876,57.00000035762787,0.0,0.0,19.640419409701835,83.520004,7.117916076533085,0,0.0,9.0,22.0,0.2629,0,1,0.2365,0,0.0,0.0,0.0,0.0052527906,0.0,0.0,0.0,0.005,0.995,2,1.0,6.123233995736766e-17,1.0,0.9206888675689697
LDL,APN,2020-03,2020,3,14,157.0,0.14,86,736.0,0.63,41,1162,0.074,0.0353,0,1164,1,1164.0,0,3,3122.0,1164.0,4286.0,21.5,7.5,14.0,4,22.0,11.0,11.0,2327.0,2726.0,5053.0,0,0.0,12,0.0,0.0,6.533057378396934,50.800000697374344,0.0,0.0,20.03884388460285,83.159996,6.934268704012618,6.495075508510922,51.000000439584255,0.0,0.0,19.270607038911226,81.72,6.884106482021902,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.00867806188762188
DV,AML,2020-03,2020,3,39,377.0,0.28,78,21185.0,15.85,558,1337,0.0583,0.4174,55,1369,1,1369.0,0,12,6795.0,7199.0,13994.0,29.666666666666668,14.833333333333334,14.833333333333334,8,30.0,15.0,15.0,3120.0,3899.0,7019.0,0,0.0,96,0.0,0.0,6.288701301011913,63.50000020861626,0.0,0.0,17.526852945941293,82.079994,6.629616495818501,6.192934049732111,72.000000692904,0.2800000086426735,0.0,17.289148470594938,80.64,6.393135938317105,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,0.9775617,0.0,0.022438295,0.0,0.978,0.0,0.022,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.059489164501428604
WH,OST,2020-03,2020,3,7,228.0,0.2,72,14568.0,12.48,523,1167,0.0617,0.4482,0,1146,1,1146.0,0,3,2324.0,1146.0,3470.0,17.5,10.5,7.0,4,17.0,8.5,8.5,2324.0,2324.0,4648.0,0,0.0,12,0.0,0.0,6.202086140092057,58.400000527501106,0.2800000086426735,0.0,17.686979100649644,81.36,6.410094207621519,6.239248474127291,58.6000005826354,0.14000000059604645,0.0,17.427260546151594,81.0,6.461119294086344,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7599643468856812
DDR,ZWD,2020-03,2020,3,2,383.0,0.21,160,11280.0,6.05,337,1864,0.0858,0.1808,80,1967,1,1967.0,0,10,2759.0,7791.0,10550.0,47.6,29.6,18.0,3,11.5,4.5,7.0,3991.0,1967.0,5958.0,0,0.0,30,0.0,0.0,6.665600416808318,67.20000038295984,0.0,0.0,19.043375396792694,89.27999,7.0155331207637355,6.6306864109446835,62.300000354647636,0.0,0.0,19.228161815037478,86.399994,6.9926648820232735,0,0.0,9.0,22.0,0.2629,0,0,0.2365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.9688929319381714
HGL,AML,2020-03,2020,3,14,520.0,0.39,173,21949.0,16.4,606,1338,0.1293,0.4529,111,1370,1,1370.0,0,7,2915.0,1867.0,4782.0,15.416666666666668,7.75,7.666666666666667,8,30.0,15.0,15.0,3120.0,3899.0,7019.0,0,0.0,56,0.0,0.0,6.237923189396011,76.50000048428774,0.42000000178813934,0.0,16.839831967373073,81.72,6.479040274429129,6.192934049732111,72.000000692904,0.2800000086426735,0.0,17.289148470594938,80.64,6.393135938317105,0,0.0,9.0,22.0,0.2629,1,1,0.2365,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.009978538379073143
