source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_WTH_pred,XGBClassifier_WTH_proba
OST,DV,2023-04,2023,4,10,989.0,0.9,429,5263.0,4.8,535,1096,0.3914,0.4881,8,1248,1,1248.0,0,4,2528.0,2528.0,5056.0,17.0,8.5,8.5,12,29.666666666666668,14.833333333333334,14.833333333333334,6586.0,7039.0,13625.0,0,0.0,48,0.0,0.0,8.15522241021196,93.0000002682209,0.0,0.0,14.098932547536162,57.239998,8.574597421950765,8.239583539543673,89.00000040233135,0.0,0.0,14.10585650106271,58.679996,8.691389130221474,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.21157075464725494
RTD,DDR,2023-04,2023,4,20,20.0,1.0,6,90.0,4.5,2,20,0.3,0.1,1,275,1,275.0,0,14,12140.0,17458.0,29598.0,48.86666666666667,27.2,21.666666666666668,11,36.33333333333333,18.333333333333332,18.0,3149.0,8116.0,11265.0,2,0.15384615384615385,154,1.279458146995729,0.41666666666666663,8.464513820927177,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.099860991372003,8.563597475540721,79.0000003054738,0.0,0.0,15.079855775088072,65.520004,9.048944748772515,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9315862655639648
TWL,APDO,2023-04,2023,4,7,318.0,0.39,120,610.0,0.75,126,818,0.1467,0.154,0,899,1,899.0,0,4,1808.0,1779.0,3587.0,12.0,6.0,6.0,3,12.0,5.0,7.0,1808.0,909.0,2717.0,0,0.0,12,0.0,0.0,8.278583324333239,89.00000040233135,0.0,0.0,14.10585650106271,58.679996,8.730388855768574,8.231708191097196,90.40000054985285,0.0,0.0,14.483986846605937,57.6,8.786499849458535,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.030762813985347748
OST,WH,2023-04,2023,4,7,3256.0,2.9,991,7485.0,6.67,1070,1122,0.8832,0.9537,8,1280,1,1280.0,0,4,2528.0,2528.0,5056.0,17.0,8.5,8.5,3,17.5,10.5,7.0,2528.0,1248.0,3776.0,0,0.0,12,0.0,0.0,8.15522241021196,93.0000002682209,0.0,0.0,14.098932547536162,57.239998,8.574597421950765,8.131180553433175,104.70000068843365,0.0,0.0,14.29214658372932,57.6,8.545902781519626,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.99821746,0.0,0.0,0.0017825312,0.998,0.0,0.0,0.002,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.25710830092430115
RTD,DT,2023-04,2023,4,14,2353.0,1.94,571,11262.0,9.28,693,1214,0.4703,0.5708,145,1252,1,1252.0,0,14,12140.0,17458.0,29598.0,48.86666666666667,27.2,21.666666666666668,10,15.2,7.6,7.6,11432.0,11309.0,22741.0,1,0.07692307692307693,140,0.9102392266268373,0.3333333333333333,8.464513820927177,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.099860991372003,8.38218049451502,93.70000036805868,0.0,0.0,15.035200480537283,65.159996,8.903638784090678,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9496083855628967
RTD,RTN,2023-04,2023,4,5,547.0,0.47,168,2220.0,1.91,69,1160,0.1448,0.0595,35,1584,1,1584.0,0,14,12140.0,17458.0,29598.0,48.86666666666667,27.2,21.666666666666668,3,10.0,5.0,5.0,3185.0,1584.0,4769.0,1,0.1,42,0.7213475204444817,0.25,8.464513820927177,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.099860991372003,8.464513820927177,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.099860991372003,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9646069407463074
HVS,HVSM,2023-04,2023,4,1,1201.0,0.73,424,3091.0,1.88,503,1647,0.2574,0.3054,24,2155,1,2155.0,0,14,10663.0,9254.0,19917.0,21.916666666666664,12.75,9.166666666666666,4,5.0,2.5,2.5,4231.0,4173.0,8404.0,0,0.0,56,0.0,0.0,8.387972481590179,88.30000039935112,0.0,0.0,14.530854163567225,59.399998,9.089778097139465,8.357749993302342,80.70000063627958,0.0,0.0,15.118869242403242,60.120003,9.059208303689957,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.8961941003799438
RTD,GD,2023-04,2023,4,24,1.0,0.06,1,540.0,30.0,18,18,0.0556,1.0,2,23,1,23.0,0,14,12140.0,17458.0,29598.0,48.86666666666667,27.2,21.666666666666668,16,35.23809523809524,18.666666666666668,16.571428571428573,14991.5,10730.0,25721.5,1,0.058823529411764705,224,0.7213475204444817,0.25,8.464513820927177,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.099860991372003,8.539986389420099,82.60000051558018,0.0,0.0,15.576502742701107,60.839996,9.203736433386803,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.12670187652111053
DVC,HON,2023-04,2023,4,15,876.0,1.02,351,1195.0,1.39,357,862,0.4072,0.4142,0,1008,1,1008.0,0,4,2039.0,1881.0,3920.0,19.0,9.5,9.5,4,22.0,11.0,11.0,2039.0,2038.0,4077.0,0,0.0,16,0.0,0.0,8.233083477197216,89.00000040233135,0.0,0.0,14.10585650106271,58.679996,8.684889041052925,8.196416902526591,86.90000061690807,0.0,0.0,13.732512583004103,56.88,8.57919470353259,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.17488498985767365
ALM,ASDZ,2023-04,2023,4,29,1506.0,1.37,401,19665.0,17.88,828,1100,0.3645,0.7527,45,1976,1,1976.0,0,17,11185.04,12029.4,23214.440000000002,27.47222222222222,14.222222222222221,13.25,10,20.4,10.2,10.2,16058.0,13140.0,29198.0,1,0.07142857142857142,170,0.48089834696298783,0.125,8.408708273991943,103.80000059306622,0.0,0.0,16.611840809716117,59.039997,9.163708223236931,8.356472186061243,93.000000461936,0.0,0.0,15.197483291559749,60.479996,9.049944410059187,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.40878188610076904
MRN,DB,2023-04,2023,4,8,463.0,0.41,223,1460.0,1.29,247,1134,0.1966,0.2178,0,1273,1,1273.0,0,6,2528.67,2530.0,5058.67,24.0,12.0,12.0,10,30.0,15.0,15.0,5540.0,6674.0,12214.0,1,0.14285714285714285,60,0.7213475204444817,0.25,8.408263891831869,84.60000056028366,0.0,0.0,14.824327766564156,63.36,8.95124999847677,8.447263649080156,84.60000056028366,0.0,0.0,14.824327766564156,63.36,8.990249701009857,4,0.1333,10.0,17.0,0.2629,0,1,0.2339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.928792417049408
KBD,KRG,2023-04,2023,4,7,764.0,0.55,233,20106.0,14.45,809,1391,0.1675,0.5816,0,1278,1,1278.0,0,4,2540.0,2552.0,5092.0,10.0,5.0,5.0,4,13.0,6.5,6.5,2552.0,2540.0,5092.0,0,0.0,16,0.0,0.0,8.780194731781052,73.00000047683716,0.0,0.0,16.014444650709628,65.159996,9.163319773806466,8.697944366567148,77.80000046640635,0.0,0.0,17.009072256998884,63.72,9.299472097555796,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.80517614,0.0,0.0,0.0,0.805,0.0,0.0,0.0,0.195,2,0.8660254037844387,-0.4999999999999998,1.0,0.9725526571273804
ZLW,BDPB,2023-04,2023,4,10,948.0,1.04,255,3162.0,3.48,223,909,0.2805,0.2453,12,1238,1,1238.0,0,6,4362.0,4420.0,8782.0,21.333333333333332,10.666666666666666,10.666666666666666,4,15.0,7.5,7.5,2491.0,2449.0,4940.0,0,0.0,24,0.0,0.0,8.554180767335412,74.30000043660402,0.0,0.0,14.708586115638415,64.799995,9.024389110340012,8.563499955553562,78.00000015646219,0.0,0.0,14.46308119561937,63.72,9.002597135139837,4,0.1333,10.0,17.0,0.2629,0,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9711859822273254
ALM,LLS,2023-04,2023,4,24,2602.0,2.4,620,19256.0,17.75,814,1085,0.5714,0.7502,39,1887,1,1887.0,0,17,11185.04,12029.4,23214.440000000002,27.47222222222222,14.222222222222221,13.25,10,60.8,32.8,28.0,7539.88,8304.0,15843.880000000001,2,0.14285714285714285,170,1.631586747071319,0.5833333333333333,8.408708273991943,103.80000059306622,0.0,0.0,16.611840809716117,59.039997,9.163708223236931,8.34545821832079,93.30000072717667,0.0,0.0,15.674552043527365,63.0,8.921291522847282,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6244219541549683
HTO,RS,2023-04,2023,4,6,1071.0,1.29,214,3502.0,4.22,274,830,0.2578,0.3301,5,1241,1,1241.0,0,4,2494.0,2432.0,4926.0,7.0,3.5,3.5,4,17.0,8.5,8.5,2494.0,2494.0,4988.0,0,0.0,16,0.0,0.0,8.523444430814642,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.109763866331843,8.576069354555672,81.50000075250864,0.0,0.0,14.575208622217179,61.199997,9.1231526662906,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0012048193,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,1.0,0.9938608407974243
STZ,ST,2023-04,2023,4,1,1256.0,1.52,620,2285.0,2.77,641,824,0.7524,0.7779,0,1084,1,1084.0,0,4,2198.0,2198.0,4396.0,7.0,3.5,3.5,4,2.0,1.0,1.0,2198.0,2203.0,4401.0,0,0.0,16,0.0,0.0,8.260958589447869,83.20000036805868,0.0,0.0,14.114785038348701,60.120003,8.754222522096502,8.215458227016239,83.20000036805868,0.0,0.0,14.114785038348701,60.120003,8.708722098585632,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.8626757264137268
RTA,CPS,2023-04,2023,4,1,742.0,0.64,249,2987.0,2.58,371,1160,0.2147,0.3198,0,1585,1,1585.0,0,7,7209.0,5178.0,12387.0,14.166666666666668,7.5,6.666666666666667,4,5.0,2.5,2.5,3186.0,3186.0,6372.0,0,0.0,28,0.0,0.0,8.546486048110657,82.60000051558018,0.0,0.0,15.576502742701107,60.839996,9.210235995716518,8.533486317605194,82.60000051558018,0.0,0.0,15.576502742701107,60.839996,9.197236321369807,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6430150866508484
BNK,DB,2023-04,2023,4,4,574.0,0.53,339,1501.0,1.38,360,1086,0.3122,0.3315,2,1377,1,1377.0,0,4,3794.0,3287.0,7081.0,11.0,5.5,5.5,10,30.0,15.0,15.0,5540.0,6674.0,12214.0,0,0.0,40,0.0,0.0,8.396138824522495,83.30000075697899,0.0,0.0,14.631232438484828,60.839996,8.933499904142487,8.447263649080156,84.60000056028366,0.0,0.0,14.824327766564156,63.36,8.990249701009857,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9056312441825867
AHP,AH,2023-04,2023,4,1,608.0,0.68,283,1846.0,2.06,310,894,0.3166,0.3468,0,982,1,982.0,0,4,2029.0,1997.0,4026.0,3.0,1.5,1.5,13,22.857142857142858,12.0,10.857142857142858,8490.0,9143.0,17633.0,0,0.0,52,0.0,0.0,8.387263652796133,84.20000025629997,0.0,0.0,14.405580207705498,58.679996,8.933305262857013,8.309264123688141,84.20000025629997,0.0,0.0,14.405580207705498,58.679996,8.855305831299887,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.021252796,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.979,2,0.8660254037844387,-0.4999999999999998,1.0,0.6276690363883972
DN,HRT,2023-04,2023,4,18,2653.0,1.71,797,20020.0,12.92,1212,1549,0.5145,0.7824,2,1675,1,1675.0,0,5,3025.0,3999.0,7024.0,25.166666666666664,13.5,11.666666666666666,4,28.0,14.0,14.0,3025.0,3023.0,6048.0,0,0.0,20,0.0,0.0,8.667041659230987,90.00000046938658,0.0,0.0,13.76761938093437,61.920002,9.167666694687473,8.648888885224652,91.50000023841858,0.0,0.0,13.786138137678305,61.56,9.065833328002029,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6167639493942261
ZLW,ZVB,2023-04,2023,4,8,864.0,0.97,257,3383.0,3.79,319,892,0.2881,0.3576,15,1032,1,1032.0,0,6,4362.0,4420.0,8782.0,21.333333333333332,10.666666666666666,10.666666666666666,4,16.0,8.0,8.0,2036.0,1962.0,3998.0,0,0.0,24,0.0,0.0,8.554180767335412,74.30000043660402,0.0,0.0,14.708586115638415,64.799995,9.024389110340012,8.519180753250193,79.30000045150518,0.0,0.0,14.432987473739518,63.72,9.007097434169717,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.05044843,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,2,0.8660254037844387,-0.4999999999999998,1.0,0.9552868604660034
HT,VG,2023-04,2023,4,4,334.0,0.37,98,881.0,0.97,28,906,0.1082,0.0309,30,1717,1,1717.0,0,14,12982.25,14396.0,27378.25,41.0,21.142857142857142,19.857142857142858,4,12.0,6.0,6.0,3444.0,2377.0,5821.0,0,0.0,56,0.0,0.0,8.53644470433808,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.122764209575124,8.51669436286514,84.00000073760748,0.0,0.0,14.500517045044237,61.920002,9.062319347759088,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.98625248670578
ALM,WP,2023-04,2023,4,16,11.0,1.1,7,0.0,0.0,0,10,0.7,0.0,0,107,7,15.29,0,17,11185.04,12029.4,23214.440000000002,27.47222222222222,14.222222222222221,13.25,12,24.142857142857142,14.142857142857142,10.0,10521.0,10488.17,21009.17,2,0.13333333333333333,204,1.1383799118687281,0.34090909090909094,8.408708273991943,103.80000059306622,0.0,0.0,16.611840809716117,59.039997,9.163708223236931,8.392097433687498,91.00000061839819,0.0,0.0,15.829497650886575,59.039997,9.114805767271253,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.3102789521217346
HT,O,2023-04,2023,4,19,1156.0,1.11,411,6069.0,5.82,622,1042,0.3944,0.5969,45,1285,1,1285.0,0,14,12982.25,14396.0,27378.25,41.0,21.142857142857142,19.857142857142858,8,26.0,13.0,13.0,4918.0,5011.0,9929.0,0,0.0,112,0.0,0.0,8.53644470433808,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.122764209575124,8.54190270247507,90.00000059604645,0.21000000834465027,0.0,14.602962157130241,59.399998,9.064263778593805,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9971004128456116
HT,HTO,2023-04,2023,4,1,1132.0,1.36,219,4135.0,4.98,441,830,0.2639,0.5313,12,1241,1,1241.0,0,14,12982.25,14396.0,27378.25,41.0,21.142857142857142,19.857142857142858,4,7.0,3.5,3.5,2494.0,2432.0,4926.0,0,0.0,56,0.0,0.0,8.53644470433808,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.122764209575124,8.523444430814642,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.109763866331843,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0012048193,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,1.0,0.9965343475341797
HT,ZBM,2023-04,2023,4,13,599.0,0.54,214,840.0,0.76,20,1104,0.1938,0.0181,15,1167,1,1167.0,0,14,12982.25,14396.0,27378.25,41.0,21.142857142857142,19.857142857142858,3,20.0,11.0,9.0,2354.0,1161.0,3515.0,1,0.1111111111111111,42,0.7213475204444817,0.25,8.53644470433808,84.50000026077032,0.0,0.0,14.577233169972896,60.120003,9.122764209575124,8.544402710658808,87.90000055730343,0.0,0.0,14.738643708825112,57.6,9.076833232243855,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9980728626251221
ALM,AMPO,2023-04,2023,4,3,30.0,0.88,7,171.0,5.03,8,34,0.2059,0.2353,2,109,9,12.11,0,17,11185.04,12029.4,23214.440000000002,27.47222222222222,14.222222222222221,13.25,8,20.0,10.0,10.0,8077.11,8069.88,16146.99,2,0.16666666666666666,136,1.9565933832587141,0.6428571428571428,8.408708273991943,103.80000059306622,0.0,0.0,16.611840809716117,59.039997,9.163708223236931,8.410652780982977,86.60000053048134,0.0,0.0,16.194355314970018,60.120003,9.067388899955485,4,0.1333,10.0,17.0,0.2629,0,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.42651209235191345
GN,GERP,2023-04,2023,4,2,305.0,0.28,121,960.0,0.89,30,1082,0.1118,0.0277,23,1347,1,1347.0,0,2,0.0,2774.0,2774.0,15.0,0.0,15.0,3,7.0,3.0,4.0,2691.0,1347.0,4038.0,0,0.0,6,0.0,0.0,7.958875166298822,80.00000010430813,0.07000000029802322,0.0,15.366747884286774,61.199997,8.530958527326584,7.991375205226036,80.00000010430813,0.07000000029802322,0.0,15.366747884286774,61.199997,8.563458601302571,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0896488,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.91,2,0.8660254037844387,-0.4999999999999998,1.0,0.9118771553039551
BET,BTL,2023-04,2023,4,10,1671.0,0.98,518,3813.0,2.23,565,1707,0.3035,0.331,34,2225,1,2225.0,0,4,4487.0,4487.0,8974.0,19.0,9.5,9.5,6,18.0,9.0,9.0,4487.0,5080.0,9567.0,0,0.0,24,0.0,0.0,8.584069511087405,95.2000000923872,0.0,0.0,14.026820331480767,60.839996,9.064416767491235,8.546527780488962,96.90000067651272,0.07000000029802322,0.0,14.077757400439845,58.679996,9.020277777645322,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9876497387886047
OW,O,2023-04,2023,4,1,2628.0,3.17,788,4965.0,5.98,826,830,0.9494,0.9952,5,1164,1,1164.0,0,4,2494.0,2417.0,4911.0,12.0,6.0,6.0,8,26.0,13.0,13.0,4918.0,5011.0,9929.0,0,0.0,32,0.0,0.0,8.55490285925205,90.00000059604645,0.21000000834465027,0.0,14.602962157130241,59.399998,9.077263986402087,8.54190270247507,90.00000059604645,0.21000000834465027,0.0,14.602962157130241,59.399998,9.064263778593805,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0012048193,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,1.0,0.9949405193328857
SSH,LEDN,2023-04,2023,4,8,837.0,0.55,252,33047.0,21.53,1161,1535,0.1642,0.7564,0,1447,1,1447.0,0,4,4969.0,3908.0,8877.0,19.0,9.5,9.5,21,37.509090909090915,19.90909090909091,17.6,15293.130000000001,15567.0,30860.13,0,0.0,84,0.0,0.0,8.328319707802601,102.10000067204237,0.0,0.0,16.356095968021286,67.32,8.895611405703757,8.308819371301475,102.10000067204237,0.0,0.0,16.356095968021286,67.32,8.8761109954781,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0006514658,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,1.0,0.9943884015083313
HDE,WZ,2023-04,2023,4,9,566.0,0.52,174,2004.0,1.83,207,1097,0.1586,0.1887,0,1117,1,1117.0,0,4,2255.0,2259.0,4514.0,18.0,9.0,9.0,3,18.0,9.0,9.0,2255.0,1138.0,3393.0,0,0.0,12,0.0,0.0,8.269472236170744,99.40000100433826,0.0,0.0,14.858298756347763,57.6,8.82259725448158,8.186013787570927,101.50000035017729,0.0,0.0,14.897367326418559,60.479996,8.634069327844514,4,0.1333,10.0,17.0,0.2629,0,0,0.2339,0,0.0,0.0,0.0,0.014585232,0.0,0.0,0.0,0.015,0.985,2,0.8660254037844387,-0.4999999999999998,1.0,0.5523645281791687
RTZ,RTST,2023-04,2023,4,1,26.0,1.86,9,55.0,3.93,9,14,0.6429,0.6429,0,52,1,52.0,0,6,4967.0,4976.0,9943.0,4.666666666666667,2.3333333333333335,2.3333333333333335,7,24.333333333333332,2.3333333333333335,22.0,137.0,160.11,297.11,2,0.4,42,1.631586747071319,0.5833333333333333,8.438513799880942,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.073860973119736,8.477514099246926,90.30000035464764,0.0,0.0,15.038918489217759,60.839996,9.112861335277557,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.8368675708770752
BET,EHS,2023-04,2023,4,9,1893.0,1.07,698,4491.0,2.54,756,1768,0.3948,0.4276,14,2262,1,2262.0,0,4,4487.0,4487.0,8974.0,19.0,9.5,9.5,4,10.0,5.0,5.0,4487.0,4068.0,8555.0,0,0.0,16,0.0,0.0,8.584069511087405,95.2000000923872,0.0,0.0,14.026820331480767,60.839996,9.064416767491235,8.634472153118502,98.0000002682209,0.3499999940395355,0.0,13.479783976740308,61.56,9.13856934507688,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9952699542045593
BHV,DLD,2023-04,2023,4,3,954.0,0.54,344,2793.0,1.57,391,1776,0.1937,0.2202,1,2158,1,2158.0,0,6,4454.0,4402.0,8856.0,13.25,8.75,4.5,8,15.0,7.5,7.5,4438.63,4429.38,8868.01,1,0.14285714285714285,48,0.33380820069533407,0.05,8.396236373370307,88.90000056475401,0.0,0.0,14.407095692886246,59.76,9.070819771952099,8.33088914528489,84.90000046044588,0.07000000029802322,0.0,14.340389202949073,61.56,8.874291968014505,4,0.1333,10.0,17.0,0.2629,0,1,0.2339,0,0.0,0.0,0.0,0.009009009,0.0,0.0,0.0,0.009,0.991,2,0.8660254037844387,-0.4999999999999998,1.0,0.8281333446502686
PT,NKK,2023-04,2023,4,7,750.0,0.7,257,1713.0,1.59,282,1076,0.2388,0.2621,1,1144,1,1144.0,0,4,2257.0,2260.0,4517.0,12.0,6.0,6.0,6,17.0,7.666666666666667,9.333333333333334,2375.0,2293.0,4668.0,0,0.0,24,0.0,0.0,8.375680688634102,91.10000048577785,0.0,0.0,14.812461014588674,60.479996,8.938736282951302,8.317597159026707,91.19999972730875,0.0,0.0,14.443440875245464,59.039997,8.8258610278368,4,0.1333,10.0,17.0,0.2629,0,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.7152578830718994
ZZS,KZ,2023-04,2023,4,1,1348.0,0.94,664,4335.0,3.01,734,1439,0.4614,0.5101,0,1999,1,1999.0,0,4,3983.0,3983.0,7966.0,4.0,2.0,2.0,4,3.0,1.5,1.5,3983.0,3878.0,7861.0,0,0.0,16,0.0,0.0,8.278124993320347,96.00000026077032,0.0,0.0,15.429662196172607,59.399998,8.99402778281106,8.271624928992242,96.00000026077032,0.0,0.0,15.429662196172607,59.399998,8.987527686688635,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9977651834487915
ZVB,ZLW,2023-04,2023,4,8,1250.0,1.48,649,3022.0,3.58,680,843,0.7699,0.8066,3,930,1,930.0,0,4,2036.0,1962.0,3998.0,16.0,8.0,8.0,6,21.333333333333332,10.666666666666666,10.666666666666666,4362.0,4420.0,8782.0,0,0.0,24,0.0,0.0,8.519180753250193,79.30000045150518,0.0,0.0,14.432987473739518,63.72,9.007097434169717,8.554180767335412,74.30000043660402,0.0,0.0,14.708586115638415,64.799995,9.024389110340012,4,0.1333,10.0,17.0,0.2629,1,1,0.2339,1,0.0023724793,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,2,0.8660254037844387,-0.4999999999999998,1.0,0.9716364741325378
