source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_TW_pred,XGBClassifier_TW_proba
ARN,MDB,2019-02,2019,2,4,978.0,0.96,290,2422.0,2.39,320,1015,1015.0,271.0,49.0,0.2857,0.3153,2,1120,1,1120.0,0,4,2248.0,2248.0,4496.0,19.0,9.5,9.5,7,17.833333333333336,8.5,9.333333333333334,2337.0,2292.0,4629.0,1,0.2,28,0.7213475204444817,0.25,6.253273807438312,48.900000654160976,2.9399999529123306,0.002544642800265657,15.63273205998398,83.159996,5.88229165756188,6.346157696998922,45.20000063627958,2.869999974966049,0.002127976142912216,17.457650103916723,84.96,5.958657647616097,0,0.0,8.0,20.0,0.2629,1,1,0.28915,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.1960904449224472
HD,ZL,2019-02,2019,2,39,34.0,1.36,13,10.0,0.4,5,25,25.0,5.0,0.0,0.52,0.2,0,26,1,26.0,0,6,2253.0,2248.0,4501.0,29.0,10.666666666666666,18.333333333333332,15,85.91071428571428,47.285714285714285,38.625,4378.0,8872.0,13250.0,0,0.0,90,0.0,0.0,5.8987796970399184,53.900000385940075,2.4500000402331352,0.002767857080990715,15.139508105282273,90.0,5.386279732166302,5.800967257131734,48.500000439584255,2.65999998152256,0.002366071375685611,15.760498523002578,94.67999,5.2994047603569925,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.5781813859939575
HVS,NDB,2019-02,2019,2,6,314.0,0.37,134,706.0,0.82,161,859,859.0,155.0,6.0,0.156,0.1874,8,972,1,972.0,0,13,10282.0,8636.0,18918.0,21.166666666666664,12.0,9.166666666666666,8,19.0,9.5,9.5,5978.0,5978.0,11956.0,0,0.0,104,0.0,0.0,5.983875112319809,58.10000059008598,2.1700000017881393,0.002455357087975634,14.761549571085544,89.27999,5.63283340987705,6.068309368859489,57.50000039488077,2.030000016093254,0.002127976142912216,15.35962056891904,90.0,5.720392702147365,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.04386582970619202
KMA,UTG,2019-02,2019,2,5,49.0,0.63,18,134.0,1.72,18,78,78.0,15.0,3.0,0.2308,0.2308,0,88,1,88.0,0,4,3563.0,1872.0,5435.0,7.0,3.5,3.5,6,8.0,4.0,4.0,2486.0,4213.0,6699.0,0,0.0,24,0.0,0.0,6.242092174782773,50.20000036805868,1.7500000149011612,0.0013095237802536715,18.077932865225844,87.12,5.876020763424181,6.238764877835776,49.00000021606684,1.680000014603138,0.0009077380749485677,18.636700330346468,87.84,5.875000007605801,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.70725017786026
HVS,BRN,2019-02,2019,2,7,472.0,0.45,166,975.0,0.93,150,1048,1048.0,135.0,15.0,0.1584,0.1431,14,1158,1,1158.0,0,13,10282.0,8636.0,18918.0,21.166666666666664,12.0,9.166666666666666,5,14.666666666666668,8.0,6.666666666666667,2349.0,3319.0,5668.0,1,0.1111111111111111,65,0.48089834696298783,0.125,5.983875112319809,58.10000059008598,2.1700000017881393,0.002455357087975634,14.761549571085544,89.27999,5.63283340987705,5.794741053256162,58.40000033378601,2.44999997317791,0.0024404761359272968,14.442642242381615,88.2,5.247940494457171,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.03294597566127777
RTD,GV,2019-02,2019,2,22,78.0,3.55,10,399.0,18.14,16,22,22.0,9.0,7.0,0.4545,0.7273,1,48,1,48.0,0,16,13204.0,17017.0,30221.0,52.87301587301587,31.428571428571427,21.444444444444443,14,31.166666666666664,15.5,15.666666666666666,10621.0,7694.0,18315.0,2,0.125,224,1.1764671337579005,0.3611111111111111,6.025535749986635,57.49999999254942,2.240000046789646,0.002202380903153902,15.36019597016275,82.439995,5.631413761060685,6.22960128325836,61.70000025629997,1.9599999785423279,0.0011607142597702996,16.759106330750953,82.079994,5.84277088512733,0,0.0,8.0,20.0,0.2629,1,1,0.28915,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3225017786026001
RTD,DDR,2019-02,2019,2,20,102.0,2.76,19,150.0,4.05,7,37,37.0,4.0,3.0,0.5135,0.1892,1,54,1,54.0,0,16,13204.0,17017.0,30221.0,52.87301587301587,31.428571428571427,21.444444444444443,10,56.8,38.8,18.0,2311.0,7177.0,9488.0,3,0.21428571428571427,160,1.6903654761276512,0.503968253968254,6.025535749986635,57.49999999254942,2.240000046789646,0.002202380903153902,15.36019597016275,82.439995,5.631413761060685,6.004262014209027,52.100000627338886,2.44999997317791,0.002961309457619098,15.315573361303125,89.64,5.548979242465326,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6229609251022339
HFD,SHL,2019-02,2019,2,5,3233.0,0.69,1086,9459.0,2.02,634,4691,4691.0,421.0,213.0,0.2315,0.1352,69,4848,1,4848.0,0,5,3605.0,6707.0,10312.0,29.0,5.0,24.0,16,60.0,25.625,34.375,18643.0,15384.0,34027.0,1,0.09090909090909091,80,0.43429448190325176,0.1,6.066592261156377,56.20000020414591,1.820000022649765,0.0013392856843503459,15.48967323288144,79.2,5.6345982213194175,6.047160820276033,51.90000016242266,1.6099999994039536,0.0014583333007370431,15.378856825775333,81.72,5.693812561177072,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.00042634833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.7343275547027588
HVSM,HVS,2019-02,2019,2,1,1449.0,0.78,694,2909.0,1.57,364,1850,1850.0,309.0,55.0,0.3751,0.1968,0,1981,1,1981.0,0,4,4051.0,4042.0,8093.0,5.0,2.5,2.5,13,21.166666666666664,12.0,9.166666666666666,10282.0,8636.0,18918.0,0,0.0,52,0.0,0.0,6.022809500329285,57.50000039488077,2.030000016093254,0.002455357087975634,15.35962056891904,90.0,5.674892837359082,5.983875112319809,58.10000059008598,2.1700000017881393,0.002455357087975634,14.761549571085544,89.27999,5.63283340987705,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.9573704600334167
MAS,BKL,2019-02,2019,2,5,312.0,0.54,238,791.0,1.37,42,576,576.0,19.0,23.0,0.4132,0.0729,2,633,1,633.0,0,4,3111.0,2196.0,5307.0,10.0,5.0,5.0,6,24.0,12.0,12.0,3556.0,4453.0,8009.0,0,0.0,24,0.0,0.0,5.956690629741864,62.20000057667494,1.960000030696392,0.0023214285195405993,15.510832918453074,89.64,5.605425741434807,5.991261875284614,60.30000051856041,1.9599999785423279,0.0017113094855587753,15.815149383087244,89.64,5.710160689118008,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6886720061302185
UT,UTLR,2019-02,2019,2,3,981.0,0.6,298,2238.0,1.38,323,1627,1627.0,282.0,41.0,0.1832,0.1985,38,1795,1,1795.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,4,5.0,2.5,2.5,3561.0,3529.0,7090.0,0,0.0,116,0.0,0.0,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.951190486422829,62.000000327825546,2.3799999728798866,0.0024107142318306224,14.601031094700808,88.92,5.584672623003523,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.00061462814,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,0.0,0.46015214920043945
ALMB,ALM,2019-02,2019,2,6,288.0,0.45,97,2027.0,3.18,138,637,637.0,82.0,56.0,0.1523,0.2166,0,656,1,656.0,0,7,6033.0,4238.0,10271.0,11.5,7.5,4.0,12,29.0,14.5,14.5,8148.0,9003.0,17151.0,2,0.25,84,2.0640299754485754,0.7,6.036601337307642,50.40000042319298,1.6800000220537186,0.002038690430622193,17.08703994564712,91.079994,5.63355074316496,6.037845282100274,48.100000739097595,1.4000000283122063,0.001517857108930392,16.633932873784076,82.439995,5.655181618274322,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.9583380222320557
HLMS,HWZB,2019-02,2019,2,7,1411.0,0.67,634,1884.0,0.9,355,2095,2095.0,319.0,36.0,0.3026,0.1695,0,2318,1,2318.0,0,4,4613.0,4561.0,9174.0,8.0,4.0,4.0,4,14.0,7.0,7.0,4613.0,4613.0,9226.0,0,0.0,16,0.0,0.0,6.199729098386818,53.80000025033951,1.8899999931454659,0.0009523809310935793,17.234562351767504,84.6,5.792139776796657,6.199729098386818,53.80000025033951,1.8899999931454659,0.0009523809310935793,17.234562351767504,84.6,5.792139776796657,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.9649595022201538
DMN,ASSP,2019-02,2019,2,2,1143.0,0.53,329,2327.0,1.08,372,2157,2157.0,338.0,34.0,0.1525,0.1725,0,2391,1,2391.0,0,4,4736.0,4723.0,9459.0,9.0,4.5,4.5,4,3.0,1.5,1.5,4736.0,4735.0,9471.0,0,0.0,16,0.0,0.0,6.028220342838073,51.00000035762787,1.5399999842047691,0.0015922618691720778,16.080484133391153,84.96,5.65180662771066,6.002220326313926,51.00000035762787,1.5399999842047691,0.001443452348688706,16.080484133391153,84.96,5.625806607882536,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.07224567234516144
HNK,HKS,2019-02,2019,2,9,965.0,0.87,291,2619.0,2.35,304,1113,1113.0,244.0,60.0,0.2615,0.2731,6,1217,1,1217.0,0,4,2501.0,3612.0,6113.0,10.0,5.0,5.0,4,13.0,6.5,6.5,2501.0,2501.0,5002.0,0,0.0,16,0.0,0.0,6.071395808520417,46.70000044256449,1.540000006556511,0.0013392856843503459,16.71495909753832,83.88,5.676008915401153,6.03241376895901,43.40000031143427,1.1200000196695328,0.0013690475884470203,19.804262537154415,93.6,5.701759034590352,0,0.0,8.0,20.0,0.2629,1,1,0.28915,0,0.9748428,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,1,0.8660254037844386,0.5000000000000001,0.0,0.12280835211277008
PMO,PMR,2019-02,2019,2,1,2000.0,1.89,760,4251.0,4.01,217,1060,1060.0,116.0,101.0,0.717,0.2047,2,1173,1,1173.0,0,4,2341.0,2287.0,4628.0,19.0,9.5,9.5,4,2.0,1.0,1.0,2341.0,2341.0,4682.0,0,0.0,16,0.0,0.0,6.077651835431988,44.50000063329935,1.3299999982118607,0.0014732142527853803,17.8852500893353,85.67999,5.749973292595574,6.051651814209652,44.50000063329935,1.3299999982118607,0.0014732142527853803,17.8852500893353,85.67999,5.72397327072741,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,0.026415095,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,1,0.8660254037844386,0.5000000000000001,1.0,0.5417428612709045
EML,PT,2019-02,2019,2,5,1115.0,1.1,438,2404.0,2.36,463,1017,1017.0,419.0,44.0,0.4307,0.4553,1,1125,1,1125.0,0,4,2222.0,2222.0,4444.0,9.0,4.5,4.5,4,12.0,6.0,6.0,2222.0,2222.0,4444.0,0,0.0,16,0.0,0.0,5.846089299540923,58.10000026971102,2.9400000497698784,0.002767857080990715,15.303067856601306,89.64,5.367443463809433,5.90458930206729,58.10000026971102,2.9400000497698784,0.002767857080990715,15.303067856601306,89.64,5.425943420135549,0,0.0,8.0,20.0,0.2629,1,1,0.28915,1,0.0,0.0,0.0,0.0009832842,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.8747638463973999
UT,AH,2019-02,2019,2,58,119.0,0.62,25,335.0,1.75,54,191,191.0,50.0,4.0,0.1309,0.2827,8,198,1,198.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,15,35.32142857142857,18.571428571428573,16.75,8369.0,8399.0,16768.0,0,0.0,435,0.0,0.0,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.622830443549901,57.500000193715096,4.690000109374523,0.004642857039081199,14.450808768471083,91.079994,5.142473246636135,0,0.0,8.0,20.0,0.2629,1,1,0.28915,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.7612794637680054
VST,DVNK,2019-02,2019,2,2,1360.0,0.74,525,3948.0,2.16,486,1826,1826.0,411.0,75.0,0.2875,0.2662,34,1944,1,1944.0,0,4,3937.0,3937.0,7874.0,8.0,4.0,4.0,4,5.0,2.5,2.5,3937.0,3787.0,7724.0,0,0.0,16,0.0,0.0,6.084172724125286,57.600000128149986,2.0300000235438347,0.0016517856773654266,16.089450007393246,79.2,5.6707054397889545,6.084172724125286,57.600000128149986,2.0300000235438347,0.0017410713896554495,16.089450007393246,79.2,5.6707054397889545,0,0.0,8.0,20.0,0.2629,1,1,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.17771583795547485
UT,DVD,2019-02,2019,2,31,3.0,0.38,2,1.0,0.13,1,8,8.0,1.0,0.0,0.25,0.125,0,10,1,10.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,15,20.482142857142858,11.625,8.857142857142858,10875.0,11008.0,21883.0,2,0.08695652173913043,435,1.1022332815225997,0.325,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.963220175793616,51.00000035762787,1.5399999842047691,0.0015476190130270663,16.080484133391153,84.96,5.586806491106039,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.006312919780611992
ALMB,ALMP,2019-02,2019,2,4,781.0,0.36,322,2495.0,1.16,228,2156,2156.0,175.0,53.0,0.1494,0.1058,0,2393,1,2393.0,0,7,6033.0,4238.0,10271.0,11.5,7.5,4.0,4,6.0,3.0,3.0,4681.0,4681.0,9362.0,1,0.2,28,0.5581106265512472,0.16666666666666666,6.036601337307642,50.40000042319298,1.6800000220537186,0.002038690430622193,17.08703994564712,91.079994,5.63355074316496,6.056101185491397,50.40000042319298,1.6800000220537186,0.002038690430622193,17.08703994564712,91.079994,5.653050587224286,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6012457013130188
NM,O,2019-02,2019,2,24,653.0,0.66,189,2319.0,2.35,194,985,985.0,135.0,59.0,0.1919,0.197,54,1087,1,1087.0,0,9,5215.0,7880.0,13095.0,22.75,11.75,11.0,8,26.0,13.0,13.0,4266.0,4438.0,8704.0,0,0.0,72,0.0,0.0,5.835538730174968,52.10000029951334,4.549999967217445,0.0053869046414980574,13.971576059503215,89.64,5.4020566350913475,5.838142896367659,51.00000022351742,3.4299999848008156,0.004226190381727758,14.627879611438228,86.399994,5.3671608076741295,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3397122323513031
UT,ASB,2019-02,2019,2,29,1085.0,0.54,319,3612.0,1.81,408,1991,1991.0,333.0,75.0,0.1602,0.2049,69,2215,1,2215.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,15,17.392857142857142,8.142857142857142,9.25,7881.0,7683.0,15564.0,3,0.13636363636363635,435,1.5831316284855874,0.45,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.950220286208649,51.00000035762787,1.5399999842047691,0.0015476190130270663,16.080484133391153,84.96,5.573806567649756,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.007996859960258007
UT,WD,2019-02,2019,2,16,265.0,0.25,90,900.0,0.86,20,1048,1048.0,0.0,20.0,0.0859,0.0191,26,1161,1,1161.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,10,27.0,14.0,13.0,6941.0,6347.0,13288.0,1,0.045454545454545456,290,0.48089834696298783,0.125,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.873872113336499,60.10000032931566,2.100000001490116,0.0020684523347188673,15.283481010634985,87.84,5.410702434191037,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.9980916,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.002,1,0.8660254037844386,0.5000000000000001,0.0,0.007742616813629866
UT,UTZL,2019-02,2019,2,2,374.0,0.27,146,2293.0,1.68,274,1364,1364.0,222.0,52.0,0.107,0.2009,17,1533,1,1533.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,4,7.0,3.5,3.5,3096.0,2908.0,6004.0,0,0.0,116,0.0,0.0,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.970690338872373,62.000000327825546,2.3799999728798866,0.0024107142318306224,14.601031094700808,88.92,5.604172471289833,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.5528591871261597
UT,LEDN,2019-02,2019,2,50,29.0,7.25,3,0.0,0.0,0,4,4.0,0.0,0.0,0.75,0.0,3,0,12,0.0,1,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,19,38.488888888888894,21.6,16.88888888888889,11960.0,12919.0,24879.0,1,0.037037037037037035,551,0.48089834696298783,0.125,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,6.137961355841807,56.300000339746475,1.8899999782443047,0.001190476163866974,16.866852678136812,81.72,5.670625061883281,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.7400909662246704
UT,KLP,2019-02,2019,2,34,326.0,0.37,130,1524.0,1.72,145,884,884.0,102.0,43.0,0.1471,0.164,21,911,1,911.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,6,42.0,21.0,21.0,2287.0,2266.0,4553.0,1,0.05263157894736842,174,0.6213349345596119,0.2,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,5.804604211129204,62.40000033378601,3.080000028014183,0.003660714203890945,14.576147224221911,85.67999,5.291657788324214,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.15009430050849915
UT,ASA,2019-02,2019,2,33,1765.0,0.7,558,5280.0,2.11,576,2508,2508.0,447.0,129.0,0.2225,0.2297,76,2778,1,2778.0,0,29,20723.0,29110.0,49833.0,51.23529411764706,26.0,25.235294117647058,10,18.8,9.4,9.4,9444.0,9388.0,18832.0,3,0.15789473684210525,290,1.4426950408889634,0.375,5.858517994843645,60.000000171363354,2.3099999725818634,0.0024107142318306224,14.788541686322008,88.2,5.425110256255028,6.002220326313926,51.00000035762787,1.5399999842047691,0.0015476190130270663,16.080484133391153,84.96,5.625806607882536,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.0040712240152060986
BR,HRT,2019-02,2019,2,10,743.0,0.75,331,1205.0,1.22,231,988,988.0,209.0,22.0,0.335,0.2338,1,1094,1,1094.0,0,3,2182.0,1094.0,3276.0,16.0,6.0,10.0,4,28.0,14.0,14.0,2182.0,2182.0,4364.0,0,0.0,12,0.0,0.0,6.087130875493001,45.000000230968,2.939999997615814,0.007886904743610926,13.752911476507073,90.36,5.621133902176682,5.874255954870023,48.10000002384186,2.309999980032444,0.007708333319030879,13.535944038558574,87.12,5.317485131256815,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3203982710838318
BD,TB,2019-02,2019,2,21,2917.0,1.44,560,7350.0,3.64,716,2019,2019.0,572.0,144.0,0.2774,0.3546,61,2228,1,2228.0,0,14,7231.0,8168.0,15399.0,43.142857142857146,21.571428571428573,21.571428571428573,9,30.8,17.8,13.0,8809.0,6496.0,15305.0,0,0.0,126,0.0,0.0,6.035672633698033,52.200000397861004,3.5700000524520874,0.0037499999161809683,14.679468886838073,91.439995,5.598470259635222,5.965788711815895,56.800000332295895,3.0799999833106995,0.004226190381727758,14.256750674474807,90.72,5.4689881425528295,0,0.0,8.0,20.0,0.2629,1,1,0.28915,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.8867383003234863
BRD,RLB,2019-02,2019,2,4,831.0,0.49,383,2970.0,1.75,165,1701,1701.0,87.0,78.0,0.2252,0.097,14,1896,1,1896.0,0,4,3832.0,3832.0,7664.0,11.0,5.5,5.5,6,6.0,3.0,3.0,3832.0,3832.0,7664.0,0,0.0,24,0.0,0.0,5.94663998078821,53.60000032931566,2.5900000482797623,0.0024999999441206455,15.556810893029684,87.12,5.520523861272349,5.992139851017522,53.60000032931566,2.5900000482797623,0.002202380903153902,15.556810893029684,87.12,5.56602372783458,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.00058788946,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,0.0,0.040710434317588806
BMN,ZP,2019-02,2019,2,7,36.0,1.5,16,36.0,1.5,16,24,24.0,16.0,0.0,0.6667,0.6667,0,27,1,27.0,0,4,1979.0,1014.0,2993.0,13.0,6.5,6.5,6,24.0,12.0,12.0,2187.0,3213.0,5400.0,1,0.25,24,0.7213475204444817,0.25,5.686625015428511,54.700000427663326,4.689999982714653,0.003630952299794271,14.64750140266759,90.72,5.171669602394104,5.70366371305482,54.500000044703484,4.410000033676624,0.003571428491600922,14.998374452193579,89.27999,5.11058329200993,0,0.0,8.0,20.0,0.2629,1,1,0.28915,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.1767788678407669
AMF,BRN,2019-02,2019,2,9,669.0,0.62,307,996.0,0.93,179,1076,1076.0,163.0,16.0,0.2853,0.1664,38,1191,1,1191.0,0,15,11618.0,11342.0,22960.0,46.10714285714286,23.857142857142858,22.25,5,14.666666666666668,8.0,6.666666666666667,2349.0,3319.0,5668.0,1,0.1,75,0.5138983423697507,0.14285714285714285,5.916699420660734,60.70000051707029,2.7999999970197678,0.002767857080990715,14.748910494503521,90.0,5.447875017699387,5.794741053256162,58.40000033378601,2.44999997317791,0.0024404761359272968,14.442642242381615,88.2,5.247940494457171,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.01097876951098442
AMF,APD,2019-02,2019,2,43,937.0,0.68,313,2819.0,2.04,282,1381,1381.0,214.0,68.0,0.2266,0.2042,38,1525,1,1525.0,0,15,11618.0,11342.0,22960.0,46.10714285714286,23.857142857142858,22.25,5,49.33333333333333,29.0,20.333333333333332,3128.0,3805.0,6933.0,0,0.0,75,0.0,0.0,5.916699420660734,60.70000051707029,2.7999999970197678,0.002767857080990715,14.748910494503521,90.0,5.447875017699387,5.7907350884218305,54.39999996125698,4.13000001013279,0.0033928570670208763,15.351135217717715,83.88,5.197952391934537,0,0.0,8.0,20.0,0.2629,0,1,0.28915,0,0.9797248,0.0,0.020275163,0.0,0.98,0.0,0.02,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.013957317918539047
GVC,LEDN,2019-02,2019,2,15,757.0,0.42,252,2850.0,1.57,88,1818,1818.0,0.0,88.0,0.1386,0.0484,114,1876,1,1876.0,0,5,0.0,10571.0,10571.0,9.6,0.0,9.6,19,38.488888888888894,21.6,16.88888888888889,11960.0,12919.0,24879.0,2,0.14285714285714285,95,1.2022458674074694,0.375,6.223101340029167,61.70000025629997,1.9599999785423279,0.0011607142597702996,16.759106330750953,82.079994,5.836270979528005,6.137961355841807,56.300000339746475,1.8899999782443047,0.001190476163866974,16.866852678136812,81.72,5.670625061883281,0,0.0,8.0,20.0,0.2629,0,0,0.28915,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.18212071061134338
