source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_TW_pred,XGBClassifier_TW_proba
ASD,ASDM,2023-10,2023,10,4,3868.0,0.97,1411,13743.0,3.46,1363,3976,3976.0,1052.0,311.0,0.3549,0.3428,720,3986,1,3986.0,0,18,14174.0,22440.75,36614.75,38.55555555555556,19.77777777777778,18.77777777777778,6,4.666666666666667,2.3333333333333335,2.3333333333333335,8041.0,7542.0,15583.0,1,0.08333333333333333,108,0.6213349345596119,0.2,13.193342481523553,176.800000526011,0.0,0.0,16.769164867529135,68.4,12.983342428015382,13.307242026105023,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.064624562999546,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0005030181,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,4,-0.8660254037844386,0.5000000000000001,0.0,0.4988774359226227
ASD,HLM,2023-10,2023,10,19,26.0,2.89,5,29.0,3.22,6,9,9.0,6.0,0.0,0.5556,0.6667,1,67,4,16.75,0,18,14174.0,22440.75,36614.75,38.55555555555556,19.77777777777778,18.77777777777778,15,20.55357142857143,10.125,10.428571428571429,9306.5,10447.5,19754.0,2,0.125,270,0.8979307383872341,0.2159090909090909,13.193342481523553,176.800000526011,0.0,0.0,16.769164867529135,68.4,12.983342428015382,13.583023669095647,185.3999999910593,0.0,0.0,19.92844195509917,80.28,13.47859416808058,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,0.0,0.01424471940845251
OBD,HWD,2023-10,2023,10,6,629.0,0.59,249,4121.0,3.88,314,1061,1061.0,196.0,118.0,0.2347,0.2959,0,1056,1,1056.0,0,4,2138.0,1099.5,3237.5,17.0,8.5,8.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4741.0,4730.0,9471.0,0,0.0,24,0.0,0.0,13.238150964647332,155.80000041425228,0.0,0.0,17.77285174883452,77.76,13.230701330684175,13.244651172305113,155.80000041425228,0.0,0.0,17.77285174883452,77.76,13.237201560743703,0,0.0,9.0,22.0,0.2629,1,1,0.2969,0,0.07068803,0.0,0.0,0.00094250706,0.071,0.0,0.0,0.001,0.928,4,-0.8660254037844386,0.5000000000000001,1.0,0.6920013427734375
SGN,HWD,2023-10,2023,10,14,1109.0,0.89,581,6342.0,5.1,713,1243,1243.0,544.0,169.0,0.4674,0.5736,8,1315,1,1315.0,0,4,2587.0,2622.0,5209.0,23.0,11.5,11.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4741.0,4730.0,9471.0,0,0.0,24,0.0,0.0,13.197882494830445,162.29999993741512,0.0,0.0,17.461066957608164,77.76,13.109426163667,13.244651172305113,155.80000041425228,0.0,0.0,17.77285174883452,77.76,13.237201560743703,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.97506034,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,4,-0.8660254037844386,0.5000000000000001,1.0,0.992534875869751
ZBM,GDM,2023-10,2023,10,9,1598.0,1.38,623,3954.0,3.41,670,1160,1160.0,589.0,81.0,0.5371,0.5776,0,1161,1,1161.0,0,3,3311.0,1161.0,4472.0,20.0,11.0,9.0,6,18.0,9.0,9.0,5621.0,5628.0,11249.0,0,0.0,18,0.0,0.0,13.458399082030226,127.3000007122755,0.0,0.0,16.19526706237921,70.56,13.406117201171465,13.422926395211444,156.7999999821186,0.0,0.0,16.3863172827151,71.64,13.372322372462126,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.8957306742668152
BTL,OT,2023-10,2023,10,9,1105.0,1.2,330,3319.0,3.61,386,920,920.0,303.0,83.0,0.3587,0.4196,61,1034,1,1034.0,0,6,4437.0,4450.0,8887.0,18.0,9.0,9.0,4,17.0,8.5,8.5,2098.0,2071.0,4169.0,0,0.0,24,0.0,0.0,13.528791958213652,129.60000074654818,0.0,0.0,15.876926899916374,65.520004,13.47825506517551,13.512023281571048,132.1000004634261,0.0,0.0,16.314231387160767,70.2,13.425714561923238,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9854388236999512
CAS,HLO,2023-10,2023,10,7,3760.0,1.63,1185,11269.0,4.9,1373,2301,2301.0,1120.0,253.0,0.515,0.5967,1,2686,1,2686.0,0,8,6617.0,5973.0,12590.0,20.0,10.0,10.0,4,12.0,6.0,6.0,5326.0,4929.0,10255.0,1,0.2,32,0.9102392266268373,0.3333333333333333,13.60275167682827,167.0000008493662,0.0,0.0,20.986885020556866,87.479996,13.344429512791985,13.604872775877881,157.900000333786,0.0,0.0,21.611363071403247,85.67999,13.338295533353051,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.49847892,0.0,0.0,0.0,0.498,0.0,0.0,0.0,0.502,4,-0.8660254037844386,0.5000000000000001,1.0,0.9856849908828735
WDN,AML,2023-10,2023,10,5,202.0,1.14,62,517.0,2.92,69,177,177.0,59.0,10.0,0.3503,0.3898,0,413,1,413.0,0,4,2044.0,1525.0,3569.0,13.0,6.5,6.5,8,30.0,15.0,15.0,3084.0,3676.0,6760.0,0,0.0,32,0.0,0.0,13.017537106763596,146.90000095963478,0.0,0.0,15.981868079524713,64.799995,12.94793982025761,13.03053691019148,146.90000095963478,0.0,0.0,15.981868079524713,64.799995,12.96093957696185,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,0.0,0.3317289352416992
RH,DR,2023-10,2023,10,6,315.0,0.41,98,1656.0,2.15,129,772,772.0,90.0,39.0,0.1269,0.1671,0,1016,1,1016.0,0,4,2031.0,2031.0,4062.0,10.0,5.0,5.0,8,20.5,10.25,10.25,4467.0,4389.0,8856.0,0,0.0,32,0.0,0.0,13.218651391355783,138.80000007152557,0.0,0.0,15.849492250192885,66.96,13.190262181966897,13.158761759892407,142.10000009089708,0.0,0.0,16.036904832340728,65.520004,13.128359044478243,0,0.0,9.0,22.0,0.2629,0,0,0.2969,0,0.02849741,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.972,4,-0.8660254037844386,0.5000000000000001,1.0,0.644273042678833
ASB,ASA,2023-10,2023,10,4,567.0,1.95,144,2111.0,7.25,182,291,291.0,133.0,49.0,0.4948,0.6254,3,923,1,923.0,0,15,9051.0,8788.5,17839.5,17.392857142857142,8.142857142857142,9.25,10,18.8,9.4,9.4,10213.0,9883.0,20096.0,3,0.3,150,1.2611690851274333,0.28055555555555556,13.255241979688606,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.012624517223179,13.307242026105023,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.064624562999546,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.7088931798934937
ALMO,LLS,2023-10,2023,10,16,681.0,0.61,245,4647.0,4.13,289,1124,1124.0,168.0,121.0,0.218,0.2571,40,1760,1,1760.0,0,4,2762.0,3785.0,6547.0,18.0,9.0,9.0,10,60.8,32.8,28.0,7565.17,6885.0,14450.17,1,0.14285714285714285,40,0.7213475204444817,0.25,13.411889046150566,214.50000046938658,0.0,0.0,18.923820411758935,77.76,13.315781652847392,13.189352088006551,205.70000027865171,0.07000000029802322,0.0,18.024079502988982,70.56,13.038345376597155,0,0.0,9.0,22.0,0.2629,0,1,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.7515764236450195
OBD,HN,2023-10,2023,10,11,138.0,0.98,65,161.0,1.14,37,141,141.0,34.0,3.0,0.461,0.2624,0,87,2,43.5,0,4,2138.0,1099.5,3237.5,17.0,8.5,8.5,12,40.333333333333336,20.166666666666668,20.166666666666668,4832.5,5199.0,10031.5,0,0.0,48,0.0,0.0,13.238150964647332,155.80000041425228,0.0,0.0,17.77285174883452,77.76,13.230701330684175,13.281248571408675,164.50000037252903,0.0,0.0,18.400572963208962,82.079994,13.253329082463411,0,0.0,9.0,22.0,0.2629,0,1,0.2969,0,0.4964539,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.504,4,-0.8660254037844386,0.5000000000000001,1.0,0.5213068127632141
SGN,ANA,2023-10,2023,10,9,2291.0,1.81,576,6849.0,5.41,681,1266,1266.0,529.0,152.0,0.455,0.5379,85,1307,1,1307.0,0,4,2587.0,2622.0,5209.0,23.0,11.5,11.5,4,20.0,10.0,10.0,2587.0,2587.0,5174.0,0,0.0,16,0.0,0.0,13.197882494830445,162.29999993741512,0.0,0.0,17.461066957608164,77.76,13.109426163667,13.754573606324676,158.60000102221966,0.0,0.0,22.092975195102245,90.72,13.579942694926421,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.99210113,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.008,4,-0.8660254037844386,0.5000000000000001,1.0,0.9877634644508362
DTCP,SDM,2023-10,2023,10,9,1528.0,0.9,636,5869.0,3.46,729,1698,1698.0,607.0,122.0,0.3746,0.4293,4,1904,1,1904.0,0,4,3919.0,3877.0,7796.0,10.0,5.0,5.0,6,15.333333333333334,7.666666666666667,7.666666666666667,9447.0,9137.0,18584.0,1,0.25,24,0.6213349345596119,0.2,13.712570614782756,150.80000127106905,0.0,0.0,16.96666017330733,73.079994,13.590959929779872,13.685191041191151,154.80000034719706,0.0,0.0,16.87402307331162,70.92,13.616935946957376,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0058892816,0.0,0.0,0.0017667845,0.006,0.0,0.0,0.002,0.992,4,-0.8660254037844386,0.5000000000000001,1.0,0.8818531036376953
CAS,ZD,2023-10,2023,10,17,1653.0,0.98,847,10220.0,6.07,1054,1685,1685.0,772.0,282.0,0.5027,0.6255,0,1843,1,1843.0,0,8,6617.0,5973.0,12590.0,20.0,10.0,10.0,11,24.53333333333333,12.333333333333334,12.2,9764.67,9780.0,19544.67,1,0.1111111111111111,88,0.7213475204444817,0.25,13.60275167682827,167.0000008493662,0.0,0.0,20.986885020556866,87.479996,13.344429512791985,13.258342463858176,176.800000526011,0.0,0.0,16.769164867529135,68.4,13.04834249995699,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9914559721946716
WDN,RSN,2023-10,2023,10,8,370.0,0.38,169,1048.0,1.07,187,981,981.0,165.0,22.0,0.1723,0.1906,1,1112,1,1112.0,0,4,2044.0,1525.0,3569.0,13.0,6.5,6.5,4,15.0,7.5,7.5,2193.0,2121.0,4314.0,0,0.0,16,0.0,0.0,13.017537106763596,146.90000095963478,0.0,0.0,15.981868079524713,64.799995,12.94793982025761,13.050842288996549,151.30000054091215,0.0,0.0,16.318551597339194,66.96,13.044063739648601,0,0.0,9.0,22.0,0.2629,0,0,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.7807693481445312
BLL,HLM,2023-10,2023,10,3,739.0,0.61,256,4101.0,3.37,338,1216,1216.0,225.0,113.0,0.2105,0.278,10,1225,1,1225.0,0,4,2481.0,2481.0,4962.0,5.0,2.5,2.5,15,20.55357142857143,10.125,10.428571428571429,9306.5,10447.5,19754.0,0,0.0,60,0.0,0.0,13.615523617379617,185.3999999910593,0.0,0.0,19.92844195509917,80.28,13.511094154127493,13.583023669095647,185.3999999910593,0.0,0.0,19.92844195509917,80.28,13.47859416808058,0,0.0,9.0,22.0,0.2629,1,1,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.98874831199646
ZWD,DDR,2023-10,2023,10,2,192.0,1.59,73,661.0,5.46,82,121,121.0,67.0,15.0,0.6033,0.6777,0,448,1,448.0,0,4,4234.0,2554.0,6788.0,9.0,4.5,4.5,13,36.19047619047619,17.857142857142858,18.333333333333332,4418.0,8504.5,12922.5,0,0.0,52,0.0,0.0,13.636644277636638,139.29999986290932,0.0,0.0,17.124263614536133,64.439995,13.562013418722472,13.634651159120086,143.3000003322959,0.0,0.0,17.075991844010833,67.32,13.522906279083866,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9907258152961731
MP,ZL,2023-10,2023,10,28,2120.0,1.52,903,7252.0,5.19,1008,1396,1396.0,837.0,171.0,0.6468,0.7221,8,1438,1,1438.0,0,7,5911.0,4638.6,10549.6,48.66666666666667,20.666666666666668,28.0,13,85.30952380952381,47.166666666666664,38.142857142857146,6271.0,11410.0,17681.0,1,0.09090909090909091,91,0.6213349345596119,0.2,12.825906040524476,171.50000093132257,0.0,0.0,17.011116766129565,71.64,12.643489939414415,13.02731543675365,186.900000102818,0.0,0.0,17.504565656745193,66.24,12.985503340727531,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.88825214,0.0,0.0,0.0,0.888,0.0,0.0,0.0,0.112,4,-0.8660254037844386,0.5000000000000001,1.0,0.9769101142883301
ASB,ASD,2023-10,2023,10,10,205.0,2.93,60,231.0,3.3,60,70,70.0,59.0,1.0,0.8571,0.8571,11,100,1,100.0,0,15,9051.0,8788.5,17839.5,17.392857142857142,8.142857142857142,9.25,18,38.55555555555556,19.77777777777778,18.77777777777778,14174.0,22440.75,36614.75,3,0.2,270,1.4482095377837934,0.38055555555555554,13.255241979688606,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.012624517223179,13.193342481523553,176.800000526011,0.0,0.0,16.769164867529135,68.4,12.983342428015382,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.7771918773651123
ASB,RAI,2023-10,2023,10,5,22.0,2.2,8,52.0,5.2,9,10,10.0,8.0,1.0,0.8,0.9,0,364,8,45.5,0,15,9051.0,8788.5,17839.5,17.392857142857142,8.142857142857142,9.25,8,18.5,9.25,9.25,4153.5,4085.0,8238.5,2,0.2,120,1.1022332815225997,0.325,13.255241979688606,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.012624517223179,13.325191034406624,182.70000085234642,0.0,0.0,17.01857590867369,68.76,13.168546697117339,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,0.0,0.13852892816066742
ASB,ASDZ,2023-10,2023,10,6,1905.0,1.1,805,9413.0,5.42,1043,1738,1738.0,806.0,237.0,0.4632,0.6001,6,1931,1,1931.0,0,15,9051.0,8788.5,17839.5,17.392857142857142,8.142857142857142,9.25,10,20.4,10.2,10.2,13462.0,11171.0,24633.0,3,0.3,150,1.6831442143704574,0.5,13.255241979688606,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.012624517223179,13.331691242064405,182.70000085234642,0.0,0.0,17.01857590867369,68.76,13.175046925256716,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9931938648223877
ALMM,ALM,2023-10,2023,10,1,1388.0,0.89,391,7117.0,4.59,532,1552,1552.0,375.0,157.0,0.2519,0.3428,1,1865,1,1865.0,0,4,6709.0,5219.0,11928.0,3.0,1.5,1.5,15,34.55357142857143,18.125,16.428571428571427,8262.0,9663.0,17925.0,0,0.0,60,0.0,0.0,13.368972969695225,188.20000007748604,0.0,0.0,17.72480279403245,72.36,13.284677643743937,13.377191053940946,173.60000041127205,0.0,0.0,18.611516364308812,68.76,13.196385670988352,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.8693990707397461
BSMZ,HVSM,2023-10,2023,10,4,2398.0,1.25,909,5946.0,3.1,978,1915,1915.0,880.0,98.0,0.4747,0.5107,0,1981,1,1981.0,0,4,4035.0,4035.0,8070.0,5.0,2.5,2.5,4,5.0,2.5,2.5,4035.0,4026.0,8061.0,0,0.0,16,0.0,0.0,13.268399144499094,201.800000064075,0.0,0.0,16.478012906304944,68.76,13.110412534931362,13.248899577608045,201.800000064075,0.0,0.0,16.478012906304944,68.76,13.090912961639814,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.8744677901268005
RVS,WC,2023-10,2023,10,7,1583.0,1.67,435,5267.0,5.55,510,949,949.0,383.0,127.0,0.4584,0.5374,0,1146,1,1146.0,0,4,2300.0,2300.0,4600.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2300.0,2993.0,5293.0,0,0.0,16,0.0,0.0,13.519500020686412,128.99999981373549,0.0,0.0,16.54749241067259,72.72,13.469835578995262,13.408197788904177,125.20000074058771,0.0,0.0,15.898404306693365,70.2,13.34678835644818,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9972683191299438
RSD,ODB,2023-10,2023,10,7,526.0,0.84,146,2640.0,4.24,83,623,623.0,0.0,83.0,0.2343,0.1332,41,1004,2,502.0,0,7,3549.0,5275.0,8824.0,39.08333333333333,21.333333333333332,17.75,3,15.5,7.5,8.0,1018.0,502.0,1520.0,0,0.0,21,0.0,0.0,13.64368143081665,135.40000019967556,0.0,0.0,16.35435047865714,69.12,13.579386136995867,13.541171080954124,136.6000001654029,0.0,0.0,16.72402345702152,69.479996,13.456271815460001,0,0.0,9.0,22.0,0.2629,0,0,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,0.0,0.01967235840857029
RTN,RTA,2023-10,2023,10,5,1132.0,0.94,562,4736.0,3.94,628,1203,1203.0,518.0,110.0,0.4672,0.522,17,1425,1,1425.0,0,3,2865.0,1425.0,4290.0,10.0,5.0,5.0,8,15.0,7.5,7.5,6570.0,4721.12,11291.119999999999,1,0.2,24,0.4170323914242463,0.09090909090909091,13.711191347621432,154.80000034719706,0.0,0.0,16.87402307331162,70.92,13.642936244426958,13.623432662503031,177.90000063180923,0.0,0.0,17.392203424040904,71.28,13.369070245115548,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0008312552,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,4,-0.8660254037844386,0.5000000000000001,1.0,0.8375045657157898
ED,DB,2023-10,2023,10,29,695.0,1.09,315,3271.0,5.14,375,637,637.0,295.0,80.0,0.4945,0.5887,3,690,1,690.0,0,11,4446.0,5039.0,9485.0,40.733333333333334,21.4,19.333333333333332,10,30.0,15.0,15.0,5031.0,5216.0,10247.0,2,0.2222222222222222,110,1.256215482888031,0.38888888888888884,13.128238284347841,152.30000028014183,0.0,0.0,15.958819985869747,66.96,13.06414426253146,13.361617023672833,165.80000041425228,0.0,0.0,16.607347861712412,68.76,13.381885467759714,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.98125159740448
GDM,CL,2023-10,2023,10,8,1134.0,0.48,378,6992.0,2.99,576,2339,2339.0,394.0,182.0,0.1616,0.2463,394,2325,1,2325.0,0,6,5621.0,5628.0,11249.0,18.0,9.0,9.0,4,17.0,8.5,8.5,5615.0,5615.0,11230.0,0,0.0,24,0.0,0.0,13.422926395211444,156.7999999821186,0.0,0.0,16.3863172827151,71.64,13.372322372462126,13.416426186913611,156.7999999821186,0.0,0.0,16.3863172827151,71.64,13.36582213152175,0,0.0,9.0,22.0,0.2629,0,1,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9923587441444397
DT,SDM,2023-10,2023,10,10,3339.0,1.61,1047,17299.0,8.34,1354,2075,2075.0,892.0,462.0,0.5046,0.6525,7,3004,1,3004.0,0,10,12110.0,12013.0,24123.0,15.2,7.6,7.6,6,15.333333333333334,7.666666666666667,7.666666666666667,9447.0,9137.0,18584.0,2,0.3333333333333333,60,1.8597274323132096,0.5909090909090909,13.719070253436197,150.80000127106905,0.0,0.0,16.96666017330733,73.079994,13.597459498027828,13.685191041191151,154.80000034719706,0.0,0.0,16.87402307331162,70.92,13.616935946957376,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9905632734298706
VP,RH,2023-10,2023,10,4,371.0,0.48,120,1707.0,2.21,151,772,772.0,112.0,39.0,0.1554,0.1956,0,1016,1,1016.0,0,4,2030.0,2031.0,4061.0,7.0,3.5,3.5,4,10.0,5.0,5.0,2031.0,2031.0,4062.0,0,0.0,16,0.0,0.0,13.247271877647247,145.00000072270632,0.0,0.0,15.976137345429235,68.4,13.240090629398424,13.218651391355783,138.80000007152557,0.0,0.0,15.849492250192885,66.96,13.190262181966897,0,0.0,9.0,22.0,0.2629,0,0,0.2969,0,0.02849741,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.972,4,-0.8660254037844386,0.5000000000000001,1.0,0.9920624494552612
ZL,ASN,2023-10,2023,10,78,2003.0,1.8,457,6632.0,5.97,514,1111,1111.0,363.0,151.0,0.4113,0.4626,23,1103,1,1103.0,0,13,6271.0,11410.0,17681.0,85.30952380952381,47.166666666666664,38.142857142857146,8,77.46666666666667,38.8,38.666666666666664,4480.6,3785.0,8265.6,1,0.08333333333333333,104,0.7213475204444817,0.25,13.02731543675365,186.900000102818,0.0,0.0,17.504565656745193,66.24,12.985503340727531,12.493020134484208,163.30000084638596,0.0,0.0,16.786209678649904,72.36,12.41664426214743,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.8354524970054626
BDG,APN,2023-10,2023,10,8,1195.0,0.46,276,6519.0,2.53,444,2576,2576.0,272.0,172.0,0.1071,0.1724,13,2390,1,2390.0,0,4,3777.0,3796.0,7573.0,19.0,9.5,9.5,4,22.0,11.0,11.0,3769.0,3811.0,7580.0,0,0.0,16,0.0,0.0,13.438161301452842,170.50000060349703,0.0,0.0,17.22743389262449,72.0,13.189369323909682,13.42518809209734,165.0000001490116,0.0,0.0,16.603927087303777,75.24,13.381899543736605,0,0.0,9.0,22.0,0.2629,0,0,0.2969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.888759195804596
DMNZ,WP,2023-10,2023,10,7,1863.0,1.12,543,6154.0,3.69,616,1666,1666.0,523.0,93.0,0.3259,0.3697,7,1862,1,1862.0,0,4,3847.0,3788.0,7635.0,9.0,4.5,4.5,8,18.0,9.0,9.0,8938.0,8930.0,17868.0,0,0.0,32,0.0,0.0,13.333241792973256,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.090624370830971,13.326741584675425,182.00000059604645,0.0,0.0,17.479240947881802,69.479996,13.084124143971692,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9091774821281433
VP,AHPR,2023-10,2023,10,3,913.0,1.19,358,2414.0,3.14,390,770,770.0,347.0,43.0,0.4649,0.5065,0,1015,1,1015.0,0,4,2030.0,2031.0,4061.0,7.0,3.5,3.5,4,5.0,2.5,2.5,2030.0,2030.0,4060.0,0,0.0,16,0.0,0.0,13.247271877647247,145.00000072270632,0.0,0.0,15.976137345429235,68.4,13.240090629398424,13.26677147462064,145.00000072270632,0.0,0.0,15.976137345429235,68.4,13.25959021229072,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.025974026,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,4,-0.8660254037844386,0.5000000000000001,1.0,0.9954987168312073
RB,KBD,2023-10,2023,10,3,1926.0,1.55,480,11580.0,9.34,714,1240,1240.0,409.0,305.0,0.3871,0.5758,0,1391,1,1391.0,0,4,2786.0,2786.0,5572.0,19.0,9.5,9.5,4,10.0,5.0,5.0,2786.0,2786.0,5572.0,0,0.0,16,0.0,0.0,13.72295301104552,129.50000081956387,0.0,0.0,16.326205142232396,70.92,13.735570467238459,13.792503545108257,118.80000012367964,0.0,0.0,17.355960826665765,69.479996,13.575188122819734,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,0.7274194,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.273,4,-0.8660254037844386,0.5000000000000001,1.0,0.8810091614723206
AH,ED,2023-10,2023,10,17,1037.0,0.52,405,7642.0,3.82,611,2003,2003.0,410.0,201.0,0.2022,0.305,117,1940,1,1940.0,0,14,7717.0,8231.0,15948.0,22.285714285714285,11.428571428571429,10.857142857142858,11,40.733333333333334,21.4,19.333333333333332,4446.0,5039.0,9485.0,2,0.16666666666666666,154,1.8204784532536746,0.6666666666666666,13.136772219766707,145.00000072270632,0.0,0.0,15.976137345429235,68.4,13.129591020161673,13.128238284347841,152.30000028014183,0.0,0.0,15.958819985869747,66.96,13.06414426253146,0,0.0,9.0,22.0,0.2629,1,1,0.2969,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,-0.8660254037844386,0.5000000000000001,1.0,0.9677804708480835
