source,target,service_date,arrival_hour,earliest_departure_hour,distance,total_services,src_degree,src_weighted_degree,src_avg_distance,tgt_degree,tgt_weighted_degree,tgt_avg_distance,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,temperature_2m,rain,snowfall,snow_depth,wind_speed_10m,wind_gusts_10m,soil_temperature_0_to_7cm,is_holiday,target_binary,count_intercity,count_sprinter,count_other_trains,rolling_prev_5_avg_delay,hours_since_prev_service,delta_hours_since_last_service,delta_count_services_since_last_delay,delta_hours_since_last_delayed_service,total_last_services_count,total_last_delayed_services_count,ratio_last_delay,service_year,service_month,day_of_week,YearMonth,YearMonthDayHour,arrival_hour_sin,arrival_hour_cos,day_of_week_sin,day_of_week_cos,month_of_year_sin,month_of_year_cos,hourly_edges_size,count_class_1,count_class_0,simultaneous_pred,simultaneous_null
RSW,GVMW,2024-02-28,13,13,2,4,4,16,7.0,4,16,3.0,0,0.0,16,0.0,0.0,9.600000381469727,0.0,0.0,0.0,20.380578994750977,37.439998626708984,8.100000381469727,False,1,0,4,0,0.65,1.0,1.0,1,1.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
UTT,UTLR,2024-02-28,13,13,2,2,4,12,4.0,4,12,5.0,0,0.0,16,0.0,0.0,7.374000072479248,0.0,0.0,0.0,16.263872146606445,29.8799991607666,5.973999977111816,False,0,0,2,0,4.0,1.0,1.0,5,5.0,6,4,0.6666667,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
DT,RTD,2024-02-28,13,13,14,2,10,44,15.2,14,68,43.142857142857146,1,0.09090909090909091,140,0.9102392266268373,0.3333333333333333,9.693499565124512,0.0,0.0,0.0,19.29613494873047,34.91999816894531,7.7935004234313965,False,1,2,0,0,6.6,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
MZ,WT,2024-02-28,13,13,7,2,4,8,17.0,6,22,39.333333333333336,0,0.0,24,0.0,0.0,9.256500244140625,0.0,0.0,0.0,10.787993431091309,24.479999542236328,7.2064995765686035,False,0,0,2,0,1.0,1.0,1.0,2,2.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
DMN,ASSP,2024-02-28,13,13,2,2,4,8,9.0,4,8,3.0,0,0.0,16,0.0,0.0,8.13700008392334,0.0,0.0,0.0,17.0725040435791,31.68000030517578,6.88700008392334,False,0,0,2,0,0.734,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
GS,MDB,2024-02-28,13,13,19,1,8,12,38.0,8,12,17.0,1,0.14285714285714285,64,1.4426950408889634,0.5,9.723999977111816,0.0,0.0,0.0,19.930477142333984,37.79999923706055,8.02400016784668,False,0,1,0,0,0.6,1.0,1.0,2,2.0,1,1,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
BGN,GS,2024-02-28,13,13,37,1,6,12,44.0,8,12,38.0,0,0.0,48,0.0,0.0,10.019499778747559,0.0,0.0,0.0,19.201873779296875,36.36000061035156,7.66949987411499,False,1,1,0,0,0.8,1.0,1.0,1,1.0,1,1,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
CL,HTNC,2024-02-28,13,13,9,4,4,24,17.0,4,24,10.0,0,0.0,16,0.0,0.0,6.46750020980835,0.10000000149011612,0.0,0.0,11.04326057434082,23.759998321533203,5.21750020980835,False,1,0,4,0,0.35,1.0,1.0,1,1.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
HVSP,HOR,2024-02-28,13,13,5,2,6,16,13.333333333333334,4,8,14.0,1,0.25,24,0.6213349345596119,0.2,7.093500137329102,0.0,0.0,0.0,16.099689483642578,29.51999855041504,5.69350004196167,False,0,0,2,0,6.4,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
ASHD,AC,2024-02-28,13,13,4,2,4,8,5.0,4,8,16.0,0,0.0,16,0.0,0.0,7.83050012588501,0.0,0.0,0.0,17.0725040435791,31.319997787475586,6.530500411987305,False,1,0,2,0,1.8,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
GVM,LAA,2024-02-28,13,13,3,4,4,16,9.0,8,36,10.0,0,0.0,32,0.0,0.0,9.600000381469727,0.0,0.0,0.0,20.380578994750977,37.439998626708984,8.100000381469727,False,1,0,4,0,0.3,1.0,1.0,2,2.0,4,1,0.25,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
NMGO,NM,2024-02-28,13,13,3,4,4,16,5.0,8,32,23.5,0,0.0,32,0.0,0.0,7.554500102996826,0.0,0.0,0.0,9.65981388092041,21.959999084472656,5.754500389099121,False,1,0,4,0,5.34,1.0,1.0,1,1.0,5,3,0.6,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
AH,OTB,2024-02-28,13,13,4,2,12,40,21.666666666666668,4,8,8.0,0,0.0,48,0.0,0.0,7.261000156402588,0.0,0.0,0.0,11.298495292663574,25.559999465942383,5.861000061035156,False,0,0,2,0,0.0,1.0,1.0,47,55.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
EHV,HMBV,2024-02-28,13,13,10,2,14,50,36.285714285714285,4,8,12.0,0,0.0,56,0.0,0.0,9.508500099182129,0.0,0.0,0.0,12.303365707397461,26.639999389648438,7.108500003814697,False,0,0,2,0,0.5,1.0,1.0,2,2.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
UTG,CAS,2024-02-28,13,13,4,3,7,14,10.25,8,24,20.0,1,0.14285714285714285,56,0.6213349345596119,0.2,9.0,0.0,0.0,0.0,19.87839126586914,34.91999816894531,8.449999809265137,False,1,1,2,0,5.1,1.0,1.0,2,2.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,1.0
BSMZ,HVSM,2024-02-28,13,13,4,4,4,16,5.0,4,16,5.0,0,0.0,16,0.0,0.0,7.343500137329102,0.0,0.0,0.0,16.904672622680664,31.68000030517578,5.993500232696533,False,0,0,4,0,3.7,1.0,1.0,2,2.0,4,3,0.75,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
OST,WH,2024-02-28,13,13,7,2,4,8,17.0,4,8,21.0,0,0.0,16,0.0,0.0,8.180500030517578,0.0,0.0,0.0,16.13587188720703,31.319997787475586,6.530500411987305,False,1,2,0,0,8.4,1.0,1.0,1,1.0,3,2,0.6666667,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HTN,HTNC,2024-02-28,13,13,1,8,4,24,5.0,4,24,10.0,0,0.0,16,0.0,0.0,6.7870001792907715,0.0,0.0,0.0,13.10419750213623,26.639999389648438,5.586999893188477,False,0,0,8,0,3.5520000000000005,1.0,1.0,3,3.0,8,2,0.25,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
UTZL,MAS,2024-02-28,13,13,5,2,4,8,7.0,4,9,10.0,0,0.0,16,0.0,0.0,6.91949987411499,0.0,0.0,0.0,14.658676147460938,27.35999870300293,5.519499778747559,False,0,0,2,0,1.65,1.0,1.0,5,5.0,4,3,0.75,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
EHV,HT,2024-02-28,13,13,32,7,14,50,36.285714285714285,14,55,39.714285714285715,1,0.07692307692307693,196,0.6213349345596119,0.2,9.508500099182129,0.0,0.0,0.0,12.303365707397461,26.639999389648438,7.108500003814697,False,1,7,0,0,4.174,1.0,1.0,1,1.0,6,2,0.33333334,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
ALMP,ALMB,2024-02-28,13,13,4,2,4,8,6.0,4,8,6.0,0,0.0,16,0.0,0.0,7.349999904632568,0.0,0.0,0.0,16.51690101623535,31.68000030517578,6.699999809265137,False,1,0,2,0,6.85,1.0,1.0,2,2.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
CAS,AMR,2024-02-28,13,13,12,2,8,24,20.0,6,20,12.0,1,0.16666666666666666,48,1.4426950408889634,0.5,9.0,0.0,0.0,0.0,19.87839126586914,34.91999816894531,8.449999809265137,False,1,2,0,0,11.366,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
BMN,DR,2024-02-28,13,13,6,2,4,8,13.0,8,16,20.5,1,0.2,32,0.9102392266268373,0.3333333333333333,8.008500099182129,0.0,0.0,0.0,14.399999618530273,28.440000534057617,6.458499908447266,False,0,0,2,0,0.8,1.0,1.0,5,5.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
OW,O,2024-02-28,13,13,1,2,4,8,12.0,8,16,26.0,0,0.0,32,0.0,0.0,7.80649995803833,0.0,0.0,0.0,9.832679748535156,21.239999771118164,5.856499671936035,False,1,0,2,0,7.8,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
SD,BRN,2024-02-28,13,13,4,2,4,8,5.0,6,12,13.333333333333334,0,0.0,24,0.0,0.0,6.780500411987305,0.0,0.0,0.0,14.812589645385742,27.0,5.58050012588501,False,0,0,2,0,0.8,1.0,1.0,2,2.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
WT,MZ,2024-02-28,13,13,7,2,6,22,39.333333333333336,4,8,17.0,0,0.0,24,0.0,0.0,9.191499710083008,0.0,0.0,0.0,10.787993431091309,24.479999542236328,7.141499996185303,False,0,0,2,0,0.0,1.0,1.0,6,6.0,3,2,0.6666667,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HLMS,HWZB,2024-02-28,13,13,7,4,4,16,8.0,4,16,14.0,0,0.0,16,0.0,0.0,9.206500053405762,0.0,0.0,0.0,16.981164932250977,32.39999771118164,8.356500625610352,False,1,0,4,0,4.4,1.0,1.0,1,1.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
AMF,AMFS,2024-02-28,13,13,3,6,14,45,47.714285714285715,4,20,6.0,0,0.0,56,0.0,0.0,6.625999927520752,0.10000000149011612,0.0,0.0,13.854154586791992,25.559999465942383,5.47599983215332,False,0,2,4,0,0.602,1.0,1.0,1,1.0,6,2,0.33333334,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
VNDW,MRN,2024-02-28,13,13,14,2,4,8,15.0,4,8,22.0,0,0.0,16,0.0,0.0,6.406499862670898,0.10000000149011612,0.0,0.0,13.378250122070312,25.19999885559082,5.30649995803833,False,0,0,2,0,0.0,1.0,1.0,7,7.0,3,2,0.6666667,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
MRN,VNDW,2024-02-28,13,13,14,2,4,8,22.0,4,8,15.0,0,0.0,16,0.0,0.0,6.400000095367432,0.10000000149011612,0.0,0.0,12.768586158752441,26.639999389648438,5.349999904632568,False,1,0,2,0,1.5,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HOR,HVSP,2024-02-28,13,13,5,2,4,8,14.0,6,16,13.333333333333334,1,0.25,24,0.6213349345596119,0.2,7.08050012588501,0.0,0.0,0.0,16.099689483642578,29.51999855041504,5.680500030517578,False,0,0,2,0,6.7,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HVSM,HVS,2024-02-28,13,13,1,4,4,16,5.0,12,34,20.0,0,0.0,48,0.0,0.0,7.323999881744385,0.0,0.0,0.0,16.904672622680664,31.68000030517578,5.973999977111816,False,0,0,4,0,3.45,1.0,1.0,2,2.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
HN,PMO,2024-02-28,13,13,18,2,8,20,34.5,4,8,19.0,0,0.0,32,0.0,0.0,9.77400016784668,0.0,0.0,0.0,18.723461151123047,34.20000076293945,8.423999786376953,False,0,0,2,0,0.0,1.0,1.0,19,23.0,3,3,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
AMR,CAS,2024-02-28,13,13,12,2,6,20,12.0,8,24,20.0,1,0.16666666666666666,48,1.4426950408889634,0.5,8.937000274658203,0.0,0.0,0.0,20.969806671142578,36.71999740600586,8.337000846862793,False,0,2,0,0,3.0,1.0,1.0,3,3.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
NM,O,2024-02-28,13,13,24,2,8,32,23.5,8,16,26.0,0,0.0,64,0.0,0.0,8.043499946594238,0.0,0.0,0.0,10.464797019958496,24.84000015258789,6.0435004234313965,False,0,2,0,0,6.2,1.0,1.0,3,3.0,3,3,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
RTB,RTD,2024-02-28,13,13,1,8,6,36,15.333333333333334,14,68,43.142857142857146,0,0.0,84,0.0,0.0,9.135000228881836,0.0,0.0,0.0,18.504138946533203,34.20000076293945,7.085000038146973,False,1,4,4,0,1.296,1.0,1.0,1,1.0,8,6,0.75,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
MAS,BKL,2024-02-28,13,13,5,2,4,9,10.0,6,13,24.0,0,0.0,24,0.0,0.0,7.380500316619873,0.0,0.0,0.0,16.263872146606445,29.8799991607666,5.980500221252441,False,1,0,2,0,2.3,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
AHP,AHPR,2024-02-28,13,13,2,2,4,8,3.0,4,8,5.0,0,0.0,16,0.0,0.0,7.339000225067139,0.0,0.0,0.0,11.298495292663574,25.559999465942383,5.939000129699707,False,0,0,2,0,0.5,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HWZB,ASS,2024-02-28,13,13,7,4,4,16,14.0,12,77,24.666666666666668,0,0.0,48,0.0,0.0,9.206500053405762,0.0,0.0,0.0,16.981164932250977,32.39999771118164,8.356500625610352,False,0,0,4,0,4.2,1.0,1.0,1,1.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
UTZL,UT,2024-02-28,13,13,2,2,4,8,7.0,24,118,39.0,0,0.0,96,0.0,0.0,6.91949987411499,0.0,0.0,0.0,14.658676147460938,27.35999870300293,5.519499778747559,False,1,0,2,0,0.5660000000000001,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
STD,RM,2024-02-28,13,13,25,5,6,17,43.333333333333336,4,18,49.0,0,0.0,24,0.0,0.0,9.61299991607666,0.0,0.0,0.0,10.188699722290039,23.399999618530273,7.513000011444092,False,1,5,0,0,4.17,1.0,1.0,2,2.0,4,2,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
ASD,SHL,2024-02-28,13,13,19,4,12,72,30.666666666666668,12,52,47.666666666666664,0,0.0,144,0.0,0.0,9.071999549865723,0.0,0.0,0.0,16.299694061279297,29.51999855041504,7.671999931335449,False,1,0,0,4,21.0,1.0,1.0,1,1.0,4,1,0.25,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
ASD,ASS,2024-02-28,13,13,4,19,12,72,30.666666666666668,12,77,24.666666666666668,0,0.0,144,0.0,0.0,9.071999549865723,0.0,0.0,0.0,16.299694061279297,29.51999855041504,7.671999931335449,False,1,10,9,0,2.938,1.0,1.0,1,1.0,18,4,0.22222222,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
DRH,BV,2024-02-28,13,13,5,2,4,8,6.0,4,8,8.0,0,0.0,16,0.0,0.0,9.173999786376953,0.0,0.0,0.0,16.981164932250977,32.39999771118164,8.324000358581543,False,0,0,2,0,7.3,1.0,1.0,2,2.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
RTD,SDM,2024-02-28,13,13,4,8,14,68,43.142857142857146,6,36,15.333333333333334,1,0.1111111111111111,84,0.6213349345596119,0.2,9.167499542236328,0.0,0.0,0.0,18.504138946533203,34.20000076293945,7.117500305175781,False,1,4,4,0,1.1,1.0,1.0,1,1.0,8,6,0.75,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
VH,HIL,2024-02-28,13,13,10,2,4,8,18.0,4,8,17.0,0,0.0,16,0.0,0.0,9.593500137329102,0.0,0.0,0.0,18.0,32.76000213623047,8.243499755859375,False,0,0,2,0,0.6,1.0,1.0,4,4.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
MP,HGV,2024-02-28,13,13,20,2,6,24,41.333333333333336,4,8,34.0,0,0.0,24,0.0,0.0,8.300000190734863,0.0,0.0,0.0,17.373497009277344,32.76000213623047,6.349999904632568,False,1,0,2,0,1.0,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
O,NM,2024-02-28,13,13,24,2,8,16,26.0,8,32,23.5,0,0.0,64,0.0,0.0,7.7935004234313965,0.0,0.0,0.0,9.832679748535156,21.239999771118164,5.843500137329102,False,1,2,0,0,4.8,1.0,1.0,1,1.0,2,2,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
MDB,VS,2024-02-28,13,13,6,1,8,12,17.0,4,6,7.0,1,0.2,32,1.4426950408889634,0.5,9.156499862670898,0.0,0.0,0.0,19.995397567749023,36.36000061035156,8.356500625610352,False,0,1,0,0,0.2,1.0,1.0,5,5.0,1,1,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
MDB,GS,2024-02-28,13,13,19,1,8,12,17.0,8,12,38.0,1,0.14285714285714285,64,1.4426950408889634,0.5,9.156499862670898,0.0,0.0,0.0,19.995397567749023,36.36000061035156,8.356500625610352,False,1,1,0,0,0.4,1.0,1.0,4,4.0,1,1,1.0,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
GP,HZE,2024-02-28,13,13,5,2,4,8,11.0,4,8,15.0,0,0.0,16,0.0,0.0,9.423999786376953,0.0,0.0,0.0,12.303365707397461,26.639999389648438,7.02400016784668,False,0,0,2,0,0.8,1.0,1.0,2,2.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
VNDC,VNDW,2024-02-28,13,13,1,2,4,8,9.0,4,8,15.0,0,0.0,16,0.0,0.0,6.606499671936035,0.20000000298023224,0.0,0.0,12.397806167602539,24.119998931884766,5.30649995803833,False,0,0,2,0,0.0,1.0,1.0,7,7.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
BZL,KRG,2024-02-28,13,13,6,2,4,8,11.0,4,8,13.0,0,0.0,16,0.0,0.0,9.730500221252441,0.0,0.0,0.0,19.930477142333984,37.79999923706055,8.030500411987305,False,0,1,1,0,0.7,1.0,1.0,4,4.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
HD,NS,2024-02-28,13,13,12,2,4,8,16.0,4,8,21.0,0,0.0,16,0.0,0.0,6.615000247955322,0.0,0.0,0.0,13.10419750213623,27.719999313354492,6.065000057220459,False,0,0,2,0,1.4,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
ZL,AMF,2024-02-28,13,13,66,2,14,36,76.28571428571429,14,45,47.714285714285715,0,0.0,196,0.0,0.0,7.849999904632568,0.0,0.0,0.0,15.003839492797852,28.079999923706055,6.349999904632568,False,1,2,0,0,3.7,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
AC,BKL,2024-02-28,13,13,12,2,4,8,16.0,6,13,24.0,0,0.0,24,0.0,0.0,7.836999893188477,0.0,0.0,0.0,17.0725040435791,31.319997787475586,6.5370001792907715,False,0,0,2,0,1.25,1.0,1.0,1,1.0,2,1,0.5,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,0.0,0.0
LAA,GVM,2024-02-28,13,13,3,4,8,36,10.0,4,16,9.0,0,0.0,32,0.0,0.0,9.580500602722168,0.0,0.0,0.0,20.380578994750977,37.439998626708984,8.080500602722168,False,1,0,4,0,3.65,1.0,1.0,2,2.0,4,1,0.25,2024,2,3,2024-02,2024-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,647,294,353,1.0,1.0
