source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
VSS,MDB,2019-07-01,2019,7,5,614.0,0.57,441,2947.0,2.73,127,1081,0.408,0.1175,0,1131,1,1131.0,0,3,2252.0,1131.0,3383.0,8.0,3.0,5.0,7,17.833333333333336,8.5,9.333333333333334,2341.0,2296.0,4637.0,1,0.2,21,1.4426950408889634,0.5,18.448607305044767,66.80000029504299,0.0,0.0,14.549741475492395,61.56,19.870583127903682,18.461607793326017,66.80000029504299,0.0,0.0,14.549741475492395,61.56,19.883583616184932,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,1.0,1.0
ZTMO,ZTM,2019-07-01,2019,7,1,1050.0,0.59,383,2524.0,1.43,339,1770,0.2164,0.1915,0,1822,1,1822.0,0,4,3621.0,3621.0,7242.0,3.0,1.5,1.5,4,6.0,3.0,3.0,3621.0,3620.0,7241.0,0,0.0,16,0.0,0.0,18.435483881222304,34.300000600516796,0.0,0.0,12.796183526836415,53.28,19.59099461955409,18.42898363708168,34.300000600516796,0.0,0.0,12.796183526836415,53.28,19.584494375413463,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
AC,BKL,2019-07-01,2019,7,12,1260.0,0.75,326,5237.0,3.11,406,1683,0.1937,0.2412,10,1821,1,1821.0,0,4,3588.0,3587.0,7175.0,16.0,8.0,8.0,6,24.0,12.0,12.0,3587.0,4472.0,8059.0,0,0.0,24,0.0,0.0,18.52355897170241,39.40000057220459,0.0,0.0,12.287489427834428,57.96,19.34035990699645,18.570169934662438,36.10000032186508,0.0,0.0,12.230340555951159,56.88,19.480519594684726,0,0.0,8.0,23.0,0.2629,0,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
ST,SD,2022-07-01,2022,7,1,225.0,0.25,115,2938.0,3.26,292,902,0.1275,0.3237,1,1124,1,1124.0,0,4,2278.0,2278.0,4556.0,2.0,1.0,1.0,4,5.0,2.5,2.5,2278.0,1275.5,3553.5,0,0.0,16,0.0,0.0,18.214080359346124,37.10000040382147,0.0,0.0,11.520334329896716,55.079998,19.13182227073177,18.253080186023507,37.10000040382147,0.0,0.0,11.520334329896716,55.079998,19.17082202690904,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
ST,SD,2023-07-01,2023,7,1,395.0,0.45,182,2579.0,2.94,289,876,0.2078,0.3299,6,1023,1,1023.0,0,4,2073.0,2073.0,4146.0,2.0,1.0,1.0,4,5.0,2.5,2.5,2073.0,1171.5,3244.5,0,0.0,16,0.0,0.0,17.958771219817542,134.90000081062317,0.0,0.0,15.942983085429796,84.24,18.640760439698415,17.997771046494925,134.90000081062317,0.0,0.0,15.942983085429796,84.24,18.67976019203022,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
ST,SD,2024-07-01,2024,7,1,358.0,0.33,113,1073.0,0.99,318,1081,0.1045,0.2942,2,930,1,930.0,0,5,1884.0,1884.0,3768.0,3.3333333333333335,2.3333333333333335,1.0,3,3.5,2.5,1.0,1884.0,954.0,2838.0,1,0.25,15,0.7213475204444817,0.25,17.663811520863604,87.50000071525574,0.0,0.0,12.774227780680503,77.76,18.21562607313997,17.702811446241153,87.50000071525574,0.0,0.0,12.774227780680503,77.76,18.254625904944636,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0009250694,0.0,0.0,0.0,0.001,0.999,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
GVMW,RSW,2020-07-01,2020,7,2,330.0,0.18,115,6717.0,3.59,282,1870,0.0615,0.1508,8,1900,1,1900.0,0,4,3831.0,3828.0,7659.0,3.0,1.5,1.5,4,7.0,3.5,3.5,3832.0,3834.0,7666.0,0,0.0,16,0.0,0.0,16.833131711970093,87.60000063478947,0.0,0.0,16.30637398322103,82.799995,17.70268815819935,16.833131711970093,87.60000063478947,0.0,0.0,16.30637398322103,82.799995,17.70268815819935,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,0.00053475937,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
STD,HRL,2021-07-01,2021,7,19,35.0,7.0,4,30.0,6.0,3,5,0.8,0.6,1,53,25,2.12,0,5,5178.0,2467.12,7645.12,43.66666666666667,21.666666666666668,22.0,2,38.0,19.0,19.0,2.12,1389.0,1391.12,0,0.0,10,0.0,0.0,18.043981388051023,101.80000030994415,0.0,0.0,10.85378054881929,75.24,18.30708634084271,17.864210281320798,110.7999999076128,0.0,0.0,11.83016660280766,78.84,18.109438883360998,0,0.0,9.0,22.0,0.2629,1,1,0.226,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,1.0,1.0
VTN,WD,2022-07-01,2022,7,9,424.0,0.28,139,9187.0,6.03,422,1524,0.0912,0.2769,0,1472,1,1472.0,0,4,3711.0,3303.0,7014.0,11.0,5.5,5.5,9,26.6,13.6,13.0,7870.0,7014.0,14884.0,0,0.0,36,0.0,0.0,18.1524168509309,29.300000205636024,0.0,0.0,11.940225065395396,56.16,18.95342493569979,18.205288076913487,26.3000004068017,0.0,0.0,11.825168836901906,56.88,19.07094664342942,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
VTN,WD,2023-07-01,2023,7,9,461.0,0.35,147,2410.0,1.81,187,1329,0.1106,0.1407,0,1524,1,1524.0,0,4,3654.0,3304.0,6958.0,11.0,5.5,5.5,10,27.2,13.6,13.6,7946.0,7299.0,15245.0,0,0.0,40,0.0,0.0,17.94186577104753,144.50000094622374,0.0,0.0,17.311765961669465,78.84,18.5444867521204,18.008312267641866,149.40000119060278,0.0,0.0,17.01953439029955,77.4,18.662142909983153,0,0.0,10.0,21.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
VTN,WD,2024-07-01,2024,7,9,756.0,0.3,256,4749.0,1.88,370,2528,0.1013,0.1464,0,2478,1,2478.0,0,4,4248.0,4218.0,8466.0,11.0,5.5,5.5,16,33.25,16.625,16.625,10289.67,10452.92,20742.59,0,0.0,64,0.0,0.0,17.654903422119798,100.5999997407198,0.0,0.0,13.682074567763715,79.92,18.207860400599817,17.662210119667872,91.00000032782555,0.0,0.0,13.413964832021344,78.479996,18.152398297863623,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,1.0
KZ,ZZS,2019-07-01,2019,7,1,1840.0,1.06,681,4228.0,2.44,482,1731,0.3934,0.2785,0,1783,1,1783.0,0,4,3569.0,3569.0,7138.0,3.0,1.5,1.5,4,4.0,2.0,2.0,3569.0,3569.0,7138.0,0,0.0,16,0.0,0.0,18.27656429813754,43.50000052899122,0.0,0.0,12.293672835234032,58.679996,19.24208850373504,18.283064542278165,43.50000052899122,0.0,0.0,12.293672835234032,58.679996,19.248588747875665,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.00057770073,0.0,0.0,0.0,0.001,0.999,3,-0.4999999999999997,-0.8660254037844388,1.0,1.0
AHPR,VP,2019-07-01,2019,7,3,665.0,0.68,458,1948.0,2.01,198,971,0.4717,0.2039,0,1007,1,1007.0,0,4,2010.0,2010.0,4020.0,5.0,2.5,2.5,4,7.0,3.5,3.5,2009.0,2010.0,4019.0,0,0.0,16,0.0,0.0,19.350139394883186,40.200000286102295,0.0,0.0,10.900168561006105,52.92,20.123190473484737,19.330640251918506,40.200000286102295,0.0,0.0,10.900168561006105,52.92,20.10369146895665,0,0.0,8.0,23.0,0.2629,0,1,0.226,0,0.026776519,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.973,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
HZE,MZ,2022-07-01,2022,7,10,422.0,0.46,124,1722.0,1.89,137,910,0.1363,0.1505,2,1888,1,1888.0,0,4,2872.0,2872.0,5744.0,15.0,7.5,7.5,3,18.5,8.5,10.0,2872.0,984.0,3856.0,0,0.0,12,0.0,0.0,19.296099633298894,25.200000129640102,0.0,0.0,10.448582861532447,54.0,20.318949122582712,19.2971588424457,23.900000385940075,0.0,0.0,10.30010563199238,50.76,20.38788463479729,0,0.0,10.0,21.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
HZE,MZ,2023-07-01,2023,7,10,554.0,0.6,138,3010.0,3.25,204,926,0.149,0.2203,0,924,1,924.0,0,4,1859.0,1859.0,3718.0,15.0,7.5,7.5,3,18.5,8.5,10.0,1859.0,935.0,2794.0,0,0.0,12,0.0,0.0,18.722107728322346,107.80000035464764,0.0,0.0,14.65742565499198,76.67999,19.284876547833925,18.804148110010292,119.30000074207783,0.0,0.0,14.790695371486807,75.24,19.447091612764584,0,0.0,10.0,21.0,0.2629,0,1,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
WC,NMD,2021-07-01,2021,7,4,1974.0,1.08,996,4268.0,2.33,357,1835,0.5428,0.1946,1,1932,1,1932.0,0,4,2306.0,3093.0,5399.0,11.0,5.5,5.5,4,6.0,3.0,3.0,3879.0,3093.0,6972.0,0,0.0,16,0.0,0.0,18.00458847963682,117.80000101029873,0.0,0.0,11.763529395985026,77.03999,18.223943303990108,17.998088477760234,117.80000101029873,0.0,0.0,11.763529395985026,77.03999,18.217443205977,0,0.0,9.0,22.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
EKZ,BKF,2020-07-01,2020,7,3,149.0,0.12,48,2250.0,1.77,66,1273,0.0377,0.0518,22,2043,1,2043.0,0,1,0.0,2043.0,2043.0,3.0,0.0,3.0,3,3.0,2.0,1.0,3973.0,2043.0,6016.0,0,0.0,3,0.0,0.0,16.69454533438529,89.60000115633011,0.0,0.0,17.136723622639654,87.12,17.447703839630208,16.70754546119321,89.60000115633011,0.0,0.0,17.136723622639654,87.12,17.460704074111035,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,0.9748625,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
HZE,MZ,2024-07-01,2024,7,10,640.0,0.67,278,1925.0,2.01,310,959,0.2899,0.3233,0,961,1,961.0,0,4,1893.0,1893.0,3786.0,15.0,7.5,7.5,3,18.5,8.5,10.0,1893.0,932.0,2825.0,0,0.0,12,0.0,0.0,18.481449114379064,90.70000127702951,0.0,0.0,11.693414781683234,67.67999,19.02177171425153,18.534390007295915,76.10000099241734,0.0,0.0,11.688404797386097,64.439995,18.981701822691065,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
AMRN,AMR,2020-07-01,2020,7,1,929.0,0.38,455,5862.0,2.38,558,2468,0.1844,0.2261,0,2488,1,2488.0,0,4,4962.0,4934.0,9896.0,7.0,3.5,3.5,6,12.0,6.0,6.0,4867.0,5890.0,10757.0,0,0.0,24,0.0,0.0,16.409983784921707,90.80000066757202,0.0,0.0,17.147731845577557,83.159996,17.218048162357782,16.409983784921707,90.80000066757202,0.0,0.0,17.147731845577557,83.159996,17.218048162357782,0,0.0,8.0,23.0,0.2629,0,1,0.226,1,0.5806321,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.419,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
RTST,RTZ,2022-07-01,2022,7,1,35.0,0.92,13,137.0,3.61,12,38,0.3421,0.3158,9,51,1,51.0,0,8,184.0,162.5,346.5,11.0,5.5,5.5,7,5.083333333333334,2.75,2.3333333333333335,4967.0,4976.0,9943.0,2,0.3333333333333333,56,1.631586747071319,0.5833333333333333,18.66295922187067,18.400000222027302,0.0,0.0,12.178548315199473,61.199997,20.242999413962004,18.62395942211151,18.400000222027302,0.0,0.0,12.178548315199473,61.199997,20.20399973853942,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
RTST,RTZ,2023-07-01,2023,7,1,120.0,4.14,22,168.0,5.79,23,29,0.7586,0.7931,2,43,1,43.0,0,5,75.0,267.0,342.0,3.8333333333333335,1.5,2.3333333333333335,8,5.5,2.75,2.75,4779.5,4766.75,9546.25,2,0.4,40,1.631586747071319,0.5833333333333333,18.159531754832113,139.40000026673079,0.0,0.0,17.417869402516274,77.76,19.062421443641828,18.120531958918416,139.40000026673079,0.0,0.0,17.417869402516274,77.76,19.023421746428294,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
RTST,RTZ,2024-07-01,2024,7,1,156.0,2.08,53,658.0,8.77,65,75,0.7067,0.8667,4,38,1,38.0,0,9,73.24000000000001,259.0,332.24,10.9,5.4,5.5,6,4.666666666666667,2.3333333333333335,2.3333333333333335,4177.0,4168.0,8345.0,2,0.3333333333333333,54,1.631586747071319,0.5833333333333333,17.719209323647203,111.2000008225441,0.0,0.0,13.250011079574143,78.84,18.386951141459967,17.680209403396933,111.2000008225441,0.0,0.0,13.250011079574143,78.84,18.34795132888261,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
VB,YPB,2024-07-01,2024,7,4,577.0,0.39,287,4348.0,2.97,403,1464,0.196,0.2753,1,1373,1,1373.0,0,5,4124.75,1379.09,5503.84,7.666666666666666,3.6666666666666665,4.0,8,19.0,9.0,10.0,3837.29,3832.11,7669.4,2,0.3333333333333333,40,1.013230239864666,0.2777777777777778,17.531757952064595,126.5000008046627,0.0,0.0,14.93777243312328,86.03999,18.358303491787243,17.537690531822943,126.1000002771616,0.0,0.0,13.646937777919154,80.64,18.233658134296377,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.004781421,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
ASD,HVS,2024-07-01,2024,7,29,1464.0,1.48,505,2190.0,2.22,62,987,0.5117,0.0628,130,1095,1,1095.0,0,20,13042.42,21410.17,34452.59,34.62626262626263,17.444444444444443,17.181818181818183,21,28.918181818181818,14.818181818181818,14.1,10863.5,9267.22,20130.72,5,0.2631578947368421,420,2.866977098549183,0.8500000000000001,17.36682576517905,120.60000082850456,0.0,0.0,13.312903246892397,80.28,18.185777478320624,17.71663700765179,118.49999986588955,0.0,0.0,13.066973493304303,81.0,18.295601915287715,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
GD,UT,2022-07-01,2022,7,32,1315.0,0.6,500,6194.0,2.82,481,2193,0.228,0.2193,50,2933,1,2933.0,0,15,15071.5,10839.0,25910.5,37.66666666666667,21.0,16.666666666666668,26,45.32727272727273,22.727272727272727,22.6,23775.0,32094.0,55869.0,0,0.0,390,0.0,0.0,18.329741697157584,20.500000342726707,0.0,0.0,12.153563593504249,58.679996,19.21905614483741,18.24085768320227,26.599999994039536,0.0,0.0,11.477490257752198,55.079998,19.055105033741203,0,0.0,10.0,21.0,0.2629,0,1,0.226,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
ZTM,ZTMO,2022-07-01,2022,7,1,707.0,0.43,409,8693.0,5.25,392,1655,0.2471,0.2369,1,1867,1,1867.0,0,4,3756.0,3756.0,7512.0,6.0,3.0,3.0,4,3.0,1.5,1.5,3756.0,3756.0,7512.0,0,0.0,16,0.0,0.0,18.31392983851894,21.60000029951334,0.0,0.0,12.39851479696971,63.72,19.531873409466076,18.320430082659566,21.60000029951334,0.0,0.0,12.39851479696971,63.72,19.5383736536067,0,0.0,10.0,21.0,0.2629,0,1,0.226,1,0.0,0.0,0.0,0.00060422963,0.0,0.0,0.0,0.001,0.999,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
ZTM,ZTMO,2023-07-01,2023,7,1,632.0,0.59,317,2284.0,2.13,358,1072,0.2957,0.334,0,1726,1,1726.0,0,4,3472.0,3468.0,6940.0,6.0,3.0,3.0,4,3.0,1.5,1.5,3468.0,3468.0,6936.0,0,0.0,16,0.0,0.0,17.958015846949753,133.80000080913305,0.0,0.0,17.624196066010384,78.479996,18.78765296423307,17.964516091090378,133.80000080913305,0.0,0.0,17.624196066010384,78.479996,18.794153208373697,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
ZTM,ZTMO,2024-07-01,2024,7,1,749.0,0.52,357,4364.0,3.0,459,1454,0.2455,0.3157,3,1374,1,1374.0,0,4,3832.0,3833.0,7665.0,6.0,3.0,3.0,4,3.0,1.5,1.5,3833.0,3833.0,7666.0,0,0.0,16,0.0,0.0,17.55069064581266,126.1000002771616,0.0,0.0,13.646937777919154,80.64,18.24665835980446,17.557190889953286,126.1000002771616,0.0,0.0,13.646937777919154,80.64,18.253158603945085,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0006877579,0.0,0.0,0.0,0.001,0.999,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
ASA,ASB,2020-07-01,2020,7,4,20.0,0.77,16,12.0,0.46,9,26,0.6154,0.3462,0,93,1,93.0,0,10,11105.0,10936.0,22041.0,18.8,9.4,9.4,13,18.523809523809526,8.666666666666666,9.857142857142858,8308.0,8222.0,16530.0,3,0.3333333333333333,130,1.2440017115670732,0.2708333333333333,16.68895746431043,93.1000010818243,0.0,0.0,14.524097367640465,75.96,17.611067632193205,16.636957418534063,93.1000010818243,0.0,0.0,14.524097367640465,75.96,17.559067586416838,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
KZ,ZD,2019-07-01,2019,7,2,1485.0,0.86,551,5330.0,3.07,519,1736,0.3174,0.299,0,1786,1,1786.0,0,4,3569.0,3569.0,7138.0,3.0,1.5,1.5,8,14.0,7.0,7.0,9637.0,9603.0,19240.0,0,0.0,32,0.0,0.0,18.27656429813754,43.50000052899122,0.0,0.0,12.293672835234032,58.679996,19.24208850373504,18.304876157032545,43.20000056922436,0.0,0.0,12.003385077080418,60.839996,19.329607235488073,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
HTNC,CL,2022-07-01,2022,7,9,393.0,0.4,156,3065.0,3.1,254,990,0.1576,0.2566,7,2623,1,2623.0,0,4,4958.0,5162.0,10120.0,10.0,5.0,5.0,4,17.0,8.5,8.5,4958.0,4958.0,9916.0,0,0.0,16,0.0,0.0,18.34868319316577,27.40000046789646,0.0,0.0,11.694390669945747,57.6,19.179731689473634,18.53342782425624,27.300000205636024,0.0,0.0,11.981039243519946,56.16,19.639745140588413,0,0.0,10.0,21.0,0.2629,0,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
HTNC,CL,2023-07-01,2023,7,9,1707.0,0.63,696,5746.0,2.13,795,2699,0.2579,0.2946,12,2589,1,2589.0,0,4,4913.0,4974.0,9887.0,10.0,5.0,5.0,4,17.0,8.5,8.5,4914.0,4914.0,9828.0,0,0.0,16,0.0,0.0,18.134839148931604,139.30000039935112,0.0,0.0,16.341562289384104,75.96,18.82966450978351,18.26541708361718,114.30000010877848,0.0,0.0,16.27852905918193,78.12,18.79317258506693,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
HTNC,CL,2024-07-01,2024,7,9,1959.0,0.43,891,6502.0,1.43,1003,4543,0.1961,0.2208,15,4515,1,4515.0,0,4,6854.0,6854.0,13708.0,10.0,5.0,5.0,4,17.0,8.5,8.5,6854.0,6854.0,13708.0,0,0.0,16,0.0,0.0,17.761653568155022,93.70000059902668,0.0,0.0,12.84388763721912,73.799995,18.271734296634634,17.911787955991684,97.20000019669533,0.0,0.0,12.826698739442133,75.24,18.254597211396824,0,0.0,8.0,23.0,0.2629,0,1,0.226,0,0.00022011886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
HZE,GP,2022-07-01,2022,7,5,653.0,0.71,275,2158.0,2.33,140,926,0.297,0.1512,7,984,1,984.0,0,4,2872.0,2872.0,5744.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2873.0,2841.0,5714.0,0,0.0,16,0.0,0.0,19.296099633298894,25.200000129640102,0.0,0.0,10.448582861532447,54.0,20.318949122582712,19.375815126203722,22.300000093877316,0.0,0.0,10.646264364642482,52.199997,20.789054524513983,0,0.0,10.0,21.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
HZE,GP,2023-07-01,2023,7,5,644.0,0.69,243,2650.0,2.84,297,932,0.2607,0.3187,6,935,1,935.0,0,4,1859.0,1859.0,3718.0,15.0,7.5,7.5,4,11.0,5.5,5.5,1859.0,1819.0,3678.0,0,0.0,16,0.0,0.0,18.722107728322346,107.80000035464764,0.0,0.0,14.65742565499198,76.67999,19.284876547833925,18.732535644244123,107.60000023245811,0.0,0.0,14.621916789841908,75.24,19.399067968450566,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,0.0010729614,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
LLZM,GD,2019-07-01,2019,7,13,639.0,0.37,266,2125.0,1.22,308,1747,0.1523,0.1763,0,1799,1,1799.0,0,4,3621.0,3621.0,7242.0,15.0,7.5,7.5,12,33.16666666666667,16.5,16.666666666666668,14683.0,9902.0,24585.0,0,0.0,48,0.0,0.0,18.454984352152835,34.300000600516796,0.0,0.0,12.796183526836415,53.28,19.61049521353937,18.537537447867855,36.70000063627958,0.0,0.0,12.510607945021762,57.239998,19.428263101526486,0,0.0,8.0,23.0,0.2629,0,0,0.226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,0.0
WC,RVS,2021-07-01,2021,7,7,502.0,0.46,209,3164.0,2.89,324,1093,0.1912,0.2964,0,1161,1,1161.0,0,4,2306.0,3093.0,5399.0,11.0,5.5,5.5,4,15.0,7.5,7.5,2306.0,2307.0,4613.0,0,0.0,16,0.0,0.0,18.00458847963682,117.80000101029873,0.0,0.0,11.763529395985026,77.03999,18.223943303990108,17.92427199245781,116.5000005364418,0.0,0.0,12.172764109267343,72.72,18.240938700655455,0,0.0,9.0,22.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,1.0,1.0
HZE,GP,2024-07-01,2024,7,5,745.0,0.77,302,1906.0,1.97,327,969,0.3117,0.3375,7,932,1,932.0,0,4,1893.0,1893.0,3786.0,15.0,7.5,7.5,4,11.0,5.5,5.5,1893.0,1859.0,3752.0,0,0.0,16,0.0,0.0,18.481449114379064,90.70000127702951,0.0,0.0,11.693414781683234,67.67999,19.02177171425153,18.43482049434416,92.50000084936619,0.0,0.0,11.72035156014145,66.96,18.968489928912092,0,0.0,8.0,23.0,0.2629,1,1,0.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0
GD,UT,2023-07-01,2023,7,32,1148.0,0.63,398,12219.0,6.66,576,1835,0.2169,0.3139,47,2813,1,2813.0,0,15,13759.67,10297.0,24056.67,39.333333333333336,22.666666666666668,16.666666666666668,30,48.473214285714285,25.785714285714285,22.6875,23561.75,30746.0,54307.75,1,0.04,450,0.45511961331341866,0.1111111111111111,18.07523900590917,114.30000059306622,0.0,0.0,17.666669191852694,79.2,18.758639462532535,18.0185458993399,146.29999993741512,0.0,0.0,16.392990803526295,78.12,18.632457162744256,0,0.0,10.0,21.0,0.2629,1,1,0.226,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,1.0,0.0
