source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
HM,DN,2021-06-01,2021,6,9,870.0,0.8,357,4001.0,3.66,345,1092,0.3269,0.3159,3,1185,1,1185.0,0,8,4314.0,4153.0,8467.0,12.0,6.0,6.0,6,23.333333333333332,11.666666666666666,11.666666666666666,2365.0,3333.0,5698.0,1,0.16666666666666666,48,1.4426950408889634,0.5,19.201041220294105,100.60000049322844,0.0,0.0,10.604969309353166,51.12,20.262638431125218,19.272943756315442,97.30000022053719,0.0,0.0,10.36880509969261,52.92,20.031901990042794,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
LAA,GV,2023-06-01,2023,6,2,2804.0,1.32,877,13945.0,6.57,1107,2121,0.4135,0.5219,6,3005,1,3005.0,0,7,10606.0,8153.0,18759.0,11.333333333333332,5.0,6.333333333333333,13,20.214285714285715,10.714285714285714,9.5,12167.0,9113.0,21280.0,2,0.2222222222222222,91,0.9605402309330919,0.25,18.590082854694792,14.900000132620335,0.0,0.0,15.04838203969929,56.88,19.769527207480536,18.5705837726593,14.900000132620335,0.0,0.0,15.04838203969929,56.88,19.750028216838835,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
RTST,RLB,2024-06-01,2024,6,2,73.0,3.17,17,91.0,3.96,15,23,0.7391,0.6522,2,175,1,175.0,0,5,64.0,245.0,309.0,3.8333333333333335,1.5,2.3333333333333335,7,6.75,3.0,3.75,4317.0,4197.0,8514.0,2,0.4,35,1.531574161186449,0.5333333333333333,15.327791531880697,72.00000064074993,0.0,0.0,13.727914091737734,79.56,16.260152531994713,15.438930806848738,58.60000041127205,0.0,0.0,13.752850494699345,75.24,16.228861331939697,0,0.0,10.0,20.0,0.2629,1,1,0.24465,1,0.0,0.0,0.0,0.17391305,0.0,0.0,0.0,0.174,0.826,3,1.2246467991473532e-16,-1.0,0.0,0.0
AML,HGL,2023-06-01,2023,6,14,1538.0,1.52,236,4881.0,4.81,276,1014,0.2327,0.2722,149,1204,1,1204.0,0,8,3000.0,3586.0,6586.0,30.0,15.0,15.0,7,15.416666666666668,7.75,7.666666666666667,2834.0,1643.0,4477.0,0,0.0,56,0.0,0.0,19.42270831929313,47.200000151991844,0.0,0.0,12.933172341187795,50.039997,20.68500000503328,19.546638451682195,49.09999968111515,0.0,0.0,12.549308749785025,54.719997,20.771152300304838,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,0.9980276,0.0,0.0,0.0019723866,0.998,0.0,0.0,0.002,0.0,3,1.2246467991473532e-16,-1.0,0.0,1.0
O,HT,2024-06-01,2024,6,19,3179.0,3.56,804,6381.0,7.15,891,893,0.9003,0.9978,9,1192,1,1192.0,0,8,4739.0,4741.0,9480.0,26.0,13.0,13.0,13,40.85714285714286,21.0,19.857142857142858,11080.0,13229.0,24309.0,0,0.0,104,0.0,0.0,15.841624741421805,86.40000037103891,0.0,0.0,13.003931015564335,72.36,16.296694180700513,15.74450003306071,93.10000015795231,0.0,0.0,12.72495844438672,76.32,16.33901389307446,0,0.0,10.0,20.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
DV,APD,2023-06-01,2023,6,15,944.0,0.66,254,5283.0,3.68,278,1436,0.1769,0.1936,74,1481,1,1481.0,0,12,6586.0,7012.0,13598.0,29.666666666666668,14.833333333333334,14.833333333333334,5,49.33333333333333,29.0,20.333333333333332,2990.0,3546.0,6536.0,0,0.0,60,0.0,0.0,19.385277479224733,46.20000024884939,0.0,0.0,12.788298597269588,49.68,20.17284686565399,19.579569775528377,48.8000006750226,0.0,0.0,13.285862092839347,48.239998,21.385333772500356,0,0.0,8.0,22.0,0.2629,0,0,0.24465,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
HGL,BN,2023-06-01,2023,6,5,172.0,0.56,76,561.0,1.83,73,307,0.2476,0.2378,6,221,1,221.0,0,7,2834.0,1643.0,4477.0,15.416666666666668,7.75,7.666666666666667,4,12.0,6.0,6.0,422.0,422.0,844.0,0,0.0,28,0.0,0.0,19.546638451682195,49.09999968111515,0.0,0.0,12.549308749785025,54.719997,20.771152300304838,19.546638451682195,49.09999968111515,0.0,0.0,12.549308749785025,54.719997,20.771152300304838,0,0.0,8.0,22.0,0.2629,0,1,0.24465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
BRN,AMF,2023-06-01,2023,6,9,2314.0,2.47,868,5665.0,6.06,915,935,0.9283,0.9786,2,1085,1,1085.0,0,5,2690.0,3601.0,6291.0,14.666666666666668,8.0,6.666666666666667,15,46.10714285714286,23.857142857142858,22.25,12798.0,12962.0,25760.0,1,0.1,75,0.5138983423697507,0.14285714285714285,19.15661151409149,30.39999994635582,0.0,0.0,12.990907576514616,47.88,20.535083780023786,19.35669373538759,37.79999975860119,0.0,0.0,13.166723086271022,50.399998,20.915096441904705,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,0.00855615,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.991,3,1.2246467991473532e-16,-1.0,1.0,0.0
DDR,RTB,2023-06-01,2023,6,19,1642.0,0.92,559,10255.0,5.74,498,1787,0.3128,0.2787,49,2665,1,2665.0,0,15,4419.0,9065.380000000001,13484.380000000001,34.64285714285714,17.5,17.142857142857142,8,13.5,6.75,6.75,9745.0,8179.5,17924.5,2,0.2,120,1.0556294164628637,0.30000000000000004,19.44769413338767,20.70000009983778,0.0,0.0,13.739790417667892,48.96,20.32380521694819,19.06673582262463,16.70000024139881,0.0,0.0,13.657418787810538,49.32,20.393749606609344,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
HLM,HAD,2021-06-01,2021,6,4,1328.0,0.4,501,9940.0,2.97,487,3349,0.1496,0.1454,185,3469,1,3469.0,0,11,9245.0,11339.5,20584.5,11.333333333333332,5.0,6.333333333333333,6,24.0,12.0,12.0,7002.0,5820.0,12822.0,0,0.0,66,0.0,0.0,16.987208534611597,101.50000046938658,0.0,0.0,12.554549639423689,54.719997,17.93526408142514,17.258666570981344,101.99999991059303,0.0,0.0,12.089671220382055,57.96,18.025472031699287,0,0.0,8.0,22.0,0.2629,0,0,0.24465,0,0.6482532,0.0,0.0,0.0,0.648,0.0,0.0,0.0,0.352,3,1.2246467991473532e-16,-1.0,0.0,0.0
WP,DMNZ,2021-06-01,2021,6,7,203.0,0.1,84,2468.0,1.2,273,2059,0.0408,0.1326,8,2153,1,2153.0,0,10,9170.67,9309.33,18480.0,19.2,9.0,10.2,4,9.0,4.5,4.5,4232.0,4268.0,8500.0,1,0.14285714285714285,40,0.45511961331341866,0.1111111111111111,17.553069067001342,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.60758283668094,17.559569311141967,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.614083080821565,0,0.0,8.0,22.0,0.2629,0,0,0.24465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
ASD,ASB,2024-06-01,2024,6,10,140.0,2.64,25,138.0,2.6,12,53,0.4717,0.2264,10,114,1,114.0,0,19,13017.0,21351.08,34368.08,36.17045454545455,18.625,17.545454545454547,16,23.75,11.875,11.875,8889.0,8718.36,17607.36,5,0.3333333333333333,304,2.44759451384186,0.6504901960784314,15.084778033362495,87.90000110864639,0.0,0.0,13.712242991560036,65.88,16.218736506832972,15.238097596168519,80.60000030696392,0.0,0.0,14.560355821417438,69.479996,16.26011148956087,0,0.0,10.0,20.0,0.2629,0,1,0.24465,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
BV,DRH,2023-06-01,2023,6,5,701.0,0.6,226,4060.0,3.49,310,1163,0.1943,0.2666,17,1238,1,1238.0,0,8,2763.25,2499.5,5262.75,24.25,10.75,13.5,4,6.0,3.0,3.0,2494.0,2468.0,4962.0,0,0.0,32,0.0,0.0,18.192152766386666,9.100000061094761,0.0,0.0,15.234024150835143,56.88,19.615625015894572,18.342334021462335,10.000000089406967,0.0,0.0,14.851595633145836,54.0,19.54865352312724,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
HLM,ASS,2021-06-01,2021,6,15,959.0,0.42,288,8483.0,3.72,407,2283,0.1261,0.1783,90,2412,1,2412.0,0,11,9245.0,11339.5,20584.5,11.333333333333332,5.0,6.333333333333333,12,24.666666666666668,12.333333333333334,12.333333333333334,26991.0,19773.0,46764.0,0,0.0,132,0.0,0.0,16.987208534611597,101.50000046938658,0.0,0.0,12.554549639423689,54.719997,17.93526408142514,17.22933293978373,85.90000005811453,0.0,0.0,11.237207642321785,54.719997,18.36322167052163,0,0.0,8.0,22.0,0.2629,0,0,0.24465,0,0.99956197,0.0,0.0,0.00043802016,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
WP,DMN,2021-06-01,2021,6,7,806.0,0.38,222,2316.0,1.1,334,2096,0.1059,0.1594,14,2479,1,2479.0,0,10,9170.67,9309.33,18480.0,19.2,9.0,10.2,4,9.0,4.5,4.5,4940.0,4854.0,9794.0,0,0.0,40,0.0,0.0,17.553069067001342,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.60758283668094,17.559569311141967,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.614083080821565,0,0.0,8.0,22.0,0.2629,0,0,0.24465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
HN,HNK,2024-06-01,2024,6,1,821.0,0.68,169,7202.0,5.96,430,1208,0.1399,0.356,20,1401,1,1401.0,0,11,4411.0,5081.0,9492.0,42.16666666666667,22.0,20.166666666666668,4,10.0,5.0,5.0,2845.0,3460.0,6305.0,0,0.0,44,0.0,0.0,14.936778069867028,93.8000003322959,0.0,0.0,14.798342175285022,68.03999,15.876986502276527,14.936778069867028,93.8000003322959,0.0,0.0,14.798342175285022,68.03999,15.876986502276527,0,0.0,10.0,20.0,0.2629,1,1,0.24465,1,0.97516555,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,3,1.2246467991473532e-16,-1.0,0.0,1.0
DV,ZP,2023-06-01,2023,6,16,1292.0,1.25,468,5878.0,5.69,361,1033,0.453,0.3495,40,1191,1,1191.0,0,12,6586.0,7012.0,13598.0,29.666666666666668,14.833333333333334,14.833333333333334,6,24.0,12.0,12.0,2567.0,3530.0,6097.0,0,0.0,72,0.0,0.0,19.385277479224733,46.20000024884939,0.0,0.0,12.788298597269588,49.68,20.17284686565399,19.748361379570433,65.89999955147505,0.0,0.0,13.064797548121875,47.88,21.328708636760712,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
DDR,ZLW,2023-06-01,2023,6,15,59.0,1.51,19,196.0,5.03,21,39,0.4872,0.5385,0,245,1,245.0,0,15,4419.0,9065.380000000001,13484.380000000001,34.64285714285714,17.5,17.142857142857142,8,23.5,11.75,11.75,4578.0,4484.0,9062.0,1,0.09090909090909091,120,1.4426950408889634,0.5,19.44769413338767,20.70000009983778,0.0,0.0,13.739790417667892,48.96,20.32380521694819,19.593693884213767,22.80000014603138,0.0,0.0,13.320958698954847,47.16,20.740846587551964,0,0.0,8.0,22.0,0.2629,1,1,0.24465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
ASD,HLM,2024-06-01,2024,6,19,122.0,1.05,34,240.0,2.07,7,116,0.2931,0.0603,19,67,1,67.0,0,19,13017.0,21351.08,34368.08,36.17045454545455,18.625,17.545454545454547,18,23.77777777777778,11.88888888888889,11.88888888888889,9630.47,11095.1,20725.57,1,0.05,342,0.45511961331341866,0.1111111111111111,15.084778033362495,87.90000110864639,0.0,0.0,13.712242991560036,65.88,16.218736506832972,15.004361298349169,75.80000057071447,0.0,0.0,15.879114261931843,70.56,15.911305753389994,0,0.0,10.0,20.0,0.2629,0,0,0.24465,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
ALMO,ALMB,2022-08-01,2022,8,2,593.0,0.26,203,19197.0,8.5,571,2259,0.0899,0.2528,95,2379,1,2379.0,0,4,2913.0,3457.0,6370.0,18.0,9.0,9.0,7,11.5,7.5,4.0,6087.0,4491.0,10578.0,1,0.2,28,0.5581106265512472,0.16666666666666666,20.257814284293882,34.900000400841236,0.0,0.0,12.789858554640125,50.039997,21.160771257133895,20.24481390881282,34.900000400841236,0.0,0.0,12.789858554640125,50.039997,21.147770847043684,0,0.0,8.0,23.0,0.2629,0,1,0.2428,1,0.00044267374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
AKM,GW,2020-08-01,2020,8,5,340.0,0.36,118,1941.0,2.04,199,950,0.1242,0.2095,18,1096,1,1096.0,0,4,2196.0,2196.0,4392.0,16.0,8.0,8.0,3,14.0,9.0,5.0,2196.0,1100.0,3296.0,0,0.0,12,0.0,0.0,19.835712893034824,80.80000119656324,0.0,0.0,14.502049183813474,78.84,20.135242512149194,19.75236095792504,81.30000015348196,0.0,0.0,14.438649652625925,79.56,19.888046483839712,0,0.0,10.0,21.0,0.2629,0,1,0.2428,0,0.1663158,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.834,3,-0.8660254037844384,-0.5000000000000004,0.0,0.0
DR,AH,2020-08-01,2020,8,16,584.0,0.94,269,3497.0,5.64,243,620,0.4339,0.3919,0,1097,1,1097.0,0,8,4396.0,4291.0,8687.0,20.5,10.25,10.25,15,35.32142857142857,18.571428571428573,16.75,8813.0,8869.0,17682.0,0,0.0,120,0.0,0.0,20.74436609463025,57.39999993145466,0.0,0.0,12.356884716419122,85.32,21.01909734228606,20.667183249227463,60.900000013411045,0.0,0.0,12.292032496823419,87.479996,20.901793450437566,0,0.0,10.0,21.0,0.2629,1,1,0.2428,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
GERP,HRN,2020-08-01,2020,8,4,345.0,0.25,187,2325.0,1.7,137,1371,0.1364,0.0999,7,1431,1,1431.0,0,3,2843.0,1431.0,4274.0,7.0,3.0,4.0,5,23.666666666666664,10.666666666666666,13.0,2846.3,2587.0,5433.3,1,0.25,15,0.9102392266268373,0.3333333333333333,19.77974165895934,84.50000061839819,0.0,0.0,13.43860135187385,73.079994,19.773962024719484,19.760242421139953,84.50000061839819,0.0,0.0,13.43860135187385,73.079994,19.7544628689366,0,0.0,10.0,21.0,0.2629,0,0,0.2428,0,0.068563096,0.0,0.0,0.0007293946,0.069,0.0,0.0,0.001,0.93,3,-0.8660254037844384,-0.5000000000000004,0.0,0.0
HON,RSN,2024-08-01,2024,8,7,589.0,0.61,196,1116.0,1.16,207,964,0.2033,0.2147,0,1009,1,1009.0,0,4,2044.0,2044.0,4088.0,22.0,11.0,11.0,4,15.0,7.5,7.5,2044.0,2044.0,4088.0,0,0.0,16,0.0,0.0,19.42383646965027,112.30000075697899,0.0,0.0,12.041490515193312,69.84,20.013823011870024,19.38045479277129,122.50000108778477,0.0,0.0,12.375335076283063,73.439995,19.91788770306495,0,0.0,9.0,22.0,0.2629,0,1,0.2428,0,0.002074689,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
ASSP,ASDM,2024-08-01,2024,8,1,1554.0,0.74,558,6392.0,3.04,682,2103,0.2653,0.3243,0,2455,1,2455.0,0,4,4870.0,4862.0,9732.0,3.0,1.5,1.5,8,16.0,8.0,8.0,8199.0,7933.0,16132.0,0,0.0,32,0.0,0.0,19.122156380325237,59.7000000923872,0.0,0.0,13.882844299718897,69.84,19.69218324845837,19.122156380325237,59.7000000923872,0.0,0.0,13.882844299718897,69.84,19.69218324845837,0,0.0,9.0,22.0,0.2629,1,1,0.2428,1,0.0004755112,0.0,0.0,0.0004755112,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
DTCP,SDM,2022-08-01,2022,8,9,913.0,0.47,517,14570.0,7.55,637,1929,0.268,0.3302,2,1897,1,1897.0,0,4,3832.0,3834.0,7666.0,10.0,5.0,5.0,6,15.333333333333334,7.666666666666667,7.666666666666667,9049.0,8754.0,17803.0,1,0.25,24,0.6213349345596119,0.2,19.930279257476972,42.4000001847744,0.0,0.0,11.557353505844711,46.079998,20.706623242747398,20.100303502493006,36.700000427663326,0.0,0.0,11.394751097245884,45.719997,21.50110992308586,0,0.0,8.0,23.0,0.2629,1,1,0.2428,1,0.005184033,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
ZDK,ZD,2022-08-01,2022,8,3,626.0,0.51,359,11841.0,9.62,406,1231,0.2916,0.3298,0,1190,1,1190.0,0,4,2408.0,2397.0,4805.0,13.0,6.5,6.5,11,25.866666666666667,12.2,13.666666666666666,10362.0,10464.87,20826.870000000003,0,0.0,44,0.0,0.0,19.470937842963846,28.800000205636024,0.0,0.0,11.457166946262761,45.36,20.09009099263017,19.53720131228047,31.100000016391277,0.0,0.0,11.214760391181835,45.0,20.35904259963702,0,0.0,8.0,23.0,0.2629,1,1,0.2428,1,0.030056864,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.97,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
ZTMO,ZTM,2020-08-01,2020,8,1,803.0,0.45,373,3818.0,2.12,318,1799,0.2073,0.1768,6,1866,1,1866.0,0,4,3708.0,3708.0,7416.0,3.0,1.5,1.5,4,6.0,3.0,3.0,3708.0,3708.0,7416.0,0,0.0,16,0.0,0.0,20.236155891931187,96.80000097304583,0.0,0.0,13.461013785613481,88.92,20.484206989247312,20.229655647790562,96.80000097304583,0.0,0.0,13.461013785613481,88.92,20.477706745106687,0,0.0,10.0,21.0,0.2629,0,0,0.2428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.0
AC,BKL,2020-08-01,2020,8,12,905.0,0.56,313,3869.0,2.4,317,1611,0.1943,0.1968,11,1903,1,1903.0,0,4,3751.0,3751.0,7502.0,16.0,8.0,8.0,6,24.0,12.0,12.0,3807.0,4732.0,8539.0,0,0.0,24,0.0,0.0,20.127053436412606,80.00000049173832,0.0,0.0,13.352039752307759,86.76,20.25460721344076,20.22473994890849,93.10000069439411,0.0,0.0,13.300124714611679,88.56,20.44685027676244,0,0.0,10.0,21.0,0.2629,0,0,0.2428,0,0.0,0.0,0.0,0.0018621974,0.0,0.0,0.0,0.002,0.998,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
ZLW,DDZD,2024-08-01,2024,8,14,1105.0,0.61,336,4534.0,2.5,416,1811,0.1855,0.2297,17,2094,1,2094.0,0,9,5561.0,4809.0,10370.0,25.75,14.0,11.75,4,15.0,7.5,7.5,4536.0,2883.0,7419.0,1,0.16666666666666666,36,0.5138983423697507,0.14285714285714285,19.44320103558161,70.20000030845404,0.0,0.0,12.871667452476999,72.36,19.889504774924248,19.423808900258873,71.40000027418137,0.0,0.0,13.087384732420086,74.159996,19.815542790197558,0,0.0,9.0,22.0,0.2629,0,1,0.2428,0,0.0005521811,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
ZVT,OVN,2024-08-01,2024,8,6,363.0,0.26,113,3480.0,2.48,84,1405,0.0804,0.0598,29,1456,1,1456.0,0,3,0.0,1669.33,1669.33,7.666666666666667,0.0,7.666666666666667,3,6.0,4.0,2.0,2848.0,1165.0,4013.0,1,0.25,9,0.4170323914242463,0.09090909090909091,19.053953682222673,56.70000019669533,0.0,0.0,15.668194759997629,78.479996,19.73144015317322,19.021454247095253,56.70000019669533,0.0,0.0,15.668194759997629,78.479996,19.698940787264096,0,0.0,9.0,22.0,0.2629,0,0,0.2428,0,0.031316727,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.969,3,-0.8660254037844384,-0.5000000000000004,0.0,0.0
BZL,KRG,2021-08-01,2021,8,6,350.0,0.31,122,6169.0,5.41,274,1140,0.107,0.2404,0,1329,1,1329.0,0,4,2650.0,2644.0,5294.0,11.0,5.5,5.5,4,13.0,6.5,6.5,2646.0,2650.0,5296.0,0,0.0,16,0.0,0.0,17.01638667429647,81.90000001341105,0.0,0.0,16.16422680577123,68.4,17.47606405263306,17.02938682930444,81.90000001341105,0.0,0.0,16.16422680577123,68.4,17.489064280704785,0,0.0,9.0,22.0,0.2629,0,1,0.2428,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
GVMW,RSW,2023-08-01,2023,8,2,639.0,0.34,257,5134.0,2.75,365,1865,0.1378,0.1957,12,1949,1,1949.0,0,4,3926.0,3925.0,7851.0,3.0,1.5,1.5,4,7.0,3.5,3.5,3925.0,3923.0,7848.0,0,0.0,16,0.0,0.0,17.62909944339465,115.2000008225441,0.0,0.0,15.218158480941609,76.32,18.32594084611503,17.62909944339465,115.2000008225441,0.0,0.0,15.218158480941609,76.32,18.32594084611503,0,0.0,8.0,23.0,0.2629,0,0,0.2428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
KZ,ZZS,2020-08-01,2020,8,1,995.0,0.6,429,3704.0,2.24,370,1653,0.2595,0.2238,0,1875,1,1875.0,0,4,3757.0,3757.0,7514.0,3.0,1.5,1.5,4,4.0,2.0,2.0,3757.0,3757.0,7514.0,0,0.0,16,0.0,0.0,19.873338446822217,117.30000050365925,0.0,0.0,13.406592925349551,84.96,20.03321749420576,19.879838690962842,117.30000050365925,0.0,0.0,13.406592925349551,84.96,20.039717738346386,0,0.0,10.0,21.0,0.2629,0,1,0.2428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
AHPR,VP,2020-08-01,2020,8,3,192.0,0.27,74,881.0,1.25,110,702,0.1054,0.1567,0,1036,1,1036.0,0,4,2070.0,2067.0,4137.0,5.0,2.5,2.5,4,7.0,3.5,3.5,2070.0,2070.0,4140.0,0,0.0,16,0.0,0.0,20.79718244075775,60.900000013411045,0.0,0.0,12.292032496823419,87.479996,21.031792612485987,20.777683395211415,60.900000013411045,0.0,0.0,12.292032496823419,87.479996,21.012293659230714,0,0.0,10.0,21.0,0.2629,0,0,0.2428,0,0.022792023,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.977,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
VNDW,VNDC,2021-08-01,2021,8,1,693.0,0.59,457,2113.0,1.79,135,1178,0.3879,0.1146,0,1415,1,1415.0,0,4,3144.0,2970.0,6114.0,15.0,7.5,7.5,3,5.5,4.5,1.0,2684.0,1555.0,4239.0,0,0.0,12,0.0,0.0,16.761338969712618,99.00000020861626,0.0,0.0,13.815468760587835,60.120003,17.111002919494464,16.778610456374384,91.00000044703484,0.0,0.0,13.170611693734124,59.399998,17.07451097170512,0,0.0,9.0,22.0,0.2629,0,0,0.2428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0
VSS,MDB,2020-08-01,2020,8,5,789.0,0.65,566,7170.0,5.89,278,1218,0.4647,0.2282,0,1257,1,1257.0,0,3,2536.0,1257.0,3793.0,8.0,3.0,5.0,7,17.833333333333336,8.5,9.333333333333334,2632.0,2584.0,5216.0,1,0.2,21,1.4426950408889634,0.5,20.253916439189705,76.70000009983778,0.0,0.0,15.745924332609741,104.76,20.89195405924192,20.266916927470955,76.70000009983778,0.0,0.0,15.745924332609741,104.76,20.90495454752317,0,0.0,10.0,21.0,0.2629,0,1,0.2428,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,0.0,0.0
HT,EHV,2024-08-01,2024,8,32,4662.0,1.7,1262,22412.0,8.15,2267,2749,0.4591,0.8247,175,3373,1,3373.0,0,14,11215.0,13242.8,24457.8,41.125,21.0,20.125,15,34.089285714285715,15.714285714285714,18.375,9854.5,12238.75,22093.25,1,0.06666666666666667,210,0.6213349345596119,0.2,19.562066857532788,58.30000030249357,0.0,0.0,12.239358704376926,73.439995,20.00910976368894,20.022008308800316,64.40000035613775,0.0,0.0,11.007476432028637,68.4,20.612398120664782,0,0.0,9.0,22.0,0.2629,1,1,0.2428,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,1.0
BD,TB,2019-08-01,2019,8,21,2574.0,1.15,661,6782.0,3.03,855,2241,0.295,0.3815,113,2235,1,2235.0,0,13,7398.0,8364.0,15762.0,42.73809523809524,21.571428571428573,21.166666666666668,9,30.8,17.8,13.0,8829.0,6699.0,15528.0,0,0.0,117,0.0,0.0,18.974050406486757,63.80000028014183,0.0,0.0,13.293130830651329,78.12,19.46101265568887,18.984839172773462,67.40000050514936,0.0,0.0,12.8447084276266,75.96,19.403656391687292,0,0.0,9.0,22.0,0.2629,1,1,0.2428,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-0.8660254037844384,-0.5000000000000004,1.0,0.0
