source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
AMRN,HWD,2019-06-01,2019,6,6,1799.0,0.88,601,4248.0,2.08,404,2045,2045.0,298.0,106.0,0.2939,0.1976,1,2330,1,2330.0,0,4,4712.0,4681.0,9393.0,7.0,3.5,3.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4703.0,4588.0,9291.0,0,0.0,24,0.0,0.0,16.85033332241906,88.20000030845404,0.0,0.0,15.708018164005544,95.76,17.632833182811737,17.138874962594773,103.19999991357327,0.0,0.0,14.331944330698914,89.27999,17.697694312201605,2,0.0667,10.0,19.0,0.2629,0,0,0.2447,0,0.56430316,0.0,0.0,0.017114915,0.564,0.0,0.0,0.017,0.419,3,1.2246467991473532e-16,-1.0,1.0,1.0
TWL,APDO,2020-06-01,2020,6,7,375.0,0.42,128,996.0,1.12,142,886,886.0,124.0,18.0,0.1445,0.1603,0,897,1,897.0,0,4,1799.0,1766.0,3565.0,12.0,6.0,6.0,3,12.0,5.0,7.0,1799.0,902.0,2701.0,0,0.0,12,0.0,0.0,17.70420887072881,66.10000037401915,0.0,0.0,12.63289467924171,66.96,18.16587566667133,17.760458574030135,78.10000032186508,0.0,0.0,13.182818103995588,64.439995,18.81476421488656,1,0.0333,8.0,21.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,1.0
ASA,DVD,2019-06-01,2019,6,2,1970.0,1.17,570,4697.0,2.79,689,1681,1681.0,602.0,87.0,0.3391,0.4099,0,1818,1,1818.0,0,10,9511.0,9440.0,18951.0,18.8,9.4,9.4,15,20.482142857142858,11.625,8.857142857142858,11322.0,11480.0,22802.0,2,0.18181818181818182,150,0.8010958695746122,0.16666666666666666,17.647736558649274,126.79999979585409,0.0,0.0,14.299882324867779,91.439995,18.332806009716457,17.608736624982622,126.79999979585409,0.0,0.0,14.299882324867779,91.439995,18.293806174066333,2,0.0667,10.0,19.0,0.2629,1,1,0.2447,1,0.0,0.0,0.0,0.000594884,0.0,0.0,0.0,0.001,0.999,3,1.2246467991473532e-16,-1.0,0.0,1.0
ASN,ZL,2019-06-01,2019,6,78,503.0,0.53,290,857.0,0.9,74,953,953.0,51.0,23.0,0.3043,0.0776,0,984,1,984.0,0,7,4265.0,3487.0,7752.0,74.66666666666666,36.0,38.666666666666664,18,91.625,53.125,38.5,4402.8,8901.8,13304.599999999999,0,0.0,126,0.0,0.0,18.413888896836173,51.00000016391277,0.0,0.0,13.887335177179839,99.36,19.128194455305735,18.564652797910902,67.79999981820583,0.0,0.0,13.73107695505023,94.67999,18.931597205003104,2,0.0667,10.0,19.0,0.2629,0,0,0.2447,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
RLB,RTZ,2022-06-01,2022,6,3,1069.0,0.47,658,8236.0,3.61,512,2282,2282.0,354.0,158.0,0.2883,0.2244,11,2422,1,2422.0,0,6,4963.0,4960.0,9923.0,6.0,3.0,3.0,6,4.666666666666667,2.3333333333333335,2.3333333333333335,4954.0,4959.0,9913.0,1,0.2,36,0.7213475204444817,0.25,16.889278007215925,82.4000007212162,0.0,0.0,12.78866750150919,65.159996,17.722333607408736,16.661916399002074,87.29999953508377,0.0,0.0,12.74714551659094,63.36,17.739902472496034,2,0.0667,8.0,21.0,0.2629,0,1,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,1.0
ASA,UT,2019-06-01,2019,6,33,1520.0,0.56,561,8228.0,3.01,839,2733,2733.0,613.0,226.0,0.2053,0.307,0,2870,1,2870.0,0,10,9511.0,9440.0,18951.0,18.8,9.4,9.4,31,48.634453781512605,23.928571428571427,24.705882352941178,20830.0,29346.0,50176.0,3,0.15,310,1.3258892055276865,0.31303418803418803,17.647736558649274,126.79999979585409,0.0,0.0,14.299882324867779,91.439995,18.332806009716457,17.959014081954955,118.8999999165535,0.0,0.0,13.256014950242307,90.72,18.380958546532526,2,0.0667,10.0,19.0,0.2629,1,1,0.2447,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
HLM,ASD,2022-06-01,2022,6,19,7.0,1.17,2,64.0,10.67,3,6,6.0,1.0,2.0,0.3333,0.5,2,12,4,3.0,0,16,9555.5,11970.04,21525.54,23.317460317460316,10.428571428571429,12.88888888888889,21,35.88181818181818,18.7,17.181818181818183,10314.0,23344.0,33658.0,3,0.16666666666666666,336,1.4414385778960797,0.375,16.000125171078576,101.70000041276217,0.0,0.0,13.849928742274642,58.32,16.832902974552578,16.106583727068372,106.200000166893,0.0,0.0,12.567746569795741,55.44,17.137694962819417,2,0.0667,8.0,21.0,0.2629,1,1,0.2447,1,0.8333333,0.0,0.0,0.0,0.833,0.0,0.0,0.0,0.167,3,1.2246467991473532e-16,-1.0,1.0,0.0
HVS,AMF,2020-06-01,2020,6,16,769.0,0.54,216,4627.0,3.22,310,1437,1437.0,186.0,124.0,0.1503,0.2157,55,1534,1,1534.0,0,15,10867.0,10307.0,21174.0,25.857142857142858,14.0,11.857142857142858,18,54.05,31.8,22.25,13562.480000000001,13527.0,27089.480000000003,2,0.11764705882352941,270,1.3272716180510837,0.4242424242424242,17.20866658820046,76.40000023692846,0.0,0.0,13.107235450297594,70.92,17.799499832259283,17.48662448061837,78.40000037103891,0.0,0.0,13.066909848070807,71.64,18.54648551278644,1,0.0333,8.0,21.0,0.2629,0,1,0.2447,0,0.9874739,0.0,0.012526096,0.0,0.987,0.0,0.013,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
HLM,HAD,2022-06-01,2022,6,4,1851.0,0.55,768,19531.0,5.82,818,3354,3354.0,323.0,495.0,0.229,0.2439,231,3424,1,3424.0,0,16,9555.5,11970.04,21525.54,23.317460317460316,10.428571428571429,12.88888888888889,6,24.0,12.0,12.0,6971.0,5789.0,12760.0,1,0.09090909090909091,96,0.40242960438184466,0.08333333333333333,16.000125171078576,101.70000041276217,0.0,0.0,13.849928742274642,58.32,16.832902974552578,16.168944466114045,98.49999963492155,0.0,0.0,13.270543601943388,59.039997,16.837972145610387,2,0.0667,8.0,21.0,0.2629,0,1,0.2447,0,0.6493739,0.0,0.0,0.0,0.649,0.0,0.0,0.0,0.351,3,1.2246467991473532e-16,-1.0,0.0,0.0
HVS,HVSM,2020-06-01,2020,6,1,1380.0,0.67,454,4207.0,2.04,427,2058,2058.0,355.0,72.0,0.2206,0.2075,27,2143,1,2143.0,0,15,10867.0,10307.0,21174.0,25.857142857142858,14.0,11.857142857142858,4,5.0,2.5,2.5,4217.0,4208.0,8425.0,0,0.0,60,0.0,0.0,17.20866658820046,76.40000023692846,0.0,0.0,13.107235450297594,70.92,17.799499832259283,17.219903273714912,72.70000025629997,0.0,0.0,13.666856225331625,72.72,17.871639531188542,1,0.0333,8.0,21.0,0.2629,0,1,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
RTD,RTB,2020-06-01,2020,6,1,1193.0,0.3,385,9436.0,2.35,734,4023,4023.0,488.0,246.0,0.0957,0.1825,301,4220,1,4220.0,0,19,14170.25,17968.0,32138.25,51.81111111111111,30.11111111111111,21.7,6,15.333333333333334,7.666666666666667,7.666666666666667,8509.0,7400.0,15909.0,1,0.07142857142857142,114,0.45511961331341866,0.1111111111111111,17.062916908661524,81.50000077486038,0.0,0.0,13.830144735674063,74.159996,18.234375393390657,17.03041652507252,81.50000077486038,0.0,0.0,13.830144735674063,74.159996,18.20187475019031,1,0.0333,8.0,21.0,0.2629,0,0,0.2447,0,0.54039276,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.46,3,1.2246467991473532e-16,-1.0,1.0,0.0
UTZL,UT,2024-06-01,2024,6,2,828.0,0.66,453,3741.0,3.0,516,1248,1248.0,431.0,85.0,0.363,0.4135,0,1294,1,1294.0,0,4,3043.0,2806.0,5849.0,7.0,3.5,3.5,29,45.01960784313725,22.666666666666668,22.352941176470587,22817.0,35482.0,58299.0,0,0.0,116,0.0,0.0,15.508875138229794,66.3000006005168,0.0,0.0,13.458224800891346,70.92,16.21498634285397,15.428111303514905,62.80000024288893,0.0,0.0,13.314854073690043,72.36,16.029014122486114,0,0.0,10.0,20.0,0.2629,1,1,0.2447,1,0.0,0.0,0.0,0.00080128206,0.0,0.0,0.0,0.001,0.999,3,1.2246467991473532e-16,-1.0,1.0,1.0
ED,DB,2023-06-01,2023,6,29,618.0,0.93,262,4182.0,6.3,346,664,664.0,228.0,118.0,0.3946,0.5211,7,875,1,875.0,0,10,5045.0,5659.0,10704.0,41.2,20.6,20.6,10,30.0,15.0,15.0,5394.0,6430.0,11824.0,2,0.25,100,1.0743036443092429,0.3088235294117647,19.677500457233855,38.39999970048666,0.0,0.0,13.17018614312013,49.32,21.047014440430534,19.344346736537087,48.100000984966755,0.0,0.0,13.378235826889673,52.92,20.124485663572948,0,0.0,8.0,22.0,0.2629,1,1,0.2447,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
BSMZ,NDB,2023-06-01,2023,6,1,1530.0,0.86,573,5818.0,3.25,654,1789,1789.0,519.0,135.0,0.3203,0.3656,19,2105,1,2105.0,0,4,4145.0,4181.0,8326.0,5.0,2.5,2.5,8,19.0,9.5,9.5,6066.0,6118.0,12184.0,0,0.0,32,0.0,0.0,18.882874732547336,26.30000003427267,0.0,0.0,13.972274242507087,48.239998,19.567805292871263,18.9088754468494,26.30000003427267,0.0,0.0,13.972274242507087,48.239998,19.59380608929528,0,0.0,8.0,22.0,0.2629,1,1,0.2447,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
HRT,BR,2023-06-01,2023,6,10,1246.0,0.92,300,7873.0,5.8,491,1357,1357.0,279.0,212.0,0.2211,0.3618,2,1673,1,1673.0,0,4,3025.0,3023.0,6048.0,28.0,14.0,14.0,3,16.0,6.0,10.0,3023.0,1350.0,4373.0,0,0.0,12,0.0,0.0,20.245138936572605,61.30000004917383,0.0,0.0,11.557617805980973,64.079994,21.525833337836794,20.261207917001514,85.20000015199184,0.0,0.0,11.46157141427199,61.56,21.145652349789938,0,0.0,8.0,22.0,0.2629,1,1,0.2447,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,1.0
BMN,ZP,2021-06-01,2021,6,7,24.0,1.0,7,17.0,0.71,5,24,24.0,5.0,0.0,0.2917,0.2083,0,351,1,351.0,0,4,2108.0,1371.0,3479.0,13.0,6.5,6.5,6,24.0,12.0,12.0,2653.0,3432.0,6085.0,1,0.25,24,0.7213475204444817,0.25,18.513916954729293,105.20000042021275,0.0,0.0,10.588952202598254,50.399998,19.025514202647738,18.52259751955668,116.00000064074993,0.0,0.0,10.718176070807708,52.92,19.46155586110221,0,0.0,8.0,22.0,0.2629,0,1,0.2447,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
AVAT,AMFS,2024-06-01,2024,6,3,939.0,0.5,348,3336.0,1.79,350,1863,1863.0,269.0,81.0,0.1868,0.1879,2,2135,1,2135.0,0,4,2263.0,3260.0,5523.0,8.0,4.0,4.0,4,6.0,3.0,3.0,4198.0,4360.0,8558.0,0,0.0,16,0.0,0.0,15.466388895114262,75.20000033080578,0.0,0.0,13.376113743417793,74.159996,16.06423612170749,15.453388967116673,75.20000033080578,0.0,0.0,13.376113743417793,74.159996,16.051236148675283,0,0.0,10.0,20.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
AMF,UT,2021-06-01,2021,6,21,1334.0,0.48,476,8275.0,2.99,518,2769,2769.0,288.0,230.0,0.1719,0.1871,90,2844,1,2844.0,0,15,12196.0,12552.0,24748.0,46.10714285714286,23.857142857142858,22.25,24,43.214285714285715,21.5,21.714285714285715,23660.0,31920.0,55580.0,0,0.0,360,0.0,0.0,18.041277159584894,67.50000072270632,0.0,0.0,10.76322052768535,51.839996,18.97134650150935,17.88068075378736,74.20000015944242,0.0,0.0,10.91965990646018,50.039997,18.399569646517435,0,0.0,8.0,22.0,0.2629,0,0,0.2447,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
AMRI,BN,2024-06-01,2024,6,7,161.0,0.99,26,215.0,1.32,27,163,163.0,25.0,2.0,0.1595,0.1656,0,287,1,287.0,0,4,594.0,594.0,1188.0,9.0,4.5,4.5,4,12.0,6.0,6.0,594.0,594.0,1188.0,0,0.0,16,0.0,0.0,15.808708098199633,73.7000002861023,0.0,0.0,12.823256840970782,63.72,16.373152534166973,15.947610675626331,91.80000060796738,0.0,0.0,12.487579175829888,62.279995,16.520527312490675,0,0.0,10.0,20.0,0.2629,0,0,0.2447,0,0.006134969,0.0,0.0,0.006134969,0.006,0.0,0.0,0.006,0.988,3,1.2246467991473532e-16,-1.0,0.0,1.0
NKK,AVAT,2021-06-01,2021,6,5,419.0,0.38,147,970.0,0.89,151,1094,1094.0,134.0,17.0,0.1344,0.138,3,1147,1,1147.0,0,6,2391.0,2308.0,4699.0,17.0,7.666666666666667,9.333333333333334,4,8.0,4.0,4.0,2273.0,3357.0,5630.0,0,0.0,24,0.0,0.0,17.97287474936909,70.70000069588423,0.0,0.0,10.785278351770508,50.039997,18.67419416507085,17.979374992847443,70.70000069588423,0.0,0.0,10.785278351770508,50.039997,18.680694409211476,0,0.0,8.0,22.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
DB,MRN,2023-06-01,2023,6,8,509.0,0.44,218,3389.0,2.96,287,1144,1144.0,200.0,87.0,0.1906,0.2509,1,1224,1,1224.0,0,10,5394.0,6430.0,11824.0,30.0,15.0,15.0,6,24.0,12.0,12.0,2511.0,2511.0,5022.0,1,0.14285714285714285,60,0.7213475204444817,0.25,19.344346736537087,48.100000984966755,0.0,0.0,13.378235826889673,52.92,20.124485663572948,19.30534717904197,48.100000984966755,0.0,0.0,13.378235826889673,52.92,20.08548610607783,0,0.0,8.0,22.0,0.2629,0,1,0.2447,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
UTG,CAS,2024-06-01,2024,6,4,864.0,0.69,302,2641.0,2.1,296,1255,1255.0,235.0,61.0,0.2406,0.2359,19,1355,1,1355.0,0,9,2810.93,4196.47,7007.4,17.15,9.4,7.75,10,25.2,12.6,12.6,6278.0,5757.0,12035.0,2,0.25,90,1.1764671337579005,0.3611111111111111,14.970069461398655,87.40000070631504,0.0,0.0,16.687979208429656,69.12,16.013888874318866,14.970069461398655,87.40000070631504,0.0,0.0,16.687979208429656,69.12,16.013888874318866,0,0.0,10.0,20.0,0.2629,0,1,0.2447,0,0.07729083,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.923,3,1.2246467991473532e-16,-1.0,1.0,1.0
ED,KLP,2023-06-01,2023,6,7,1251.0,1.11,456,6014.0,5.36,559,1122,1122.0,407.0,152.0,0.4064,0.4982,20,1279,1,1279.0,0,10,5045.0,5659.0,10704.0,41.2,20.6,20.6,8,38.5,19.25,19.25,2960.0,2910.0,5870.0,2,0.2857142857142857,80,0.974291058424373,0.25882352941176473,19.677500457233855,38.39999970048666,0.0,0.0,13.17018614312013,49.32,21.047014440430534,19.762000030941433,38.39999970048666,0.0,0.0,13.17018614312013,49.32,21.131513937314352,0,0.0,8.0,22.0,0.2629,1,1,0.2447,1,0.96791446,0.0,0.0,0.0,0.968,0.0,0.0,0.0,0.032,3,1.2246467991473532e-16,-1.0,1.0,0.0
BD,RTD,2021-06-01,2021,6,50,1309.0,0.63,355,6927.0,3.32,431,2089,2089.0,271.0,160.0,0.1699,0.2063,184,2679,1,2679.0,0,11,8068.0,8819.0,16887.0,40.56666666666666,21.166666666666668,19.4,14,48.86666666666667,27.2,21.666666666666668,13548.0,18004.0,31552.0,1,0.07142857142857142,154,0.45511961331341866,0.1111111111111111,18.326902117994095,105.00000096857548,0.0,0.0,10.807653755611843,56.88,19.092318766646915,17.553194740083484,106.69999954849482,0.0,0.0,11.108582014300756,55.8,18.504375445842744,0,0.0,8.0,22.0,0.2629,0,1,0.2447,0,0.5107707,0.4892293,0.0,0.0,0.511,0.489,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
TB,EHV,2024-06-01,2024,6,37,147.0,0.67,34,761.0,3.49,71,218,218.0,52.0,19.0,0.156,0.3257,6,180,8,22.5,0,10,9736.0,6852.5,16588.5,35.6,17.8,17.8,15,36.51785714285714,18.375,18.142857142857142,9813.529999999999,11969.0,21782.53,1,0.08333333333333333,150,0.5138983423697507,0.14285714285714285,15.641389031542673,113.59999983757734,0.0,0.0,12.587614592744245,82.079994,16.285416837533315,16.07551417681906,79.00000014156103,0.0,0.0,11.628096394778954,76.67999,16.67106973727544,0,0.0,10.0,20.0,0.2629,1,1,0.2447,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.0
AMF,NKK,2021-06-01,2021,6,11,10.0,0.34,5,13.0,0.45,5,29,29.0,5.0,0.0,0.1724,0.1724,1,118,1,118.0,0,15,12196.0,12552.0,24748.0,46.10714285714286,23.857142857142858,22.25,6,17.0,7.666666666666667,9.333333333333334,2391.0,2308.0,4699.0,0,0.0,90,0.0,0.0,18.041277159584894,67.50000072270632,0.0,0.0,10.76322052768535,51.839996,18.97134650150935,17.97287474936909,70.70000069588423,0.0,0.0,10.785278351770508,50.039997,18.67419416507085,0,0.0,8.0,22.0,0.2629,0,0,0.2447,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
BD,BDPB,2021-06-01,2021,6,5,694.0,0.57,174,6369.0,5.2,388,1225,1225.0,208.0,180.0,0.142,0.3167,100,1248,1,1248.0,0,11,8068.0,8819.0,16887.0,40.56666666666666,21.166666666666668,19.4,4,15.0,7.5,7.5,2480.0,2444.0,4924.0,0,0.0,44,0.0,0.0,18.326902117994095,105.00000096857548,0.0,0.0,10.807653755611843,56.88,19.092318766646915,18.26731920440992,97.9000004157424,0.0,0.0,10.81707344725728,55.44,18.779888648456996,0,0.0,8.0,22.0,0.2629,1,1,0.2447,1,0.0,0.0,0.0,0.00081632653,0.0,0.0,0.0,0.001,0.999,3,1.2246467991473532e-16,-1.0,1.0,0.0
SD,ST,2019-06-01,2019,6,1,899.0,0.84,791,777.0,0.72,35,1074,1074.0,19.0,16.0,0.7365,0.0326,0,1152,1,1152.0,0,3,2273.0,1152.0,3425.0,3.5,2.5,1.0,4,2.0,1.0,1.0,2272.0,2273.0,4545.0,0,0.0,12,0.0,0.0,18.1087635146247,107.90000002086163,0.0,0.0,12.89980316095882,89.64,18.680707873238457,18.069763606124454,107.90000002086163,0.0,0.0,12.89980316095882,89.64,18.641708033614687,2,0.0667,10.0,19.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
RS,OW,2022-06-01,2022,6,11,659.0,0.56,174,5611.0,4.73,296,1187,1187.0,141.0,155.0,0.1466,0.2494,0,1241,1,1241.0,0,4,2494.0,2494.0,4988.0,17.0,8.5,8.5,4,12.0,6.0,6.0,2494.0,2409.0,4903.0,0,0.0,16,0.0,0.0,17.431416422128677,112.29999987781048,0.0,0.0,12.243898852003944,58.32,18.188777559333378,17.362194719579485,135.4000000655651,0.0,0.0,12.247928904990355,56.519997,18.128097469276852,2,0.0667,8.0,21.0,0.2629,0,1,0.2447,1,0.00084245997,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,1.0,0.0
GP,HZE,2020-06-01,2020,6,5,670.0,0.37,205,3111.0,1.71,275,1822,1822.0,212.0,63.0,0.1125,0.1509,0,1855,1,1855.0,0,4,2830.0,2781.0,5611.0,11.0,5.5,5.5,4,15.0,7.5,7.5,2829.0,2830.0,5659.0,0,0.0,16,0.0,0.0,17.962820004754597,61.800000078976154,0.0,0.0,11.863289475440979,63.36,18.870042318767972,17.924222432904774,56.200000151991844,0.0,0.0,11.841110709475146,64.439995,18.818736306826274,1,0.0333,8.0,21.0,0.2629,0,0,0.2447,0,0.0005488474,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,1.0,1.0
BR,HRT,2019-06-01,2019,6,10,1154.0,1.17,332,2481.0,2.52,276,986,986.0,214.0,62.0,0.3367,0.2799,3,1094,1,1094.0,0,3,2182.0,1094.0,3276.0,16.0,6.0,10.0,4,28.0,14.0,14.0,2182.0,2191.0,4373.0,0,0.0,12,0.0,0.0,19.759194072087606,42.40000003576279,0.0,0.0,11.992122799985939,78.84,20.260582949055564,19.511874968475766,44.00000001490116,0.0,0.0,11.925815340338481,81.72,20.06798608832889,2,0.0667,10.0,19.0,0.2629,1,1,0.2447,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
AHZ,AH,2020-06-01,2020,6,8,608.0,0.63,233,1554.0,1.62,237,959,959.0,204.0,33.0,0.243,0.2471,0,1027,1,1027.0,0,4,3996.0,3012.0,7008.0,11.0,5.5,5.5,15,35.32142857142857,18.571428571428573,16.75,8816.0,8844.0,17660.0,1,0.1111111111111111,60,0.7213475204444817,0.25,17.646930299864874,79.7000011280179,0.0,0.0,12.66763721489244,64.439995,18.075402455859713,17.58190320995119,76.7000007852912,0.0,0.0,12.647255641718706,62.639996,18.125236536396873,1,0.0333,8.0,21.0,0.2629,0,1,0.2447,1,0.026068822,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,3,1.2246467991473532e-16,-1.0,0.0,1.0
HRL,STD,2022-06-01,2022,6,19,233.0,0.27,75,5610.0,6.58,178,852,852.0,0.0,178.0,0.088,0.2089,0,903,1,903.0,0,1,0.0,903.0,903.0,19.0,0.0,19.0,4,46.66666666666667,21.666666666666668,25.0,4354.0,2104.0,6458.0,0,0.0,4,0.0,0.0,17.713625533050962,89.99999960511923,0.0,0.0,10.929862364174591,57.6,18.24640340010325,17.78647236360444,102.99999990314245,0.0,0.0,10.063610266562964,54.0,18.36508359114329,2,0.0667,8.0,21.0,0.2629,0,1,0.2447,0,0.99647886,0.0,0.0,0.0035211267,0.996,0.0,0.0,0.004,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
VNDC,VNDW,2020-06-01,2020,6,1,129.0,0.09,60,3228.0,2.29,152,1409,1409.0,71.0,81.0,0.0426,0.1079,10,1617,1,1617.0,0,3,3156.0,1617.0,4773.0,5.5,4.5,1.0,4,15.0,7.5,7.5,3232.0,3194.0,6426.0,0,0.0,12,0.0,0.0,17.62330576048957,81.90000095963478,0.0,0.0,12.646982268823518,63.72,18.167750243345896,17.613653012779025,80.40000040829182,0.0,0.0,13.293952615807454,67.67999,18.635458568731945,1,0.0333,8.0,21.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
ZLW,DDZD,2020-06-01,2020,6,14,2000.0,0.94,911,6483.0,3.05,731,2125,2125.0,580.0,151.0,0.4287,0.344,12,2115,1,2115.0,0,8,4340.0,4385.0,8725.0,25.5,13.75,11.75,3,21.5,7.5,14.0,4287.0,2172.0,6459.0,1,0.16666666666666666,24,0.45511961331341866,0.1111111111111111,17.466680207517413,73.80000031739473,0.0,0.0,13.52752921320498,66.96,18.50348566505644,17.362388636006248,75.20000072568655,0.0,0.0,13.897367588347858,69.479996,18.19245808256997,1,0.0333,8.0,21.0,0.2629,1,1,0.2447,1,0.0,0.0,0.0,0.00047058825,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.0
HT,ZBM,2020-06-01,2020,6,13,522.0,0.49,169,1440.0,1.36,43,1058,1058.0,0.0,43.0,0.1597,0.0406,13,1169,1,1169.0,0,14,11529.0,13869.0,25398.0,41.14285714285714,21.285714285714285,19.857142857142858,3,20.0,11.0,9.0,2348.0,1169.0,3517.0,0,0.0,42,0.0,0.0,17.766097116470338,53.600000098347664,0.0,0.0,13.10969521800677,63.36,18.673805336157482,17.695305289824805,55.70000021904707,0.0,0.0,13.210086491621203,60.120003,18.51606921752294,1,0.0333,8.0,21.0,0.2629,0,0,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,1.0
STZ,ST,2020-06-01,2020,6,1,814.0,0.75,377,1505.0,1.38,223,1087,1087.0,193.0,30.0,0.3468,0.2052,0,1124,1,1124.0,0,4,2281.0,2281.0,4562.0,7.0,3.5,3.5,4,2.0,1.0,1.0,2281.0,2281.0,4562.0,0,0.0,16,0.0,0.0,17.413041539986928,77.70000076293945,0.0,0.0,12.88373981349998,70.2,18.307069240676032,17.367541352245542,77.70000076293945,0.0,0.0,12.88373981349998,70.2,18.261569126447043,1,0.0333,8.0,21.0,0.2629,0,1,0.2447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,1.0
