source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
VG,HT,2019-04-01,2019,4,4,178.0,1.06,79,196.0,1.17,32,168,168.0,28.0,4.0,0.4702,0.1905,0,176,1,176.0,0,4,2370.0,1365.0,3735.0,12.0,6.0,6.0,15,41.26785714285714,21.142857142857142,20.125,10139.0,12301.0,22440.0,0,0.0,60,0.0,0.0,10.61954153336119,24.70000020414591,0.0,0.0,13.20644289155801,63.0,11.227874843941795,10.554986300691962,24.700000070035458,0.0,0.0,13.301363005571895,58.32,10.977486393849055,4,0.1333,8.0,20.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
DLD,BHV,2022-04-01,2022,4,3,1373.0,0.66,688,5631.0,2.71,522,2079,2079.0,426.0,96.0,0.3309,0.2511,9,2329,1,2329.0,0,6,4611.0,4599.0,9210.0,12.0,6.0,6.0,4,9.0,4.5,4.5,4564.0,4564.0,9128.0,0,0.0,24,0.0,0.0,9.09137520779752,45.00000062584877,3.640000030398369,0.003583333273935649,15.578806299302313,92.52,9.648597460571263,9.13838909065558,49.500000298023224,4.9000000059604645,0.003583333273935649,15.567053202456899,90.36,9.51970861159886,4,0.1333,9.0,18.0,0.2629,0,1,0.2338,1,0.0,0.0,0.0,0.0004810005,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
VH,HIL,2023-04-01,2023,4,10,249.0,0.19,86,21098.0,15.78,732,1337,1337.0,57.0,675.0,0.0643,0.5475,0,1227,1,1227.0,0,4,2470.0,2094.0,4564.0,18.0,9.0,9.0,4,17.0,8.5,8.5,2470.0,2470.0,4940.0,0,0.0,16,0.0,0.0,8.334819386992603,102.10000067204237,0.0,0.0,16.356095968021286,67.32,8.902111018366284,8.41205561356619,88.80000100284815,0.0,0.0,18.554438844985434,70.56,9.120527860191133,4,0.1333,10.0,17.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
DVC,HON,2022-04-01,2022,4,15,704.0,0.8,330,2016.0,2.28,253,885,885.0,219.0,34.0,0.3729,0.2859,0,953,1,953.0,0,4,1954.0,1831.0,3785.0,19.0,9.5,9.5,4,22.0,11.0,11.0,1954.0,1954.0,3908.0,0,0.0,16,0.0,0.0,8.805027880105708,45.80000052601099,4.759999975562096,0.0034166665902982158,15.414648554060195,88.56,9.120375161866347,8.785028028601987,44.30000030249357,3.0099999979138374,0.0034444443674551115,14.946130912005902,84.6,9.317389146114389,4,0.1333,9.0,18.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
AMR,AMRN,2023-04-01,2023,4,1,1562.0,0.72,463,6003.0,2.77,602,2166,2166.0,460.0,142.0,0.2138,0.2779,89,2379,1,2379.0,0,6,4719.0,5852.0,10571.0,12.0,6.0,6.0,4,7.0,3.5,3.5,4743.0,4695.0,9438.0,0,0.0,24,0.0,0.0,8.263458591678905,90.40000098198652,0.0,0.0,17.43203147235844,65.159996,8.865055865049362,8.263458591678905,90.40000098198652,0.0,0.0,17.43203147235844,65.159996,8.865055865049362,4,0.1333,10.0,17.0,0.2629,1,1,0.2338,1,0.5397045,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.46,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
UTZL,MAS,2024-04-01,2024,4,5,487.0,0.35,189,1970.0,1.42,225,1389,1389.0,175.0,50.0,0.1361,0.162,0,1512,1,1512.0,0,4,3043.0,2806.0,5849.0,7.0,3.5,3.5,4,10.0,5.0,5.0,3055.0,1936.0,4991.0,0,0.0,16,0.0,0.0,10.434985999473268,98.70000045001507,1.7499999850988388,0.0,17.630064886146123,76.67999,10.718110956748326,10.390291795714035,83.80000068247318,0.7699999883770943,0.0,18.475819987389777,74.88,10.692097396651905,2,0.0667,8.0,21.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
PT,EML,2020-04-01,2020,4,5,736.0,0.69,429,987.0,0.93,86,1064,1064.0,68.0,18.0,0.4032,0.0808,13,1130,1,1130.0,0,4,2287.0,2288.0,4575.0,12.0,6.0,6.0,4,9.0,4.5,4.5,2287.0,2287.0,4574.0,0,0.0,16,0.0,0.0,10.884013930061418,17.400000259280205,0.0,0.0,13.926436079541842,65.159996,11.737833349323935,10.825513772702672,17.400000259280205,0.0,0.0,13.926436079541842,65.159996,11.679333153408434,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
HRL,STD,2023-04-01,2023,4,19,188.0,0.24,69,2730.0,3.46,72,790,790.0,0.0,72.0,0.0873,0.0911,0,1120,1,1120.0,0,1,0.0,1120.0,1120.0,19.0,0.0,19.0,4,46.66666666666667,21.666666666666668,25.0,4948.0,2402.0,7350.0,0,0.0,4,0.0,0.0,8.46411105527853,75.80000104755163,0.21000000834465027,0.0,13.88431659233239,69.479996,8.928902698722151,8.714527546221184,69.90000050514936,0.21000000834465027,0.0,12.769247743901278,64.079994,9.203624701003234,4,0.1333,10.0,17.0,0.2629,0,0,0.2338,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ZLW,DDZD,2022-04-01,2022,4,14,1699.0,0.81,689,8961.0,4.29,742,2091,2091.0,553.0,189.0,0.3295,0.3549,20,2173,1,2173.0,0,11,4499.23,4382.15,8881.38,26.566666666666666,14.166666666666666,12.4,4,15.0,7.5,7.5,4368.0,2275.0,6643.0,1,0.14285714285714285,44,0.45511961331341866,0.1111111111111111,9.611680691296028,39.800000719726086,6.019999846816063,0.00281944438142495,16.126838565535017,90.36,10.166680697931184,9.56822210231589,40.600000351667404,5.040000028908253,0.0031249999456728498,16.703325330548815,95.03999,10.116485962188905,4,0.1333,9.0,18.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
ZP,BMN,2024-04-01,2024,4,7,266.0,0.27,86,5890.0,5.9,195,998,998.0,7.0,188.0,0.0862,0.1954,11,1031,1,1031.0,0,6,2661.0,3485.0,6146.0,24.0,12.0,12.0,4,13.0,6.5,6.5,2064.0,1283.0,3347.0,1,0.25,24,0.7213475204444817,0.25,10.520722381294602,91.90000083297491,0.9800000190734863,0.0,16.844056180781788,83.520004,10.68252795504199,10.515444616104165,102.30000082403421,3.079999953508377,0.0,16.617181476288373,74.159996,10.726694626278347,2,0.0667,8.0,21.0,0.2629,0,0,0.2338,0,0.05210421,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,2,0.8660254037844387,-0.4999999999999998,1.0,1.0
STZ,ST,2022-04-01,2022,4,1,1203.0,1.19,713,2545.0,2.53,228,1007,1007.0,190.0,38.0,0.708,0.2264,0,1124,1,1124.0,0,4,2278.0,2278.0,4556.0,7.0,3.5,3.5,4,2.0,1.0,1.0,2278.0,2278.0,4556.0,0,0.0,16,0.0,0.0,9.01908354939272,47.40000028908253,4.550000034272671,0.003166666611408194,15.25637849105729,88.56,9.365611353847715,8.973583222584178,47.40000028908253,4.550000034272671,0.003166666611408194,15.25637849105729,88.56,9.320110983318752,4,0.1333,9.0,18.0,0.2629,0,1,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
VS,VSS,2024-04-01,2024,4,1,226.0,0.22,87,3030.0,2.91,92,1041,1041.0,0.0,92.0,0.0836,0.0884,49,1736,1,1736.0,0,2,0.0,2194.0,2194.0,3.5,0.0,3.5,3,8.0,3.0,5.0,3464.0,1736.0,5200.0,1,0.3333333333333333,6,0.7213475204444817,0.25,10.577499971285256,128.30000080913305,3.0799998939037323,0.0,17.811783860458267,80.28,10.753263787097401,10.629888753758536,107.20000025629997,3.0099999085068703,0.0,21.094939616322517,94.32,10.908916509813732,2,0.0667,8.0,21.0,0.2629,0,0,0.2338,0,0.6897214,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.31,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
ETN,RSD,2021-04-01,2021,4,13,10.0,0.29,7,130.0,3.71,11,35,35.0,7.0,4.0,0.2,0.3143,0,1014,6,169.0,0,4,4313.0,1369.0,5682.0,24.0,12.0,12.0,7,39.08333333333333,21.333333333333332,17.75,2714.0,5856.0,8570.0,0,0.0,28,0.0,0.0,6.558097205621501,37.50000022351742,7.83999989181757,0.0006805555403439535,13.179823574754927,70.92,7.623583332780335,6.617749973327025,36.400000154972076,7.069999933242798,0.0005694444317163693,13.756477262121107,70.2,7.755805549439457,4,0.1333,8.0,19.0,0.2629,1,1,0.2338,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
TB,OT,2024-04-01,2024,4,8,586.0,0.72,224,1386.0,1.7,284,814,814.0,258.0,26.0,0.2752,0.3489,23,1016,1,1016.0,0,10,9804.56,6830.0,16634.559999999998,30.666666666666668,17.666666666666668,13.0,4,17.0,8.5,8.5,2006.0,2006.0,4012.0,1,0.14285714285714285,40,0.6213349345596119,0.2,10.654374978815516,112.30000087618828,3.2899999171495438,0.0,16.82625987695323,75.6,10.757152715656492,10.684749879274104,111.80000095814466,0.8400000110268593,0.0,16.99187926799059,72.72,10.787458195288975,2,0.0667,8.0,21.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
SSH,NVP,2020-04-01,2020,4,11,286.0,0.15,90,2045.0,1.08,140,1890,1890.0,89.0,51.0,0.0476,0.0741,0,2113,1,2113.0,0,4,4337.0,3433.0,7770.0,19.0,9.5,9.5,4,16.0,8.0,8.0,4337.0,4335.0,8672.0,0,0.0,16,0.0,0.0,10.538875179468757,23.000000223517418,0.0,0.0,14.610434850429495,62.279995,11.459014078064097,10.52316675711061,20.700000047683716,0.0,0.0,13.835539036451115,60.479996,11.035875166787042,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
BKL,MAS,2019-04-01,2019,4,5,900.0,0.59,540,1874.0,1.23,93,1522,1522.0,41.0,52.0,0.3548,0.0611,17,1578,1,1578.0,0,6,3556.0,4453.0,8009.0,24.0,12.0,12.0,4,10.0,5.0,5.0,3111.0,2196.0,5307.0,0,0.0,24,0.0,0.0,10.442958449593021,25.600000277161598,0.0,0.0,14.51647422644827,64.439995,11.146152846018474,10.403486163748635,23.900000169873238,0.07000000029802322,0.0,14.105099012454351,62.279995,10.90084735337231,4,0.1333,8.0,20.0,0.2629,0,0,0.2338,0,0.0032851512,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.997,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
BKL,MAS,2021-04-01,2021,4,5,570.0,0.5,426,655.0,0.57,23,1151,1151.0,6.0,17.0,0.3701,0.02,7,1707,1,1707.0,0,6,3657.0,4647.0,8304.0,24.0,12.0,12.0,4,10.0,5.0,5.0,3356.0,2342.0,5698.0,0,0.0,24,0.0,0.0,6.470388864948311,47.00000040978193,4.130000025033951,0.0006388888746086094,14.798404294252396,72.72,7.652611092229685,6.427722368554937,45.20000075548887,5.810000032186508,0.0007361110946577456,14.408564674771494,72.0,7.4412640872928835,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
EHV,GP,2020-04-01,2020,4,6,336.0,0.19,154,2970.0,1.72,93,1729,1729.0,0.0,93.0,0.0891,0.0538,776,1855,1,1855.0,0,15,10124.5,14072.17,24196.67,31.410714285714285,14.285714285714286,17.125,4,11.0,5.5,5.5,2830.0,2781.0,5611.0,0,0.0,60,0.0,0.0,11.897944631919058,15.200000286102295,0.0,0.0,11.76691738665104,63.36,12.607041938437355,11.813444645863234,15.200000286102295,0.0,0.0,11.76691738665104,63.36,12.522541942985521,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ALM,ASDZ,2022-04-01,2022,4,29,705.0,0.67,183,4338.0,4.09,315,1060,1060.0,220.0,95.0,0.1726,0.2972,33,1149,1,1149.0,0,13,8892.0,9394.0,18286.0,31.214285714285715,16.714285714285715,14.5,10,20.4,10.2,10.2,14931.0,12084.0,27015.0,1,0.09090909090909091,130,0.48089834696298783,0.125,9.17954158840908,44.60000044852495,3.8499999940395355,0.0027499999385327102,18.394490430752438,89.64,9.703569329364433,9.044874974619598,43.599999994039536,6.2299999594688416,0.0029444443941530254,16.73112310204241,91.439995,9.498902733091057,4,0.1333,9.0,18.0,0.2629,1,1,0.2338,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
AMRI,AML,2024-04-01,2024,4,2,163.0,0.86,68,223.0,1.17,70,190,190.0,68.0,2.0,0.3579,0.3684,0,307,1,307.0,0,4,594.0,594.0,1188.0,9.0,4.5,4.5,8,30.0,15.0,15.0,2955.0,3676.0,6631.0,0,0.0,32,0.0,0.0,10.366694324091076,113.00000075250864,5.249999940395355,0.0,15.686397382616997,81.0,10.405652660793729,10.373194435114662,113.00000075250864,5.249999940395355,0.0,15.686397382616997,81.0,10.412152784400517,2,0.0667,8.0,21.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
BL,HGV,2019-04-01,2019,4,14,498.0,0.47,214,1281.0,1.2,100,1065,1065.0,72.0,28.0,0.2009,0.0939,11,1102,1,1102.0,0,4,2207.0,2207.0,4414.0,30.0,15.0,15.0,4,34.0,17.0,17.0,2208.0,2207.0,4415.0,0,0.0,16,0.0,0.0,9.887277934715772,31.200000412762165,0.21000000089406967,0.0,15.2864938189586,64.079994,10.604430737429196,9.991277672402147,32.00000002980232,0.21000000089406967,0.0,14.435604909227955,63.0,10.535791573259566,4,0.1333,8.0,20.0,0.2629,0,0,0.2338,0,0.10892019,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.891,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
BL,HGV,2021-04-01,2021,4,14,335.0,0.32,177,752.0,0.71,99,1056,1056.0,82.0,17.0,0.1676,0.0938,8,1175,1,1175.0,0,4,2349.0,2349.0,4698.0,30.0,15.0,15.0,8,56.0,28.0,28.0,2468.0,2624.0,5092.0,1,0.2,32,0.5581106265512472,0.16666666666666666,6.0738751132455135,41.40000032633543,3.6400000005960464,0.000930555534756018,14.728911590907309,71.64,7.1538751522699995,6.08850001088447,45.80000037699938,4.410000003874302,0.0005555555431379213,13.949975583950678,73.439995,6.929194478938977,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.09375,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.906,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
GN,ASN,2020-04-01,2020,4,28,2.0,0.0,2,52830.0,57.55,881,918,918.0,0.0,881.0,0.0022,0.9597,0,1033,1,1033.0,0,2,0.0,2426.0,2426.0,15.0,0.0,15.0,8,77.46666666666667,38.8,38.666666666666664,4395.71,3571.0,7966.71,0,0.0,16,0.0,0.0,9.44818073440757,15.100000210106373,0.0,0.0,14.479637377874718,59.399998,10.085333533253934,9.861458317852682,12.100000075995922,0.0,0.0,13.921936482191086,62.639996,10.719374985661771,4,0.1333,8.0,19.0,0.2629,1,1,0.2338,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
HMH,HMBV,2024-04-01,2024,4,2,673.0,0.74,331,1974.0,2.18,359,907,907.0,314.0,45.0,0.3649,0.3958,0,930,1,930.0,0,4,1854.0,1854.0,3708.0,3.0,1.5,1.5,4,12.0,6.0,6.0,1854.0,1835.0,3689.0,0,0.0,16,0.0,0.0,10.727083343329529,105.0000002682209,1.1900000125169754,0.0,15.65764256881343,71.64,10.817569509148598,10.712291662037993,117.10000105947256,1.6799999997019768,0.0,15.527470006876522,70.2,10.782777780294419,2,0.0667,8.0,21.0,0.2629,1,1,0.2338,1,0.0011025359,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
BRN,HVS,2019-04-01,2019,4,7,779.0,0.68,410,1576.0,1.37,249,1153,1153.0,217.0,32.0,0.3556,0.216,1,1191,1,1191.0,0,5,2353.0,3325.0,5678.0,14.666666666666668,8.0,6.666666666666667,14,26.541666666666664,17.375,9.166666666666666,10498.0,8903.0,19401.0,1,0.1,70,0.43429448190325176,0.1,10.337236068646114,29.400000512599945,0.0,0.0,13.431158311168353,65.520004,10.850777689450316,10.454986277072587,30.10000030696392,0.0,0.0,13.778144315216277,65.520004,11.069986365238826,4,0.1333,8.0,20.0,0.2629,0,1,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
BRN,HVS,2021-04-01,2021,4,7,552.0,0.53,273,2040.0,1.94,195,1050,1050.0,152.0,43.0,0.26,0.1857,1,1316,1,1316.0,0,5,2404.0,3507.0,5911.0,14.666666666666668,8.0,6.666666666666667,16,27.125,14.0,13.125,11173.5,9227.8,20401.3,1,0.09090909090909091,80,0.45511961331341866,0.1111111111111111,6.245916648954153,50.300000339746475,6.789999954402447,0.0007916666489715378,13.512724437481827,72.0,7.121124959737062,6.460611243235568,51.80000039935112,7.489999957382679,0.0007638888718146416,14.001638914644719,72.36,7.518180731435617,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
TBR,TBU,2024-04-01,2024,4,4,604.0,0.61,208,4112.0,4.15,295,990,990.0,182.0,113.0,0.2101,0.298,0,1173,1,1173.0,0,4,2365.0,2348.0,4713.0,10.0,5.0,5.0,4,5.0,2.5,2.5,2365.0,3314.0,5679.0,0,0.0,16,0.0,0.0,10.71287489997016,112.30000087618828,3.2899999171495438,0.0,16.82625987695323,75.6,10.815652714835274,10.67387520008617,112.30000087618828,3.2899999171495438,0.0,16.82625987695323,75.6,10.776653044091331,2,0.0667,8.0,21.0,0.2629,1,1,0.2338,1,0.006060606,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.994,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
BDPB,BD,2019-04-01,2019,4,5,1112.0,1.02,479,2588.0,2.37,284,1093,1093.0,215.0,69.0,0.4382,0.2598,0,1128,1,1128.0,0,4,2349.0,2309.0,4658.0,15.0,7.5,7.5,14,43.142857142857146,21.571428571428573,21.571428571428573,7360.0,8319.0,15679.0,0,0.0,56,0.0,0.0,10.518569307722565,31.700000032782555,0.0,0.0,13.406705937369003,64.079994,10.922527644038201,10.54843041159523,36.60000014305115,0.0,0.0,13.33037384144134,65.88,11.098430480394098,4,0.1333,8.0,20.0,0.2629,0,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
ASHD,ASB,2020-04-01,2020,4,1,361.0,0.21,108,30930.0,18.18,620,1701,1701.0,62.0,558.0,0.0635,0.3645,3,1832,1,1832.0,0,4,3751.0,3735.0,7486.0,5.0,2.5,2.5,13,18.523809523809526,8.666666666666666,9.857142857142858,8308.0,8152.0,16460.0,0,0.0,52,0.0,0.0,10.499527856397131,21.000000037252903,0.0,0.0,14.008839843008253,57.239998,11.048625104212098,10.363722489401699,20.000000335276127,0.0,0.0,14.461670878281195,60.120003,11.03844472873542,4,0.1333,8.0,19.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
DN,HRT,2022-04-01,2022,4,18,1446.0,1.35,668,5252.0,4.91,1038,1069,1069.0,956.0,82.0,0.6249,0.971,0,1158,1,1158.0,0,6,2337.33,3317.0,5654.33,23.333333333333332,11.666666666666666,11.666666666666666,4,28.0,14.0,14.0,2319.0,2276.0,4595.0,0,0.0,24,0.0,0.0,9.47474994270338,38.70000046491623,3.4299999997019768,0.001986111066718068,14.590079901615779,81.36,10.075027717360191,9.401875002997825,36.90000029653311,2.310000017285347,0.001791666626619796,14.672169474098418,80.28,10.035069443037113,4,0.1333,9.0,18.0,0.2629,1,1,0.2338,1,0.99906456,0.0,0.0,0.0009354537,0.999,0.0,0.0,0.001,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,1.0
KBD,KRG,2022-04-01,2022,4,7,482.0,0.46,178,4032.0,3.88,256,1038,1038.0,163.0,93.0,0.1715,0.2466,2,1185,1,1185.0,0,4,2382.0,2382.0,4764.0,10.0,5.0,5.0,4,13.0,6.5,6.5,2382.0,2382.0,4764.0,0,0.0,16,0.0,0.0,9.973319678639786,36.20000033080578,4.829999953508377,0.0020833332867672047,17.4270655590213,93.24,10.53075024485588,9.840722077712417,39.600000612437725,6.299999855458736,0.0020972221753456526,18.439569888677863,94.67999,10.607735971444184,4,0.1333,9.0,18.0,0.2629,0,1,0.2338,1,0.7254335,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.275,2,0.8660254037844387,-0.4999999999999998,1.0,1.0
ASDM,DMN,2024-04-01,2024,4,3,178.0,2.54,53,383.0,5.47,56,70,70.0,50.0,6.0,0.7571,0.8,2,76,12,6.33,0,8,8202.33,7614.33,15816.66,5.0,2.5,2.5,6,8.0,4.0,4.0,4942.33,4920.33,9862.66,1,0.16666666666666666,48,1.4426950408889634,0.5,10.230375296622515,97.8000003695488,0.6300000175833702,0.0,18.769380096263355,75.6,10.63481977350182,10.256375239996446,97.8000003695488,0.6300000175833702,0.0,18.769380096263355,75.6,10.66081973016262,2,0.0667,8.0,21.0,0.2629,1,1,0.2338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,1.0
SWK,MP,2019-04-01,2019,4,14,712.0,0.66,386,2173.0,2.02,137,1078,1078.0,70.0,67.0,0.3581,0.1271,1,1115,1,1115.0,0,7,3871.0,3043.0,6914.0,40.25,23.25,17.0,6,41.333333333333336,20.666666666666668,20.666666666666668,4385.0,4172.0,8557.0,1,0.16666666666666666,42,0.45511961331341866,0.1111111111111111,10.002277930184372,29.400000140070915,0.07000000029802322,0.0,15.119423481987582,68.03999,10.613944632808368,10.032708327855087,26.80000039935112,0.14000000059604645,0.0,14.185841951436467,65.520004,10.490486110250155,4,0.1333,8.0,20.0,0.2629,0,0,0.2338,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.0
SWK,MP,2021-04-01,2021,4,14,730.0,0.73,415,2486.0,2.48,180,1003,1003.0,107.0,73.0,0.4138,0.1795,0,1163,1,1163.0,0,7,4279.0,3376.0,7655.0,40.25,23.25,17.0,7,48.66666666666667,20.666666666666668,28.0,5168.0,4944.5,10112.5,1,0.14285714285714285,49,0.43429448190325176,0.1,6.124986225511464,43.69999976456165,4.130000039935112,0.0003888888801965449,14.877394924230046,72.36,7.01401405028171,6.182361121698179,47.50000008195639,4.200000062584877,0.0005416666545594732,13.918535392317507,72.0,7.024583337290419,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.999003,0.0,0.0,0.000997009,0.999,0.0,0.0,0.001,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
OT,BTL,2020-04-01,2020,4,9,270.0,0.29,99,3085.0,3.33,133,926,926.0,40.0,93.0,0.1069,0.1436,1,1061,1,1061.0,0,4,3019.0,3018.0,6037.0,17.0,8.5,8.5,7,20.0,11.0,9.0,5494.0,5419.0,10913.0,1,0.2,28,0.5138983423697507,0.14285714285714285,11.730652657171918,15.200000122189522,0.0,0.0,12.90786877249678,61.920002,12.640444279627667,11.773958333576513,15.10000017285347,0.0,0.0,12.530482507704033,61.199997,12.83027776889503,4,0.1333,8.0,19.0,0.2629,0,0,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
OW,RS,2020-04-01,2020,4,11,675.0,0.61,317,2194.0,1.98,231,1108,1108.0,174.0,57.0,0.2861,0.2085,0,1251,1,1251.0,0,4,2479.0,2354.0,4833.0,12.0,6.0,6.0,4,17.0,8.5,8.5,2479.0,2479.0,4958.0,0,0.0,16,0.0,0.0,11.274625134729366,18.40000020712614,0.0,0.0,12.870028601379857,57.96,11.661569597075383,11.432597091897494,15.300000123679638,0.0,0.0,12.907952766120435,60.120003,11.89940260168579,4,0.1333,8.0,19.0,0.2629,0,1,0.2338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
GZ,BD,2019-04-01,2019,4,10,1209.0,1.1,453,2336.0,2.12,196,1104,1104.0,135.0,61.0,0.4103,0.1775,2,1141,1,1141.0,0,4,2296.0,2296.0,4592.0,16.0,8.0,8.0,14,43.142857142857146,21.571428571428573,21.571428571428573,7360.0,8319.0,15679.0,0,0.0,56,0.0,0.0,10.584097215269383,35.40000005066395,0.07000000029802322,0.0,13.105199731389682,62.639996,11.156041638884279,10.54843041159523,36.60000014305115,0.0,0.0,13.33037384144134,65.88,11.098430480394098,4,0.1333,8.0,20.0,0.2629,0,0,0.2338,0,0.026268115,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,2,0.8660254037844387,-0.4999999999999998,1.0,0.0
