source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
RH,VP,2021-03-01,2021,3,4,193.0,0.19,85,2083.0,2.06,142,66,1012,1012.0,85.0,57.0,0.084,0.1403,0.0652,0,1073,1,1073.0,0,4,2152.0,2085.0,4237.0,10.0,5.0,5.0,4,7.0,3.5,3.5,2152.0,2152.0,4304.0,0,0.0,16,0.0,0.0,6.098954324145497,55.40000035613775,0.9800000265240669,0.0,14.349803420367826,106.2,6.066181771026004,6.1876506534872595,54.80000054836273,0.9799999967217445,0.0,14.672951064873512,104.76,6.219413728163669,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1403,0.0652,0.01778656,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.982,2,1.0,6.123233995736766e-17,0.12367244809865952,0.2032412737607956
BSMZ,HVSM,2019-03-01,2019,3,4,1009.0,0.49,445,2865.0,1.39,487,106,2063,2063.0,434.0,53.0,0.2157,0.2361,0.0514,0,1990,1,1990.0,0,4,4051.0,4051.0,8102.0,5.0,2.5,2.5,4,5.0,2.5,2.5,4051.0,4042.0,8093.0,0,0.0,16,0.0,0.0,7.626474453013485,120.30000062286854,0.49000000953674316,0.0,19.439892991715453,97.2,7.843163536663492,7.606974418238708,120.30000062286854,0.49000000953674316,0.0,19.439892991715453,97.2,7.823663496714421,0,0.0,10.0,21.0,0.263,0,1,0.2364,0,0.2361,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.2493249624967575,0.22650428116321564
PMW,ZDK,2020-03-01,2020,3,10,523.0,0.44,194,1671.0,1.42,237,67,1180,1180.0,205.0,32.0,0.1644,0.2008,0.0568,0,1194,1,1194.0,0,4,2387.0,2387.0,4774.0,11.0,5.5,5.5,4,13.0,6.5,6.5,2387.0,2387.0,4774.0,0,0.0,16,0.0,0.0,6.5072954843374795,41.70000024884939,0.0,0.0,22.246406538168802,88.2,6.848277991103613,6.346690568912519,44.90000035613775,0.07000000029802322,0.0,19.367380577333844,84.24,6.737807673528731,0,0.0,9.0,22.0,0.263,0,1,0.2364,0,0.2008,0.0568,0.025423728,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.975,2,1.0,6.123233995736766e-17,0.18679353594779968,0.1980636864900589
PMW,ZDK,2021-03-01,2021,3,10,503.0,0.41,211,3346.0,2.76,307,110,1214,1214.0,222.0,85.0,0.1738,0.2529,0.0906,0,1194,1,1194.0,0,4,2399.0,2399.0,4798.0,11.0,5.5,5.5,4,13.0,6.5,6.5,2399.0,2399.0,4798.0,0,0.0,16,0.0,0.0,6.1811178440922525,53.30000054836273,0.0,0.0,18.30577322259084,113.76,6.247335889686305,6.073406527332791,66.30000050365925,0.3500000089406967,0.0,16.480569876379473,99.0,6.078049868310163,0,0.0,8.0,23.0,0.263,0,1,0.2364,1,0.2529,0.0906,0.024711696,0.0,0.0,0.0008237232,0.025,0.0,0.0,0.001,0.974,2,1.0,6.123233995736766e-17,0.25246772170066833,0.1488325446844101
GW,AKM,2023-03-01,2023,3,5,298.0,0.32,87,2675.0,2.83,147,83,944,944.0,83.0,64.0,0.0922,0.1557,0.0879,0,979,1,979.0,0,3,1929.0,979.0,2908.0,14.0,9.0,5.0,4,16.0,8.0,8.0,1929.0,1929.0,3858.0,0,0.0,12,0.0,0.0,6.198293392708171,84.60000038146973,13.649999909102917,0.0028263794792211874,19.140563488006592,99.0,6.116934030445877,6.214067933526928,84.20000077784061,12.59999991953373,0.004131897652213378,19.359076723596772,101.159996,6.2162886588441895,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1557,0.0879,0.100635596,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.899,2,1.0,6.123233995736766e-17,0.5495991110801697,0.15554404258728027
PMO,HN,2022-03-01,2022,3,18,348.0,0.31,161,1951.0,1.74,234,65,1124,1124.0,195.0,39.0,0.1432,0.2082,0.0578,0,1153,1,1153.0,0,4,2421.0,2367.0,4788.0,19.0,9.5,9.5,7,36.58333333333333,19.333333333333332,17.25,4865.0,4832.0,9697.0,0,0.0,28,0.0,0.0,7.034617071898596,16.000000216066837,4.619999952614307,0.000296096897823172,15.415696809301465,78.12,7.4071608287649555,6.858387617687638,16.400000140070915,7.769999884068966,0.000296096897823172,14.009204192004326,65.159996,7.213569303219925,0,0.0,8.0,23.0,0.263,0,1,0.2364,0,0.2082,0.0578,0.020462634,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,2,1.0,6.123233995736766e-17,0.1023503914475441,0.16433916985988617
CAS,BV,2020-03-01,2020,3,10,18.0,0.14,14,3845.0,29.13,66,64,132,132.0,2.0,64.0,0.1061,0.5,0.4848,0,138,1,138.0,0,10,6942.0,6319.0,13261.0,20.0,10.0,10.0,7,13.75,7.75,6.0,2660.0,2522.0,5182.0,0,0.0,70,0.0,0.0,6.516218037466102,39.20000044256449,0.0,0.0,22.391116541134718,88.92,6.9056527643473276,6.497711973377625,40.20000047981739,0.0,0.0,21.805324001235242,91.079994,6.879004029855433,0,0.0,9.0,22.0,0.263,1,1,0.2364,1,0.5,0.4848,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.46453550457954407,0.21532271802425385
STD,RM,2023-03-01,2023,3,25,797.0,0.33,375,29628.0,12.33,1088,983,2402,2402.0,127.0,961.0,0.1561,0.453,0.4092,38,2339,1,2339.0,0,4,4617.0,2339.0,6956.0,46.66666666666667,21.666666666666668,25.0,4,49.0,24.5,24.5,4661.0,4642.0,9303.0,0,0.0,16,0.0,0.0,7.124372611702251,114.70000124722719,12.109999746084213,0.002826379499276586,15.480610067157693,79.56,6.997185537142837,7.073228600518941,120.90000087022781,6.999999888241291,0.002462987831892749,15.27054839564204,78.84,6.926256864661323,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.453,0.4092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.48457714915275574,0.5020644664764404
RTB,RTZ,2022-03-01,2022,3,3,697.0,0.36,286,3244.0,1.68,309,120,1933,1933.0,230.0,79.0,0.148,0.1599,0.0621,7,2431,1,2431.0,0,8,9383.0,7761.0,17144.0,13.5,6.75,6.75,6,4.666666666666667,2.3333333333333335,2.3333333333333335,4840.0,4839.0,9679.0,1,0.16666666666666666,48,0.7213475204444817,0.25,7.324771318213656,11.700000032782555,3.010000005364418,0.0002557200481200122,12.643434124069932,48.239998,7.757678501217715,7.331271134793237,11.700000032782555,3.010000005364418,0.0002557200481200122,12.643434124069932,48.239998,7.764178259536363,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1599,0.0621,0.0005173306,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.14423979818820953,0.26059862971305847
RTN,RTA,2019-03-01,2019,3,5,941.0,0.64,575,2736.0,1.86,297,81,1473,1473.0,242.0,55.0,0.3904,0.2016,0.055,0,1490,1,1490.0,0,3,3001.0,1490.0,4491.0,10.0,5.0,5.0,7,14.166666666666668,7.5,6.666666666666667,7035.0,5026.0,12061.0,1,0.2,21,0.43429448190325176,0.1,7.751954894447712,105.90000124275684,0.07000000029802322,0.0,19.660607008722234,97.2,7.94616755967506,7.821965684367201,105.0000003054738,0.14000000059604645,0.0,20.200385927672663,99.0,8.098210632239505,0,0.0,10.0,21.0,0.263,0,1,0.2364,0,0.2016,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.16659849882125854,0.16535811126232147
