source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
HDE,NS,2022-03-01,2022,3,9,692.0,0.64,284,2400.0,2.22,193,85,1079,1079.0,131.0,62.0,0.2632,0.1789,0.0788,35,1157,1,1157.0,0,4,2251.0,2269.0,4520.0,18.0,9.0,9.0,4,21.0,10.5,10.5,2275.0,2269.0,4544.0,0,0.0,16,0.0,0.0,6.588516829016432,11.800000056624413,5.880000002682209,0.0006594885451516104,12.702356351336432,48.6,6.9174535761450695,6.734334413157739,13.599999986588955,5.320000007748604,0.000686406444953717,12.730867860134325,48.6,7.078412430804639,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1789,0.0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.2051609605550766,0.1943175196647644
PT,NKK,2022-03-01,2022,3,7,524.0,0.48,180,2452.0,2.27,179,87,1082,1082.0,114.0,65.0,0.1664,0.1654,0.0804,0,1136,1,1136.0,0,4,2238.0,2256.0,4494.0,12.0,6.0,6.0,7,19.083333333333336,9.75,9.333333333333334,2452.0,2271.0,4723.0,0,0.0,28,0.0,0.0,6.882346630472474,13.300000138580799,3.290000006556511,0.0004979811463389711,12.864719649022232,50.399998,7.176626583288046,6.71651476603578,11.400000229477882,2.9399999901652336,0.000444145346734758,12.252878784331147,47.16,6.934617104733295,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1654,0.0804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.158885657787323,0.18479187786579132
SPTN,DRH,2020-03-01,2020,3,1,377.0,0.32,145,3588.0,3.01,244,110,1191,1191.0,155.0,89.0,0.1217,0.2049,0.0924,5,1159,1,1159.0,0,4,2383.0,2383.0,4766.0,3.0,1.5,1.5,4,6.0,3.0,3.0,2383.0,2383.0,4766.0,0,0.0,16,0.0,0.0,6.467096256340376,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.799195864961093,6.473596203169744,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.805695798162817,0,0.0,9.0,22.0,0.263,0,1,0.2364,0,0.2049,0.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.13144248723983765,0.16492187976837158
SPTN,DRH,2021-03-01,2021,3,1,445.0,0.38,228,2725.0,2.35,328,100,1162,1162.0,256.0,72.0,0.1962,0.2823,0.0861,2,1191,1,1191.0,0,4,2444.0,2445.0,4889.0,3.0,1.5,1.5,4,6.0,3.0,3.0,2446.0,2445.0,4891.0,0,0.0,16,0.0,0.0,6.1661541841994385,55.60000041872263,0.0,0.0,18.107035804324322,105.12,6.127459715204476,6.172654093555294,55.60000041872263,0.0,0.0,18.107035804324322,105.12,6.13395960621967,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.2823,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.2335721105337143,0.15841151773929596
CL,GDM,2023-03-01,2023,3,8,2215.0,0.95,1026,4758.0,2.04,1084,181,2329,2329.0,1001.0,83.0,0.4405,0.4654,0.0777,1,2329,1,2329.0,0,4,4659.0,4659.0,9318.0,17.0,8.5,8.5,6,18.0,9.0,9.0,4659.0,4667.0,9326.0,0,0.0,24,0.0,0.0,6.704108269240903,106.70000064373016,9.730000026524067,0.0026244952307053885,17.31223712530624,80.64,6.55982834842773,6.710608312797458,106.70000064373016,9.730000026524067,0.0027187078800127613,17.31223712530624,80.64,6.566328375087612,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.4654,0.0777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.3076831102371216,0.37566080689430237
EKZ,BKF,2020-03-01,2020,3,3,173.0,0.1,60,29250.0,16.91,922,922,1730,1730.0,0.0,922.0,0.0347,0.5329,0.5329,34,1364,1,1364.0,0,1,0.0,1364.0,1364.0,3.0,0.0,3.0,3,3.0,2.0,1.0,2660.0,1364.0,4024.0,0,0.0,3,0.0,0.0,6.572828594158989,38.00000035762787,0.0,0.0,23.789128575799925,91.079994,6.814887816620386,6.585828475964984,38.00000035762787,0.0,0.0,23.789128575799925,91.079994,6.827887693292199,0,0.0,9.0,22.0,0.263,1,1,0.2364,1,0.5329,0.5329,0.982659,0.0,0.0,0.0,0.983,0.0,0.0,0.0,0.017,2,1.0,6.123233995736766e-17,0.5571808815002441,0.18760140240192413
EKZ,BKF,2021-03-01,2021,3,3,87.0,0.07,39,2400.0,1.96,75,75,1224,1224.0,0.0,75.0,0.0319,0.0613,0.0613,18,2043,1,2043.0,0,1,0.0,2043.0,2043.0,3.0,0.0,3.0,3,3.0,2.0,1.0,3973.0,2043.0,6016.0,0,0.0,3,0.0,0.0,6.131374986265682,53.90000054985285,0.07000000029802322,0.0,19.866252920990195,118.079994,6.168992783989592,6.144374922507042,53.90000054985285,0.07000000029802322,0.0,19.866252920990195,118.079994,6.1819927142293745,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.0613,0.0613,0.9183006,0.0,0.0,0.0,0.918,0.0,0.0,0.0,0.082,2,1.0,6.123233995736766e-17,0.16338686645030975,0.2660301923751831
ZZS,KZ,2022-03-01,2022,3,1,1224.0,0.62,665,5033.0,2.54,387,187,1978,1978.0,251.0,136.0,0.3362,0.1957,0.0945,0,2014,1,2014.0,0,4,3997.0,3997.0,7994.0,4.0,2.0,2.0,4,3.0,1.5,1.5,3997.0,3995.0,7992.0,0,0.0,16,0.0,0.0,6.892261098448593,14.500000186264515,6.299999877810478,0.00022880214831790566,13.12576339799976,64.439995,7.308748313908943,6.885761089547767,14.500000186264515,6.299999877810478,0.00022880214831790566,13.12576339799976,64.439995,7.30224830080651,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.1957,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.2436787486076355,0.20293951034545898
GVMW,GV,2020-03-01,2020,3,1,1209.0,0.68,572,12479.0,7.03,802,405,1776,1776.0,464.0,338.0,0.3221,0.4516,0.228,55,1928,1,1928.0,0,4,3831.0,3828.0,7659.0,3.0,1.5,1.5,16,31.682539682539684,14.11111111111111,17.571428571428573,11835.0,8121.0,19956.0,1,0.1,64,0.9102392266268373,0.3333333333333333,6.649932705417456,49.800000466406345,0.07000000029802322,0.0,21.012392904925314,85.67999,7.049528936999643,6.610932822678925,49.800000466406345,0.07000000029802322,0.0,21.012392904925314,85.67999,7.010529066961193,0,0.0,9.0,22.0,0.263,1,1,0.2364,1,0.4516,0.228,0.0039414414,0.0,0.0,0.0005630631,0.004,0.0,0.0,0.001,0.995,2,1.0,6.123233995736766e-17,0.3535192906856537,0.11651406437158585
GVMW,GV,2021-03-01,2021,3,1,1344.0,0.69,725,4238.0,2.19,660,162,1934,1934.0,561.0,99.0,0.3749,0.3413,0.0838,4,2014,1,2014.0,0,4,3997.0,3996.0,7993.0,3.0,1.5,1.5,16,36.01587301587301,18.444444444444443,17.571428571428573,11240.0,8334.0,19574.0,0,0.0,64,0.0,0.0,6.376110360718271,61.40000069141388,0.0,0.0,17.84777311593655,103.67999,6.526514134047651,6.3371104321681955,61.40000069141388,0.0,0.0,17.84777311593655,103.67999,6.48751420408367,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.3413,0.0838,0.0005170631,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.18194296956062317,0.21677522361278534
