source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
VP,RH,2021-06-01,2021,6,4,296.0,0.3,108,1594.0,1.62,112,54,984,984.0,71.0,41.0,0.1098,0.1138,0.0549,0,1079,1,1079.0,0,4,2152.0,2152.0,4304.0,7.0,3.5,3.5,4,10.0,5.0,5.0,2152.0,2094.0,4246.0,0,0.0,16,0.0,0.0,18.576847706900704,105.50000023841858,0.0,0.0,10.6907725945529,47.16,19.095250561502244,18.532944901784262,101.7000002861023,0.0,0.0,10.334023887581296,50.76,18.892458793852065,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1138,0.0549,0.027439024,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.973,3,1.2246467991473532e-16,-1.0,0.18427172303199768,0.16519795358181
BSMZ,HVSM,2024-06-01,2024,6,4,2079.0,1.3,703,4931.0,3.08,757,225,1603,1603.0,677.0,80.0,0.4386,0.4722,0.1404,0,1951,1,1951.0,0,4,3933.0,3923.0,7856.0,5.0,2.5,2.5,5,13.5,11.0,2.5,3941.0,3925.0,7866.0,0,0.0,20,0.0,0.0,15.438985877566868,84.40000060945749,0.0,0.0,13.763301132122676,75.24,16.208846957153746,15.419486482938131,84.40000060945749,0.0,0.0,13.763301132122676,75.24,16.1893476234542,0,0.0,10.0,20.0,0.263,1,1,0.2447,1,0.4722,0.1404,0.0,0.0,0.0,0.0006238303,0.0,0.0,0.0,0.001,0.999,3,1.2246467991473532e-16,-1.0,0.3610185384750366,0.33681342005729675
RB,KBD,2021-06-01,2021,6,3,607.0,0.52,228,6105.0,5.2,329,208,1173,1173.0,152.0,177.0,0.1944,0.2805,0.1773,0,1321,1,1321.0,0,4,2652.0,2650.0,5302.0,19.0,9.5,9.5,4,10.0,5.0,5.0,2650.0,2646.0,5296.0,0,0.0,16,0.0,0.0,18.181388892067805,98.00000131130219,0.0,0.0,11.712918856905567,57.239998,19.286388891273074,18.029569318559435,99.50000066310167,0.0,0.0,12.258483753932847,62.279995,19.05741639137268,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.2805,0.1773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.12409377098083496,0.17476266622543335
TB,OT,2023-06-01,2023,6,8,833.0,0.9,341,2295.0,2.49,425,102,922,922.0,380.0,45.0,0.3698,0.461,0.1106,31,1122,1,1122.0,0,9,9555.0,7116.0,16671.0,30.8,17.8,13.0,4,17.0,8.5,8.5,2213.0,2153.0,4366.0,0,0.0,36,0.0,0.0,19.96131994459364,31.700000070035458,0.0,0.0,12.663536504987214,45.0,21.519306110011208,20.05988863706589,35.30000028014183,0.0,0.0,12.75217143210272,45.36,21.459263622760773,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.461,0.1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.26042211055755615,0.3338485360145569
RVS,O,2024-06-01,2024,6,8,3434.0,3.07,1058,7144.0,6.4,1116,350,1117,1117.0,985.0,131.0,0.9472,0.9991,0.3133,1,1151,1,1151.0,0,4,2295.0,2294.0,4589.0,15.0,7.5,7.5,8,26.0,13.0,13.0,4739.0,4741.0,9480.0,0,0.0,32,0.0,0.0,15.867625199423896,86.40000037103891,0.0,0.0,13.003931015564335,72.36,16.322694664531284,15.841624741421805,86.40000037103891,0.0,0.0,13.003931015564335,72.36,16.296694180700513,0,0.0,10.0,20.0,0.263,1,1,0.2447,1,0.9991,0.3133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.4169267416000366,0.36215096712112427
HWZB,ASS,2021-06-01,2021,6,7,888.0,0.39,339,3987.0,1.76,395,164,2266,2266.0,297.0,98.0,0.1496,0.1743,0.0724,1,2350,1,2350.0,0,4,4673.0,4673.0,9346.0,14.0,7.0,7.0,12,24.666666666666668,12.333333333333334,12.333333333333334,26991.0,19773.0,46764.0,0,0.0,48,0.0,0.0,17.039208580387964,101.50000046938658,0.0,0.0,12.554549639423689,54.719997,17.987264127201506,17.22933293978373,85.90000005811453,0.0,0.0,11.237207642321785,54.719997,18.36322167052163,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1743,0.0724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.1777997612953186,0.297061949968338
HLM,OVN,2020-06-01,2020,6,2,466.0,0.3,192,2096.0,1.37,153,59,1532,1532.0,114.0,39.0,0.1253,0.0999,0.0385,56,1799,1,1799.0,0,15,9116.380000000001,11356.880000000001,20473.260000000002,25.017857142857142,10.142857142857142,14.875,3,6.0,4.0,2.0,3598.0,1099.0,4697.0,0,0.0,45,0.0,0.0,16.627764093875886,75.90000084042549,0.0,0.0,15.5847245203952,73.799995,17.51165296766493,16.62126384973526,75.90000084042549,0.0,0.0,15.5847245203952,73.799995,17.505152723524304,1,0.0333,8.0,21.0,0.263,0,0,0.2447,0,0.0999,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.12107076495885849,0.19092106819152832
ASB,SHL,2019-06-01,2019,6,17,3.0,0.25,1,0.0,0.0,0,0,12,12.0,0.0,0.0,0.0833,0.0,0.0,0,16,1,16.0,0,15,8025.0,8134.0,16159.0,19.77777777777778,8.666666666666666,11.11111111111111,16,60.0,25.625,34.375,20547.0,16659.5,37206.5,2,0.125,240,0.9037695876210308,0.21978021978021978,17.595736512872907,126.79999979585409,0.0,0.0,14.299882324867779,91.439995,18.28080596394009,17.417250451776717,122.89999981224537,0.0,0.0,13.57714940259854,85.67999,18.037458741664885,2,0.0667,10.0,19.0,0.263,0,0,0.2447,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.19648109376430511,0.20290285348892212
ZDK,ZD,2019-06-01,2019,6,3,1790.0,1.69,716,3596.0,3.39,500,119,1062,1062.0,430.0,70.0,0.6742,0.4708,0.1121,1,1175,1,1175.0,0,4,2344.0,2344.0,4688.0,13.0,6.5,6.5,10,19.333333333333336,12.333333333333334,7.0,9688.0,9603.0,19291.0,0,0.0,40,0.0,0.0,17.295541558000778,115.60000114142895,0.0,0.0,13.836990337901645,81.0,18.010958148373497,17.3894999133216,119.70000064373016,0.0,0.0,13.529350155178044,83.159996,18.13595814175076,2,0.0667,10.0,19.0,0.263,1,1,0.2447,1,0.4708,0.1121,0.027306968,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.973,3,1.2246467991473532e-16,-1.0,0.24366842210292816,0.1211690753698349
HM,HMBH,2020-06-01,2020,6,1,566.0,0.6,231,2064.0,2.19,172,81,943,943.0,118.0,54.0,0.245,0.1824,0.0859,13,986,1,986.0,0,8,4276.0,4085.0,8361.0,12.0,6.0,6.0,4,9.0,4.5,4.5,1994.0,1009.0,3003.0,1,0.2,32,0.7213475204444817,0.25,17.992221893204583,62.90000082552433,0.0,0.0,12.099685480445624,61.920002,18.983194059795803,17.979222604963514,62.90000082552433,0.0,0.0,12.099685480445624,61.920002,18.970194925202264,1,0.0333,8.0,21.0,0.263,0,0,0.2447,0,0.1824,0.0859,0.011664899,0.0,0.0,0.0010604454,0.012,0.0,0.0,0.001,0.987,3,1.2246467991473532e-16,-1.0,0.225470632314682,0.2376936376094818
