source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_TOP_pred,XGBClassifier_TOP_proba
BGN,RB,2024-03,2024,3,16,2238.0,1.89,756,7607.0,6.43,873,1183,0.6391,0.738,18,1712.0,1,1712.0,0,6,4181.0,3739.0,7920.0,44.0,22.0,22.0,4,19.0,9.5,9.5,3462.0,3462.0,6924.0,0,0.0,24,0.0,0.0,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,8.796904441164768,0.11144010867036047,0.00037685060725719096,0.0,14.372807138219656,28.30142588506316,8.73216690092998,2,0.0645,10.0,20.0,0.2629,1,0.70414203,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.296,2,1.0,6.123233995736766e-17,1.0,0.850791335105896
GVC,VB,2024-03,2024,3,3,338.0,0.27,138,2130.0,1.69,69,1258,0.1097,0.0548,72,1584.0,1,1584.0,0,6,0.0,10853.0,10853.0,39.166666666666664,0.0,39.166666666666664,6,11.5,5.0,6.5,4049.67,1404.0,5453.67,1,0.1111111111111111,36,0.5138983423697507,0.14285714285714285,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.504496888710063,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.720714946775065,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.001592559041455388
GDG,WD,2024-03,2024,3,13,1536.0,0.68,695,7441.0,3.3,939,2258,0.3078,0.4159,64,2423.0,1,2423.0,0,4,5888.0,6092.0,11980.0,16.0,8.0,8.0,12,28.0,14.0,14.0,10099.0,10426.0,20525.0,1,0.14285714285714285,48,0.45511961331341866,0.1111111111111111,8.707414292631368,0.09165545143838846,0.0,0.0,15.391311349971458,28.040268412188276,8.837696876692739,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0008857396,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,0.0,0.3508061170578003
BGN,RSD,2024-03,2024,3,13,3032.0,2.36,846,12525.0,9.75,1050,1284,0.6589,0.8178,1,1581.0,1,1581.0,0,6,4181.0,3739.0,7920.0,44.0,22.0,22.0,9,40.55,21.75,18.8,3413.2,6683.0,10096.2,0,0.0,54,0.0,0.0,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.9989449381828308
NDB,HVS,2024-03,2024,3,6,388.0,0.36,109,2293.0,2.13,244,1077,0.1012,0.2266,1,1087.0,1,1087.0,0,8,6105.0,6128.0,12233.0,19.0,9.5,9.5,19,28.61111111111111,14.5,14.11111111111111,10556.380000000001,9329.72,19886.1,1,0.07692307692307693,152,0.48089834696298783,0.125,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.574416132826824,0.07429340578024031,0.0007537012345697806,0.0,14.69533352399418,28.427401647272532,8.697834739133134,2,0.0645,10.0,20.0,0.2629,0,0.23212628,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.768,2,1.0,6.123233995736766e-17,1.0,0.7663986682891846
PMR,ASS,2024-03,2024,3,20,27.0,0.84,19,147.0,4.59,21,32,0.5938,0.6563,0,36.0,1,36.0,0,8,2108.0,2108.0,4216.0,20.5,10.25,10.25,16,27.25,13.625,13.625,24930.0,20000.0,44930.0,1,0.09090909090909091,128,0.5581106265512472,0.16666666666666666,8.468172874136215,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.635736790832889,8.384422088535766,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.557235019845564,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.07474583387374878
UTVR,UT,2024-03,2024,3,1,3205.0,0.92,1148,9004.0,2.59,1299,3474,0.3305,0.3739,3,3522.0,1,3522.0,0,6,9575.0,9417.0,18992.0,7.333333333333333,3.6666666666666665,3.6666666666666665,32,44.659919028340084,22.923076923076923,21.736842105263158,22888.0,35165.86,58053.86,0,0.0,192,0.0,0.0,8.638385551855029,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.622234798536647,8.59938579565102,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.583235053002113,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.8693547248840332
GV,LEDN,2024-03,2024,3,16,347.0,1.03,103,1393.0,4.15,111,336,0.3065,0.3304,13,267.0,1,267.0,0,11,12423.0,9332.67,21755.67,14.533333333333335,8.333333333333334,6.2,21,38.009090909090915,19.90909090909091,18.1,14833.5,15178.0,30011.5,2,0.11764705882352941,231,1.279458146995729,0.41666666666666663,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.9766566157341003
NDB,BSMZ,2024-03,2024,3,1,2016.0,1.22,854,5433.0,3.27,916,1659,0.5148,0.5521,2,1951.0,1,1951.0,0,8,6105.0,6128.0,12233.0,19.0,9.5,9.5,4,5.0,2.5,2.5,3933.0,3923.0,7856.0,0,0.0,32,0.0,0.0,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.561063860900308,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.6908754647821,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.8933684229850769
PMR,PMW,2024-03,2024,3,1,515.0,0.55,254,1576.0,1.68,274,937,0.2711,0.2924,0,1027.0,1,1027.0,0,8,2108.0,2108.0,4216.0,20.5,10.25,10.25,4,11.0,5.5,5.5,2042.0,2042.0,4084.0,0,0.0,32,0.0,0.0,8.468172874136215,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.635736790832889,8.494172897024399,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.661736813721072,2,0.0645,10.0,20.0,0.2629,1,0.03308431,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.967,2,1.0,6.123233995736766e-17,0.0,0.07603557407855988
GV,LAA,2024-03,2024,3,2,2744.0,0.89,759,19352.0,6.31,1105,3069,0.2473,0.3601,51,2748.0,1,2748.0,0,11,12423.0,9332.67,21755.67,14.533333333333335,8.333333333333334,6.2,7,11.333333333333332,5.0,6.333333333333333,10606.0,8153.0,18759.0,2,0.2222222222222222,77,0.9605402309330919,0.25,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,8.497996841272787,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.71421487880106,2,0.0645,10.0,20.0,0.2629,1,0.83284456,0.0,0.0,0.0,0.833,0.0,0.0,0.0,0.167,2,1.0,6.123233995736766e-17,1.0,0.9559848308563232
WD,VTN,2024-03,2024,3,9,606.0,0.44,227,3297.0,2.38,276,1388,0.1635,0.1988,18,1740.0,1,1740.0,0,12,10099.0,10426.0,20525.0,28.0,14.0,14.0,5,11.5,6.0,5.5,4282.0,4218.0,8500.0,1,0.125,60,0.3396232718951086,0.05263157894736842,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,8.573544604139727,0.08344549206392601,0.00028263795544289323,0.0,15.530883404119178,28.09356588373916,8.711566147862019,2,0.0645,10.0,20.0,0.2629,0,0.02665706,0.0,0.0,0.0007204611,0.027,0.0,0.0,0.001,0.972,2,1.0,6.123233995736766e-17,1.0,0.913131833076477
LEDN,HAD,2024-03,2024,3,25,1548.0,0.72,487,12899.0,5.98,763,2158,0.2257,0.3536,147,2056.0,1,2056.0,0,21,14833.5,15178.0,30011.5,38.009090909090915,19.90909090909091,18.1,6,24.0,12.0,12.0,6568.0,5451.0,12019.0,1,0.07142857142857142,126,0.48089834696298783,0.125,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.408467278265537,0.07254374221789564,0.0005652759209134858,0.0,16.68873508240461,30.731789141612612,8.482693395897003,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.8695188164710999
GS,BGN,2024-03,2024,3,37,236.0,0.64,64,4391.0,12.0,158,366,0.1749,0.4317,0,457.0,1,457.0,0,8,4352.0,4370.0,8722.0,38.0,19.0,19.0,6,44.0,22.0,22.0,4181.0,3739.0,7920.0,0,0.0,48,0.0,0.0,8.714174940801083,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.747485866456783,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.9855390787124634
RSW,GVMW,2024-03,2024,3,2,1280.0,0.74,388,3876.0,2.24,453,1730,0.2243,0.2618,5,2142.0,1,2142.0,0,4,4255.0,4254.0,8509.0,7.0,3.5,3.5,4,3.0,1.5,1.5,4255.0,4254.0,8509.0,0,0.0,16,0.0,0.0,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.524725079536438
HMBV,HMH,2024-03,2024,3,2,303.0,0.46,108,1188.0,1.8,131,659,0.1639,0.1988,1,952.0,1,952.0,0,4,1911.0,1887.0,3798.0,12.0,6.0,6.0,4,3.0,1.5,1.5,1911.0,1911.0,3822.0,0,0.0,16,0.0,0.0,8.94179003480145,0.11803499418705661,0.0038627186341369138,0.0,13.037445828338651,25.823094871451683,8.831090186197375,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,2,0.0645,10.0,20.0,0.2629,0,0.012139605,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.988,2,1.0,6.123233995736766e-17,1.0,0.9767799973487854
AVAT,NKK,2024-03,2024,3,5,666.0,0.6,265,1499.0,1.35,288,1108,0.2392,0.2599,0,1165.0,1,1165.0,0,4,2313.0,3331.0,5644.0,8.0,4.0,4.0,6,17.0,7.666666666666667,9.333333333333334,2348.0,2348.0,4696.0,0,0.0,24,0.0,0.0,8.603835801998828,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.518371463945062,8.59733574140521,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.511871413298923,2,0.0645,10.0,20.0,0.2629,0,0.00090252707,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.0,0.2772602140903473
VS,VSS,2024-03,2024,3,1,349.0,0.28,114,7320.0,5.97,218,1227,0.0929,0.1777,69,1736.0,1,1736.0,0,2,0.0,2194.0,2194.0,3.5,0.0,3.5,3,8.0,3.0,5.0,3464.0,1736.0,5200.0,1,0.3333333333333333,6,0.7213475204444817,0.25,8.55121461428391,0.11211305621053778,0.0009421265081152781,0.0,14.59445394657823,27.217065226502246,8.502291317101603,8.634415145838084,0.10484522278263944,0.0009421265081152781,0.0,17.02759700299593,32.499326135717524,8.748479754575008,2,0.0645,10.0,20.0,0.2629,0,0.7269764,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.273,2,1.0,6.123233995736766e-17,0.0,0.10170742869377136
UTG,HK,2024-03,2024,3,3,499.0,0.42,242,2238.0,1.88,438,1191,0.2032,0.3678,17,1238.0,1,1238.0,0,6,2855.0,4223.0,7078.0,8.0,4.0,4.0,4,6.0,3.0,3.0,2466.0,2466.0,4932.0,0,0.0,24,0.0,0.0,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.2982227852014,0.07725437485874903,0.0005652759209134858,0.0,17.737023358229514,31.56322930927713,8.434965745276429,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.5018903613090515
GS,ARN,2024-03,2024,3,15,2083.0,1.76,593,7462.0,6.3,729,1184,0.5008,0.6157,16,1721.0,1,1721.0,0,8,4352.0,4370.0,8722.0,38.0,19.0,19.0,4,19.0,9.5,9.5,3457.0,3458.0,6915.0,1,0.2,32,0.7213475204444817,0.25,8.714174940801083,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.747485866456783,8.647644676077574,0.10713324464185722,0.0010363391799849745,0.0,15.476114082304337,28.649797327906736,8.714670245130803,2,0.0645,10.0,20.0,0.2629,1,0.7035473,0.0,0.0,0.0008445946,0.704,0.0,0.0,0.001,0.295,2,1.0,6.123233995736766e-17,1.0,0.9265141487121582
SD,ST,2024-03,2024,3,1,621.0,0.71,536,891.0,1.01,541,879,0.6098,0.6155,0,955.0,1,955.0,0,3,1885.0,955.0,2840.0,3.5,2.5,1.0,4,2.0,1.0,1.0,1885.0,1886.0,3771.0,0,0.0,12,0.0,0.0,8.52545309998095,0.07483176358575616,0.0006594885627000842,0.0,14.350945516678719,27.620187638104362,8.465089714222287,8.486452798357842,0.07483176358575616,0.0006594885627000842,0.0,14.350945516678719,27.620187638104362,8.426089404890387,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.2666819393634796
BMN,DR,2024-03,2024,3,6,231.0,0.23,71,1221.0,1.23,98,991,0.0716,0.0989,1,1014.0,1,1014.0,0,4,2064.0,1283.0,3347.0,13.0,6.5,6.5,8,20.5,10.25,10.25,4432.0,4388.0,8820.0,1,0.2,32,0.9102392266268373,0.3333333333333333,8.663345337179797,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.639657568321896,8.624345032989599,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.600657243908334,2,0.0645,10.0,20.0,0.2629,0,0.05247225,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,2,1.0,6.123233995736766e-17,0.0,0.4505102038383484
BRD,ZWD,2024-03,2024,3,7,1515.0,0.7,493,5028.0,2.33,572,2156,0.2287,0.2653,20,2062.0,1,2062.0,0,4,3996.0,3996.0,7992.0,11.0,5.5,5.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4024.3,2394.05,6418.35,0,0.0,24,0.0,0.0,8.695724328947259,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.735360961903794,8.734724086675477,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.774360692677556,2,0.0645,10.0,20.0,0.2629,1,0.0009276438,0.0,0.0,0.0018552876,0.001,0.0,0.0,0.002,0.997,2,1.0,6.123233995736766e-17,0.0,0.07196588814258575
AMF,AMFS,2024-03,2024,3,3,1452.0,0.75,527,3548.0,1.83,450,1936,0.2722,0.2324,120,2097.0,1,2097.0,0,15,12275.0,11876.0,24151.0,46.10714285714286,23.857142857142858,22.25,4,6.0,3.0,3.0,4263.0,4407.0,8670.0,0,0.0,60,0.0,0.0,8.601437427474544,0.08021534396734084,0.0006594885727277836,0.0,14.683653444492961,28.376042263023304,8.558570680515603,8.590836060119349,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.505371729105029,2,0.0645,10.0,20.0,0.2629,0,0.0015495868,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,2,1.0,6.123233995736766e-17,0.0,0.11950044333934784
NKK,HD,2024-03,2024,3,16,11.0,0.38,8,191.0,6.59,12,29,0.2759,0.4138,0,35.0,1,35.0,0,6,2348.0,2348.0,4696.0,17.0,7.666666666666667,9.333333333333334,6,29.0,10.666666666666666,18.333333333333332,2353.0,2347.0,4700.0,0,0.0,36,0.0,0.0,8.59733574140521,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.511871413298923,8.668902877362227,0.07254374211761865,0.0013189770953170705,0.0,14.93562722819811,28.216149983463826,8.595551613683174,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.995258629322052
NKK,AVAT,2024-03,2024,3,5,1287.0,1.14,740,2170.0,1.92,752,1132,0.6537,0.6643,31,1148.0,1,1148.0,0,6,2348.0,2348.0,4696.0,17.0,7.666666666666667,9.333333333333334,4,8.0,4.0,4.0,2313.0,3331.0,5644.0,0,0.0,24,0.0,0.0,8.59733574140521,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.511871413298923,8.603835801998828,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.518371463945062,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.6050189137458801
BD,TB,2024-03,2024,3,21,4611.0,1.93,1137,11200.0,4.7,1204,2385,0.4767,0.5048,595,3104.0,1,3104.0,0,13,7993.0,8806.0,16799.0,42.16666666666667,21.0,21.166666666666668,9,30.8,17.8,13.0,9804.0,6836.0,16640.0,1,0.09090909090909091,117,0.9102392266268373,0.3333333333333333,8.8003607191356,0.09838492717107565,9.421265181429774e-05,0.0,14.38166507119927,27.2015605075523,8.726201896231075,8.816288637601511,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.73977447197864,2,0.0645,10.0,20.0,0.2629,1,0.8037736,0.19580713,0.0,0.00041928721,0.804,0.196,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.06250902265310287
AMF,BRN,2024-03,2024,3,9,849.0,0.74,406,2294.0,2.0,206,1146,0.3543,0.1798,63,1332.0,1,1332.0,0,15,12275.0,11876.0,24151.0,46.10714285714286,23.857142857142858,22.25,5,14.666666666666668,8.0,6.666666666666667,2690.0,3442.0,6132.0,1,0.1,75,0.43429448190325176,0.1,8.601437427474544,0.08021534396734084,0.0006594885727277836,0.0,14.683653444492961,28.376042263023304,8.558570680515603,8.460452779711376,0.07483176358575616,0.0006594885627000842,0.0,14.350945516678719,27.620187638104362,8.400089382002204,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.041947975754737854
KRG,BZL,2024-03,2024,3,6,1973.0,1.67,542,7330.0,6.19,673,1184,0.4578,0.5684,2,1712.0,1,1712.0,0,4,3457.0,3462.0,6919.0,13.0,6.5,6.5,4,11.0,5.5,5.5,3457.0,3456.0,6913.0,0,0.0,16,0.0,0.0,8.733674899886788,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.766985820087417,8.720675166330299,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.753986108351203,2,0.0645,10.0,20.0,0.2629,1,0.7035473,0.0,0.0,0.0008445946,0.704,0.0,0.0,0.001,0.295,2,1.0,6.123233995736766e-17,1.0,0.9815876483917236
HMBH,DN,2024-03,2024,3,8,66.0,9.43,7,66.0,9.43,7,7,1.0,1.0,0,110.0,2,55.0,0,4,1911.0,1014.0,2925.0,9.0,4.5,4.5,6,23.333333333333332,11.666666666666666,11.666666666666666,3080.0,3983.0,7063.0,1,0.25,24,0.7213475204444817,0.25,8.952541544171073,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.842985659556946,9.002985192059187,0.11991924586960316,0.0005652759209134858,0.0,13.001989717759482,26.168074718875808,8.895246318660545,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7302835583686829
AMRN,AMR,2024-03,2024,3,1,938.0,0.45,415,6305.0,3.05,552,2066,0.2009,0.2672,0,2295.0,1,2295.0,0,4,4716.0,4665.0,9381.0,7.0,3.5,3.5,6,12.0,6.0,6.0,4647.0,5593.0,10240.0,0,0.0,24,0.0,0.0,8.223474014976624,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.329126766841473,8.223474014976624,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.329126766841473,2,0.0645,10.0,20.0,0.2629,1,0.5425944,0.0,0.0,0.0,0.543,0.0,0.0,0.0,0.457,2,1.0,6.123233995736766e-17,1.0,0.950012743473053
EST,NML,2024-03,2024,3,7,550.0,0.33,241,3907.0,2.32,334,1685,0.143,0.1982,0,1635.0,1,1635.0,0,7,3371.0,3291.0,6662.0,14.25,7.25,7.0,4,8.0,4.0,4.0,3272.0,2855.0,6127.0,1,0.2,28,0.6213349345596119,0.2,8.84778783218697,0.07510094258377722,0.0009421265081152781,0.0,13.588134896787308,27.10804775136637,8.7806949580181,8.901477201469493,0.0837146708513654,0.00028263795544289323,0.0,13.320359529749382,26.814427320280114,8.828529723078855,2,0.0645,10.0,20.0,0.2629,0,0.021958457,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.978,2,1.0,6.123233995736766e-17,1.0,0.9852392673492432
YPB,ZTM,2024-03,2024,3,5,783.0,0.59,391,2748.0,2.07,385,1330,0.294,0.2895,0,1404.0,1,1404.0,0,4,3863.0,3863.0,7726.0,9.0,4.5,4.5,8,15.5,7.75,7.75,3863.0,3863.11,7726.110000000001,1,0.2,32,0.7213475204444817,0.25,8.54194032560287,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.645574245606907,8.554940065577085,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.65857395926844,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.9746679067611694
GVMW,GV,2024-03,2024,3,1,1255.0,0.73,376,3854.0,2.24,441,1718,0.2189,0.2567,5,2141.0,1,2141.0,0,4,4255.0,4254.0,8509.0,3.0,1.5,1.5,11,14.533333333333335,8.333333333333334,6.2,12423.0,9332.67,21755.67,0,0.0,44,0.0,0.0,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.9665239453315735
SPTN,DRH,2024-03,2024,3,1,985.0,0.85,402,2616.0,2.25,440,1161,0.3463,0.379,3,1228.0,1,1228.0,0,4,2448.0,2453.0,4901.0,3.0,1.5,1.5,4,6.0,3.0,3.0,2466.0,2453.0,4919.0,0,0.0,16,0.0,0.0,8.349801424053444,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.513058452554858,8.356301473977588,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.519558511223158,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.08512479811906815
ASN,BL,2024-03,2024,3,16,593.0,0.54,291,1836.0,1.69,322,1089,0.2672,0.2957,7,1141.0,1,1141.0,0,8,4604.0,3862.0,8466.0,73.46666666666667,34.8,38.666666666666664,4,30.0,15.0,15.0,2281.0,2281.0,4562.0,1,0.16666666666666666,32,0.7213475204444817,0.25,7.95343204199626,0.05827725519241908,0.001601615060787663,0.0,14.819118939530641,27.732112268740526,7.790174961731861,8.047632794115255,0.0538358010381741,0.000847913876356379,0.0,15.208365929078607,27.83337746205593,8.00725592706919,2,0.0645,10.0,20.0,0.2629,1,0.061524335,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.938,2,1.0,6.123233995736766e-17,1.0,0.8836103677749634
EST,AH,2024-03,2024,3,11,24.0,1.26,12,24.0,1.26,12,19,0.6316,0.6316,0,19.0,1,19.0,0,7,3371.0,3291.0,6662.0,14.25,7.25,7.0,13,22.857142857142858,12.0,10.857142857142858,7907.0,8240.0,16147.0,2,0.2222222222222222,91,2.0640299754485754,0.7,8.84778783218697,0.07510094258377722,0.0009421265081152781,0.0,13.588134896787308,27.10804775136637,8.7806949580181,8.596329987169435,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.520286921697542,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.964748740196228
