source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_ALLF_pred,RandomForestClassifier_ALLF_proba
RTD,RTN,2024-02,2024,2,5,513.0,0.44,165,5130.0,4.36,164,1176,0.1403,0.1395,68,1357,1,1357.0,0,15,12755.0,18184.0,30939.0,54.7,27.2,27.5,3,10.0,5.0,5.0,2575.0,1357.0,3932.0,1,0.09090909090909091,45,0.7213475204444817,0.25,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.51
WC,NMD,2024-02,2024,2,4,3790.0,2.27,1204,8692.0,5.2,1093,1672,0.7201,0.6537,13,1839,1,1839.0,0,4,2294.0,2990.0,5284.0,11.0,5.5,5.5,4,6.0,3.0,3.0,3708.0,2973.0,6681.0,0,0.0,16,0.0,0.0,7.754275791140958,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.414836211451169,7.747776108488826,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.4083364232518205,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0017942584,0.0,0.0,0.0,0.002,0.998,1,0.8660254037844386,0.5000000000000001,1.0,0.96
KMA,UTG,2024-02,2024,2,5,100.0,2.13,26,146.0,3.11,26,47,0.5532,0.5532,3,264,1,264.0,0,4,3371.0,1872.0,5243.0,7.0,3.5,3.5,6,8.0,4.0,4.0,2855.0,4223.0,7078.0,0,0.0,24,0.0,0.0,7.702798596294276,0.20014367976236616,0.0005028735653593622,0.0,22.140228504207972,38.44344732268103,7.397913594184251,7.658261490134715,0.1981321859077133,0.001106321843790597,0.0,22.700928221317543,39.04137821375639,7.3362068867888945,0,0.0,8.0,21.0,0.2629,1,0.5106383,0.0,0.0,0.0,0.511,0.0,0.0,0.0,0.489,1,0.8660254037844386,0.5000000000000001,1.0,0.83
HVS,HVSP,2024-02,2024,2,1,1546.0,0.94,660,4482.0,2.72,446,1650,0.4,0.2703,187,1951,1,1951.0,0,18,10523.8,9220.8,19744.6,29.45,15.7,13.75,7,15.916666666666668,9.25,6.666666666666667,4748.0,3678.0,8426.0,1,0.07692307692307693,126,0.3396232718951086,0.05263157894736842,7.73570715536995,0.1785919552818797,0.0015086207067829438,0.0,18.387631229970648,34.61275764922986,7.398925492133217,7.742206831524234,0.1785919552818797,0.0015086207067829438,0.0,18.387631229970648,34.61275764922986,7.405425264575015,0,0.0,8.0,21.0,0.2629,1,0.0036363637,0.0,0.0,0.0006060606,0.004,0.0,0.0,0.001,0.995,1,0.8660254037844386,0.5000000000000001,1.0,0.91
HD,ZL,2024-02,2024,2,39,61.0,2.65,13,70.0,3.04,15,23,0.5652,0.6522,0,28,1,28.0,0,6,2353.0,2347.0,4700.0,29.0,10.666666666666666,18.333333333333332,16,96.0,52.0,44.0,6706.71,10611.64,17318.35,0,0.0,96,0.0,0.0,7.663275649492768,0.18376436967659612,0.005431034345308255,0.0,18.169869412036462,33.52551630447651,7.179798691779718,7.550574714917389,0.17499999947118006,0.0035201148183523923,0.00011494252616646646,19.255094976860217,34.37534390167258,7.149066085788025,0,0.0,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.59
RTD,SDM,2024-02,2024,2,4,4192.0,1.02,1184,22740.0,5.52,2037,4122,0.2872,0.4942,386,4539,1,4539.0,0,15,12755.0,18184.0,30939.0,54.7,27.2,27.5,6,15.333333333333334,7.666666666666667,7.666666666666667,9456.0,9301.0,18757.0,1,0.08333333333333333,90,0.6213349345596119,0.2,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,7.983741279563,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.653281549612681,0,0.0,8.0,21.0,0.2629,1,0.55943716,0.0,0.0,0.0,0.559,0.0,0.0,0.0,0.441,1,0.8660254037844386,0.5000000000000001,1.0,0.78
RTD,ASS,2024-02,2024,2,82,56.0,0.86,25,120.0,1.85,4,65,0.3846,0.0615,0,0,12,0.0,1,15,12755.0,18184.0,30939.0,54.7,27.2,27.5,17,34.84722222222222,21.22222222222222,13.625,24921.0,19986.0,44907.0,1,0.05555555555555555,255,0.45511961331341866,0.1111111111111111,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,7.710684075309285,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.3061582103542895,0,0.0,8.0,21.0,0.2629,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.54
BD,RTD,2024-02,2024,2,50,1557.0,0.9,396,20952.0,12.17,714,1721,0.2301,0.4149,322,1728,1,1728.0,0,12,7993.0,8807.0,16800.0,42.333333333333336,21.166666666666668,21.166666666666668,15,54.7,27.2,27.5,12755.0,18184.0,30939.0,1,0.06666666666666667,180,0.5138983423697507,0.14285714285714285,8.006818978265784,0.2110632192450522,0.001307471280639199,0.0,18.898025424230372,34.66241292295785,7.615727035136058,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,0,0.0,8.0,21.0,0.2629,1,0.30040675,0.69959325,0.0,0.0,0.3,0.7,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.87
SD,ST,2024-02,2024,2,1,610.0,0.71,542,820.0,0.96,547,854,0.6347,0.6405,0,955,1,955.0,0,3,1885.0,955.0,2840.0,3.5,2.5,1.0,4,2.0,1.0,1.0,1885.0,1886.0,3771.0,0,0.0,12,0.0,0.0,7.672382355980767,0.18836207069114022,0.0032183907861853467,0.0,17.92009743945352,33.657930124080046,7.231003060936928,7.633382057953069,0.18836207069114022,0.0032183907861853467,0.0,17.92009743945352,33.657930124080046,7.192002812507509,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.64
AMF,DLD,2024-02,2024,2,9,843.0,0.8,252,1173.0,1.11,215,1058,0.2382,0.2032,59,1158,1,1158.0,0,16,12248.8,11876.0,24124.8,48.0,25.75,22.25,6,12.0,6.0,6.0,4140.0,4139.0,8279.0,0,0.0,96,0.0,0.0,7.71931898788731,0.18132184042284885,0.004827586088286734,0.0,18.541795207508677,34.77206808020328,7.339074735840161,7.680319219608203,0.18132184042284885,0.004827586088286734,0.0,18.541795207508677,34.77206808020328,7.300074921428473,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.74
BD,ETN,2024-02,2024,2,11,1194.0,1.0,262,6484.0,5.44,588,1192,0.2198,0.4933,38,1257,1,1257.0,0,12,7993.0,8807.0,16800.0,42.333333333333336,21.166666666666668,21.166666666666668,4,30.5,12.0,18.5,2495.0,1238.53,3733.5299999999997,0,0.0,48,0.0,0.0,8.006818978265784,0.2110632192450522,0.001307471280639199,0.0,18.898025424230372,34.66241292295785,7.615727035136058,7.98944538199589,0.20100574823760095,0.0015086207067829438,0.0,19.154430833270496,34.93965422353525,7.591528704454159,0,0.0,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.58
AMF,AMFS,2024-02,2024,2,3,1782.0,0.99,613,2883.0,1.59,488,1809,0.3389,0.2698,109,2097,1,2097.0,0,16,12248.8,11876.0,24124.8,48.0,25.75,22.25,4,6.0,3.0,3.0,4263.0,4407.0,8670.0,0,0.0,64,0.0,0.0,7.71931898788731,0.18132184042284885,0.004827586088286734,0.0,18.541795207508677,34.77206808020328,7.339074735840161,7.670980135449904,0.19195402402901787,0.007744252649617606,0.0,18.23156771029549,32.86034394680769,7.217028937634381,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.81
DRH,SPTN,2024-02,2024,2,1,499.0,0.49,188,2829.0,2.78,241,1016,0.185,0.2372,1,1225,1,1225.0,0,4,2466.0,2453.0,4919.0,6.0,3.0,3.0,4,3.0,1.5,1.5,2448.0,2453.0,4901.0,0,0.0,16,0.0,0.0,7.736140792611344,0.18936781722238694,0.0009051724283517092,0.0,21.793527588205432,39.285516127772716,7.50999136457498,7.729640746810313,0.18936781722238694,0.0009051724283517092,0.0,21.793527588205432,39.285516127772716,7.503491363648711,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.95
WF,OTB,2024-02,2024,2,4,282.0,0.32,90,534.0,0.61,66,875,0.1029,0.0754,79,890,1,890.0,0,4,1815.0,917.4,2732.4,13.0,6.5,6.5,4,8.0,4.0,4.0,1839.0,971.0,2810.0,0,0.0,16,0.0,0.0,7.495887802892375,0.189224138566903,0.002614942625507541,0.0,17.70775881572359,33.651723258111666,7.186117758867384,7.456888023913763,0.189224138566903,0.002614942625507541,0.0,17.70775881572359,33.651723258111666,7.147117930410922,0,0.0,8.0,21.0,0.2629,0,0.0045714285,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,1,0.8660254037844386,0.5000000000000001,0.0,0.4
ALMM,ALM,2024-02,2024,2,1,1908.0,1.36,664,4010.0,2.86,710,1403,0.4733,0.5061,1,1854,1,1854.0,0,4,6709.0,5208.0,11917.0,3.0,1.5,1.5,18,43.075,21.7,21.375,8158.14,8544.880000000001,16703.02,1,0.09090909090909091,72,0.7213475204444817,0.25,7.750068705700253,0.19123563265706273,0.0020114942507325918,1.4367815770808308e-05,19.824412606399633,35.79310250008243,7.3727698942710616,7.79256603087502,0.1833333340098803,0.002614942614802684,1.4367815770808308e-05,20.71273012921728,36.31137834677751,7.492781589771139,0,0.0,8.0,21.0,0.2629,1,0.0007127584,0.0,0.0,0.0007127584,0.001,0.0,0.0,0.001,0.998,1,0.8660254037844386,0.5000000000000001,1.0,0.51
RVS,WC,2024-02,2024,2,7,1360.0,1.26,414,6313.0,5.85,530,1080,0.3833,0.4907,2,1143,1,1143.0,0,4,2294.0,2294.0,4588.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2294.0,2990.0,5284.0,0,0.0,16,0.0,0.0,7.847445190563027,0.18333333454512316,0.0,0.0,18.586057848971464,33.99465421835581,7.492631988621306,7.754275791140958,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.414836211451169,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0018518518,0.0,0.0,0.0,0.002,0.998,1,0.8660254037844386,0.5000000000000001,1.0,0.95
WF,ED,2024-02,2024,2,9,20.0,5.0,4,21.0,5.25,4,4,1.0,1.0,0,137,5,27.4,0,4,1815.0,917.4,2732.4,13.0,6.5,6.5,10,41.2,20.6,20.6,4657.4,5362.0,10019.4,0,0.0,40,0.0,0.0,7.495887802892375,0.189224138566903,0.002614942625507541,0.0,17.70775881572359,33.651723258111666,7.186117758867384,7.579999914050274,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.163908029767288,0,0.0,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.46
BSMZ,HVSM,2024-02,2024,2,4,1840.0,1.25,713,4189.0,2.84,756,1474,0.4837,0.5129,5,1951,1,1951.0,0,4,3933.0,3923.0,7856.0,5.0,2.5,2.5,5,13.5,11.0,2.5,3941.0,3925.0,7866.0,0,0.0,20,0.0,0.0,7.739764300742369,0.1834770123013991,0.0010057471307187245,0.0,18.51564454184524,34.97172324513567,7.402839062542751,7.720264346392333,0.1834770123013991,0.0010057471307187245,0.0,18.51564454184524,34.97172324513567,7.383339053597943,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.00067842606,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.92
DB,MRN,2024-02,2024,2,8,725.0,0.66,265,2018.0,1.83,287,1100,0.2409,0.2609,1,1167,1,1167.0,0,10,5243.0,5448.0,10691.0,30.0,15.0,15.0,4,22.0,11.0,11.0,2333.0,2328.0,4661.0,0,0.0,40,0.0,0.0,7.763640571663949,0.18074712731029796,0.0016091954519693878,0.0,18.6350294649601,35.09120587781928,7.469172229712036,7.724640806756871,0.18074712731029796,0.0016091954519693878,0.0,18.6350294649601,35.09120587781928,7.430172422151456,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.73
ED,KLP,2024-02,2024,2,7,1111.0,1.12,462,3607.0,3.63,519,994,0.4648,0.5221,21,1259,1,1259.0,0,10,4657.4,5362.0,10019.4,41.2,20.6,20.6,6,42.0,21.0,21.0,2970.0,2868.0,5838.0,2,0.3333333333333333,60,0.9609582064547204,0.25263157894736843,7.579999914050274,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.163908029767288,7.664500045263605,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.248408098330443,0,0.0,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.77
ALMM,AMPO,2024-02,2024,2,2,985.0,0.41,424,5322.0,2.19,540,2430,0.1745,0.2222,2,3354,1,3354.0,0,4,6709.0,5208.0,11917.0,3.0,1.5,1.5,8,20.0,10.0,10.0,6905.17,7061.0,13966.17,1,0.2,32,0.43429448190325176,0.1,7.750068705700253,0.19123563265706273,0.0020114942507325918,1.4367815770808308e-05,19.824412606399633,35.79310250008243,7.3727698942710616,7.763068985557933,0.19123563265706273,0.0020114942507325918,0.0,19.824412606399633,35.79310250008243,7.385770133857069,0,0.0,8.0,21.0,0.2629,0,0.00041152263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6
ED,WF,2024-02,2024,2,9,110.0,0.15,34,302.0,0.4,7,758,0.0449,0.0092,12,890,1,890.0,0,10,4657.4,5362.0,10019.4,41.2,20.6,20.6,4,13.0,6.5,6.5,1815.0,917.4,2732.4,0,0.0,40,0.0,0.0,7.579999914050274,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.163908029767288,7.495887802892375,0.189224138566903,0.002614942625507541,0.0,17.70775881572359,33.651723258111666,7.186117758867384,0,0.0,8.0,21.0,0.2629,0,0.005277045,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,1,0.8660254037844386,0.5000000000000001,0.0,0.25
RSD,ODB,2024-02,2024,2,7,435.0,0.5,161,2521.0,2.92,73,863,0.1866,0.0846,87,957,1,957.0,0,8,3320.0,6683.0,10003.0,43.46666666666667,24.666666666666668,18.8,3,15.5,7.5,8.0,1954.0,957.0,2911.0,0,0.0,24,0.0,0.0,8.056643739570168,0.1941091961323701,0.0007040230129128215,0.0,18.786238562015967,35.18275776265681,7.681859221266604,7.995945594923827,0.20100574823760095,0.0015086207067829438,0.0,19.154430833270496,34.93965422353525,7.598028930781902,0,0.0,8.0,21.0,0.2629,0,0.002317497,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.998,1,0.8660254037844386,0.5000000000000001,0.0,0.45
DB,BNK,2024-02,2024,2,4,671.0,0.51,253,2913.0,2.23,280,1306,0.1937,0.2144,2,1400,1,1400.0,0,10,5243.0,5448.0,10691.0,30.0,15.0,15.0,5,11.833333333333332,5.5,6.333333333333333,2780.0,2565.09,5345.09,1,0.14285714285714285,50,0.3396232718951086,0.05263157894736842,7.763640571663949,0.18074712731029796,0.0016091954519693878,0.0,18.6350294649601,35.09120587781928,7.469172229712036,7.801976939470603,0.1790229899102244,0.001910919526955862,0.0,18.63424655966375,34.2796542658203,7.453988500367636,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0007656968,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.72
RSD,DDR,2024-02,2024,2,38,891.0,0.76,287,9494.0,8.09,548,1174,0.2445,0.4668,87,1618,1,1618.0,0,8,3320.0,6683.0,10003.0,43.46666666666667,24.666666666666668,18.8,13,35.35714285714286,17.857142857142858,17.5,5041.0,8874.0,13915.0,1,0.09090909090909091,104,0.5581106265512472,0.16666666666666666,8.056643739570168,0.1941091961323701,0.0007040230129128215,0.0,18.786238562015967,35.18275776265681,7.681859221266604,8.03671291367761,0.17787356423107029,0.00010057471307187245,0.0,19.651632561423312,35.57172318573656,7.648638158694081,0,0.0,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.69
VNDW,MRN,2024-02,2024,2,14,187.0,0.17,79,1303.0,1.2,113,1084,0.0729,0.1042,0,1166,1,1166.0,0,4,2313.0,2313.0,4626.0,15.0,7.5,7.5,4,22.0,11.0,11.0,2333.0,2328.0,4661.0,0,0.0,16,0.0,0.0,7.71691673347491,0.1862068971105177,0.0017097701543364032,0.0,18.399029380459893,33.772240509589516,7.317060350515376,7.724640806756871,0.18074712731029796,0.0016091954519693878,0.0,18.6350294649601,35.09120587781928,7.430172422151456,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.79
UTLN,UTVR,2024-02,2024,2,3,2389.0,1.12,786,5514.0,2.58,858,2137,0.3678,0.4015,0,2339,1,2339.0,0,4,6854.0,6854.0,13708.0,7.0,3.5,3.5,6,7.333333333333333,3.6666666666666665,3.6666666666666665,9575.0,9417.0,18992.0,0,0.0,24,0.0,0.0,7.82147674836304,0.1790229899102244,0.001910919526955862,0.0,18.63424655966375,34.2796542658203,7.47348829144719,7.801976939470603,0.1790229899102244,0.001910919526955862,0.0,18.63424655966375,34.2796542658203,7.453988500367636,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0009358914,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.93
DVD,ASB,2024-02,2024,2,2,1928.0,1.31,838,8764.0,5.94,1024,1475,0.5681,0.6942,2,1617,1,1617.0,0,15,10444.0,10339.0,20783.0,20.482142857142858,11.625,8.857142857142858,21,23.072727272727274,11.272727272727273,11.8,8988.980000000001,8439.7,17428.68,4,0.26666666666666666,315,2.240416353450449,0.6692982456140351,7.7242987892247905,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.351884994013556,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,0,0.0,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.9
ES,HGL,2024-02,2024,2,8,201.0,0.19,99,2970.0,2.8,95,1060,0.0934,0.0896,29,1150,1,1150.0,0,2,0.0,1476.0,1476.0,6.0,0.0,6.0,7,15.416666666666668,7.75,7.666666666666667,2937.0,1759.0,4696.0,1,0.2,14,1.4426950408889634,0.5,7.238025778438896,0.17270115113164158,0.0010057471307187245,0.00010057471039565815,17.12830903920634,33.06206812598239,6.85189072017012,7.363425066828428,0.16982758669289708,0.00040229886299234695,0.0,17.323984890319835,32.940516327646954,6.958971096866432,0,0.0,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.16
DVD,HVS,2024-02,2024,2,24,1351.0,1.8,482,3121.0,4.17,521,749,0.6435,0.6956,0,1111,1,1111.0,0,15,10444.0,10339.0,20783.0,20.482142857142858,11.625,8.857142857142858,18,29.45,15.7,13.75,10523.8,9220.8,19744.6,3,0.2,270,1.6190814188908376,0.4692982456140351,7.7242987892247905,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.351884994013556,7.73570715536995,0.1785919552818797,0.0015086207067829438,0.0,18.387631229970648,34.61275764922986,7.398925492133217,0,0.0,8.0,21.0,0.2629,1,0.9986649,0.0,0.0,0.0013351135,0.999,0.0,0.0,0.001,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.95
DVD,DMNZ,2024-02,2024,2,2,2050.0,1.39,590,4743.0,3.22,642,1472,0.4008,0.4361,0,1882,1,1882.0,0,15,10444.0,10339.0,20783.0,20.482142857142858,11.625,8.857142857142858,4,9.0,4.5,4.5,3809.0,3769.0,7578.0,0,0.0,60,0.0,0.0,7.7242987892247905,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.351884994013556,7.789299114874896,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.41688527800571,0,0.0,8.0,21.0,0.2629,1,0.0013586957,0.0,0.0,0.0013586957,0.001,0.0,0.0,0.001,0.998,1,0.8660254037844386,0.5000000000000001,1.0,0.67
ASS,ZD,2024-02,2024,2,6,5336.0,1.34,1915,19969.0,5.03,2198,3968,0.4826,0.5539,23,4465,1,4465.0,0,17,24921.0,19986.0,44907.0,34.84722222222222,21.22222222222222,13.625,12,22.333333333333332,11.166666666666666,11.166666666666666,9207.18,9299.03,18506.21,1,0.07142857142857142,204,0.5581106265512472,0.16666666666666666,7.710684075309285,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.3061582103542895,7.769184184870843,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.364658257056927,0,0.0,8.0,21.0,0.2629,1,0.42111894,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.579,1,0.8660254037844386,0.5000000000000001,1.0,0.86
DVD,RAI,2024-02,2024,2,3,1465.0,0.87,526,4128.0,2.45,585,1687,0.3118,0.3468,0,1926,1,1926.0,0,15,10444.0,10339.0,20783.0,20.482142857142858,11.625,8.857142857142858,8,18.0,9.0,9.0,4107.3,4191.8,8299.1,3,0.3333333333333333,120,1.4094374998787451,0.35757575757575755,7.7242987892247905,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.351884994013556,7.777563111952923,0.18448275994595098,0.0008045976938701224,0.0,19.06484791328167,35.49982660460746,7.470953970119871,0,0.0,8.0,21.0,0.2629,1,0.112625964,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.887,1,0.8660254037844386,0.5000000000000001,1.0,0.91
LEDN,VH,2024-02,2024,2,8,307.0,0.28,126,1065.0,0.97,63,1101,0.1144,0.0572,97,1337,1,1337.0,0,18,14482.0,15158.0,29640.0,35.33333333333333,18.444444444444443,16.88888888888889,4,18.0,9.0,9.0,2687.0,2272.0,4959.0,0,0.0,72,0.0,0.0,7.9042815178547094,0.19870689765004249,0.0007040229915031072,0.0,20.98250385228245,37.80413692915577,7.54472698391169,7.930281537574255,0.19870689765004249,0.0007040229915031072,0.0,20.98250385228245,37.80413692915577,7.570727006799873,0,0.0,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.36
GVC,LEDN,2024-02,2024,2,15,1134.0,0.58,345,5370.0,2.73,163,1964,0.1757,0.083,162,1882,1,1882.0,0,5,0.0,10772.0,10772.0,9.6,0.0,9.6,18,35.33333333333333,18.444444444444443,16.88888888888889,14482.0,15158.0,29640.0,2,0.15384615384615385,90,1.2352458628142324,0.39285714285714285,7.951051902223978,0.19123563177926445,0.002614942518458969,0.0,21.263657430122638,38.63741283101597,7.72827891371716,7.9042815178547094,0.19870689765004249,0.0007040229915031072,0.0,20.98250385228245,37.80413692915577,7.54472698391169,0,0.0,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.25
MT,STD,2024-02,2024,2,21,246.0,0.22,128,4860.0,4.35,156,1118,0.1145,0.1395,70,1422,1,1422.0,0,1,0.0,1422.0,1422.0,21.0,0.0,21.0,4,46.66666666666667,21.666666666666668,25.0,4826.0,2402.0,7228.0,0,0.0,4,0.0,0.0,8.110008706906061,0.16824712696346059,0.0009051724283517092,0.0,18.265147261235906,35.09327492357671,7.742839156211107,8.031965248880844,0.14612069102967606,0.0008045977045749796,0.0,17.49378474656193,34.83620595246896,7.715873338367747,0,0.0,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3
BGN,RB,2024-02,2024,2,16,2383.0,2.12,765,8046.0,7.15,885,1126,0.6794,0.786,6,1712,1,1712.0,0,7,4182.88,3739.0,7921.88,45.0,23.0,22.0,4,19.0,9.5,9.5,3462.0,3462.0,6924.0,0,0.0,28,0.0,0.0,8.032933720497244,0.20344827726654624,0.0011063218652003113,0.0,18.31537908521192,34.31482670841546,7.647660713771294,8.15272989175443,0.20100574685667438,0.0005028735653593622,0.0,18.635787611035095,35.427412744226125,7.836566092296579,0,0.0,8.0,21.0,0.2629,1,0.69982237,0.0,0.0,0.0008880995,0.7,0.0,0.0,0.001,0.299,1,0.8660254037844386,0.5000000000000001,1.0,0.93
PMR,PMO,2024-02,2024,2,1,866.0,0.96,269,2426.0,2.68,305,904,0.2976,0.3374,2,1015,1,1015.0,0,8,2108.0,2108.0,4216.0,20.5,10.25,10.25,4,19.0,9.5,9.5,2043.0,1725.0,3768.0,1,0.2,32,0.5581106265512472,0.16666666666666666,7.690919458919644,0.18160919625654645,0.00442528728952353,2.8735631541616615e-05,21.740005351431755,36.89275757882787,7.39386490689612,7.716919481561615,0.18160919625654645,0.00442528728952353,2.8735631541616615e-05,21.740005351431755,36.89275757882787,7.419864929784303,0,0.0,8.0,21.0,0.2629,1,0.03761062,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.962,1,0.8660254037844386,0.5000000000000001,1.0,0.72
