source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_ALLF_pred,RandomForestClassifier_ALLF_proba
CAS,AMR,2024-03,2024,3,12,110.0,2.56,33,170.0,3.95,35,43,0.7674,0.814,0,63,1,63.0,0,10,6494.0,5949.0,12443.0,25.2,12.6,12.6,6,12.0,6.0,6.0,4647.0,5593.0,10240.0,1,0.14285714285714285,60,1.4426950408889634,0.5,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.223474014976624,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.329126766841473,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.59
ASB,SHL,2024-03,2024,3,17,4.0,0.13,4,79.0,2.55,6,31,0.129,0.1935,3,35,1,35.0,0,18,9357.57,8817.34,18174.91,17.333333333333332,8.666666666666666,8.666666666666666,17,43.986111111111114,22.11111111111111,21.875,18787.0,16155.0,34942.0,2,0.125,306,0.9605402309330919,0.25,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,8.488792967266862,0.07362045850078318,0.0007537012145143819,0.0,15.47013106496947,29.499649301351802,8.652857617125376,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.89
SGN,HWD,2024-03,2024,3,14,940.0,0.76,471,5170.0,4.19,571,1234,0.3817,0.4627,0,1282,1,1282.0,0,4,2587.0,2589.0,5176.0,23.0,11.5,11.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4713.0,4707.0,9420.0,0,0.0,24,0.0,0.0,8.28171150135641,0.0811574706659824,0.0016958277326573595,0.0,15.755535174587372,28.664332964539046,8.328279498448122,8.360418833280796,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.490701497643986,2,0.0645,10.0,20.0,0.2629,1,0.9732577,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.027,2,1.0,6.123233995736766e-17,1.0,0.88
ZDK,ZD,2024-03,2024,3,3,594.0,0.63,294,1655.0,1.77,314,937,0.3138,0.3351,0,1026,1,1026.0,0,4,2039.0,2041.0,4080.0,13.0,6.5,6.5,10,24.4,12.2,12.2,9180.0,9294.0,18474.0,0,0.0,40,0.0,0.0,8.403150991588069,0.09905787410959101,0.002072678329886851,0.0,15.914257399647585,28.961829666815408,8.608063534162888,8.442922187044033,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.615735131991503,2,0.0645,10.0,20.0,0.2629,1,0.03308431,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.967,2,1.0,6.123233995736766e-17,1.0,0.74
OBD,HWD,2024-03,2024,3,6,537.0,0.53,235,1587.0,1.56,254,1018,0.2308,0.2495,0,1061,1,1061.0,0,4,2123.0,1202.0,3325.0,17.0,8.5,8.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4713.0,4707.0,9420.0,0,0.0,24,0.0,0.0,8.353918775575158,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.48420143608771,8.360418833280796,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.490701497643986,2,0.0645,10.0,20.0,0.2629,0,0.069744594,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.93,2,1.0,6.123233995736766e-17,0.0,0.37
WDN,RSN,2024-03,2024,3,8,323.0,0.33,167,1841.0,1.91,212,966,0.1729,0.2195,1,1112,1,1112.0,0,4,2044.0,1399.0,3443.0,13.0,6.5,6.5,4,15.0,7.5,7.5,2193.0,2121.0,4314.0,0,0.0,16,0.0,0.0,8.529328651856606,0.06796769920139903,0.00047106325907148873,0.0,13.730691989690747,26.262071985575904,8.377646263001905,8.548234662590085,0.0803499336919746,9.421265181429774e-05,0.0,14.053765413177127,27.20640566981176,8.44742710272685,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.12
ZWD,RTB,2024-03,2024,3,17,5.0,0.07,3,56.0,0.81,22,69,0.0435,0.3188,0,506,42,12.05,0,6,4024.3,2394.05,6418.35,17.333333333333332,8.666666666666666,8.666666666666666,10,18.333333333333336,8.333333333333334,10.0,9384.650000000001,7849.3,17233.95,1,0.125,60,0.5138983423697507,0.14285714285714285,8.734724086675477,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.774360692677556,8.6498050696115,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.706198080070568,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.61
HKS,HNK,2024-03,2024,3,9,352.0,0.27,118,8701.0,6.61,361,1316,0.0897,0.2743,30,1446,1,1446.0,0,4,2848.0,2848.0,5696.0,13.0,6.5,6.5,4,10.0,5.0,5.0,2847.0,3527.0,6374.0,0,0.0,16,0.0,0.0,8.429771820918067,0.05181695888894403,0.00018842530362859548,0.0,19.319314794456975,34.604575132778166,8.589866024648838,8.380258405673873,0.06110363435576774,0.0006594885326169863,0.0,16.82344548538588,30.27149315637663,8.539746941018393,2,0.0645,10.0,20.0,0.2629,1,0.9840425,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.016,2,1.0,6.123233995736766e-17,1.0,0.83
CAS,HLM,2024-03,2024,3,23,10.0,0.14,7,100.0,1.35,10,74,0.0946,0.1351,0,165,1,165.0,0,10,6494.0,5949.0,12443.0,25.2,12.6,12.6,16,24.0,12.0,12.0,9377.5,10787.5,20165.0,0,0.0,160,0.0,0.0,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.336801681512137,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.500058731192054,2,0.0645,10.0,20.0,0.2629,0,0.972973,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.027,2,1.0,6.123233995736766e-17,1.0,0.66
HKS,BKG,2024-03,2024,3,4,1168.0,0.93,284,9223.0,7.31,510,1262,0.225,0.4041,21,1402,1,1402.0,0,4,2848.0,2848.0,5696.0,13.0,6.5,6.5,4,5.0,2.5,2.5,2847.0,2848.0,5695.0,0,0.0,16,0.0,0.0,8.429771820918067,0.05181695888894403,0.00018842530362859548,0.0,19.319314794456975,34.604575132778166,8.589866024648838,8.423272125814036,0.05181695888894403,0.00018842530362859548,0.0,19.319314794456975,34.604575132778166,8.58336636644674,2,0.0645,10.0,20.0,0.2629,1,0.98098254,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.019,2,1.0,6.123233995736766e-17,1.0,0.91
BTL,BET,2024-03,2024,3,10,1847.0,0.99,740,3394.0,1.82,809,1866,0.3966,0.4335,4,1981,1,1981.0,0,6,3953.0,3960.0,7913.0,18.0,9.0,9.0,5,23.166666666666664,9.5,13.666666666666666,3903.0,3906.09,7809.09,0,0.0,30,0.0,0.0,8.967025576979122,0.10807537038786735,0.002637954220717239,0.0,13.623611594594182,26.657442153543034,8.829744274811983,8.92938028073407,0.11292059269318831,0.0010363391900126738,0.0,13.441474645728217,26.29695764332408,8.832543152658968,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.75
CAS,ZD,2024-03,2024,3,17,1057.0,0.69,585,6900.0,4.51,717,1530,0.3824,0.4686,0,1843,1,1843.0,0,10,6494.0,5949.0,12443.0,25.2,12.6,12.6,10,24.4,12.2,12.2,9180.0,9294.0,18474.0,0,0.0,100,0.0,0.0,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.442922187044033,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.615735131991503,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.63
ASB,ASD,2024-03,2024,3,10,108.0,1.71,41,176.0,2.79,48,63,0.6508,0.7619,11,87,1,87.0,0,18,9357.57,8817.34,18174.91,17.333333333333332,8.666666666666666,8.666666666666666,20,38.95959595959596,19.77777777777778,19.181818181818183,13192.6,22174.5,35367.1,3,0.16666666666666666,360,1.4160778197681392,0.36374269005847953,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,8.37792187054738,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.550734781480894,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.87
AKM,HR,2024-03,2024,3,11,602.0,0.63,209,2227.0,2.33,252,957,0.2184,0.2633,0,997,1,997.0,0,4,1930.0,1930.0,3860.0,16.0,8.0,8.0,7,34.083333333333336,18.75,15.333333333333334,4238.0,3072.0,7310.0,0,0.0,28,0.0,0.0,8.07523882810232,0.06339165573365595,0.0011305518317992723,0.0,16.758530738055306,29.645974970441486,8.068307496657441,8.112746263865487,0.07940780657216967,0.00037685060725719096,0.0,16.502294722026964,29.41921858447397,8.14922003149184,2,0.0645,10.0,20.0,0.2629,1,0.08045977,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.92,2,1.0,6.123233995736766e-17,1.0,0.63
LLZM,ZTMO,2024-03,2024,3,2,1445.0,0.6,450,4589.0,1.91,529,2399,0.1876,0.2205,0,2459,1,2459.0,0,4,3863.0,3863.0,7726.0,15.0,7.5,7.5,4,3.0,1.5,1.5,3863.0,3863.0,7726.0,0,0.0,16,0.0,0.0,8.580939918395488,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.684573808236205,8.561440122320064,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.665074027242442,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.00041684034,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.71
RS,OW,2024-03,2024,3,11,352.0,0.32,97,4522.0,4.07,218,1110,0.0874,0.1964,0,1143,1,1143.0,0,4,2326.0,2326.0,4652.0,17.0,8.5,8.5,4,12.0,6.0,6.0,2326.0,2326.0,4652.0,0,0.0,16,0.0,0.0,8.906622397546652,0.09475101012119855,0.005464333624730681,0.0,13.915612937102889,26.741749008443122,8.840875423451934,8.852731557826175,0.09784656870373165,0.002826379474207338,0.0,14.277336846931787,26.94670184239404,8.760537743407978,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.74
WT,RM,2024-03,2024,3,24,2863.0,1.41,640,13670.0,6.73,924,2031,0.3151,0.4549,10,2406,1,2406.0,0,5,4547.0,5157.0,9704.0,45.66666666666667,26.0,19.666666666666668,4,49.0,24.5,24.5,4808.0,4679.0,9487.0,0,0.0,20,0.0,0.0,8.933222636299691,0.11184387711223973,0.0008479138563009804,0.0,13.005215286406342,25.692273946341082,8.801728686445655,9.18574535537857,0.11090175067431833,0.0010363391398741772,0.0,12.882608431906592,25.128290001508525,9.019190809447544,2,0.0645,10.0,20.0,0.2629,1,0.9995076,0.0,0.0,0.0004923683,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.9
NVP,SSH,2024-03,2024,3,11,2308.0,1.57,748,6515.0,4.43,839,1471,0.5085,0.5704,0,2034,1,2034.0,0,4,4001.0,4001.0,8002.0,16.0,8.0,8.0,4,19.0,9.5,9.5,4001.0,3502.0,7503.0,0,0.0,16,0.0,0.0,8.462691181601297,0.09098250382801726,0.0012247644735858708,0.0,15.758907997431697,29.542771715495338,8.534561966822896,8.423743196964905,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.4699074076451,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.55
ZTMO,ZTM,2024-03,2024,3,1,1752.0,0.73,635,4887.0,2.04,713,2399,0.2647,0.2972,0,2459,1,2459.0,0,4,3863.0,3863.0,7726.0,3.0,1.5,1.5,8,15.5,7.75,7.75,3863.0,3863.1099999999997,7726.11,0,0.0,32,0.0,0.0,8.561440122320064,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.665074027242442,8.554940065577085,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.65857395926844,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.00041684034,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.49
LLZM,GD,2024-03,2024,3,13,944.0,0.73,516,3021.0,2.34,562,1293,0.3991,0.4346,0,1404,1,1404.0,0,4,3863.0,3863.0,7726.0,15.0,7.5,7.5,16,46.93650793650794,32.22222222222222,14.714285714285714,14501.11,10822.0,25323.11,0,0.0,64,0.0,0.0,8.580939918395488,0.09905787442044968,0.001978465668044854,0.0,15.561958687302242,28.679837785851745,8.684573808236205,8.724752618438623,0.08734858754024531,0.0005652759309411851,0.0,15.65530166828135,29.18858597512842,8.893595203576787,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.76
RS,HTO,2024-03,2024,3,6,2981.0,2.58,1002,7578.0,6.55,1045,1157,0.866,0.9032,0,1183,1,1183.0,0,4,2326.0,2326.0,4652.0,17.0,8.5,8.5,4,7.0,3.5,3.5,2326.0,2251.0,4577.0,0,0.0,16,0.0,0.0,8.906622397546652,0.09475101012119855,0.005464333624730681,0.0,13.915612937102889,26.741749008443122,8.840875423451934,8.851119787343258,0.09623149460530056,0.0029205921159939363,0.0,13.95755152663023,26.41469640205558,8.777162823991532,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.68
AC,ASHD,2024-03,2024,3,4,723.0,0.46,178,5172.0,3.28,296,1576,0.1129,0.1878,15,1756,1,1756.0,0,4,3361.0,3347.0,6708.0,16.0,8.0,8.0,4,5.0,2.5,2.5,3361.0,3361.0,6722.0,0,0.0,16,0.0,0.0,8.531011019308185,0.06514131994780108,0.00037685060725719096,0.0,15.504392336387172,27.839676286458648,8.700257348500864,8.524510963247089,0.06514131994780108,0.00037685060725719096,0.0,15.504392336387172,27.839676286458648,8.69375727795977,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.64
AHPR,AHP,2024-03,2024,3,2,596.0,0.6,257,1536.0,1.55,276,993,0.2588,0.2779,0,1015,1,1015.0,0,4,2030.0,2030.0,4060.0,5.0,2.5,2.5,4,3.0,1.5,1.5,2031.0,1998.0,4029.0,0,0.0,16,0.0,0.0,8.726329538815756,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.650286463035389,8.674329496930136,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.598286422393203,2,0.0645,10.0,20.0,0.2629,1,0.052366566,0.0,0.0,0.0020140987,0.052,0.0,0.0,0.002,0.946,2,1.0,6.123233995736766e-17,0.0,0.28
DR,ZP,2024-03,2024,3,13,451.0,0.43,161,3500.0,3.36,239,1042,0.1545,0.2294,8,1188,1,1188.0,0,8,4432.0,4388.0,8820.0,20.5,10.25,10.25,6,24.0,12.0,12.0,2661.0,3485.0,6146.0,1,0.16666666666666666,48,1.4426950408889634,0.5,8.624345032989599,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.600657243908334,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.58
MDB,ARN,2024-03,2024,3,4,465.0,0.38,172,7658.0,6.26,370,1223,0.1406,0.3025,9,1736,1,1736.0,0,7,4362.0,3922.0,8284.0,17.833333333333336,8.5,9.333333333333334,4,19.0,9.5,9.5,3457.0,3458.0,6915.0,1,0.2,28,0.7213475204444817,0.25,8.647415252906317,0.10484522278263944,0.0009421265081152781,0.0,17.02759700299593,32.499326135717524,8.76147988923947,8.647644676077574,0.10713324464185722,0.0010363391799849745,0.0,15.476114082304337,28.649797327906736,8.714670245130803,2,0.0645,10.0,20.0,0.2629,1,0.729354,0.0,0.0,0.0,0.729,0.0,0.0,0.0,0.271,2,1.0,6.123233995736766e-17,1.0,0.89
NDB,WP,2024-03,2024,3,9,1756.0,1.05,750,4748.0,2.85,807,1668,0.4496,0.4838,0,1969,1,1969.0,0,8,6105.0,6128.0,12233.0,19.0,9.5,9.5,13,23.833333333333336,10.833333333333334,13.0,8771.119999999999,8888.380000000001,17659.5,2,0.2,104,1.1556420023477334,0.35,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.527808432062413,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.672761322511798,2,0.0645,10.0,20.0,0.2629,1,0.0011990408,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,1.0,0.73
BGN,RSD,2024-03,2024,3,13,3032.0,2.36,846,12525.0,9.75,1050,1284,0.6589,0.8178,1,1581,1,1581.0,0,6,4181.0,3739.0,7920.0,44.0,22.0,22.0,9,40.55,21.75,18.8,3413.2,6683.0,10096.2,0,0.0,54,0.0,0.0,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.93
GVC,LEDN,2024-03,2024,3,15,974.0,0.61,310,4320.0,2.72,137,1586,0.1955,0.0864,136,1964,1,1964.0,0,6,0.0,10854.0,10854.0,39.166666666666664,0.0,39.166666666666664,21,38.009090909090915,19.90909090909091,18.1,14833.5,15178.0,30011.5,2,0.125,126,1.2352458628142324,0.39285714285714285,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.66
GVM,VST,2024-03,2024,3,6,1484.0,0.73,663,5927.0,2.9,800,2046,0.324,0.391,47,2406,1,2406.0,0,4,4838.0,4847.0,9685.0,9.0,4.5,4.5,4,8.0,4.0,4.0,4838.0,4838.0,9676.0,0,0.0,16,0.0,0.0,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,8.474483428540493,0.08815612446411461,0.001130551821771573,0.0,15.921271099136142,29.303417721795842,8.585317924558554,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.71
HK,UTG,2024-03,2024,3,3,994.0,0.92,389,2477.0,2.29,426,1084,0.3589,0.393,0,1228,1,1228.0,0,4,2466.0,2466.0,4932.0,6.0,3.0,3.0,6,8.0,4.0,4.0,2855.0,4223.0,7078.0,0,0.0,24,0.0,0.0,8.2982227852014,0.07725437485874903,0.0005652759209134858,0.0,17.737023358229514,31.56322930927713,8.434965745276429,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.59
NDB,BSMZ,2024-03,2024,3,1,2016.0,1.22,854,5433.0,3.27,916,1659,0.5148,0.5521,2,1951,1,1951.0,0,8,6105.0,6128.0,12233.0,19.0,9.5,9.5,4,5.0,2.5,2.5,3933.0,3923.0,7856.0,0,0.0,32,0.0,0.0,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.561063860900308,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.6908754647821,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.69
GVC,GD,2024-03,2024,3,28,389.0,0.21,166,5760.0,3.17,170,1819,0.0913,0.0935,83,1871,1,1871.0,0,6,0.0,10854.0,10854.0,39.166666666666664,0.0,39.166666666666664,16,46.93650793650794,32.22222222222222,14.714285714285714,14501.11,10822.0,25323.11,1,0.07142857142857142,96,0.5581106265512472,0.16666666666666666,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.724752618438623,0.08734858754024531,0.0005652759309411851,0.0,15.65530166828135,29.18858597512842,8.893595203576787,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.61
PMR,ASS,2024-03,2024,3,20,27.0,0.84,19,147.0,4.59,21,32,0.5938,0.6563,0,36,1,36.0,0,8,2108.0,2108.0,4216.0,20.5,10.25,10.25,16,27.25,13.625,13.625,24930.0,20000.0,44930.0,1,0.09090909090909091,128,0.5581106265512472,0.16666666666666666,8.468172874136215,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.635736790832889,8.384422088535766,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.557235019845564,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.67
PMR,HN,2024-03,2024,3,19,30.0,0.94,8,30.0,0.94,8,32,0.25,0.25,0,30,1,30.0,0,8,2108.0,2108.0,4216.0,20.5,10.25,10.25,12,40.333333333333336,20.166666666666668,20.166666666666668,4628.0,5081.0,9709.0,2,0.25,96,1.9235933878519513,0.625,8.468172874136215,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.635736790832889,8.380258405673873,0.06110363435576774,0.0006594885326169863,0.0,16.82344548538588,30.27149315637663,8.539746941018393,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.75
GV,VB,2024-03,2024,3,4,42.0,0.58,19,30.0,0.42,1,72,0.2639,0.0139,1,327,49,6.67,0,11,12424.0,9332.67,21756.67,14.533333333333335,8.333333333333334,6.2,6,11.5,5.0,6.5,4049.67,1404.0,5453.67,1,0.1,66,0.5581106265512472,0.16666666666666666,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,8.504496888710063,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.720714946775065,2,0.0645,10.0,20.0,0.2629,0,0.9444444,0.0,0.0,0.0,0.944,0.0,0.0,0.0,0.056,2,1.0,6.123233995736766e-17,1.0,0.76
GVC,GV,2024-03,2024,3,1,640.0,0.28,241,4980.0,2.17,138,2298,0.1049,0.0601,67,3010,1,3010.0,0,6,0.0,10854.0,10854.0,39.166666666666664,0.0,39.166666666666664,11,14.533333333333335,8.333333333333334,6.2,12424.0,9332.67,21756.67,3,0.3,66,1.845124645270808,0.5833333333333333,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,2,0.0645,10.0,20.0,0.2629,0,0.34290686,0.0,0.0,0.0,0.343,0.0,0.0,0.0,0.657,2,1.0,6.123233995736766e-17,0.0,0.42
LEDN,ASD,2024-03,2024,3,48,34.0,1.17,10,90.0,3.1,11,29,0.3448,0.3793,2,44,1,44.0,0,21,14833.5,15178.0,30011.5,38.009090909090915,19.90909090909091,18.1,20,38.95959595959596,19.77777777777778,19.181818181818183,13192.6,22174.5,35367.1,2,0.09090909090909091,420,0.9360179602764065,0.2361111111111111,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.37792187054738,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.550734781480894,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.82
LEDN,GV,2024-03,2024,3,16,199.0,1.45,36,513.0,3.74,39,137,0.2628,0.2847,8,272,1,272.0,0,21,14833.5,15178.0,30011.5,38.009090909090915,19.90909090909091,18.1,11,14.533333333333335,8.333333333333334,6.2,12424.0,9332.67,21756.67,2,0.11764705882352941,231,1.279458146995729,0.41666666666666663,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.79
