source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,total_services_lag1,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TOP_pred,LogisticRegression_TOP_proba
ASS,HLM,2024-02-01,2024,2,15,2813.0,1.35,1391,11426.0,5.49,1582,2082,0.6681,0.7598,1,2068,1,2068.0,0,17,22050.0,17103.0,39153.0,34.84722222222222,21.22222222222222,13.625,13,19.142857142857142,8.0,11.142857142857142,8655.83,9962.88,18618.71,1.0,0.06666666666666667,221.0,0.45511961331341866,0.1111111111111111,7.710684075309285,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.3061582103542895,7.716640995365792,0.18936781722238694,0.0009051724283517092,0.0,21.793527588205432,39.285516127772716,7.490491575550759,0,0.0,8.0,21.0,0.263,1,0.9990394,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.001,1,0.8660254037844386,0.5000000000000001,1.0,0.9789452216101154
VL,BR,2024-02-01,2024,2,2,1584.0,1.45,345,5910.0,5.41,186,1092,0.3159,0.1703,30,1192,1,1192.0,0,1,0.0,1192.0,1192.0,2.0,0.0,2.0,3,16.0,6.0,10.0,2735.0,1192.0,3927.0,0.0,0.0,3.0,0.0,0.0,7.877425346844669,0.15215517342861357,0.00030172414992047454,0.0,16.97270739489588,32.34155085717124,7.5217500674998625,7.890425084180188,0.15215517342861357,0.00030172414992047454,0.0,16.97270739489588,32.34155085717124,7.534749849431816,0,0.0,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3841114239455076
WC,NMD,2024-02-01,2024,2,4,3790.0,2.27,1204,8692.0,5.2,1093,1672,0.7201,0.6537,13,1761,1,1761.0,0,4,2294.0,2912.0,5206.0,11.0,5.5,5.5,4,6.0,3.0,3.0,3531.0,2912.0,6443.0,0.0,0.0,16.0,0.0,0.0,7.754275791140958,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.414836211451169,7.747776108488826,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.4083364232518205,0,0.0,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0017942584,0.0,0.0,0.0,0.002,0.998,1,0.8660254037844386,0.5000000000000001,0.0,0.43734563020729617
GW,AKM,2024-02-01,2024,2,5,408.0,0.45,114,2023.0,2.22,158,913,0.1249,0.1731,0,997,1,997.0,0,3,1921.0,997.0,2918.0,14.0,9.0,5.0,5,19.333333333333336,11.333333333333334,8.0,1922.5,1922.0,3844.5,1.0,0.25,15.0,0.9102392266268373,0.3333333333333333,7.222491371616636,0.18089080459556017,0.006135057508089076,0.00015804597347889138,19.502954988644042,34.17103360713213,6.843396528185099,7.292428122854781,0.18994252998167757,0.006336206795069678,0.0001724137892496997,20.20754164320299,34.93861973080142,6.909094863581932,0,0.0,8.0,21.0,0.263,0,0.07338445,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.927,1,0.8660254037844386,0.5000000000000001,1.0,0.6799369113260076
TWL,DV,2024-02-01,2024,2,5,460.0,0.58,130,1146.0,1.44,148,796,0.1633,0.1859,2,904,1,904.0,0,4,1837.0,1819.0,3656.0,12.0,6.0,6.0,12,29.666666666666668,14.833333333333334,14.833333333333334,6499.0,6818.0,13317.0,0.0,0.0,48.0,0.0,0.0,7.583410889086924,0.16982758706756707,0.0009051724069419948,0.0,17.909002355246365,33.56586113280949,7.212362061286795,7.544411114871973,0.16982758706756707,0.0009051724069419948,0.0,17.909002355246365,33.56586113280949,7.173362237283553,0,0.0,8.0,21.0,0.263,0,0.0012562814,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.5292863239960071
OST,WH,2024-02-01,2024,2,7,1834.0,2.34,630,5429.0,6.92,698,784,0.8036,0.8903,4,1208,1,1208.0,0,4,2412.0,2412.0,4824.0,17.0,8.5,8.5,3,17.5,10.5,7.0,2412.0,1204.0,3616.0,0.0,0.0,12.0,0.0,0.0,7.501333517244556,0.18060344909371315,0.00030172413921561735,0.0,17.75104136550906,32.77241292801396,7.052554800421342,7.469683910040292,0.17586206966989684,0.0012068965461576122,0.00015804597347889138,17.99866174692395,32.62293016225442,7.014080470320822,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.4886247755645022
TWL,APDO,2024-02-01,2024,2,7,355.0,0.44,137,983.0,1.22,153,808,0.1696,0.1894,0,915,1,915.0,0,4,1837.0,1819.0,3656.0,12.0,6.0,6.0,3,12.0,5.0,7.0,1837.0,922.0,2759.0,0.0,0.0,12.0,0.0,0.0,7.583410889086924,0.16982758706756707,0.0009051724069419948,0.0,17.909002355246365,33.56586113280949,7.212362061286795,7.582361944544332,0.18390804660859808,0.0007040229915031072,0.0,18.883574446213657,33.768619753505995,7.152620613061148,0,0.0,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.0,0.48389198935943184
RTD,GV,2024-02-01,2024,2,22,9.0,0.6,4,150.0,10.0,5,15,0.2667,0.3333,0,16,1,16.0,0,15,11829.0,16484.0,28313.0,54.7,27.2,27.5,11,19.53333333333333,8.333333333333334,11.2,9990.0,7695.0,17685.0,1.0,0.0625,165.0,0.6213349345596119,0.2,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,7.957551967534611,0.19123563177926445,0.002614942518458969,0.0,21.263657430122638,38.63741283101597,7.734778938964865,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.2991166544411748
HVS,AMF,2024-02-01,2024,2,16,1796.0,1.3,525,4785.0,3.46,526,1384,0.3793,0.3801,77,1327,1,1327.0,0,18,9067.6,7842.8,16910.4,29.45,15.7,13.75,16,48.0,25.75,22.25,11060.8,10727.0,21787.8,2.0,0.11764705882352941,288.0,1.249862498521946,0.38596491228070173,7.73570715536995,0.1785919552818797,0.0015086207067829438,0.0,18.387631229970648,34.61275764922986,7.398925492133217,7.71931898788731,0.18132184042284885,0.004827586088286734,0.0,18.541795207508677,34.77206808020328,7.339074735840161,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.8474581789417847
HVS,ASDZ,2024-02-01,2024,2,28,8.0,0.22,6,139.0,3.76,18,37,0.1622,0.4865,1,72,1,72.0,0,18,9067.6,7842.8,16910.4,29.45,15.7,13.75,12,26.333333333333332,13.166666666666666,13.166666666666666,9561.0,9756.0,19317.0,2.0,0.14285714285714285,216.0,1.2022458674074694,0.375,7.73570715536995,0.1785919552818797,0.0015086207067829438,0.0,18.387631229970648,34.61275764922986,7.398925492133217,7.784063169347315,0.18448275994595098,0.0008045976938701224,0.0,19.06484791328167,35.49982660460746,7.477453973101474,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.755691374972192
RTD,RTA,2024-02-01,2024,2,10,1048.0,0.61,369,5820.0,3.38,159,1723,0.2142,0.0923,106,2000,1,2000.0,0,15,11829.0,16484.0,28313.0,54.7,27.2,27.5,7,14.166666666666668,7.5,6.666666666666667,6467.0,4421.0,10888.0,1.0,0.07692307692307693,105.0,1.4426950408889634,0.5,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,8.008155118117386,0.17241379418463884,0.0025143677625676683,0.0,20.040493045045043,36.05689569519854,7.723744238587631,0,0.0,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.2793714139239266
RTD,RTB,2024-02-01,2024,2,1,2927.0,0.7,824,20152.0,4.81,1573,4188,0.1968,0.3756,380,4533,1,4533.0,0,15,11829.0,16484.0,28313.0,54.7,27.2,27.5,7,14.416666666666668,6.75,7.666666666666667,8703.0,7082.0,15785.0,1.0,0.07692307692307693,105.0,0.5138983423697507,0.14285714285714285,8.009741300353031,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.679281567019978,7.977241608346331,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.646781773402773,0,0.0,8.0,21.0,0.263,1,0.55157596,0.0,0.0,0.0069245463,0.552,0.0,0.0,0.007,0.441,1,0.8660254037844386,0.5000000000000001,0.0,0.22312332869739432
BTL,OT,2024-02-01,2024,2,9,1008.0,1.07,362,2620.0,2.79,398,939,0.3855,0.4239,22,953,1,953.0,0,6,3778.0,3778.0,7556.0,18.0,9.0,9.0,4,17.0,8.5,8.5,1903.0,1903.0,3806.0,0.0,0.0,24.0,0.0,0.0,7.9244971108440865,0.19037356453508825,0.0,0.0,17.928046291244442,33.97241290821426,7.523419544614595,7.934735552097361,0.19324712689709048,0.00010057471307187245,0.0,18.4745513745423,33.693102528309,7.505928145400409,0,0.0,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0010649627,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.5094888315231663
OBD,HWD,2024-02-01,2024,2,6,465.0,0.49,197,2629.0,2.76,240,952,0.2069,0.2521,0,1006,1,1006.0,0,4,2020.0,1041.25,3061.25,17.0,8.5,8.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4459.0,4464.0,8923.0,0.0,0.0,24.0,0.0,0.0,7.640126632250867,0.18548850695891628,0.00241379307090551,2.8735631541616615e-05,19.299286642636375,34.390861211151915,7.283014565877531,7.646626690996746,0.18548850695891628,0.00241379307090551,0.0,19.299286642636375,34.390861211151915,7.289514556184582,0,0.0,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001,1.0,0.5520952256438432
RH,DR,2024-02-01,2024,2,6,209.0,0.22,71,1175.0,1.24,96,945,0.0751,0.1016,0,1000,1,1000.0,0,4,1993.0,1993.0,3986.0,10.0,5.0,5.0,8,20.5,10.25,10.25,4323.0,4292.0,8615.0,0.0,0.0,32.0,0.0,0.0,7.5557559750032155,0.18649425359721156,0.00030172413921561735,0.0,17.784117736693087,33.42206806972109,7.2222789070386995,7.546654978287995,0.1775862075945084,0.00010057471307187245,0.0,18.05234090589929,32.44344738434101,7.222588888187518,0,0.0,8.0,21.0,0.263,0,0.06031746,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.94,1,0.8660254037844386,0.5000000000000001,1.0,0.514366282628484
CAS,HLM,2024-02-01,2024,2,23,21.0,0.57,4,21.0,0.57,4,37,0.1081,0.1081,0,65,6,10.83,0,10,5820.0,5396.83,11216.83,25.2,12.6,12.6,13,19.142857142857142,8.0,11.142857142857142,8655.83,9962.88,18618.71,0.0,0.0,130.0,0.0,0.0,7.658261490134715,0.1981321859077133,0.001106321843790597,0.0,22.700928221317543,39.04137821375639,7.3362068867888945,7.716640995365792,0.18936781722238694,0.0009051724283517092,0.0,21.793527588205432,39.285516127772716,7.490491575550759,0,0.0,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6335310743849727
RH,VP,2024-02-01,2024,2,4,358.0,0.38,118,1266.0,1.35,138,940,0.1255,0.1468,0,993,1,993.0,0,4,1993.0,1993.0,3986.0,10.0,5.0,5.0,4,7.0,3.5,3.5,1993.0,1993.0,3986.0,0.0,0.0,16.0,0.0,0.0,7.5557559750032155,0.18649425359721156,0.00030172413921561735,0.0,17.784117736693087,33.42206806972109,7.2222789070386995,7.586801570866942,0.19137931162298755,0.0004022988522874898,0.0,17.842594130970966,33.56327501384691,7.267979727394279,0,0.0,8.0,21.0,0.263,0,0.05531915,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.945,1,0.8660254037844386,0.5000000000000001,0.0,0.4814037678464436
DTCP,SDM,2024-02-01,2024,2,9,2063.0,1.12,1033,5160.0,2.81,1104,1839,0.5617,0.6003,2,1913,1,1913.0,0,4,3805.0,3805.0,7610.0,10.0,5.0,5.0,6,15.333333333333334,7.666666666666667,7.666666666666667,8894.0,8636.0,17530.0,1.0,0.25,24.0,0.6213349345596119,0.2,7.995692809358582,0.18074712726747852,0.0026149424649346835,0.0,19.357214413840197,35.20396464309473,7.650218601884513,7.983741279563,0.1737068971704649,0.0024137930280860812,0.0,19.48743032107408,35.72896461925287,7.653281549612681,0,0.0,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0010875476,0.0,0.0,0.0,0.001,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.5404371297261346
ZWD,DDR,2024-02-01,2024,2,2,41.0,0.71,22,153.0,2.64,23,58,0.3793,0.3966,4,60,1,60.0,0,4,3843.0,1978.0,5821.0,9.0,4.5,4.5,13,35.35714285714286,17.857142857142858,17.5,2610.0,7363.0,9973.0,0.0,0.0,52.0,0.0,0.0,8.02298851002907,0.17198275992025933,0.00010057471307187245,0.0,19.675502311909337,35.071033541155956,7.657543102557632,8.03671291367761,0.17787356423107029,0.00010057471307187245,0.0,19.651632561423312,35.57172318573656,7.648638158694081,0,0.0,8.0,21.0,0.263,1,0.01724138,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.983,1,0.8660254037844386,0.5000000000000001,1.0,0.7291923691955869
ASB,ASD,2024-02-01,2024,2,10,131.0,2.62,35,276.0,5.52,39,50,0.7,0.78,9,64,1,64.0,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,17,37.77142857142857,18.571428571428573,19.2,11149.0,20098.0,31247.0,4.0,0.2222222222222222,357.0,2.137425340212621,0.6137426900584795,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.7041838592582055,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.299657985054213,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.7844766467292491
ASB,SHL,2024-02-01,2024,2,17,58.0,1.66,11,240.0,6.86,8,35,0.3143,0.2286,9,17,1,17.0,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,17,44.65277777777778,22.77777777777778,21.875,15111.880000000001,12163.5,27275.38,2.0,0.1111111111111111,357.0,0.9751430179754935,0.25757575757575757,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.797063449140767,0.18448275994595098,0.0008045976938701224,0.0,19.06484791328167,35.49982660460746,7.490454212002371,0,0.0,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.8054288053314405
CAS,AMR,2024-02-01,2024,2,12,92.0,2.42,29,92.0,2.42,29,38,0.7632,0.7632,0,42,1,42.0,0,10,5820.0,5396.83,11216.83,25.2,12.6,12.6,6,12.0,6.0,6.0,4399.0,5158.0,9557.0,1.0,0.14285714285714285,60.0,1.4426950408889634,0.5,7.658261490134715,0.1981321859077133,0.001106321843790597,0.0,22.700928221317543,39.04137821375639,7.3362068867888945,7.61221575830667,0.19137931182637982,0.0012068965461576122,0.0,23.192754746511064,39.81465411802818,7.309342159793295,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.5877987157639879
ASB,ASHD,2024-02-01,2024,2,1,1251.0,0.89,433,8095.0,5.73,642,1412,0.3067,0.4547,12,1525,1,1525.0,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,4,5.0,2.5,2.5,3009.0,3009.0,6018.0,0.0,0.0,84.0,0.0,0.0,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.779997326112513,0.1859195409021501,0.000905172417646852,0.0,19.397305628691598,33.96051637400156,7.41505480189433,0,0.0,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0028328612,0.0,0.0,0.0,0.003,0.997,1,0.8660254037844386,0.5000000000000001,0.0,0.4868565652401308
CAS,ZD,2024-02-01,2024,2,17,1180.0,0.75,640,6908.0,4.42,782,1563,0.4095,0.5003,0,1708,1,1708.0,0,10,5820.0,5396.83,11216.83,25.2,12.6,12.6,12,22.333333333333332,11.166666666666666,11.166666666666666,8412.09,7973.03,16385.12,0.0,0.0,120.0,0.0,0.0,7.658261490134715,0.1981321859077133,0.001106321843790597,0.0,22.700928221317543,39.04137821375639,7.3362068867888945,7.769184184870843,0.2002873577969684,0.001609195398445102,0.0,18.6796912191243,33.6486197381184,7.364658257056927,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.6209904993035439
ASB,ASA,2024-02-01,2024,2,4,298.0,2.11,75,1001.0,7.1,92,141,0.5319,0.6525,13,150,1,150.0,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,10,18.8,9.4,9.4,9207.0,9107.0,18314.0,4.0,0.3333333333333333,210.0,1.9589015307268245,0.5185406698564593,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.763299092404202,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.390885255117526,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.512753364592878
ASB,RAI,2024-02-01,2024,2,5,311.0,0.7,139,1534.0,3.45,188,445,0.3124,0.4225,5,10,4,2.5,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,8,18.0,9.0,9.0,3571.3,3148.8,6720.1,2.0,0.15384615384615385,168.0,1.039008973514235,0.29166666666666663,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.777563111952923,0.18448275994595098,0.0008045976938701224,0.0,19.06484791328167,35.49982660460746,7.470953970119871,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.550360911830382
ASB,DVD,2024-02-01,2024,2,2,924.0,0.62,225,8084.0,5.46,453,1481,0.1519,0.3059,47,1553,1,1553.0,0,21,8163.6,7446.7,15610.3,23.072727272727274,11.272727272727273,11.8,15,20.482142857142858,11.625,8.857142857142858,7929.0,7864.0,15793.0,4.0,0.26666666666666666,315.0,2.240416353450449,0.6692982456140351,7.711299040285207,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.33888520249005,7.7242987892247905,0.185775863006711,0.0012068965782721837,0.0,19.652092345144556,34.550688718242206,7.351884994013556,0,0.0,8.0,21.0,0.263,1,0.0013504389,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.8660254037844386,0.5000000000000001,1.0,0.6808430894305616
HRT,DN,2024-02-01,2024,2,18,2206.0,2.02,692,7714.0,7.06,805,1092,0.6337,0.7372,1,1234,1,1234.0,0,4,2851.0,2777.0,5628.0,28.0,14.0,14.0,5,25.166666666666664,13.5,11.666666666666666,2864.0,3801.0,6665.0,0.0,0.0,20.0,0.0,0.0,7.791882172558757,0.1645114952163107,0.00010057471307187245,0.0,16.82326145504398,32.67206805601887,7.404094831183039,7.792451168656692,0.1692528753252379,0.0,0.0,16.800293006045724,32.86861980303951,7.407106342158098,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1.0,0.5018676105604155
ED,DB,2024-02-01,2024,2,29,713.0,0.91,330,3657.0,4.69,401,780,0.4231,0.5141,5,928,1,928.0,0,10,4492.6,4893.0,9385.6,41.2,20.6,20.6,10,30.0,15.0,15.0,4727.0,4890.0,9617.0,2.0,0.25,100.0,1.249862498521946,0.38596491228070173,7.579999914050274,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.163908029767288,7.763640571663949,0.18074712731029796,0.0016091954519693878,0.0,18.6350294649601,35.09120587781928,7.469172229712036,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.4454784171010745
RVS,WC,2024-02-01,2024,2,7,1360.0,1.26,414,6313.0,5.85,530,1080,0.3833,0.4907,2,1143,1,1143.0,0,4,2294.0,2294.0,4588.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2294.0,2912.0,5206.0,0.0,0.0,16.0,0.0,0.0,7.847445190563027,0.18333333454512316,0.0,0.0,18.586057848971464,33.99465421835581,7.492631988621306,7.754275791140958,0.17729885182503996,0.0005028735546545051,0.0,17.99581133805472,33.45930944777083,7.414836211451169,0,0.0,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0018518518,0.0,0.0,0.0,0.002,0.998,1,0.8660254037844386,0.5000000000000001,0.0,0.4867850019138115
BN,HGL,2024-02-01,2024,2,5,82.0,0.48,24,409.0,2.41,32,170,0.1412,0.1882,0,181,1,181.0,0,4,387.0,387.0,774.0,12.0,6.0,6.0,7,15.416666666666668,7.75,7.666666666666667,2715.0,1545.0,4260.0,0.0,0.0,28.0,0.0,0.0,7.363425066828428,0.16982758669289708,0.00040229886299234695,0.0,17.323984890319835,32.940516327646954,6.958971096866432,7.363425066828428,0.16982758669289708,0.00040229886299234695,0.0,17.323984890319835,32.940516327646954,6.958971096866432,0,0.0,8.0,21.0,0.263,0,0.005882353,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.994,1,0.8660254037844386,0.5000000000000001,0.0,0.4533521361116422
HRT,BR,2024-02-01,2024,2,10,2526.0,1.77,491,9140.0,6.42,674,1424,0.3448,0.4733,1,1543,1,1543.0,0,4,2851.0,2777.0,5628.0,28.0,14.0,14.0,3,16.0,6.0,10.0,2735.0,1192.0,3927.0,0.0,0.0,12.0,0.0,0.0,7.791882172558757,0.1645114952163107,0.00010057471307187245,0.0,16.82326145504398,32.67206805601887,7.404094831183039,7.890425084180188,0.15215517342861357,0.00030172414992047454,0.0,16.97270739489588,32.34155085717124,7.534749849431816,0,0.0,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.47043152739193284
RSD,ETN,2024-02-01,2024,2,13,601.0,0.54,272,4200.0,3.78,137,1112,0.2446,0.1232,46,1195,1,1195.0,0,8,2324.0,4805.0,7129.0,43.46666666666667,24.666666666666668,18.8,4,30.5,12.0,18.5,2411.0,1195.53,3606.5299999999997,1.0,0.14285714285714285,32.0,0.5581106265512472,0.16666666666666666,8.056643739570168,0.1941091961323701,0.0007040230129128215,0.0,18.786238562015967,35.18275776265681,7.681859221266604,7.98944538199589,0.20100574823760095,0.0015086207067829438,0.0,19.154430833270496,34.93965422353525,7.591528704454159,0,0.0,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001,0.0,0.3624168863019114
ED,WF,2024-02-01,2024,2,9,110.0,0.15,34,302.0,0.4,7,758,0.0449,0.0092,12,890,1,890.0,0,10,4492.6,4893.0,9385.6,41.2,20.6,20.6,4,13.0,6.5,6.5,1798.0,894.6,2692.6,0.0,0.0,40.0,0.0,0.0,7.579999914050274,0.1820402305423357,0.0014080459937110715,0.0,17.743596754368696,33.28655083768669,7.163908029767288,7.495887802892375,0.189224138566903,0.002614942625507541,0.0,17.70775881572359,33.651723258111666,7.186117758867384,0,0.0,8.0,21.0,0.263,0,0.005277045,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,1,0.8660254037844386,0.5000000000000001,0.0,0.3847606496662062
RSD,BGN,2024-02-01,2024,2,13,2342.0,1.6,679,9579.0,6.53,631,1468,0.4625,0.4298,115,1447,1,1447.0,0,8,2324.0,4805.0,7129.0,43.46666666666667,24.666666666666668,18.8,7,45.0,23.0,22.0,2920.88,2645.0,5565.88,0.0,0.0,56.0,0.0,0.0,8.056643739570168,0.1941091961323701,0.0007040230129128215,0.0,18.786238562015967,35.18275776265681,7.681859221266604,8.032933720497244,0.20344827726654624,0.0011063218652003113,0.0,18.31537908521192,34.31482670841546,7.647660713771294,0,0.0,8.0,21.0,0.263,1,0.76975477,0.0,0.0,0.0006811989,0.77,0.0,0.0,0.001,0.229,1,0.8660254037844386,0.5000000000000001,0.0,0.4427017713917217
AKM,GW,2024-02-01,2024,2,5,1041.0,1.22,354,2542.0,2.98,391,853,0.415,0.4584,5,925,1,925.0,0,5,1922.5,1922.0,3844.5,19.333333333333336,11.333333333333334,8.0,3,14.0,9.0,5.0,1921.0,997.0,2918.0,1.0,0.25,15.0,0.9102392266268373,0.3333333333333333,7.292428122854781,0.18994252998167757,0.006336206795069678,0.0001724137892496997,20.20754164320299,34.93861973080142,6.909094863581932,7.222491371616636,0.18089080459556017,0.006135057508089076,0.00015804597347889138,19.502954988644042,34.17103360713213,6.843396528185099,0,0.0,8.0,21.0,0.263,1,0.044548653,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.955,1,0.8660254037844386,0.5000000000000001,1.0,0.5609672058936133
DR,RH,2024-02-01,2024,2,6,449.0,0.48,157,1376.0,1.46,198,940,0.167,0.2106,0,993,1,993.0,0,8,4323.0,4292.0,8615.0,20.5,10.25,10.25,4,10.0,5.0,5.0,1993.0,1993.0,3986.0,0.0,0.0,32.0,0.0,0.0,7.546654978287995,0.1775862075945084,0.00010057471307187245,0.0,18.05234090589929,32.44344738434101,7.222588888187518,7.5557559750032155,0.18649425359721156,0.00030172413921561735,0.0,17.784117736693087,33.42206806972109,7.2222789070386995,0,0.0,8.0,21.0,0.263,0,0.05531915,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.945,1,0.8660254037844386,0.5000000000000001,0.0,0.48275446450136256
