source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,total_services_lag1,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TOP_pred,LogisticRegression_TOP_proba
RTN,RTA,2024-03-01,2024,3,5,1214.0,0.99,569,5335.0,4.34,660,1229,0.463,0.537,0,1176,1,1176.0,0,3,2348.0,1176.0,3524.0,10.0,5.0,5.0,7,14.166666666666668,7.5,6.666666666666667,5779.0,4071.0,9850.0,1.0,0.2,21.0,0.45511961331341866,0.1111111111111111,8.6823047879246,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.738697746720963,8.731252294289472,0.08734858754024531,0.0005652759309411851,0.0,15.65530166828135,29.18858597512842,8.900094825839611,2,0.0645,10.0,20.0,0.263,1,0.00081366964,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,1.0,0.6501364209705371
RSD,ODB,2024-03-01,2024,3,7,530.0,0.58,233,1230.0,1.34,28,921,0.253,0.0304,58,863,1,863.0,0,9,2340.4,4638.0,6978.4,40.55,21.75,18.8,3,15.5,7.5,8.0,1758.0,863.0,2621.0,0.0,0.0,27.0,0.0,0.0,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.706341374369682,0.11372813012847027,0.0022611037137370412,0.0,14.535187939856286,27.347401668374022,8.603784198716061,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0010857764,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,0.0,0.2522635660613978
ALMM,AMPO,2024-03-01,2024,3,2,1165.0,0.48,478,6297.0,2.59,595,2433,0.1965,0.2446,2,2430,1,2430.0,0,4,4824.0,3833.0,8657.0,3.0,1.5,1.5,8,20.0,10.0,10.0,4965.0,4965.0,9930.0,1.0,0.2,32.0,0.43429448190325176,0.1,8.567643061139863,0.061238224381232484,0.001130551821771573,0.0,15.842412912669124,29.508855199749664,8.613336182218221,8.580643340203194,0.061238224381232484,0.001130551821771573,0.0,15.842412912669124,29.508855199749664,8.626336486952463,2,0.0645,10.0,20.0,0.263,0,0.0008220304,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,1.0,0.7353754219017363
RSD,DDR,2024-03-01,2024,3,38,1225.0,1.09,371,10966.0,9.8,708,1119,0.3315,0.6327,93,1174,1,1174.0,0,9,2340.4,4638.0,6978.4,40.55,21.75,18.8,13,35.35714285714286,17.857142857142858,17.5,2642.0,7021.0,9663.0,1.0,0.09090909090909091,117.0,0.6213349345596119,0.2,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.754766074356448,0.1016150741746416,0.001601615090870761,0.0,15.001650451651171,28.04414452774849,8.72300298185079,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.4647246271851739
BN,AMRI,2024-03-01,2024,3,7,77.0,0.4,25,347.0,1.82,33,191,0.1309,0.1728,0,189,1,189.0,0,4,359.0,359.0,718.0,12.0,6.0,6.0,4,9.0,4.5,4.5,359.0,359.0,718.0,0.0,0.0,16.0,0.0,0.0,8.577963424763801,0.06756393123082165,0.0027321668424484385,0.0,13.40484127574782,26.17485796554894,8.397142444292276,8.535828363305788,0.06796769920139903,0.00047106325907148873,0.0,13.730691989690747,26.262071985575904,8.384145988269257,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.38195004951819056
RSD,ETN,2024-03-01,2024,3,13,818.0,0.74,315,3413.0,3.1,135,1101,0.2861,0.1226,33,1112,1,1112.0,0,9,2340.4,4638.0,6978.4,40.55,21.75,18.8,4,24.0,12.0,12.0,2304.0,1186.4,3490.4,0.0,0.0,36.0,0.0,0.0,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.699841173227831,0.11372813012847027,0.0022611037137370412,0.0,14.535187939856286,27.347401668374022,8.59728396420203,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.2752794641168949
RSD,ZLW,2024-03-01,2024,3,23,91.0,1.38,23,446.0,6.76,23,66,0.3485,0.3485,1,21,1,21.0,0,9,2340.4,4638.0,6978.4,40.55,21.75,18.8,10,28.0,14.0,14.0,3933.0,3932.0,7865.0,1.0,0.1111111111111111,90.0,0.5138983423697507,0.14285714285714285,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.737027793521033,0.09098250406868204,9.421265181429774e-05,0.0,14.739957206101629,27.194777156591094,8.60721621763658,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.3804583747264542
HMBH,HM,2024-03-01,2024,3,1,564.0,0.85,233,1366.0,2.06,257,662,0.352,0.3882,0,917,1,917.0,0,4,1825.0,931.5,2756.5,9.0,4.5,4.5,8,12.0,6.0,6.0,4371.0,4205.0,8576.0,1.0,0.2,32.0,0.9102392266268373,0.3333333333333333,8.952541544171073,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.842985659556946,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,2,0.0645,10.0,20.0,0.263,1,0.009063444,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.991,2,1.0,6.123233995736766e-17,1.0,0.6040411172608092
GVMW,GV,2024-03-01,2024,3,1,1255.0,0.73,376,3854.0,2.24,441,1718,0.2189,0.2567,5,1816,1,1816.0,0,4,3653.0,3653.0,7306.0,3.0,1.5,1.5,11,14.533333333333335,8.333333333333334,6.2,9814.0,7522.67,17336.67,0.0,0.0,44.0,0.0,0.0,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.5795118547420932
SPTN,DRH,2024-03-01,2024,3,1,985.0,0.85,402,2616.0,2.25,440,1161,0.3463,0.379,3,984,1,984.0,0,4,2000.0,2040.0,4040.0,3.0,1.5,1.5,4,6.0,3.0,3.0,2000.0,2000.0,4000.0,0.0,0.0,16.0,0.0,0.0,8.349801424053444,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.513058452554858,8.356301473977588,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.519558511223158,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.45526176271718366
HDRZ,ANA,2024-03-01,2024,3,11,462.0,0.38,231,4695.0,3.81,341,1232,0.1875,0.2768,8,1155,1,1155.0,0,3,2285.0,1155.0,3440.0,17.0,6.0,11.0,4,20.0,10.0,10.0,2285.0,2285.0,4570.0,0.0,0.0,12.0,0.0,0.0,8.236624028769349,0.07106325799451381,0.0009421265482260754,0.0,19.558194758272748,36.39536921012129,8.481307760703292,8.249623778370156,0.07106325799451381,0.0009421265482260754,0.0,19.558194758272748,36.39536921012129,8.494307478857232,2,0.0645,10.0,20.0,0.263,1,0.97483766,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.025,2,1.0,6.123233995736766e-17,0.0,0.4762664886268279
ASA,ASD,2024-03-01,2024,3,6,4008.0,1.5,1352,17242.0,6.45,1685,2672,0.506,0.6306,2,1722,1,1722.0,0,10,7771.0,6657.0,14428.0,18.8,9.4,9.4,20,38.95959595959596,19.77777777777778,19.181818181818183,7942.7,16464.0,24406.7,3.0,0.21428571428571427,200.0,1.7049821118353645,0.49707602339181284,8.508308470249176,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.653261368239392,8.37792187054738,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.550734781480894,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.8715144526217751
EST,NML,2024-03-01,2024,3,7,550.0,0.33,241,3907.0,2.32,334,1685,0.143,0.1982,0,1635,1,1635.0,0,7,3346.0,3283.0,6629.0,14.25,7.25,7.0,4,8.0,4.0,4.0,3267.0,2850.0,6117.0,1.0,0.2,28.0,0.6213349345596119,0.2,8.84778783218697,0.07510094258377722,0.0009421265081152781,0.0,13.588134896787308,27.10804775136637,8.7806949580181,8.901477201469493,0.0837146708513654,0.00028263795544289323,0.0,13.320359529749382,26.814427320280114,8.828529723078855,2,0.0645,10.0,20.0,0.263,0,0.021958457,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.978,2,1.0,6.123233995736766e-17,1.0,0.55807299942863
ASA,DVD,2024-03-01,2024,3,2,1861.0,1.17,651,7139.0,4.49,774,1591,0.4092,0.4865,3,1475,1,1475.0,0,10,7771.0,6657.0,14428.0,18.8,9.4,9.4,15,20.482142857142858,11.625,8.857142857142858,7633.0,7629.0,15262.0,2.0,0.18181818181818182,150.0,0.7947428852085272,0.16374269005847952,8.508308470249176,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.653261368239392,8.469308162281042,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.61426103676633,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.7269060604896113
ASA,ASB,2024-03-01,2024,3,4,152.0,1.48,61,467.0,4.53,69,103,0.5922,0.6699,0,87,1,87.0,0,10,7771.0,6657.0,14428.0,18.8,9.4,9.4,18,17.333333333333332,8.666666666666666,8.666666666666666,7754.57,7443.34,15197.91,3.0,0.2727272727272727,180.0,1.222951223239941,0.26096491228070173,8.508308470249176,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.653261368239392,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7455971867540531
HMBV,EHV,2024-03-01,2024,3,10,627.0,0.97,201,1418.0,2.2,222,645,0.3116,0.3442,0,895,1,895.0,0,4,1825.0,1803.0,3628.0,12.0,6.0,6.0,13,33.14285714285714,15.0,18.142857142857142,8173.0,10461.0,18634.0,0.0,0.0,52.0,0.0,0.0,8.94179003480145,0.11803499418705661,0.0038627186341369138,0.0,13.037445828338651,25.823094871451683,8.831090186197375,9.038917351779835,0.10982503413071061,0.0006594885526723849,0.0,12.932568835778962,26.130281962424235,8.970411300338293,2,0.0645,10.0,20.0,0.263,1,0.012403101,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.988,2,1.0,6.123233995736766e-17,1.0,0.6467476603217126
RSW,GVMW,2024-03-01,2024,3,2,1280.0,0.74,388,3876.0,2.24,453,1730,0.2243,0.2618,5,1816,1,1816.0,0,4,3653.0,3653.0,7306.0,7.0,3.5,3.5,4,3.0,1.5,1.5,3653.0,3653.0,7306.0,0.0,0.0,16.0,0.0,0.0,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,8.517496635743779,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.733714659153051,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.4820417679341832
ZP,DV,2024-03-01,2024,3,16,745.0,0.68,333,3493.0,3.19,241,1096,0.3038,0.2199,2,842,1,842.0,0,6,2201.0,2924.0,5125.0,24.0,12.0,12.0,12,29.666666666666668,14.833333333333334,14.833333333333334,5218.0,5998.0,11216.0,0.0,0.0,72.0,0.0,0.0,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.592604499565962,0.06823687830972479,0.00018842530362859548,0.0,14.069057289395646,27.060564555197672,8.491796970688318,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.4853721020058221
UTZL,UT,2024-03-01,2024,3,2,810.0,0.63,498,2350.0,1.82,530,1294,0.3849,0.4096,0,1216,1,1216.0,0,4,2780.0,2582.0,5362.0,7.0,3.5,3.5,32,44.659919028340084,22.923076923076923,21.736842105263158,19574.83,30482.29,50057.12,0.0,0.0,128.0,0.0,0.0,8.642649194313412,0.08008075423267937,0.003203230121575326,0.0,14.873725014411585,28.73168164018346,8.732622261162883,8.59938579565102,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.583235053002113,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.9293957508543169
HMH,HM,2024-03-01,2024,3,1,322.0,0.49,111,1206.0,1.83,135,658,0.1687,0.2052,0,908,1,908.0,0,4,1825.0,1825.0,3650.0,3.0,1.5,1.5,8,12.0,6.0,6.0,4371.0,4205.0,8576.0,0.0,0.0,32.0,0.0,0.0,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,2,0.0645,10.0,20.0,0.263,0,0.010638298,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.989,2,1.0,6.123233995736766e-17,1.0,0.5062211234403345
ZP,DR,2024-03-01,2024,3,13,620.0,0.54,239,4315.0,3.73,348,1157,0.2066,0.3008,0,1142,1,1142.0,0,6,2201.0,2924.0,5125.0,24.0,12.0,12.0,8,20.5,10.25,10.25,4081.0,4032.0,8113.0,1.0,0.16666666666666666,48.0,1.4426950408889634,0.5,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.624345032989599,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.600657243908334,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.4541825195987765
TBR,TBU,2024-03-01,2024,3,4,660.0,0.63,234,2955.0,2.8,289,1055,0.2218,0.2739,0,1084,1,1084.0,0,4,2189.0,2189.0,4378.0,10.0,5.0,5.0,5,10.833333333333334,2.5,8.333333333333334,2189.0,3128.0,5317.0,0.0,0.0,20.0,0.0,0.0,8.874788713768064,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.79827459728092,8.83578896125425,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.759274867790705,2,0.0645,10.0,20.0,0.263,1,0.0028436019,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.997,2,1.0,6.123233995736766e-17,0.0,0.45630880860286066
ZP,BMN,2024-03-01,2024,3,7,233.0,0.24,71,1055.0,1.06,40,991,0.0716,0.0404,4,940,1,940.0,0,6,2201.0,2924.0,5125.0,24.0,12.0,12.0,4,13.0,6.5,6.5,1885.0,965.0,2850.0,1.0,0.25,24.0,0.7213475204444817,0.25,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.663345337179797,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.639657568321896,2,0.0645,10.0,20.0,0.263,0,0.05247225,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,2,1.0,6.123233995736766e-17,0.0,0.48255276943676806
TB,TBU,2024-03-01,2024,3,1,1316.0,1.21,273,3779.0,3.48,282,1087,0.2511,0.2594,17,1105,1,1105.0,0,9,8937.0,6396.0,15333.0,30.8,17.8,13.0,5,10.833333333333334,2.5,8.333333333333334,2189.0,3128.0,5317.0,1.0,0.14285714285714285,45.0,0.5138983423697507,0.14285714285714285,8.816288637601511,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.73977447197864,8.83578896125425,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.759274867790705,2,0.0645,10.0,20.0,0.263,0,0.035878565,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.964,2,1.0,6.123233995736766e-17,1.0,0.6476652921827317
GS,BZL,2024-03-01,2024,3,5,848.0,0.69,224,7670.0,6.27,342,1224,0.183,0.2794,0,1144,1,1144.0,0,8,2958.0,2956.0,5914.0,38.0,19.0,19.0,4,11.0,5.5,5.5,2268.0,2268.0,4536.0,0.0,0.0,32.0,0.0,0.0,8.714174940801083,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.747485866456783,8.720675166330299,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.753986108351203,2,0.0645,10.0,20.0,0.263,1,0.72875816,0.0,0.0,0.0008169935,0.729,0.0,0.0,0.001,0.27,2,1.0,6.123233995736766e-17,0.0,0.3471101914698875
ZBM,GDM,2024-03-01,2024,3,9,1316.0,1.14,539,3454.0,3.0,586,1150,0.4687,0.5096,2,1088,1,1088.0,0,3,3268.0,1088.0,4356.0,20.0,11.0,9.0,10,30.0,15.0,15.0,6364.96,6407.83,12772.79,1.0,0.16666666666666666,30.0,0.45511961331341866,0.1111111111111111,8.843096165685923,0.09434724111776814,0.00028263796547059255,0.0,13.993915316073442,25.793054500466884,8.742355929409351,8.747351266333425,0.08707940799070078,0.0005652759108857865,0.0,14.367407006257958,27.73889571532587,8.654148032495183,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.7297322223183905
OBD,HWD,2024-03-01,2024,3,6,537.0,0.53,235,1587.0,1.56,254,1018,0.2308,0.2495,0,952,1,952.0,0,4,1914.0,988.0,2902.0,17.0,8.5,8.5,6,17.333333333333332,8.666666666666666,8.666666666666666,4200.0,4206.0,8406.0,0.0,0.0,24.0,0.0,0.0,8.353918775575158,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.48420143608771,8.360418833280796,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.490701497643986,2,0.0645,10.0,20.0,0.263,0,0.069744594,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.93,2,1.0,6.123233995736766e-17,1.0,0.5048072769997254
CAS,HLO,2024-03-01,2024,3,7,2974.0,1.32,1167,8256.0,3.68,1288,2246,0.5196,0.5735,0,2267,1,2267.0,0,10,5515.0,5081.0,10596.0,25.2,12.6,12.6,4,12.0,6.0,6.0,4558.0,4332.0,8890.0,1.0,0.16666666666666666,40.0,0.9102392266268373,0.3333333333333333,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.21047373976393,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.31612647815155,2,0.0645,10.0,20.0,0.263,1,0.50534284,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.495,2,1.0,6.123233995736766e-17,1.0,0.5410120764924782
ZWD,BRD,2024-03-01,2024,3,7,1245.0,0.65,698,4302.0,2.24,792,1919,0.3637,0.4127,27,1850,1,1850.0,0,6,3714.4,1908.29,5622.6900000000005,17.333333333333332,8.666666666666666,8.666666666666666,4,11.0,5.5,5.5,3713.0,3714.0,7427.0,0.0,0.0,24.0,0.0,0.0,8.734724086675477,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.774360692677556,8.695724328947259,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.735360961903794,2,0.0645,10.0,20.0,0.263,1,0.0005211047,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,1.0,0.5308056360557928
OBD,HN,2024-03-01,2024,3,11,30.0,0.43,10,8.0,0.11,6,70,0.1429,0.0857,0,36,1,36.0,0,4,1914.0,988.0,2902.0,17.0,8.5,8.5,12,40.333333333333336,20.166666666666668,20.166666666666668,3482.0,4064.0,7546.0,0.0,0.0,48.0,0.0,0.0,8.353918775575158,0.0682368781292262,0.0016016150507599638,0.0,16.168082024495984,29.30729398047138,8.48420143608771,8.380258405673873,0.06110363435576774,0.0006594885326169863,0.0,16.82344548538588,30.27149315637663,8.539746941018393,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5746125765786814
CAS,HLM,2024-03-01,2024,3,23,10.0,0.14,7,100.0,1.35,10,74,0.0946,0.1351,0,37,1,37.0,0,10,5515.0,5081.0,10596.0,25.2,12.6,12.6,16,24.0,12.0,12.0,8031.5,9355.0,17386.5,0.0,0.0,160.0,0.0,0.0,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.336801681512137,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.500058731192054,2,0.0645,10.0,20.0,0.263,0,0.972973,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.027,2,1.0,6.123233995736766e-17,1.0,0.596903472370728
ZDK,PMW,2024-03-01,2024,3,10,903.0,0.98,280,1905.0,2.06,303,924,0.303,0.3279,0,910,1,910.0,0,4,1839.0,1808.0,3647.0,13.0,6.5,6.5,4,11.0,5.5,5.5,1839.0,1839.0,3678.0,0.0,0.0,16.0,0.0,0.0,8.403150991588069,0.09905787410959101,0.002072678329886851,0.0,15.914257399647585,28.961829666815408,8.608063534162888,8.494172897024399,0.06635262560435291,9.421265181429774e-05,0.0,17.79184415587506,31.084036827087402,8.661736813721072,2,0.0645,10.0,20.0,0.263,1,0.0508658,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.949,2,1.0,6.123233995736766e-17,0.0,0.42859433420932813
MP,HGV,2024-03-01,2024,3,20,1686.0,1.54,538,2998.0,2.75,571,1092,0.4927,0.5229,18,1060,1,1060.0,0,6,5728.0,4827.0,10555.0,41.333333333333336,20.666666666666668,20.666666666666668,7,55.33333333333333,27.333333333333332,28.0,2117.0,2082.0,4199.0,1.0,0.16666666666666666,42.0,0.43429448190325176,0.1,8.352489912478832,0.07227456357084405,9.421265181429774e-05,0.0,15.080411592049682,28.453081335706955,8.336069986605228,8.140538994348226,0.07133243694239638,0.00018842530362859548,0.0,14.59668964364166,26.98982433355031,7.975936053899865,2,0.0645,10.0,20.0,0.263,1,0.08608059,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.914,2,1.0,6.123233995736766e-17,1.0,0.6355649499817508
ZWD,RTB,2024-03-01,2024,3,17,5.0,0.07,3,56.0,0.81,22,69,0.0435,0.3188,0,12,42,0.29,0,6,3714.4,1908.29,5622.6900000000005,17.333333333333332,8.666666666666666,8.666666666666666,10,18.333333333333336,8.333333333333334,10.0,8122.89,6705.4,14828.29,1.0,0.125,60.0,0.5138983423697507,0.14285714285714285,8.734724086675477,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.774360692677556,8.6498050696115,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.706198080070568,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.6453577623944717
BLL,HLM,2024-03-01,2024,3,3,511.0,0.43,193,1733.0,1.46,219,1189,0.1623,0.1842,0,1055,1,1055.0,0,4,2079.0,2078.0,4157.0,5.0,2.5,2.5,16,24.0,12.0,12.0,8031.5,9355.0,17386.5,0.0,0.0,64.0,0.0,0.0,8.369301754324464,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.532558812748535,8.336801681512137,0.06890982591006829,0.0,0.0,17.41042084063367,32.25415798408026,8.500058731192054,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.6316040358641595
ASB,SHL,2024-03-01,2024,3,17,4.0,0.13,4,79.0,2.55,6,31,0.129,0.1935,3,35,1,35.0,0,18,7754.57,7443.34,15197.91,17.333333333333332,8.666666666666666,8.666666666666666,17,43.986111111111114,22.11111111111111,21.875,14795.0,13078.0,27873.0,2.0,0.125,306.0,0.9605402309330919,0.25,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,8.488792967266862,0.07362045850078318,0.0007537012145143819,0.0,15.47013106496947,29.499649301351802,8.652857617125376,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7479948571065936
CAS,UTG,2024-03-01,2024,3,4,952.0,0.83,439,2065.0,1.8,460,1146,0.3831,0.4014,0,1176,1,1176.0,0,10,5515.0,5081.0,10596.0,25.2,12.6,12.6,6,8.0,4.0,4.0,2319.0,3762.0,6081.0,0.0,0.0,60.0,0.0,0.0,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.46788922832154556
